# Scherrer - S-chalun, Engiadina Bassa - ABAL - ITRDB CHE478
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41290
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41290.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che478-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che478.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che478.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-02
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-02
#--------------------
# Title
#   Study_Name: Scherrer - S-chalun, Engiadina Bassa - ABAL - ITRDB CHE478
#--------------------
# Investigators
#   Investigators: Scherrer, Judith; Nötzli, Magdalena; Bigler, Christof
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Scherrer J. 2024. Das Potenzial der Weisstanne im Unterengadin. Master’s thesis. ETH Zurich, Zurich.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: S-chalun, Engiadina Bassa
#   Location: Switzerland
#   Northernmost_Latitude: 46.93838879
#   Southernmost_Latitude: 46.93838879
#   Easternmost_Longitude: 10.47942407
#   Westernmost_Longitude: 10.47942407
#   Elevation_m: 1255
#--------------------
# Data_Collection
#   Collection_Name: CHE478
#   First_Year: 1834
#   Last_Year: 2023
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SC00T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC00T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC01T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC01T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC02T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC02T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC03T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC03T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC04T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC04T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC05T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC05T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC06T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC06T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC07T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC07T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC08T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC08T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC11T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC11T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC12T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC12T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC13T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC13T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC14T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC14T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC15T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC15T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SC00T_01_raw	SC01T_01_raw	SC02T_01_raw	SC03T_01_raw	SC04T_01_raw	SC05T_01_raw	SC06T_01_raw	SC07T_01_raw	SC08T_01_raw	SC11T_01_raw	SC12T_01_raw	SC13T_01_raw	SC14T_01_raw	SC15T_01_raw
1977	1.61	1.05	0.9	0.44	1.45	1.7	1.22	1.25	3.69	3.34	2.11	2.74	1.83	0.82
1978	2.32	0.93	1.34	0.67	1.75	2.03	1.53	1.89	4.26	3.72	2.66	3.52	2.05	1.05
1979	1.86	1.07	1.1	0.7	1.56	1.84	1.4	1.38	3.36	3.56	2.57	3.29	2.19	1.15
1980	1.65	1.24	0.81	0.62	1.23	1.48	1.46	1.82	3.1	3.39	2.17	3.35	3.95	0.99
1981	1.63	1.29	1.07	0.78	1.39	1.69	1.55	1.48	2.37	3.58	2.26	3.71	4.63	0.82
1982	1.56	1.34	1.2	0.75	1.31	1.85	1.46	1.82	1.99	3.6	2.52	3.54	4.2	0.8
1983	2.06	2.19	1.74	1.17	1.88	2.36	2	2.55	3.01	3.84	3.03	5.23	4.43	1.43
1984	1.3	2.15	1.36	0.82	1.33	1.63	1.52	2	2.07	2.94	2.32	3.89	3.28	0.72
1985	1.98	2.65	1.83	1.21	1.87	1.68	2	2.68	2.73	3.54	2.75	4.46	3.69	0.75
1986	1.3	1.54	1.42	0.75	1	1.26	1.45	1.28	1.58	2.69	2.52	3.41	2.94	0.54
1987	1.47	1.49	1.27	0.81	1.26	1.46	1.55	2.18	1.81	3.15	2.43	3.61	3.11	0.71
1988	1.37	1.79	1.23	0.76	1.29	1.31	2.38	2.22	2.12	3.38	2.34	3.71	3.23	0.62
1989	1.93	2.23	1.5	0.89	1.43	1.71	2.24	2.69	2.35	4.19	2.47	4.1	3.65	1.01
1990	1.84	1.93	1.19	0.74	1.08	1.53	1.58	2.11	1.97	3.84	2.23	3.82	3.74	0.73
1991	1.6	1.4	0.85	0.73	0.98	1.46	1.29	1.96	1.87	3.53	2.21	3.19	3.24	1.59
1992	1.35	1.19	0.65	0.6	0.64	1.19	1.25	1.14	1.77	3.11	2.14	3.11	2.89	1.73
1993	1.47	1.11	0.79	0.73	0.74	1.43	1.33	1.35	1.94	3.2	2.18	2.85	2.93	1.3
1994	1.66	1.22	0.82	0.74	0.9	1.86	1.29	1.45	2.2	3.17	2.76	3.18	4.13	1.51
1995	2.02	1.27	0.69	0.98	1.04	1.78	1.74	1.69	2.61	3.49	2.72	3.57	4.75	1.51
1996	1.44	1.57	0.69	0.86	0.81	1.37	1.68	1.18	2.08	3.12	2.39	3.16	3.9	1.17
1997	2.04	2.13	0.66	1.22	1.39	1.55	1.88	1.51	2.6	3.61	2.76	3.69	3.6	1.23
1998	1.82	3.2	0.64	1.12	0.97	1.61	1.91	1.02	2.17	3.2	2.41	2.75	3.53	0.87
1999	1.82	2.41	0.6	1.21	1.14	1.6	1.79	1.15	1.8	2.75	2.14	2.64	3.16	0.86
2000	1.26	1.91	0.57	1.11	1.46	1.44	1.69	0.8	1.72	2.61	4.77	2.63	2.78	0.4
2001	1.34	2.33	0.62	1.36	2.05	1.42	1.75	1.51	2.03	3.34	7.46	2.59	4.21	0.35
2002	1.17	2.49	1.21	1.46	2.24	1.47	2.58	1.75	2.45	4.3	9.51	3.2	4.17	0.93
2003	1.03	3.11	1.36	1.41	1.9	1.73	2.2	1.4	2.22	6.12	11.29	4.23	5.24	1.27
2004	1.19	4.29	1.09	1.28	1.36	1.46	2.09	1.39	1.86	7.33	11.15	5.54	5.94	1.56
2005	1	3.55	1.31	1.05	2.01	1.39	2.03	1.42	2.03	6.51	9.79	4.81	5.91	1.8
2006	1.25	3.9	1.49	1.32	1.99	1.64	2.1	1.24	1.98	6.18	9.6	5.25	4.64	2.15
2007	1.33	2.79	1.79	1.3	2.68	1.7	2.19	1.34	2.28	6.67	10.12	4.6	4.69	1.53
2008	1.57	4.6	2.01	1.42	2.34	1.97	1.89	0.96	1.98	5.93	9.61	4.62	5.66	1.42
2009	1.07	3.08	2.31	1.21	2.6	1.99	1.63	0.83	1.63	5.31	8.81	4.32	5.18	1.87
2010	1.3	3.44	1.92	1.29	2.28	2.12	1.44	1.01	1.82	4.56	7.31	3.96	5.38	1.97
2011	0.96	3.5	1.93	1.26	2.25	2.11	1.62	1.07	1.71	4.42	6.29	3.65	4.87	1.59
2012	1.25	3.83	1.85	1.91	1.88	2.24	1.62	1.59	1.89	4.21	7.75	3.85	4.67	1.67
2013	0.94	1.83	1.75	1.57	1.52	2.49	1.48	1.11	1.46	3.65	6.62	3.85	4.68	1.35
2014	1.02	1.99	1.5	1.84	2.01	2.69	1.35	1.25	1.63	3.88	5.99	3.63	4.61	0.99
2015	1.31	2.45	1.33	2.13	1.72	2.7	1.3	1.93	1.71	3.75	7.18	3.8	6.04	1.47
2016	1.62	1.93	1.12	1.74	1.69	2.73	1.26	2.39	1.81	3.95	6.08	5.12	6.61	2.08
2017	1.07	1.45	0.8	1.42	1.42	2.32	1.05	1.77	1.46	3.48	5.4	4.28	6.69	2.38
2018	0.98	1.28	0.69	1.31	1.18	2.01	0.98	1.36	1.1	3.49	5.36	4.31	3.46	1.4
2019	0.95	2.41	0.68	1.07	1.06	2.36	0.84	1.8	0.86	4.08	4.44	4.8	4.51	1.8
2020	0.87	1.82	0.78	1.01	1.19	3	0.78	2.36	0.87	3.47	4.25	5.28	4.27	1.32
2021	0.82	1.61	0.97	1.33	1.42	3.11	0.87	2.46	0.97	3.6	4.18	4.87	4.34	1.48
2022	1.02	1.38	0.96	1.59	1.45	3.56	0.8	2.59	0.93	2.83	3.41	4.69	2.69	1.12
2023	0.61	1.1	0.82	1.86	1.34	3.28	0.79	2.31	0.74	3.21	3.45	5.41	3.7	1.24
