# Ferrari - Bosch da Barga, Val Bregaglia - PCAB - ITRDB CHE471
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41283
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41283.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che471-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che471.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che471.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-02
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-02
#--------------------
# Title
#   Study_Name: Ferrari - Bosch da Barga, Val Bregaglia - PCAB - ITRDB CHE471
#--------------------
# Investigators
#   Investigators: Ferrari, Michela; Nötzli, Magdalena; Bigler, Christof
#--------------------
# Description_Notes_and_Keywords
#   Description: Elevation range: 1421 - 1625 m a.s.l.
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Ferrari M. 2024. Wachstum und Verbreitung der Weisstanne im Bergell. Master’s thesis. ETH Zurich, Zurich. doi:10.3929/ethz-b-000676922
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Bosch da Barga, Val Bregaglia
#   Location: Switzerland
#   Northernmost_Latitude: 46.372033212
#   Southernmost_Latitude: 46.372033212
#   Easternmost_Longitude: 9.653504857
#   Westernmost_Longitude: 9.653504857
#   Elevation_m: 1523
#--------------------
# Data_Collection
#   Collection_Name: CHE471
#   First_Year: 1806
#   Last_Year: 2023
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BA03FA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BA03FA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BA04FA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BA04FA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BA05FA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BA05FA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BA06FA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BA06FA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BA07FA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BA07FA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BA08FA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BA08FA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BA10FA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BA10FA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BA12FA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BA12FA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BA14FA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BA14FA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BA16FB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BA16FB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BA17FA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BA17FA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BA03FA_raw	BA04FA_raw	BA05FA_raw	BA06FA_raw	BA07FA_raw	BA08FA_raw	BA10FA_raw	BA12FA_raw	BA14FA_raw	BA16FB_raw	BA17FA_raw
1877	1.54	0.93	NA	0.39	1.38	1.28	NA	NA	NA	NA	NA
1878	1.39	0.86	NA	0.29	1.33	1.11	NA	NA	NA	NA	NA
1879	1.47	0.89	NA	0.32	1.45	1.01	NA	NA	NA	NA	NA
1880	1.5	1.03	NA	0.33	1.45	0.93	NA	NA	NA	NA	NA
1881	1.76	0.98	NA	0.44	1.33	0.95	NA	NA	NA	NA	NA
1882	1.6	0.89	NA	0.38	1.72	0.84	NA	NA	NA	NA	NA
1883	1.4	0.82	NA	0.31	1.85	0.77	NA	NA	NA	NA	NA
1884	1.37	0.69	NA	0.32	1.52	0.65	NA	NA	NA	NA	NA
1885	1.53	0.83	NA	0.33	1.37	0.63	NA	NA	NA	NA	NA
1886	1.78	0.94	NA	0.37	1.84	0.85	NA	NA	NA	NA	NA
1887	1.96	0.92	NA	0.36	1.5	0.82	NA	NA	NA	NA	NA
1888	1.58	0.86	NA	0.34	1.58	0.84	NA	NA	NA	NA	NA
1889	1.6	0.71	NA	0.33	1.95	0.78	NA	NA	NA	NA	NA
1890	1.46	0.67	NA	0.38	1.66	1.03	NA	NA	NA	NA	NA
1891	1.56	0.69	NA	0.41	1.67	0.96	NA	NA	NA	NA	NA
1892	1.72	0.86	NA	0.49	2.23	1.06	NA	NA	NA	NA	NA
1893	1.68	0.75	NA	0.44	1.76	0.97	NA	NA	NA	NA	NA
1894	1.71	0.84	NA	0.4	1.96	0.89	NA	NA	NA	NA	NA
1895	1.61	0.81	NA	0.37	1.9	0.92	NA	NA	NA	NA	NA
1896	1.5	0.61	NA	0.31	1.57	0.7	NA	NA	NA	NA	NA
1897	1.33	0.79	NA	0.44	1.89	0.89	NA	NA	NA	NA	NA
1898	1.5	0.52	NA	0.33	1.52	0.97	NA	NA	NA	NA	NA
1899	1.8	0.7	NA	0.45	1.71	0.92	NA	NA	NA	NA	NA
1900	1.58	0.92	NA	0.4	1.35	0.91	NA	NA	NA	NA	NA
1901	1.72	0.98	NA	0.42	1.38	0.84	NA	NA	NA	NA	NA
1902	1.54	0.73	NA	0.44	1.43	0.89	NA	NA	NA	NA	NA
1903	1.44	0.71	NA	0.43	1.56	0.83	NA	NA	NA	NA	NA
1904	1.89	0.86	NA	0.5	2.02	0.92	NA	NA	NA	NA	NA
1905	1.48	0.74	NA	0.46	1.71	0.69	NA	NA	NA	NA	NA
1906	1.41	0.83	NA	0.49	1.36	0.76	NA	NA	NA	NA	NA
1907	1.39	0.79	NA	0.49	1.63	0.55	NA	NA	NA	NA	NA
1908	1.64	0.76	NA	0.59	1.34	0.78	NA	NA	NA	NA	NA
1909	1.27	0.53	NA	0.49	1.45	0.56	NA	NA	NA	NA	NA
1910	1.48	0.64	NA	0.72	2.27	0.65	NA	NA	NA	NA	NA
1911	1.38	0.57	NA	0.68	2.26	0.59	NA	NA	NA	NA	NA
1912	1.57	0.66	NA	0.95	1.83	0.61	NA	NA	NA	NA	NA
1913	1.33	0.56	NA	0.98	1.84	0.7	NA	NA	NA	NA	NA
1914	1.42	0.68	NA	0.75	1.73	0.76	NA	NA	NA	NA	NA
1915	1.7	0.69	NA	0.99	1.75	0.97	NA	NA	NA	NA	NA
1916	1.85	0.64	NA	1	1.82	1	NA	NA	NA	NA	NA
1917	2.19	0.77	NA	1.19	1.83	1.08	NA	NA	NA	NA	NA
1918	1.88	0.57	NA	0.87	1.7	0.95	NA	NA	NA	NA	NA
1919	1.91	0.8	2.14	0.92	1.36	0.97	NA	NA	NA	NA	NA
1920	1.73	0.76	1.56	0.91	1.38	0.96	NA	NA	NA	NA	NA
1921	1.65	0.72	1.13	0.82	1.29	1.09	NA	NA	NA	NA	NA
1922	1.4	0.56	1.02	0.71	0.98	0.87	NA	NA	NA	NA	NA
1923	1.67	0.65	1.13	0.89	1.03	1.15	NA	NA	NA	NA	NA
1924	1.46	0.55	1.66	0.66	0.87	0.87	NA	NA	NA	NA	NA
1925	1.62	0.6	1.66	0.64	1.08	0.92	NA	NA	NA	NA	NA
1926	1.23	0.59	1.44	0.58	0.84	0.88	NA	NA	NA	NA	NA
1927	1.33	0.65	1.65	0.5	0.92	0.78	NA	NA	NA	NA	NA
1928	1.39	0.59	1.24	0.55	0.91	0.93	NA	3.4	NA	NA	NA
1929	1.53	0.62	1.34	0.51	0.86	1.05	NA	3.35	NA	NA	NA
1930	1.41	0.51	1.24	0.35	0.86	0.77	NA	3.36	NA	NA	NA
1931	1.61	0.74	1.21	0.38	1.08	0.94	NA	3.05	NA	NA	NA
1932	1.45	0.61	1.01	0.33	0.95	0.99	NA	3.07	NA	NA	NA
1933	1.24	0.6	0.73	0.3	0.88	0.79	NA	2.64	NA	NA	NA
1934	1.58	0.49	0.78	0.31	0.83	0.92	NA	2.84	NA	NA	NA
1935	1.85	0.66	0.97	0.33	1.04	1.08	NA	2.48	NA	NA	NA
1936	1.57	0.6	0.95	0.46	0.93	1.16	NA	1.69	NA	NA	NA
1937	1.73	0.64	1.04	0.47	1.21	1.23	NA	2.7	NA	NA	NA
1938	1.49	0.63	0.77	0.4	1.17	1.02	NA	2.54	NA	NA	NA
1939	1.43	0.66	0.8	0.48	1.23	0.99	NA	2.19	NA	NA	NA
1940	1.41	0.59	0.66	0.44	1.29	1.11	NA	1.17	NA	2.08	NA
1941	1.49	0.69	0.69	0.44	1.2	1.12	NA	1.72	NA	2.25	NA
1942	1.26	0.59	0.82	0.52	1.02	1	NA	2.15	NA	3.11	NA
1943	1.39	0.57	0.7	0.47	0.91	1	1.69	3.02	NA	2.91	NA
1944	1.33	0.58	0.86	0.48	0.99	1.16	1.48	2.6	NA	3	NA
1945	1.42	0.58	0.79	0.42	1.42	1.12	1.45	2.26	NA	3.69	NA
1946	1.41	0.53	0.59	0.49	0.94	1.09	1.11	2.42	NA	3.68	NA
1947	1.37	0.5	0.85	0.47	0.98	1.13	1.28	2.72	NA	3.12	NA
1948	1.39	0.42	0.54	0.53	0.51	0.94	1.64	2.22	NA	3.4	NA
1949	1.27	0.53	0.74	0.66	0.81	0.93	1.39	2.24	NA	2.84	NA
1950	1.02	0.52	0.68	0.55	0.56	0.79	1.62	2.2	NA	2.82	NA
1951	1.23	0.41	0.54	0.48	0.59	0.74	1.83	2.86	NA	2.73	NA
1952	1.28	0.38	0.69	0.48	0.74	0.87	2.18	3.08	NA	2.82	NA
1953	1.05	0.41	0.61	0.39	0.47	0.86	1.96	2.95	NA	2.04	NA
1954	0.94	0.28	0.69	0.33	0.55	0.55	1.58	2.36	NA	2.33	NA
1955	1.36	0.47	0.7	0.5	0.73	0.83	2.15	2.9	NA	1.93	NA
1956	1	0.43	0.92	0.53	0.77	0.86	1.93	2.64	NA	1.09	NA
1957	1.15	0.38	0.74	0.45	0.87	0.78	1.94	2.4	NA	1.57	NA
1958	1.69	0.33	0.95	0.52	0.7	1.02	2.02	2.86	NA	1.82	NA
1959	1.69	0.47	0.73	0.65	0.95	1.26	2.05	2.59	NA	2.04	NA
1960	1.26	0.43	0.79	0.55	0.7	1.24	2.01	2.59	1.25	2.04	NA
1961	1.18	0.45	0.74	0.53	0.93	1.19	1.75	2.6	1.34	1.82	NA
1962	1.38	0.41	0.67	0.39	0.67	0.95	1.61	2.33	1.15	1.18	NA
1963	1.26	0.5	0.93	0.41	0.5	0.91	1.71	2.14	0.94	1.54	NA
1964	1.58	0.51	1.11	0.42	1.03	0.81	2.49	2.23	1.3	1.74	NA
1965	1.36	0.61	1.03	0.42	0.98	0.69	1.71	1.84	1.15	1.04	NA
1966	1.18	0.54	1.32	0.42	0.8	0.12	1.18	1.88	1.4	1.27	NA
1967	1.34	0.65	1.8	0.5	0.77	0.44	1.91	2.42	1.65	1.31	NA
1968	1.26	0.61	1.92	0.51	0.74	0.52	2.32	2.44	1.85	1.84	NA
1969	1.38	0.76	2.85	0.5	0.75	0.45	2.82	3.01	3	2.32	NA
1970	1.47	0.68	2.74	0.48	0.81	0.44	2.09	2.59	2.37	1.76	NA
1971	1.37	0.65	2.84	0.41	0.75	0.48	2.13	2.79	3.24	2.2	NA
1972	1.22	0.6	2.75	0.48	0.58	0.41	2.19	2.64	2.86	2.82	NA
1973	1.08	0.61	2.68	0.51	0.59	0.31	2.09	2.17	2.67	1.8	4.78
1974	1.27	0.55	2.41	0.47	0.53	0.44	1.96	2.03	2.76	2.07	4.2
1975	1.12	0.65	2.15	0.5	0.48	0.36	2.34	2.43	2.61	2.22	4.66
1976	1.09	0.48	2.09	0.51	0.43	0	1.91	1.85	2.84	1.76	3.93
1977	0.94	0.68	2.61	0.6	0.49	0.5	2.53	2.29	2.76	2.06	4.94
1978	0.86	0.53	2.31	0.44	0.39	0.36	2.82	2.11	2.44	1.99	5.09
1979	1.17	0.62	2.62	0.61	0.48	0.63	2.8	2.04	2.15	1.81	4.15
1980	1.3	0.47	2.12	0.5	0.37	0.5	2.06	1.75	1.86	2.12	3.39
1981	1.33	0.53	2.26	0.47	0.27	0.59	2.38	1.98	2.12	2.63	3.29
1982	1.58	0.7	2.35	0.66	0.48	0.71	2.44	1.9	2.2	2.85	3.4
1983	1.65	0.5	2.19	0.69	0.38	0.63	2.25	1.73	1.71	2.68	4.37
1984	1.54	0.51	2.2	0.72	0.33	0.58	1.88	1.42	1.25	2.03	3.87
1985	1.35	0.83	2.68	0.98	0.29	0.86	2.59	1.79	1.31	2.17	5.16
1986	1.18	0.5	2.41	0.71	0.31	0.68	1.88	1.44	1.13	1.63	4.93
1987	1.62	0.57	2.32	0.89	0.43	0.62	1.95	1.44	1.02	1.78	4.36
1988	1.7	0.42	2.11	0.77	0.31	0.53	2.5	1.62	0.84	1.85	5.56
1989	1.66	0.71	2.45	1	0.35	0.73	2.16	2.09	1.4	2.31	5.22
1990	1.31	0.61	2.42	1.04	0.16	0.73	1.56	1.68	1.05	2.26	4.63
1991	1.58	0.85	2.34	1.02	0.21	0.77	1.67	1.47	1.08	1.82	4.65
1992	1.09	0.6	1.44	0.68	0.12	0.5	1.71	1.56	0.62	1.56	4.1
1993	1.08	0.64	1.59	0.69	0.11	0.54	2.06	1.39	0.78	1.69	3.9
1994	0.96	0.52	1.89	0.79	0.25	0.55	1.72	1.14	0.71	1.85	3.92
1995	1.04	0.64	1.55	0.69	0.15	0.56	1.99	1.23	0.72	1.96	3.62
1996	0.91	0.59	1.92	0.68	0.1	0.75	2.54	1.17	0.6	1.57	3.55
1997	0.75	0.56	2.19	0.49	0.19	0.53	2.07	1.16	0.7	1.81	3.96
1998	1.1	0.66	3.35	0.39	0.23	0.73	2.51	1.18	1.02	1.93	3.51
1999	1.3	0.73	3.82	0.31	0.24	0.64	2.61	1.54	0.89	2.53	3.73
2000	1.48	0.69	4.2	0.32	0.27	0.8	3.4	1.12	0.62	3.05	3.75
2001	1.72	0.95	5.13	0.56	0.73	0.88	2.74	1.6	0.63	2.94	3.76
2002	1.42	0.83	4.54	0.54	0.57	0.92	2.38	1.62	0.57	2.81	3.13
2003	1.07	0.66	3.67	0.54	0.46	0.67	1.91	1.69	0.5	2.52	2.05
