# Esper - Pingvellir - PCSI - ITRDB ISL002
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/42138
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-42138.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/isl002-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/isl002.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/isl002.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-06-16
#--------------------
# File_Last_Modified_Date
#   Date: 2025-06-16
#--------------------
# Title
#   Study_Name: Esper - Pingvellir - PCSI - ITRDB ISL002
#--------------------
# Investigators
#   Investigators: Esper, Jan
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Pingvellir
#   Location: Iceland
#   Northernmost_Latitude: 64.244411
#   Southernmost_Latitude: 64.244411
#   Easternmost_Longitude: 21.031786
#   Westernmost_Longitude: 21.031786
#   Elevation_m: 140
#--------------------
# Data_Collection
#   Collection_Name: ISL002
#   First_Year: 1975
#   Last_Year: 2017
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea sitchensis (Bong.) Carrière
#   Common_Name: Sitka spruce
#   Tree_Species_Code: PCSI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 0PSG4011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4161_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4161; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4162_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4162; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4181_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4181; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4182_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4182; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4191_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4191; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4192_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4192; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4211_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4211; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4212_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4212; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4221_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4221; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4222_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4222; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4231_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4231; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0PSG4232_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0PSG4232; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	0PSG4011_raw	0PSG4012_raw	0PSG4041_raw	0PSG4042_raw	0PSG4081_raw	0PSG4082_raw	0PSG4091_raw	0PSG4092_raw	0PSG4101_raw	0PSG4102_raw	0PSG4111_raw	0PSG4112_raw	0PSG4131_raw	0PSG4132_raw	0PSG4161_raw	0PSG4162_raw	0PSG4171_raw	0PSG4172_raw	0PSG4181_raw	0PSG4182_raw	0PSG4191_raw	0PSG4192_raw	0PSG4211_raw	0PSG4212_raw	0PSG4221_raw	0PSG4222_raw	0PSG4231_raw	0PSG4232_raw
1975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1976	NA	NA	2.97	2.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1977	NA	NA	3.68	3.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1978	NA	NA	2.4	2.57	NA	NA	NA	NA	1.92	2.15	NA	NA	NA	NA	NA	NA	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	1.59
1979	NA	NA	1.81	2.19	NA	NA	NA	NA	2.22	1.92	1.19	1.2	NA	NA	NA	NA	1.55	1.78	NA	NA	NA	NA	NA	NA	NA	NA	1.31	1.25
1980	NA	NA	1.78	1.97	1.91	1.86	NA	NA	2.05	1.85	1.03	1.12	NA	NA	NA	NA	1.03	1.71	1.14	NA	0.67	0.77	NA	NA	NA	NA	1	1.16
1981	NA	NA	1.44	1.76	1.53	1.35	NA	NA	1.54	1.71	0.9	1.1	NA	NA	NA	NA	1.29	1.88	1.16	NA	0.71	0.59	NA	NA	NA	NA	1.16	1.16
1982	NA	NA	2.39	2.32	2.07	1.6	NA	NA	1.58	1.86	1.26	1.27	NA	NA	NA	NA	1.72	2.12	1.37	1.04	0.86	0.79	NA	NA	NA	NA	1.57	1.59
1983	NA	NA	1.96	2.11	1.07	0.69	NA	NA	1.65	1.7	0.84	0.88	NA	NA	NA	NA	1.89	2.24	0.44	1.1	1.21	1.39	NA	NA	NA	NA	1.71	1.83
1984	NA	NA	2.82	2.42	2.56	0.97	NA	NA	1.92	2.33	1.37	1.47	NA	NA	NA	NA	2.14	2.37	1.41	1.54	1.9	2.07	NA	NA	NA	NA	2.83	3.45
1985	NA	NA	2.72	3.04	2.63	2.04	NA	NA	1.97	1.96	1.37	1.13	NA	NA	NA	NA	2.79	2.71	1.51	0.87	1.45	1.85	NA	NA	NA	NA	2.09	2.67
1986	NA	NA	3.12	2.68	2.82	2.15	NA	NA	2.23	2.21	1.6	1.83	NA	NA	NA	NA	2.99	3	1.76	1.24	1.65	2.19	NA	NA	2.07	1.93	2.78	3.22
1987	NA	NA	2.92	2.84	2.53	2.24	3.22	3.71	3.18	2.82	2.26	1.91	NA	NA	2.09	2	2.96	2.5	1.95	1.68	1.7	2.13	2.41	2.08	1.65	1.73	3.08	3.11
1988	NA	NA	3.64	2.74	4.5	4.77	2.48	3.21	2.41	2.45	2.61	1.89	2.27	1.98	2.07	1.59	3.4	3.09	1.61	2.28	1.84	2.34	2.54	2.91	1.14	1.42	2.24	2.41
1989	NA	NA	3.22	2.2	3.48	3.18	1.48	2.02	1.74	2.09	1.97	1.71	1.75	1.81	1.72	1.57	2.66	2.93	1.77	2.06	1.72	2.25	2.11	2.59	1.29	1.13	2.41	2.07
1990	NA	NA	3.74	3.06	5.1	4.09	2.03	3.04	2.49	2.28	2.54	2.59	2.91	2.74	2.23	2.25	3.82	4.25	3.24	3.95	2.08	3.6	2.81	3.3	2.56	2.24	3.12	3.43
1991	1.7	1.71	4.61	4.64	4.83	3.9	2.28	2.99	3	3.17	3.5	2.62	3.27	2.88	2.53	2.73	4.81	4.7	3.82	5.08	2.35	3.81	3.33	2.97	2.34	1.65	3.58	3.51
1992	1.46	2.29	3.26	2.39	4.24	3.6	1.91	2.31	2.2	2.1	2.5	2.29	2.68	2.36	2.02	1.92	4.67	5.5	3.33	3.72	3.31	3.83	2.48	2.1	1.88	1.79	3.8	3.59
1993	2.02	2.1	2.91	2	3.77	3.79	2	2.54	1.88	1.62	2.37	3.11	2.7	2.69	2.26	2.11	4.47	4.88	3.91	3.32	3	3.83	2.56	2.32	2.1	2.06	3.68	4.43
1994	2.91	3.18	2.66	2.1	3.3	3.3	2.02	2.9	2.52	1.76	2.38	2.83	3.1	3.37	2.45	2.57	3.95	5.01	4.55	3.88	3.5	4.29	2.82	3.07	2.07	2.37	3.41	4.17
1995	3.04	2.86	2.9	2.08	3.6	3.22	2.12	2.8	2.39	1.44	2.37	1.96	3.25	3.15	3.63	2.83	4.81	5.32	4	3.02	2.91	3.1	2.78	3.03	2.11	2.94	3.28	4.21
1996	2.88	3.12	2.54	2.19	3.43	3.06	2.52	2.59	2.11	1.38	2.27	1.57	3.4	3.35	2.53	2.82	4.84	4.61	3.38	3.16	3.92	2.89	2.48	3	2.3	3.42	3.44	4.13
1997	2.38	3.41	2.11	2.13	3.38	2.84	1.98	2.41	1.4	1.19	2.05	1.3	2.97	2.83	1.7	1.93	3.91	4.9	3.01	3.03	3.02	2.48	2.13	2.19	2.12	2.43	3.54	3.28
1998	2.96	4.48	3.33	2.46	4.1	3.51	2.18	2.21	1.76	1.53	3.75	2.33	3.48	3.54	3.12	2.96	4.47	4.93	3.43	3.66	3.66	3.17	2.62	2.76	2.23	2.33	3.76	3.6
1999	3.42	4.06	2.51	1.81	4.04	3.45	2.07	3	1.69	1.36	3.11	2.35	3.15	3.56	2.4	2.19	4.7	4.16	2.62	3.38	3	2.75	2.32	3.26	1.7	2.48	3.47	3.42
2000	2.51	3.2	1.67	1.44	4.08	3.32	1.91	2.54	1.5	1.1	2.52	1.57	2.8	2.83	1.81	1.39	4.5	3.66	2.4	2.85	2.73	2.28	2.15	2.61	1.61	2.26	4.03	3.79
2001	2.96	3.68	1.74	1.78	3.84	3.33	2.03	2.44	1.55	1.05	2.13	1.52	3.08	3.44	1.84	1.61	4.47	5.22	2.34	3.03	2.55	2.44	2.19	2.9	1.71	2.12	3.67	3.98
2002	2.72	2.84	2.19	2.42	3.85	3.6	1.76	2.05	1.46	1.05	2.28	1.91	2.86	2.91	2.12	1.88	3.82	4.53	2.39	2.99	2.58	2.12	2.03	2.72	1.66	2.01	3.25	3.63
2003	3.15	2.81	2.15	1.85	3.98	3.86	2.14	1.88	1.4	0.99	2.28	1.81	3.38	3.58	1.49	1.41	4.09	4.84	1.51	2.09	2.67	2.2	2.62	3.54	1.57	2.19	4.11	5.03
2004	2.95	2.43	2.14	2.09	4.04	3.54	1.98	2.11	1.41	1.08	1.94	1.51	3.37	2.9	1.42	1.63	4.64	5.3	2.42	2.39	2.01	1.71	2.67	2.99	1.44	2.26	3.85	3.97
2005	2.65	2.62	2.13	2.16	3.7	3.67	2.01	1.85	1.4	1.21	1.71	1.68	2.8	2.46	1.84	1.53	4.67	5.25	2.44	2.36	1.78	1.57	3.34	3.38	1.93	2.48	3.83	3.66
2006	2.71	2.7	1.57	1.58	3.38	3.59	2.59	2.29	1.47	1.19	1.98	1.92	2.88	3.1	1.52	1.5	3.97	5.15	1.52	1.95	2.58	2.11	2.45	2.8	1.62	3.25	3.91	4.27
2007	2.16	2.09	1.71	1.37	3.9	4.05	1.94	1.92	1.32	1.05	1.8	1.79	2.47	2.55	1.74	1.86	4.45	5.45	1.83	2.71	2.01	1.9	2.6	2.99	1.91	3.02	3.99	3.77
2008	2	1.96	1.32	1.45	3.63	4.01	1.67	1.9	1.07	1.08	1.33	1.4	2.73	2.7	1.89	2.27	4.7	5.27	1.93	2.84	2.1	2.04	2.48	2.87	1.71	2.83	4.19	3.99
2009	1.63	1.93	0.55	1.65	3.27	2.92	1.69	1.66	1.44	1.07	1.42	1.52	2.42	2.34	1.61	1.64	4.95	5	1.66	2.25	1.75	1.64	1.82	2.21	1.3	2.46	4.37	3.48
2010	1.88	2.09	1.26	1.71	3.96	3.5	1.55	1.44	0.96	0.94	1.18	1.5	2.52	2.43	1.53	1.56	4.12	4.76	1.58	2.42	2.03	1.38	1.78	2.21	1.36	2.62	4.51	4.26
2011	1.12	0.96	0.93	0.99	2.36	1.74	0.77	0.9	0.83	0.79	0.7	0.72	1.23	1.32	0.69	0.52	2.67	2.82	1.17	0.78	1.18	0.98	1.27	1.44	0.85	1.13	2.03	2.45
2012	1.13	2.02	0.9	1.53	3.01	2.87	0.78	1.88	1.15	1.42	1.15	0.65	1.01	1.2	0.93	0.82	3.24	3.2	0.93	1	1.82	1.17	2.06	2.41	1.36	1.95	3.33	2.39
2013	1.95	2.14	1.3	1.62	2.93	2.41	1.63	2.77	1.41	1.45	1.18	0.59	1.51	1.67	0.84	1.27	3.87	3.76	1.54	1.87	2.18	1.62	2.07	2.03	1.27	1.63	3.61	3.12
2014	2.48	2.45	1.84	2.06	3.54	3.34	3.26	3.68	2.2	1.4	2.48	0.67	2.36	2.57	0.99	2.29	5.55	4.59	1.69	2.3	2.23	2.05	2.11	2.37	2.33	2.5	4.98	3.87
