# Esper - Mount Smolikas EHS01 Adonis - PIHE - ITRDB GRC035
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/42120
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-42120.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/grc035-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/grc035.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/grc035.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-06-16
#--------------------
# File_Last_Modified_Date
#   Date: 2025-06-16
#--------------------
# Title
#   Study_Name: Esper - Mount Smolikas EHS01 Adonis - PIHE - ITRDB GRC035
#--------------------
# Investigators
#   Investigators: Esper, Jan
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lara Klippel, Paul J. Krusic, Robert Brandes, Claudia Hartl-Meier, Valerie Trouet, Matthew Meko, Jan Esper
#   Published_Date_or_Year: 2017
#   Published_Title: High-elevation inter-site differences in Mount Smolikas tree-ring width data
#   Journal_Name: Dendrochronologia
#   Volume: 44
#   Edition:
#   Issue: None
#   Pages: 164-173
#   Report_Number: None
#   DOI: 10.1016/j.dendro.2017.05.006
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Lara Klippel, Paul J. Krusic, Robert Brandes, Claudia Hartl, Soumaya Belmecheri, Manuel Dienst, Jan Esper
#   Published_Date_or_Year: 2018
#   Published_Title: A 1286-year hydro-climate reconstruction for the Balkan Peninsula
#   Journal_Name: Boreas
#   Volume: None
#   Edition:
#   Issue: None
#   Pages: None
#   Report_Number: None
#   DOI: 10.1111/bor.12320
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Mount Smolikas EHS01 Adonis
#   Location: Greece
#   Northernmost_Latitude: 40.110172
#   Southernmost_Latitude: 40.110172
#   Easternmost_Longitude: 20.969183
#   Westernmost_Longitude: 20.969183
#   Elevation_m: 2141
#--------------------
# Data_Collection
#   Collection_Name: GRC035
#   First_Year: 1133
#   Last_Year: 2019
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus heldreichii Christ
#   Common_Name: Heldreich's pine
#   Tree_Species_Code: PIHE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## Adonis1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Adonis1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Adonis2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Adonis2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Adonis3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Adonis3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Adonis4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Adonis4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Adonis5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Adonis5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Adonis6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Adonis6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	Adonis1_raw	Adonis2_raw	Adonis3_raw	Adonis4_raw	Adonis5_raw	Adonis6_raw
1367	NA	0.54	NA	NA	NA	NA
1368	NA	0.39	NA	NA	NA	NA
1369	NA	0.47	NA	NA	NA	NA
1370	NA	0.47	NA	NA	NA	NA
1371	NA	0.41	NA	NA	NA	NA
1372	NA	0.63	NA	NA	NA	NA
1373	NA	0.54	NA	NA	NA	NA
1374	NA	0.58	NA	NA	NA	NA
1375	NA	0.56	NA	NA	NA	NA
1376	NA	0.61	NA	NA	NA	NA
1377	NA	0.65	NA	NA	NA	NA
1378	NA	0.57	NA	NA	NA	NA
1379	NA	0.57	NA	NA	NA	NA
1380	NA	0.71	NA	NA	NA	NA
1381	NA	0.76	NA	NA	NA	NA
1382	NA	0.61	NA	NA	NA	NA
1383	NA	0.64	NA	NA	NA	NA
1384	NA	0.62	NA	NA	NA	NA
1385	NA	0.78	NA	NA	NA	NA
1386	NA	0.66	NA	NA	NA	NA
1387	NA	0.56	NA	NA	NA	NA
1388	NA	0.64	NA	NA	NA	NA
1389	NA	0.82	NA	NA	NA	NA
1390	NA	0.82	NA	NA	NA	NA
1391	NA	0.64	NA	NA	NA	NA
1392	NA	0.82	NA	NA	NA	NA
1393	NA	0.79	NA	NA	NA	NA
1394	NA	0.73	NA	NA	NA	NA
1395	NA	0.64	NA	NA	NA	0.9
1396	NA	0.49	NA	NA	NA	1.01
1397	NA	0.79	NA	NA	NA	0.6
1398	NA	0.64	NA	NA	NA	1.12
1399	NA	0.53	NA	NA	NA	1.17
1400	NA	0.71	NA	NA	NA	0.5
1401	NA	0.73	NA	NA	NA	0.79
1402	0.48	0.67	NA	NA	NA	0.61
1403	0.56	0.46	NA	NA	NA	0.68
1404	0.39	0.58	NA	NA	NA	0.55
1405	0.57	0.81	NA	NA	NA	0.64
1406	0.57	0.7	NA	NA	NA	0.32
1407	0.54	0.63	NA	NA	NA	0.56
1408	0.44	0.75	NA	NA	NA	0.49
1409	0.49	0.83	NA	NA	NA	0.71
1410	0.45	0.72	NA	NA	NA	0.48
1411	0.53	0.8	NA	NA	NA	0.44
1412	0.51	0.66	NA	NA	NA	0.39
1413	0.45	0.75	NA	NA	NA	0.41
1414	0.64	0.66	NA	NA	NA	0.38
1415	0.6	0.8	NA	NA	NA	0.41
1416	0.56	0.63	NA	NA	NA	0.6
1417	0.37	0.54	NA	NA	NA	0.52
1418	0.51	0.74	NA	NA	NA	0.56
1419	0.46	0.65	NA	NA	NA	0.53
1420	0.55	0.62	NA	NA	NA	0.62
1421	0.59	0.62	NA	NA	NA	0.78
1422	0.48	0.58	NA	NA	NA	0.68
1423	0.47	0.68	NA	NA	NA	0.64
1424	0.48	0.66	0.55	NA	NA	0.85
1425	0.55	0.65	0.42	NA	NA	0.86
1426	0.36	0.54	0.37	NA	NA	0.62
1427	0.5	0.46	0.5	NA	NA	0.67
1428	0.35	0.66	0.34	NA	NA	0.81
1429	0.48	0.48	0.36	NA	NA	0.89
1430	0.5	0.53	0.4	NA	NA	0.81
1431	0.55	0.41	0.3	NA	NA	0.64
1432	0.6	0.53	0.53	NA	NA	0.55
1433	0.43	0.56	0.35	NA	NA	0.64
1434	0.64	0.62	0.4	NA	NA	0.73
1435	0.42	0.6	0.31	NA	NA	0.54
1436	0.46	0.52	0.38	NA	NA	0.62
1437	0.65	0.65	0.43	NA	NA	0.44
1438	0.43	0.64	0.49	NA	NA	0.48
1439	0.46	0.5	0.45	NA	NA	0.49
1440	0.44	0.44	0.44	NA	NA	0.49
1441	0.53	0.54	0.51	NA	NA	0.71
1442	0.49	0.57	0.49	NA	NA	0.83
1443	0.53	0.45	0.27	NA	NA	0.7
1444	0.68	0.38	0.39	NA	NA	0.72
1445	0.67	0.48	0.42	NA	NA	0.68
1446	0.55	0.51	0.48	NA	NA	0.95
1447	0.59	0.75	0.51	NA	NA	0.68
1448	0.63	1.11	0.42	NA	NA	0.67
1449	0.65	0.67	0.4	NA	NA	0.79
1450	0.53	0.78	0.4	NA	NA	0.7
1451	0.68	0.69	0.43	NA	NA	0.65
1452	0.9	0.7	0.38	NA	NA	0.48
1453	0.84	0.61	0.44	NA	NA	0.66
1454	0.76	0.63	0.35	NA	NA	1.08
1455	0.87	0.01	0.35	NA	NA	0.86
1456	0.55	0.01	0.44	NA	NA	0.98
1457	0.63	0.01	0.46	NA	NA	0.77
1458	0.62	0.01	0.53	NA	NA	0.69
1459	0.61	0.01	0.48	NA	NA	0.96
1460	0.7	0.01	0.39	NA	NA	0.73
1461	0.59	0.01	0.28	NA	NA	0.8
1462	0.79	0.01	0.38	NA	NA	0.73
1463	0.62	0.01	0.47	NA	NA	0.7
1464	0.67	0.01	0.34	NA	NA	0.98
1465	0.48	0.01	0.39	NA	NA	0.81
1466	0.49	0.01	0.16	NA	NA	0.91
1467	0.53	0.59	0.34	NA	NA	0.76
1468	0.34	0.53	0.39	NA	NA	1.22
1469	0.82	0.53	0.35	NA	NA	1.28
1470	0.6	0.6	0.34	NA	NA	1.11
1471	0.58	0.58	0.41	NA	NA	0.94
1472	0.7	0.68	0.41	NA	NA	1.05
1473	0.59	0.5	0.35	NA	NA	1.09
1474	0.55	0.52	0.31	NA	NA	0.86
1475	0.65	0.53	0.34	NA	NA	0.71
1476	0.78	0.48	0.37	NA	NA	0.74
1477	0.75	0.35	0.39	NA	NA	0.8
1478	0.66	0.36	0.31	NA	NA	0.86
1479	0.7	0.54	0.32	NA	NA	0.88
1480	0.51	0.32	0.23	NA	NA	0.84
1481	0.6	0.47	0.31	NA	NA	0.95
1482	0.98	0.68	0.45	NA	NA	1.03
1483	0.85	0.55	0.38	NA	NA	1.21
1484	0.94	0.53	0.44	NA	NA	1
1485	0.54	0.43	0.34	NA	NA	1.3
1486	0.85	0.68	0.56	NA	NA	0.97
1487	0.91	0.6	0.46	NA	NA	1.36
1488	0.8	0.58	0.39	NA	NA	1.24
1489	0.79	0.59	0.38	NA	NA	1.31
1490	0.59	0.5	0.32	NA	NA	1.5
1491	0.87	0.72	0.46	NA	NA	1
1492	0.76	0.56	0.4	NA	NA	1.06
1493	0.62	0.47	0.32	NA	NA	1.01
1494	0.94	0.71	0.45	NA	NA	1.03
1495	0.71	0.5	0.33	NA	NA	1.21
1496	0.92	0.61	0.41	NA	NA	0.94
1497	0.78	0.64	0.42	NA	NA	0.84
1498	0.88	0.69	0.32	NA	NA	0.98
1499	1.05	0.95	0.39	NA	NA	0.99
1500	1.14	0.92	0.47	NA	NA	0.99
1501	0.76	0.66	0.34	NA	NA	0.96
1502	0.88	0.79	0.35	NA	NA	1.03
1503	1.15	0.93	0.4	NA	NA	0.95
1504	0.87	0.66	0.37	NA	NA	0.51
1505	0.69	0.78	0.26	NA	NA	0.88
1506	0.83	0.71	0.28	NA	NA	0.88
1507	0.88	0.89	0.36	NA	NA	1.07
1508	0.81	0.93	0.32	NA	NA	1.08
1509	0.59	0.54	0.29	NA	NA	0.76
1510	0.76	0.92	0.34	NA	NA	1.12
1511	0.74	0.73	0.31	NA	NA	0.95
1512	0.54	0.01	0.25	NA	NA	1.28
1513	0.74	0.69	0.25	NA	NA	1.25
1514	0.71	0.59	0.4	NA	NA	1.12
1515	0.68	0.62	0.34	NA	NA	1.31
1516	0.71	0.64	0.35	NA	NA	1.48
1517	0.48	0.46	0.28	NA	NA	1.12
1518	0.37	0.49	0.19	NA	NA	1.26
1519	0.55	0.57	0.23	NA	NA	1.51
1520	0.52	0.51	0.26	NA	NA	1.11
1521	0.58	0.46	0.23	NA	NA	1.09
1522	0.59	0.59	0.28	NA	NA	1.14
1523	0.8	0.61	0.37	NA	NA	1.2
1524	0.67	0.65	0.33	NA	NA	1.23
1525	0.81	0.75	0.42	NA	NA	0.85
1526	0.65	0.7	0.33	NA	NA	1.33
1527	0.74	0.91	0.43	NA	NA	1.04
1528	0.87	0.89	0.41	NA	NA	0.76
1529	0.72	0.74	0.4	NA	NA	0.77
1530	0.79	0.65	0.38	NA	NA	0.85
1531	1.06	1.05	0.44	NA	NA	0.96
1532	0.95	0.89	0.48	NA	NA	0.84
1533	0.73	0.77	0.39	NA	NA	1.08
1534	1.05	1.04	0.56	NA	NA	0.87
1535	1.09	1.1	0.55	NA	NA	1.06
1536	1.06	1.03	0.4	NA	NA	0.93
1537	1.08	0.96	0.49	NA	NA	0.89
1538	0.87	0.81	0.49	NA	NA	0.94
1539	1.08	1.17	0.51	NA	NA	1.14
1540	0.76	0.7	0.36	NA	NA	1.19
1541	0.93	0.93	0.28	NA	NA	1.02
1542	0.57	0.73	0.31	NA	NA	1.03
1543	0.59	0.61	0.36	NA	NA	1.06
1544	0.67	0.65	0.43	NA	NA	1.06
1545	0.85	0.86	0.51	NA	NA	1.4
1546	0.94	0.86	0.48	NA	NA	1.1
1547	0.74	0.74	0.44	NA	NA	1.16
1548	0.78	0.72	0.51	NA	NA	0.85
1549	0.65	0.54	0.52	NA	NA	0.86
1550	0.89	0.65	0.46	NA	NA	0.66
1551	0.95	0.92	0.52	NA	NA	0.74
1552	1	0.79	0.47	NA	NA	0.73
1553	1.01	0.81	0.51	NA	NA	0.73
1554	1.12	0.75	0.54	NA	NA	0.74
1555	1.08	0.88	0.53	NA	NA	0.64
1556	1.31	0.91	0.68	NA	NA	0.74
1557	0.77	0.85	0.51	NA	NA	0.67
1558	0.83	0.79	0.47	NA	NA	0.68
1559	0.97	0.8	0.58	NA	NA	0.79
1560	0.8	0.85	0.45	NA	NA	0.85
1561	0.81	0.64	0.38	NA	NA	1.06
1562	0.99	0.89	0.46	NA	NA	0.86
1563	1.07	0.86	0.48	NA	NA	0.97
1564	1.02	0.84	0.54	NA	NA	0.9
1565	1.14	0.83	0.61	NA	NA	0.85
1566	0.92	0.68	0.43	NA	NA	1.05
1567	0.93	0.73	0.54	NA	NA	0.91
1568	1.07	0.67	0.41	NA	NA	0.89
1569	0.96	0.83	0.47	NA	NA	0.99
1570	0.93	0.83	0.42	NA	NA	0.83
1571	0.85	0.66	0.32	NA	NA	0.86
1572	1.08	0.93	0.48	NA	NA	0.89
1573	0.94	0.86	0.55	NA	NA	0.94
1574	1.04	0.88	0.5	NA	NA	0.86
1575	0.92	0.82	0.55	NA	NA	0.86
1576	1.03	1.04	0.59	NA	NA	0.99
1577	0.85	0.84	0.6	NA	NA	1.02
1578	0.89	0.87	0.59	NA	NA	1.03
1579	0.83	0.89	0.57	NA	NA	0.88
1580	0.94	0.9	0.52	NA	NA	1.06
1581	0.86	0.63	0.47	NA	NA	0.92
1582	1	0.95	0.48	NA	NA	0.84
1583	1.17	0.97	0.58	NA	NA	0.95
1584	0.99	0.67	0.55	NA	NA	0.75
1585	0.69	0.38	0.31	NA	NA	0.66
1586	0.95	0.79	0.55	NA	NA	0.95
1587	0.81	0.63	0.5	NA	NA	0.77
1588	0.98	0.78	0.59	NA	NA	0.73
1589	0.88	0.76	0.46	NA	NA	0.49
1590	0.93	0.87	0.58	NA	NA	0.89
1591	1.08	0.92	0.51	NA	NA	0.61
1592	0.86	0.69	0.42	NA	NA	0.91
1593	0.94	0.77	0.47	NA	NA	0.93
1594	0.97	1.03	0.6	NA	NA	1.12
1595	0.97	0.75	0.45	NA	NA	1.17
1596	1.01	0.99	0.44	NA	NA	1.01
1597	1.12	1.06	0.48	NA	NA	1.12
1598	0.95	0.65	0.42	NA	NA	0.92
1599	1.08	0.68	0.43	NA	NA	0.8
1600	0.93	0.67	0.45	NA	NA	0.82
1601	1.02	0.65	0.46	NA	NA	0.87
1602	0.73	0.59	0.43	NA	NA	0.68
1603	0.91	0.78	0.5	NA	NA	0.71
1604	1.02	0.87	0.54	NA	NA	0.96
1605	1.02	0.58	0.53	NA	NA	0.77
1606	0.99	0.87	0.57	NA	NA	1.07
1607	0.98	0.74	0.53	NA	NA	0.85
1608	0.93	0.9	0.42	NA	NA	0.81
1609	1.03	0.83	0.54	NA	NA	0.75
1610	0.95	0.82	0.55	NA	NA	0.9
1611	0.8	0.77	0.41	NA	NA	0.77
1612	0.7	0.65	0.51	NA	NA	0.61
1613	0.82	0.79	0.47	NA	NA	0.75
1614	0.88	0.71	0.49	NA	NA	0.76
1615	1.29	1.02	0.67	NA	NA	1.08
1616	1.01	0.88	0.55	NA	NA	0.85
1617	0.88	0.57	0.38	NA	NA	0.68
1618	1.04	0.71	0.5	NA	NA	0.71
1619	0.76	0.55	0.32	NA	NA	0.64
1620	0.67	0.59	0.35	NA	NA	0.4
1621	0.91	0.68	0.39	NA	NA	0.69
1622	0.94	0.71	0.45	NA	NA	0.64
1623	1	0.76	0.51	NA	NA	0.71
1624	0.9	0.73	0.33	NA	NA	0.67
1625	0.72	0.58	0.38	NA	NA	0.65
1626	0.85	0.68	0.52	NA	NA	0.7
1627	0.96	0.67	0.43	NA	NA	0.8
1628	0.88	0.66	0.46	NA	NA	0.75
1629	1.02	0.76	0.47	NA	NA	0.75
1630	1.18	0.82	0.6	NA	NA	0.92
1631	1.11	0.91	0.65	NA	NA	1.02
1632	0.94	0.81	0.5	NA	NA	0.94
1633	0.87	0.69	0.42	NA	NA	0.77
1634	0.78	0.7	0.4	NA	NA	0.66
1635	0.75	0.76	0.41	NA	NA	0.67
1636	1.06	1.08	0.46	NA	NA	0.93
1637	0.99	0.87	0.31	NA	NA	0.69
1638	0.93	0.8	0.37	NA	NA	0.61
1639	1	0.77	0.46	NA	NA	0.77
1640	0.96	0.82	0.43	NA	NA	1.22
1641	0.87	0.75	0.39	NA	NA	0.65
1642	0.78	0.65	0.43	NA	NA	0.72
1643	0.9	0.86	0.45	NA	NA	0.66
1644	0.69	0.64	0.33	NA	NA	0.72
1645	0.71	0.66	0.37	NA	NA	0.71
1646	0.84	0.78	0.45	NA	NA	0.88
1647	0.74	0.67	0.37	NA	NA	0.39
1648	0.73	0.73	0.56	0.65	NA	0.89
1649	0.83	0.75	0.41	0.61	NA	0.61
1650	0.83	0.82	0.41	0.51	NA	0.45
1651	0.76	0.95	0.47	0.61	NA	0.78
1652	0.8	0.74	0.51	0.61	NA	0.84
1653	0.82	0.69	0.52	0.61	NA	0.63
1654	0.76	0.77	0.35	0.53	NA	0.84
1655	0.66	0.71	0.42	0.48	NA	0.75
1656	0.78	0.75	0.41	0.47	NA	0.71
1657	0.84	0.79	0.38	0.69	NA	0.73
1658	0.61	0.65	0.3	0.42	NA	0.77
1659	0.55	0.49	0.33	0.52	NA	0.6
1660	0.27	0.34	0.2	0.3	NA	0.51
1661	0.61	0.47	0.27	0.44	NA	0.67
1662	0.57	0.49	0.35	0.57	NA	0.79
1663	0.46	0.41	0.31	0.36	NA	0.57
1664	0.48	0.48	0.25	0.44	NA	0.53
1665	0.47	0.51	0.22	0.49	NA	0.71
1666	0.6	0.66	0.28	0.45	NA	0.74
1667	0.56	0.61	0.28	0.49	NA	0.96
1668	0.42	0.57	0.31	0.44	NA	0.73
1669	0.58	0.81	0.4	0.62	NA	1.03
1670	0.47	0.58	0.31	0.38	NA	0.71
1671	0.57	0.78	0.41	0.47	NA	1.01
1672	0.46	0.53	0.34	0.3	NA	0.93
1673	0.49	0.74	0.35	0.3	NA	0.84
1674	0.53	0.8	0.44	0.44	NA	0.79
1675	0.41	0.49	0.34	0.34	NA	0.55
1676	0.38	0.45	0.35	0.37	NA	0.68
1677	0.38	0.46	0.34	0.36	NA	0.67
1678	0.52	0.56	0.43	0.46	NA	0.79
1679	0.53	0.56	0.37	0.39	NA	0.76
1680	0.39	0.48	0.23	0.31	NA	0.65
1681	0.65	0.68	0.39	0.47	NA	0.72
1682	0.57	0.58	0.38	0.35	NA	0.63
1683	0.58	0.59	0.35	0.36	NA	0.56
1684	0.49	0.63	0.26	0.32	NA	0.7
1685	0.46	0.56	0.3	0.4	NA	0.69
1686	0.54	0.65	0.31	0.34	NA	0.74
1687	0.39	0.46	0.25	0.29	NA	0.71
1688	0.45	0.67	0.3	0.28	NA	0.66
1689	0.53	0.42	0.32	0.35	NA	0.9
1690	0.56	0.47	0.38	0.43	NA	0.84
1691	0.56	0.44	0.39	0.42	NA	0.7
1692	0.55	0.54	0.42	0.48	NA	1.04
1693	0.64	0.6	0.43	0.47	NA	0.77
1694	0.38	0.55	0.28	0.36	NA	0.61
1695	0.44	0.43	0.29	0.32	NA	0.56
1696	0.42	0.42	0.3	0.34	NA	0.53
1697	0.39	0.43	0.34	0.32	NA	0.62
1698	0.46	0.39	0.38	0.4	NA	0.71
1699	0.62	0.45	0.59	0.49	NA	0.72
1700	0.51	0.44	0.33	0.34	NA	0.53
1701	0.46	0.32	0.28	0.26	NA	0.43
1702	0.52	0.49	0.29	0.36	NA	0.5
1703	0.34	0.33	0.25	0.29	NA	0.39
1704	0.41	0.27	0.37	0.41	NA	0.46
1705	0.56	0.45	0.39	0.32	NA	0.63
1706	0.53	0.38	0.39	0.3	NA	0.6
1707	0.68	0.51	0.52	0.35	NA	0.85
1708	0.52	0.45	0.41	0.34	NA	0.66
1709	0.54	0.55	0.45	0.38	NA	0.98
1710	0.61	0.61	0.45	0.49	NA	0.74
1711	0.61	0.51	0.41	0.43	NA	0.78
1712	0.62	0.59	0.43	0.48	NA	0.86
1713	0.69	0.64	0.52	0.42	NA	0.86
1714	0.59	0.33	0.38	0.38	NA	0.74
1715	0.69	0.64	0.39	0.41	NA	0.99
1716	0.53	0.48	0.32	0.36	NA	0.59
1717	0.57	0.52	0.43	0.41	NA	0.64
1718	0.63	0.45	0.47	0.43	NA	0.78
1719	0.73	0.57	0.45	0.46	NA	0.76
1720	0.67	0.6	0.46	0.47	NA	0.67
1721	0.54	0.52	0.41	0.31	NA	0.74
1722	0.72	0.57	0.57	0.53	NA	0.73
1723	0.65	0.59	0.46	0.44	NA	0.88
1724	0.53	0.48	0.46	0.39	NA	0.62
1725	0.46	0.52	0.29	0.31	NA	0.66
1726	0.68	0.52	0.39	0.41	NA	0.77
1727	0.66	0.56	0.45	0.41	NA	0.77
1728	0.75	0.57	0.57	0.53	NA	0.87
1729	0.7	0.63	0.54	0.5	NA	0.91
1730	0.64	0.53	0.46	0.39	NA	0.64
1731	0.71	0.59	0.42	0.37	NA	0.74
1732	0.71	0.64	0.59	0.44	NA	1
1733	0.82	0.88	0.53	0.56	NA	1.01
1734	0.51	0.72	0.37	0.34	NA	0.66
1735	0.72	0.69	0.5	0.52	NA	0.72
1736	0.69	0.6	0.44	0.47	NA	0.48
1737	0.92	0.66	0.55	0.54	NA	0.7
1738	0.8	0.64	0.5	0.42	NA	0.78
1739	0.68	0.45	0.5	0.43	NA	0.64
1740	0.84	0.65	0.53	0.46	NA	0.63
1741	0.62	0.49	0.43	0.37	NA	0.4
1742	0.76	0.59	0.44	0.39	NA	0.51
1743	0.63	0.41	0.37	0.3	NA	0.41
1744	0.61	0.45	0.31	0.31	NA	0.45
1745	0.69	0.48	0.49	0.42	NA	0.52
1746	0.75	0.72	0.51	0.51	NA	0.71
1747	0.6	0.51	0.4	0.38	NA	0.53
1748	0.81	0.75	0.59	0.51	NA	0.54
1749	0.82	0.68	0.6	0.5	NA	0.51
1750	0.61	0.41	0.51	0.42	NA	0.4
1751	0.68	0.65	0.51	0.52	NA	0.62
1752	0.56	0.38	0.33	0.33	NA	0.44
1753	0.6	0.54	0.38	0.39	NA	0.49
1754	0.62	0.45	0.4	0.43	NA	0.46
1755	0.69	0.48	0.47	0.45	NA	0.38
1756	0.64	0.54	0.42	0.43	NA	0.53
1757	0.67	0.62	0.44	0.39	NA	0.55
1758	0.62	0.55	0.35	0.34	NA	0.36
1759	0.45	0.38	0.32	0.28	NA	0.22
1760	0.36	0.32	0.27	0.32	NA	0.19
1761	0.42	0.38	0.35	0.4	NA	0.18
1762	0.55	0.48	0.46	0.37	NA	0.22
1763	0.51	0.37	0.46	0.35	NA	0.23
1764	0.47	0.27	0.37	0.28	NA	0.2
1765	0.54	0.42	0.56	0.47	NA	0.33
1766	0.63	0.38	0.53	0.41	NA	0.5
1767	0.55	0.46	0.58	0.34	NA	0.4
1768	0.5	0.53	0.52	0.44	NA	0.4
1769	0.5	0.48	0.4	0.31	NA	0.37
1770	0.42	0.34	0.38	0.27	NA	0.3
1771	0.59	0.59	0.56	0.38	NA	0.31
1772	0.6	0.48	0.55	0.34	NA	0.28
1773	0.59	0.37	0.4	0.27	NA	0.2
1774	0.57	0.46	0.59	0.34	NA	0.24
1775	0.63	0.5	0.49	0.34	NA	0.28
1776	0.64	0.38	0.53	0.31	NA	0.28
1777	0.65	0.47	0.56	0.3	NA	0.3
1778	0.91	0.48	0.66	0.44	NA	0.41
1779	0.76	0.47	0.53	0.37	NA	0.18
1780	0.8	0.43	0.56	0.35	NA	0.35
1781	0.84	0.54	0.53	0.41	NA	0.3
1782	0.67	0.46	0.4	0.32	NA	0.21
1783	0.56	0.37	0.39	0.26	NA	0.21
1784	0.75	0.46	0.61	0.38	NA	0.2
1785	0.71	0.42	0.49	0.45	NA	0.26
1786	0.62	0.4	0.48	0.34	NA	0.16
1787	0.51	0.5	0.42	0.32	NA	0.17
1788	0.58	0.5	0.51	0.32	NA	0.22
1789	0.69	0.52	0.55	0.41	NA	NA
1790	0.79	0.48	0.53	0.36	NA	NA
1791	0.71	0.55	0.68	0.39	NA	NA
1792	0.62	0.4	0.53	0.37	NA	NA
1793	0.73	0.6	0.57	0.4	NA	NA
1794	0.91	0.67	0.73	0.56	NA	NA
1795	0.79	0.42	0.64	0.44	NA	NA
1796	0.69	0.59	0.52	0.51	NA	NA
1797	0.85	0.58	0.72	0.38	NA	NA
1798	0.73	0.71	0.73	0.41	NA	NA
1799	0.87	0.53	0.76	0.41	NA	NA
1800	0.83	0.7	0.77	0.48	NA	NA
1801	0.74	0.45	0.61	0.61	NA	NA
1802	0.75	0.5	0.54	0.47	NA	NA
1803	0.78	0.5	0.62	0.5	NA	NA
1804	0.93	0.64	0.59	0.52	NA	NA
1805	0.81	0.66	0.45	0.4	NA	NA
1806	0.79	0.5	0.38	0.36	NA	NA
1807	0.82	0.49	0.51	0.4	NA	NA
1808	0.74	0.52	0.48	0.45	NA	NA
1809	0.69	0.51	0.46	0.4	NA	NA
1810	0.66	0.68	0.63	0.49	NA	NA
1811	0.79	0.51	0.61	0.46	NA	NA
1812	0.79	0.66	0.58	0.51	NA	NA
1813	0.55	0.45	0.35	0.26	NA	NA
1814	0.57	0.41	0.43	0.31	NA	NA
1815	0.48	0.46	0.42	0.35	NA	NA
1816	0.64	0.54	0.53	0.42	NA	NA
1817	0.53	0.47	0.38	0.33	NA	NA
1818	0.62	0.53	0.38	0.27	NA	NA
1819	0.6	0.61	0.43	0.36	NA	NA
1820	0.55	0.56	0.49	0.34	NA	NA
1821	0.58	0.62	0.41	0.35	NA	NA
1822	0.59	0.49	0.42	0.37	NA	NA
