# Esper - Koblenz HDK04 - PSME - ITRDB DEU471
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/42064
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-42064.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu471-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu471.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/deu471.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-06-16
#--------------------
# File_Last_Modified_Date
#   Date: 2025-06-16
#--------------------
# Title
#   Study_Name: Esper - Koblenz HDK04 - PSME - ITRDB DEU471
#--------------------
# Investigators
#   Investigators: Esper, Jan
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Koblenz HDK04
#   Location: Germany
#   Northernmost_Latitude: 50.326717
#   Southernmost_Latitude: 50.326717
#   Easternmost_Longitude: 7.575467
#   Westernmost_Longitude: 7.575467
#   Elevation_m: 185
#--------------------
# Data_Collection
#   Collection_Name: DEU471
#   First_Year: 1913
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pseudotsuga menziesii (Mirb.) Franco
#   Common_Name: Douglas-fir
#   Tree_Species_Code: PSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HDK0401a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0401a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0401b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0401b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0402a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0402a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0402B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0402B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0403a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0403a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0403B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0403B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0404a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0404a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0404b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0404b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0405a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0405a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0405b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0405b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0406a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0406a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0406b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0406b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0407a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0407a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0407b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0407b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0408a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0408a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0408b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0408b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0409a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0409a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0409b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0409b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0410a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0410a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0410b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0410b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0411a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0411a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0411B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0411B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0412b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0412b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HDK0401a_raw	HDK0401b_raw	HDK0402a_raw	HDK0402B_raw	HDK0403a_raw	HDK0403B_raw	HDK0404a_raw	HDK0404b_raw	HDK0405a_raw	HDK0405b_raw	HDK0406a_raw	HDK0406b_raw	HDK0407a_raw	HDK0407b_raw	HDK0408a_raw	HDK0408b_raw	HDK0409a_raw	HDK0409b_raw	HDK0410a_raw	HDK0410b_raw	HDK0411a_raw	HDK0411B_raw	HDK0412b_raw
1913	NA	NA	NA	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1914	NA	NA	NA	NA	NA	NA	4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1915	NA	NA	NA	NA	NA	NA	4.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1916	NA	NA	NA	NA	NA	NA	6.22	NA	5.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1917	NA	NA	NA	NA	NA	NA	5.88	NA	4.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1918	NA	NA	NA	NA	NA	NA	5.37	NA	5.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1919	NA	NA	NA	NA	NA	NA	5.36	NA	7.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1920	NA	NA	NA	5.67	NA	NA	5.2	NA	6.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1921	NA	NA	NA	5.44	NA	12.21	4.64	NA	4.72	NA	NA	NA	NA	NA	NA	NA	5.42	NA	NA	NA	NA	NA	NA
1922	1.28	NA	NA	6.35	NA	3.48	4.13	NA	4.82	NA	NA	NA	NA	NA	NA	NA	5.37	NA	NA	NA	NA	3.55	NA
1923	0.76	NA	NA	6.64	NA	4.08	4.73	NA	6.28	NA	NA	NA	NA	NA	NA	NA	6.3	NA	NA	NA	NA	5.88	NA
1924	1.06	NA	NA	6.75	NA	5.67	4.39	NA	4.28	NA	7.49	NA	NA	NA	NA	NA	4.71	NA	5.67	NA	NA	6.27	NA
1925	1.28	NA	NA	6.73	NA	6.22	4.78	NA	3.64	NA	8.05	NA	NA	NA	NA	NA	4.4	NA	5.31	NA	NA	6.7	NA
1926	0.84	NA	NA	6.27	NA	5.41	4.03	NA	2.75	NA	7.23	NA	NA	NA	NA	NA	4.03	NA	4.65	NA	NA	4.49	NA
1927	2.17	NA	5.28	4.79	8.6	5.48	3.43	NA	3.45	NA	7.29	NA	5.35	NA	NA	NA	4.73	NA	6.06	NA	5.96	4.01	NA
1928	2.7	NA	4.9	4.68	4.92	4.34	2.73	NA	2.6	NA	5.79	NA	4.14	NA	5.41	NA	3.17	NA	4.07	NA	4.51	3.81	NA
1929	1.95	NA	3.46	3.03	3.28	2.51	2.17	NA	2.08	NA	5.68	NA	2.39	NA	3.75	NA	2.26	NA	1.98	NA	1.58	1.5	NA
1930	4.25	NA	4.69	3.76	4.61	4.2	2.24	NA	2.66	NA	6.88	NA	3.59	NA	4.02	NA	3.44	NA	4.51	NA	3.25	2.7	NA
1931	4.05	NA	5.4	3.29	3.49	4.39	2.36	NA	2.99	NA	5.55	6.42	4.01	NA	4.47	4.45	3.23	NA	3.81	NA	3.06	2.76	NA
1932	4.13	5.02	4.87	4.02	2.94	4.78	2.55	NA	3.54	NA	5.13	7.54	3.87	NA	4.8	4.87	4.02	3.85	3.85	NA	3.15	3.01	NA
1933	3.02	5.74	4.38	3.63	4.09	3.19	2.64	NA	3.21	NA	4.89	6.16	4.34	NA	5.2	4.82	2.73	2.97	4.61	NA	2.93	2.6	NA
1934	2.68	4.69	3.86	2.6	3.4	2.91	1.83	NA	2.62	NA	3.36	4.69	2.73	NA	3.83	3.81	2.81	2.79	3.91	NA	2.54	2.36	2.41
1935	2.86	4.59	3.74	2.61	2.87	3.37	1.67	NA	3.42	NA	3.24	5.19	2.61	NA	4.51	5.41	2.8	2.94	2.89	NA	2.38	3.13	4.79
1936	3.58	5.19	3.86	2.69	4.01	4.58	1.46	5.68	4.34	NA	3.3	5.11	3.05	NA	4.78	4.34	3.34	3.94	2.93	NA	2.41	2.51	4.12
1937	3.04	4.36	3.53	2.48	3.83	4.54	1.24	4.89	3.68	NA	3.48	5.12	2.97	NA	4.29	4.35	3.23	3.58	2.4	NA	2.5	2.56	9.04
1938	2.68	4.51	3.15	2.14	4.04	3.38	1.33	4.09	3.71	NA	3.36	5.03	2.76	NA	3.49	4.41	2.52	4.11	2.07	NA	2.71	2.61	7.25
1939	2.74	4.91	3.8	2.2	4.01	2.88	0.74	4.12	4.36	NA	4.11	5.72	3.29	3.51	4.14	3.97	2.15	4.52	2.01	NA	2.9	2.79	4.29
1940	1.65	2.73	2.51	2.12	2.73	3	0.95	3.83	3.49	NA	3.37	3.72	2.45	2.75	3.57	3.32	1.39	3.73	1.8	NA	2.04	3.07	4.27
1941	2.7	4.33	3.71	2.43	3.51	5.65	1.55	4.21	3.89	NA	4.31	5.78	4.55	5.34	4.32	4.65	2.69	4.64	2.32	NA	3.3	4.41	3.67
1942	1.86	2.78	2.47	1.8	3.29	4.54	1.03	3.43	3.19	NA	3.09	5.31	3.38	3.88	2.81	2.75	2	3.52	1.6	NA	2.72	3.98	2.08
1943	2.9	5.77	4.57	1.38	3.45	4.12	1.2	5.71	3.9	NA	3.94	6.25	4.24	5.89	3.38	3.31	3.18	5.14	2.39	NA	2.88	3.31	3.15
1944	2.94	3.79	2.56	0.97	2.02	2.6	1.01	3.48	3.34	NA	2.91	3.58	3.42	4.76	2.37	2.57	2.62	4.63	2.23	NA	2.78	2.92	2.77
1945	3.71	5.18	2.29	1.15	2.02	3.35	1.88	3.41	3.25	9.33	3.32	3.76	4.31	5.18	3.87	5.15	3.41	4.37	3.12	NA	2.95	3.41	5.81
1946	4.37	5.79	2.83	2.05	2.5	3.56	2.74	4.12	4.05	7.08	3.39	3.31	5.52	5.57	4.05	6.47	4.06	4.78	3.35	NA	3.8	3.63	7.11
1947	3.28	4.63	2.18	1.71	2.46	2.45	3.26	2.47	2.3	4.3	1.99	1.97	3.62	3.4	3.47	4.57	2.53	3.37	1.86	NA	2.58	2.21	4.32
1948	4.3	5.75	2.91	2.35	2.94	3.6	1.5	2.49	1.76	3.86	2.35	2.51	3.29	3.47	2.33	3.22	1.84	3.49	1.79	NA	2.52	2.73	3.49
1949	4.15	7.4	3.13	2.69	3.29	2.46	1.59	3.13	2.37	5.51	2.65	2.26	3.4	3.72	2.5	3.48	1.83	5.55	2.96	NA	2.63	3.4	3.52
1950	4.13	5.59	3.6	1.82	2.41	2.31	1.35	2.93	2.31	4.92	1.67	2.96	3.03	3.33	2.94	3.75	2.48	4.03	2.55	NA	2.21	3.18	2.15
1951	5.12	5.27	3.42	2.53	3.2	3.75	2.03	3.89	3.58	4.69	2.74	4.13	3.11	3.1	3.61	4.4	2.67	4.31	3.12	NA	2.93	4.19	2.35
1952	3.64	3.37	2.17	1.99	2.36	2.8	1.79	2.24	2.47	3.6	2.38	2.68	2.43	1.95	2.25	3.73	2.7	3.3	1.61	NA	2.91	3.11	1.98
1953	2.01	2.89	2.4	1.72	1.71	1.85	1.14	2.22	2.2	2.62	2.65	3	2.54	2.21	1.92	3.52	2.58	3.23	0.97	NA	2.78	2.68	1.66
1954	2.38	3.52	1.95	1.56	1.86	3.05	1.24	2.47	2.41	3.02	2.81	2.11	2.6	2.52	2.25	2.96	2.96	3.5	1.49	NA	2.93	3.17	3.04
1955	2.28	4.48	2.23	1.19	1.89	2.55	1.22	2.86	2.09	3.16	3.25	3.22	2.21	2.36	2.2	3.4	2.76	3.24	1.22	NA	2.58	3.18	2.96
1956	1.71	2.31	2.23	0.99	1.39	1.63	1.36	2.14	1.83	3.32	2.66	4	1.92	2.32	1.45	2.11	3.39	2.45	1.39	NA	2.37	2.62	2.83
