# Esper - Koblenz HDK04 - PSME - ITRDB DEU471
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/42064
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-42064.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu471-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu471.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/deu471.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-06-16
#--------------------
# File_Last_Modified_Date
#   Date: 2025-06-16
#--------------------
# Title
#   Study_Name: Esper - Koblenz HDK04 - PSME - ITRDB DEU471
#--------------------
# Investigators
#   Investigators: Esper, Jan
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Koblenz HDK04
#   Location: Germany
#   Northernmost_Latitude: 50.326717
#   Southernmost_Latitude: 50.326717
#   Easternmost_Longitude: 7.575467
#   Westernmost_Longitude: 7.575467
#   Elevation_m: 185
#--------------------
# Data_Collection
#   Collection_Name: DEU471
#   First_Year: 1913
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pseudotsuga menziesii (Mirb.) Franco
#   Common_Name: Douglas-fir
#   Tree_Species_Code: PSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HDK0401a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0401a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0401b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0401b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0402a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0402a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0402B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0402B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0403a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0403a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0403B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0403B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0404a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0404a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0404b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0404b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0405a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0405a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0405b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0405b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0406a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0406a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0406b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0406b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0407a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0407a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0407b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0407b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0408a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0408a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0408b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0408b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0409a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0409a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0409b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0409b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0410a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0410a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0410b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0410b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0411a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0411a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0411B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0411B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0412b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0412b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HDK0401a_raw	HDK0401b_raw	HDK0402a_raw	HDK0402B_raw	HDK0403a_raw	HDK0403B_raw	HDK0404a_raw	HDK0404b_raw	HDK0405a_raw	HDK0405b_raw	HDK0406a_raw	HDK0406b_raw	HDK0407a_raw	HDK0407b_raw	HDK0408a_raw	HDK0408b_raw	HDK0409a_raw	HDK0409b_raw	HDK0410a_raw	HDK0410b_raw	HDK0411a_raw	HDK0411B_raw	HDK0412b_raw
1957	2	2.38	2.13	1	1.33	1.91	1.72	1.87	1.83	3.22	3.17	4.87	1.93	1.56	1.94	2.74	4.17	2.35	1.99	NA	2.5	5.21	3.03
1958	1.68	2.3	1.62	0.79	1.83	2.03	0.94	1.54	1.15	2.16	2.09	4.47	1.59	1.39	1.94	2	3.15	3.71	1.55	NA	1.72	5.22	2.44
1959	1.47	2.29	1.45	0.75	1.52	1.68	1.62	1.81	1.09	2.46	2.09	3.26	0.99	1.26	1.58	1.75	3.24	2.29	2.15	NA	1.67	5.31	3.05
1960	2.62	2.75	1.47	1.08	1.46	2	1.47	2.23	1.67	3.27	2.34	4.07	0.95	1.14	1.45	1.37	3.55	2.46	1.68	NA	1.52	4.11	2.5
1961	2.57	3.92	1.46	0.89	1.31	1.97	1.16	2.62	1.89	3.26	2.29	4.26	0.82	1.2	1.5	2.07	4.29	3.12	1.23	NA	1.93	3.19	2.24
1962	2.22	3.09	1.16	0.54	1.22	1.72	0.92	2.26	1.66	2.17	1.3	3.18	1	0.9	1.17	2.47	3.48	2.79	1.03	4.69	1.33	2.51	1.65
1963	1.97	1.98	0.69	0.37	1	1.06	1.76	1.58	1.56	1.96	1.14	2.38	0.62	0.67	0.77	1.52	3.23	2.43	1.46	5.14	1.36	1.97	1.31
1964	2.87	3.47	1.57	0.78	1.68	2.27	1.45	1.55	1.41	1.61	1.12	1.58	0.57	0.95	0.63	2.21	3.19	3.09	1.98	10.18	1.74	2.32	2.18
1965	3.12	2.95	1.36	1	2.18	1.94	1.06	1.91	1.51	2.02	1.57	1.95	1.19	1.48	0.96	2.69	2.94	3.91	2.23	5.62	2.32	1.99	2.39
1966	2.63	3.67	1.24	0.9	2.51	2.24	2.07	2.37	1.6	2.29	1.64	2.11	1.71	1.87	1.32	3.58	3.05	5.64	1.91	5.11	2.9	2.22	2.77
1967	2.66	4.36	1.52	1.14	2.29	2.19	1.82	2.88	2.18	2.69	0.9	2.86	1.22	1.13	2.22	3.59	3.41	6.79	1.6	3.46	3.85	2.75	3.25
1968	2.99	3.9	1.38	1.47	1.78	1.67	1.53	1.96	1.65	2.69	0.9	3.37	1.42	0.67	1.29	2.97	3.95	5.36	1.79	5.54	3.49	3.23	2.57
1969	3.07	3.71	1.19	1.39	1.77	1.52	1.26	1.91	1.68	2.82	1.57	3.87	1.74	0.72	0.59	3.04	4.6	4.11	1.73	5.58	3.79	4.15	2.64
1970	2.74	3.58	1.39	1.33	1.92	1.68	1.27	2.33	1.72	2.83	4.16	4.03	2.14	1.98	0.38	1.87	4.12	4.46	1.73	5.48	3.65	4.67	2.52
1971	2.85	3.35	1.6	1.1	1.46	1.9	0.6	1.57	1.56	2.36	3.9	2.16	2.27	2.38	0.56	2.27	2.91	3.58	1.69	5.88	4.06	5.02	2.77
1972	3.31	3.25	1.5	1	1.5	1.99	0.7	1.7	1.97	2.58	4.14	3.03	0.67	1.4	0.85	1.96	3.33	3.04	1.34	4.48	2.98	4.72	2.4
1973	2.95	2.73	1.35	1.17	0.87	1.86	0.75	1.7	1.94	1.92	4.61	4.78	0.69	0.76	0.98	1.59	3.07	2.41	1.37	3.24	2.38	3.17	1.97
1974	2.37	3.3	1.36	1.51	1.16	2.83	0.33	2.07	1.61	2.5	3.19	6.05	0.31	0	0.71	0.61	3.09	2.1	1.24	3.94	1.34	2.25	2.08
1975	3.07	4.04	1.5	1.67	1.5	2.97	0.79	2.11	1.99	3.01	2.92	4.61	1.48	1.15	1.12	1.64	3.75	2.26	1.67	4.06	1.41	3.01	2.32
1976	1.99	1.93	1.59	1.3	1.41	2.18	0	1.32	1.44	1.29	1.76	3.44	0.78	0.73	0.6	0.45	1.82	1.28	0.83	2.65	0.67	1.83	1.47
1977	2.59	3.82	1.24	1.18	2.02	2.22	0.18	1.55	1.6	1.95	1.37	3.28	0.52	0.28	1.67	0.85	2.88	2.25	1.21	3.5	0.53	1.24	2.11
1978	2.93	3.73	1.3	1.22	1.93	2.43	0.38	2.28	1.74	3.4	1.87	4.02	1.46	0.85	2.55	1.94	3.3	2.82	1.71	4.31	0.96	1.81	2.66
1979	3.34	3.78	1.26	1.52	1.8	2.64	0.45	1.66	1.42	2.7	1.54	3.66	1.77	1.39	3.09	2.78	3.05	3.16	1.25	4.65	0.83	1.78	2.46
1980	3.89	4.44	1.13	1.61	1.8	2.58	0.48	2.01	1.85	1.98	1.48	3.73	2.08	1.33	3.52	4.2	3.99	3.98	1.1	5.54	0.88	2.19	3.75
1981	3.57	4.03	1.33	2.12	2.31	2.65	0.65	1.62	1.49	3.41	1.27	4.44	3.42	2.49	3.58	3.9	4.08	4.44	1.67	4.51	1.79	2.91	4.73
1982	3.82	4.07	1.23	1.71	2.3	3.12	1.83	1.83	1.95	3.9	2.19	4.45	3.11	3.88	3.14	4.63	4.32	3.83	1.99	5.18	1.95	3.19	8.01
1983	4.05	3.99	1.16	1.48	2.36	3.03	1.1	1.54	1.29	1.7	0.91	1.47	1.38	2.54	2.25	4.18	3.71	3.45	1.28	4.6	2.14	1.93	6.68
1984	3.92	4.37	1.09	1.5	2.32	2.77	0.99	2.33	2.02	2.19	1.13	2.92	1.76	3.03	2.14	3.74	3.04	3.56	1.52	4.77	2.99	1.98	5.29
1985	4.75	4.22	1.44	1.63	2.22	3.37	1.54	2.22	2.28	1.82	2.62	4.41	2.18	3.51	2.44	3.82	3.64	3.19	2.02	6.87	3.56	2.87	3.9
1986	4.11	4.03	1.36	1.45	1.74	3.34	1.62	1.82	1.69	1.91	2.05	3.11	1.78	3.08	1.73	2.16	2.14	2.77	1.67	5.88	3.19	3.05	2.45
1987	4.28	3.66	1.23	1.19	1.56	3.05	0.87	2.18	1.88	1.2	4.12	3.23	1.79	3.16	1.59	3.12	1.4	1.63	1.09	5.33	2.46	2.46	1.71
1988	4.95	4.98	1.44	1.77	2.25	3.77	1.08	2.52	2.36	3.21	5.38	3.98	2.33	3.43	2.16	4.52	1.92	1.98	1.82	6.58	2.97	2.97	1.91
1989	4.94	4.32	2.24	2.74	3.15	3.96	2.1	2.54	2.33	3.17	5.82	3.82	2.16	3.08	1.9	3.37	2.43	2.15	2.17	6.19	2.7	3.39	2.6
1990	5.38	4.03	1.49	1.88	2.08	2.91	0.78	2.67	2.03	1.75	5.57	4.3	1.32	1.71	1.83	4.51	2.95	1.26	1.44	4.76	1.76	2.25	1.7
1991	3.95	3.21	1.93	1.91	1.8	2.99	1.67	1.82	1.7	2.47	3.89	3.22	1.46	2.36	2.34	2.49	3.51	1.53	1.33	4.99	1.44	1.82	1.84
1992	4.61	3.95	1.97	1.86	2.1	3.57	2.2	1.89	1.54	2.39	3.09	2.53	1.46	1.87	2.15	2.27	4.61	2.19	1.06	3.79	1.86	2.23	2.98
1993	4.42	3.94	3.19	2.1	2.28	3.54	1.97	2.01	2	2.91	3.07	3.87	1.41	1.73	2.54	2.29	4.26	1.62	1.33	3.3	2.32	2.55	9.08
1994	4.32	3.63	2.99	1.95	2.08	3.85	1.98	1.2	1.12	3.8	1.97	1.96	2.19	2.15	2.09	1.05	3.77	1.55	1.39	3.57	2.37	3.46	8.11
1995	3.52	4.11	2.8	2.23	3.39	3.69	1	1.76	2.39	2.75	2.67	4	2.62	1.79	2.87	2.33	4.01	2.15	1.89	2.61	2.8	2.82	5.39
1996	3.41	2.65	1.99	1.51	3.22	2.88	0.59	0.98	1.71	1.81	2.45	2.88	2.15	1.72	1.55	1.45	2.75	1.76	2.2	2.7	2.12	2.17	3.02
1997	3.39	3.26	3.04	2.2	4.86	3.4	2.33	1.58	1.81	3.01	3.08	4.29	2.08	1.75	3.66	3.36	2.96	2.46	3.72	7.11	3.09	2.5	4.43
1998	2.56	1.11	3.08	2.09	3.62	2.78	1.48	1.17	1.26	1.12	1.15	1.86	2.06	2	1.5	3.09	1.9	1.55	3.2	5.67	1.8	2.4	3.15
1999	2.77	2.31	2.92	2.71	4.14	2.85	1.51	1.73	1.56	2.4	1.8	3.31	1.53	1.47	1.33	2.6	1.89	2.46	2.66	3.42	2.48	3.43	2.53
2000	2.11	1.48	2.72	2.59	4.18	3.09	0.32	0.76	0.77	0.71	1.03	1.71	2.41	1.93	0.66	0.91	1.58	3.64	1.22	3.58	2.86	2.26	1.46
2001	2.35	2.66	2.33	2.85	4.2	2.44	1.3	1.29	1.48	3.01	1.58	2.79	3.06	1.62	1.28	2.16	2.01	3.38	1.32	3.42	4.18	2.58	1.32
2002	2.81	2.87	2.38	2.2	4.19	2.57	0.8	0.94	0.87	2.84	1.02	2.54	3.78	1.71	0.88	2.9	2.32	5.12	1.94	4.46	2.93	2.66	1.75
2003	3.2	2.89	1.85	1.85	3.45	2.35	2.85	1.36	1.59	2.7	1.5	2.48	2.88	1.66	1.24	4.1	1.72	3.71	2.34	4.63	3.12	2.43	1.58
2004	2.96	2.31	1.57	1.75	3.52	3.49	1.93	0.92	0.53	1.5	0.76	1.23	3.58	1.72	0.92	2.27	1.08	3.21	2.08	4.35	3.41	2.15	2.71
2005	2.64	1.69	1.58	1.81	2.42	3.5	3.45	1.66	1.04	2.18	1.06	2.55	2.66	1.55	0.99	3.33	1.28	3.38	2.83	4.64	3.49	2.87	1.8
2006	1.62	1.1	1.21	1.74	1.44	2.57	1.61	1.97	0.47	1.16	0.46	0.98	1.28	0.67	0.38	1.03	1.17	3.48	1.6	3.14	1.55	1.75	0.52
2007	3.38	2.72	1.81	2.36	1.86	3.08	3.74	1.1	1.21	2.12	0.84	2.23	3.45	0.84	1.35	4.19	2.2	4.35	2.82	7.16	3.72	3.65	1.35
2008	2.33	2.73	2.3	2.68	2.17	2.94	3.03	1.7	0.81	2.83	0.68	2	3.58	0.9	1.47	2.92	2.7	4.77	2.73	5.69	4.31	4.17	1.1
2009	1.39	1.14	2.54	2.16	2.05	2.29	2.94	1.76	1.1	3.32	0.66	2.55	2.61	1.07	1.47	2.53	2.81	5.04	1.92	3.01	4.5	5.82	1.78
2010	2.66	3.51	2.69	2.66	1.98	2.32	3.24	2.01	1.05	4.1	0.88	2.77	2.95	2	1.7	2.81	3.08	3.6	3.33	5.58	4.27	6.42	1.86
2011	1.65	1.66	1.35	2.27	2.38	2.09	0.86	2.03	1.36	1.21	0.46	0.49	1.52	0.8	1.12	1.11	1.64	2.77	0.72	2.42	2.65	4.13	2.4
2012	2.58	2.83	1.97	2.25	2.49	2.46	2.16	2.24	1.18	2.9	1.02	2.56	2.84	2.02	2.27	3.6	1.97	3.1	1.85	5.85	3.6	6.67	4.1
2013	1.57	1.48	1.78	2.32	2.68	2	1.64	1.37	1.27	2.06	1.06	1.99	3.08	1.79	1.49	1.84	2.02	2.8	1.25	3.3	3.41	6.35	1.53
2014	2.13	1.72	1.58	2.8	2.38	2.9	2.32	1.88	0.86	2.2	1.65	3.52	4.03	1.13	2.07	4.57	2.93	3.02	1.39	3.78	3.63	7.37	4.06
2015	1.33	1.1	NA	2.34	1.89	1.66	2.56	0.96	2.21	2.85	1.06	2.2	4.03	1.59	1.75	3.17	2.62	3.1	1.33	3.19	3.49	8.65	2.77
2016	1.55	1.31	NA	3.99	2.39	2.04	2.17	1.08	0.97	2.95	1.89	4.75	4.24	2.27	2.86	3.45	1.83	1.61	1.49	2.96	3.08	5.79	3.55
2017	1.82	1.85	NA	3.15	2.03	1.34	3.05	0.67	1.87	3.14	1.68	4.78	3.77	2.9	2.87	3.14	2.76	1.78	1.94	3.34	3.07	4.5	2.36
2018	0.64	0.46	NA	1.31	1.02	NA	0.83	NA	0.68	0.68	NA	NA	0.77	0.24	0.31	0.72	1.51	1.58	0.6	0.99	1.2	1.65	NA
