# Buchwal - Mount Iskoras - JUCO - ITRDB NOR032
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/40000
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-40000.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/nor032-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/nor032.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nor032.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2024-11-08
#--------------------
# File_Last_Modified_Date
#   Date: 2024-11-08
#--------------------
# Title
#   Study_Name: Buchwal - Mount Iskoras - JUCO - ITRDB NOR032
#--------------------
# Investigators
#   Investigators: Buchwal, Agata (0000-0001-6879-6656); Matulewski, Pawel; Sjöberg, Ylva ; Piermattei, Alma; Crivellaro, Alan; Balzano, Angela; Merela, Maks; Krže, Luka; Čufar, Katarina; Kirdyanov, Alexander V.; Bebchuk, Tatiana; Arosio, Tito; Büntgen, Ulf
#--------------------
# Description_Notes_and_Keywords
#   Description: raw growth ring measurements are in microns, missing rings equal 1 micron. There are few shrubs with CMOR, i.e., continuously missing outer rings (for more information look into associated paper published in Frontiers in Plant Science. In this study only ring width data covering the instrumental period (i.e., 1877-2022) was used. Detrending of raw series for trees and shrubs used each individual’s full timespan, extending beyond the instrumental period.  Provided Keywords: blue rings, treeline, Fennoscandia, Pinus sylvestris, Juniperus spp. shrubs, cooling events, cell wall lignification
#--------------------
# Publication
#   Authors: Buchwal, A., Matulewski, P., Sjöberg, Y., Piermattei, A., Crivellaro, A., Balzano, A., Merela, M., Krže, L., Čufar, K., Kirdyanov, A.V., Bebchuk, T., Arosio, T. and Büntgen, U.
#   Published_Date_or_Year: 2024
#   Published_Title: Blue rings in trees and shrubs as indicators of early and late summer cooling events at the northern treeline
#   Journal_Name: Frontiers in Plant Science
#   Volume: 15:1487099
#   Edition:
#   Issue:
#   Pages:
#   DOI: 10.3389/fpls.2024.1487099
#   Full_Citation:
#   Abstract: The high temperature sensitivity of pine trees in northern Fennoscandia has led to some of the most reliable tree-ring climate reconstructions in the world for the past millennia. However, wood anatomical anomalies that likely reflect temperature-induced reductions in cell wall lignification, the so-called Blue Rings (BRs), have not yet been systematically investigated in trees and shrubs in northern Europe. Here, we present frontier research on the occurrence of BRs in Pinus sylvestris trees and Juniperus communis (L.) s.l. shrubs from the upper treeline in northern Norway (69°N) in relation to instrumental temperature data covering the last ca. 150 years. The highest number of BRs was found in 1902, with 96% of Pinus trees and 68% of Juniperus shrubs showing BRs. These corresponded on average to a 42% vs. 27% proportion of the growth ring in 1902 which was less-lignified in Pinus trees and Juniperus shrubs, respectively. Another peak in BRs recorded for 1877 was more pronounced in Pinus trees (88%) than in Juniperus shrubs (36%), with a lower proportion of less lignified rings. We found the lowest monthly sums of growing degree days in June 1902 and August 1877, resulting in more uniform non-lignified BRs in 1902 than in 1877. Prolonged early growing season cooling shortened the growing season in 1902 and resulted in much thinner cell walls in trees and shrubs than in 1877, which was characterized by extended cooling at the end of the growing season. Also, after 1902 BR, Pinus trees exclusively showed no recovery in the mean cell wall thickness in the following year. Our study provides the first evidence for different impacts of early versus late growing season cooling on cell wall lignification in trees and shrubs at the northern treeline. Using the anatomy of BRs, we demonstrated the potential to refine summer cooling event reconstructions at an intra-annual resolution in northern Fennoscandia and beyond.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Polish National Science Centre
#   Grant: 2021/43/B/ST10/02021
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Polish National Agency for Academic Exchange (NAWA)
#   Grant: Bekker Scholarship, BPN/BEK/2022/1/00261/DEC/1
#--------------------
# Funding_Agency
#   Funding_Agency_Name: ID-UB Adam Mickiewicz University
#   Grant: 061/07/POB1/0005, 150/08/POB1/0003
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Slovenian Research and Innovation Agency ARIS
#   Grant: P4–0015
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Swiss National Science Foundation
#   Grant: P500PN 210716
#--------------------
# Site_Information
#   Site_Name: Mount Iskoras
#   Location: Norway
#   Northernmost_Latitude: 69.3
#   Southernmost_Latitude: 69.3
#   Easternmost_Longitude: 25.2
#   Westernmost_Longitude: 25.2
#   Elevation_m: nan
#--------------------
# Data_Collection
#   Collection_Name: NOR032
#   First_Year: 1877
#   Last_Year: 2022
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Juniperus communis L.
#   Common_Name: common juniper
#   Tree_Species_Code: JUCO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NK05S1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK05S1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK24_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK24; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK27_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK27; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK28B1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK28B1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK30_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK30; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK31_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK31; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK32_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK32; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK33_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK33; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK34_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK34; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK39_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK39; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK38_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK38; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK40_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK40; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK41a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK41a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK42_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK42; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK43_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK43; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK45_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK45; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK49_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK49; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK54_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK54; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NK05S1_raw	NK07_raw	NK11_raw	NK14_raw	NK18_raw	NK19_raw	NK22_raw	NK24_raw	NK25_raw	NK27_raw	NK28B1_raw	NK30_raw	NK31_raw	NK32_raw	NK33_raw	NK34_raw	NK39_raw	NK38_raw	NK40_raw	NK41a_raw	NK42_raw	NK43_raw	NK45_raw	NK49_raw	NK54_raw
1877	0.068	0.076	0.034	0.085	0.071	0.06	NA	NA	0.066	0.011	NA	NA	0.042	0.042	0.037	0.221	0.044	0.076	0.028	0.023	0.1	0.063	0.062	0.156	0.226
1878	0.076	0.053	0.033	0.109	0.036	0.043	NA	NA	0.038	0.011	NA	NA	0.057	0.056	0.046	0.1	0.065	0.053	0.027	0.032	0.098	0.042	0.055	0.135	0.158
1879	0.066	0.044	0.05	0.08	0.046	0.082	NA	NA	0.052	0.014	NA	NA	0.024	0.042	0.091	0.112	0.056	0.041	0.011	0.029	0.071	0.028	0.045	0.121	0.103
1880	0.052	0.032	0.045	0.071	0.05	0.034	NA	NA	0.057	0.053	NA	NA	0.015	0.044	0.077	0.096	0.085	0.053	0.014	0.028	0.059	0.048	0.061	0.116	0.111
1881	0.03	0.05	0.066	0.073	0.041	0.057	NA	NA	0.09	0.058	0.069	NA	0.032	0.057	0.063	0.102	0.087	0.062	0.014	0.036	0.088	0.038	0.079	0.094	0.059
1882	0.014	0.108	0.061	0.085	0.051	0.066	NA	NA	0.103	0.066	0.07	NA	0.037	0.081	0.023	0.107	0.078	0.058	0.015	0.047	0.095	0.042	0.098	0.081	0.095
1883	0.051	0.111	0.059	0.077	0.067	0.087	NA	NA	0.127	0.024	0.022	NA	0.03	0.089	0.026	0.099	0.077	0.053	0.018	0.024	0.067	0.047	0.048	0.06	0.061
1884	0.063	0.112	0.058	0.088	0.06	0.103	NA	NA	0.107	0.018	0.024	NA	0.04	0.065	0.037	0.081	0.071	0.056	0.017	0.031	0.054	0.05	0.054	0.071	0.155
1885	0.06	0.13	0.051	0.079	0.073	0.055	NA	NA	0.092	0.054	0.016	NA	0.035	0.077	0.043	0.069	0.062	0.056	0.026	0.049	0.064	0.055	0.061	0.073	0.139
1886	0.057	0.124	0.038	0.052	0.057	0.024	NA	NA	0.086	0.055	0.023	NA	0.055	0.083	0.038	0.099	0.084	0.058	0.029	0.055	0.081	0.053	0.081	0.065	0.114
1887	0.047	0.144	0.029	0.062	0.064	0.056	NA	NA	0.084	0.063	0.009	NA	0.034	0.057	0.031	0.096	0.049	0.03	0.013	0.062	0.053	0.041	0.061	0.067	0.158
1888	0.045	0.088	0.05	0.085	0.06	0.038	NA	NA	0.077	0.077	0.012	NA	0.027	0.043	0.048	0.109	0.08	0.023	0.02	0.058	0.085	0.044	0.019	0.058	0.135
1889	0.057	0.149	0.068	0.081	0.104	0.101	NA	NA	0.127	0.07	0.032	NA	0.026	0.041	0.048	0.208	0.094	0.026	0.028	0.056	0.083	0.059	0.04	0.055	0.164
1890	0.063	0.146	0.052	0.1	0.1	0.083	NA	NA	0.135	0.066	0.04	NA	0.034	0.082	0.05	0.15	0.07	0.036	0.026	0.045	0.053	0.052	0.032	0.06	0.128
1891	0.063	0.083	0.003	0.079	0.082	0.131	NA	NA	0.063	0.048	0.048	NA	0.03	0.09	0.025	0.1	0.089	0.058	0.02	0.029	0.057	0.057	0.046	0.055	0.135
1892	0.046	0.053	0.009	0.056	0.029	0.075	NA	NA	0.012	0.041	0.034	NA	0.023	0.063	0.036	0.025	0.055	0.001	0.019	0.03	0.054	0.046	0.028	0.046	0.062
1893	0.071	0.034	0.009	0.015	0.047	0.098	NA	NA	0.008	0.063	0.026	NA	0.024	0.072	0.053	0.035	0.069	0.043	0.023	0.039	0.078	0.072	0.054	0.059	0.103
1894	0.073	0.102	0.025	0.02	0.096	0.095	NA	NA	0.021	0.042	0.038	NA	0.03	0.13	0.038	0.023	0.068	0.061	0.028	0.039	0.06	0.084	0.073	0.066	0.113
1895	0.091	0.178	0.036	0.051	0.085	0.089	NA	NA	0.055	0.074	0.036	NA	0.024	0.109	0.045	0.149	0.082	0.035	0.044	0.047	0.063	0.078	0.05	0.083	0.134
1896	0.106	0.104	0.041	0.027	0.037	0.086	NA	NA	0.059	0.069	0.035	NA	0.04	0.116	0.058	0.135	0.067	0.075	0.03	0.032	0.05	0.071	0.054	0.059	0.125
1897	0.099	0.087	0.044	0.024	0.023	0.068	NA	NA	0.041	0.045	0.03	NA	0.034	0.143	0.079	0.152	0.065	0.055	0.019	0.048	0.054	0.05	0.056	0.072	0.141
1898	0.102	0.136	0.047	0.034	0.026	0.052	NA	NA	0.056	0.044	0.038	NA	0.027	0.123	0.093	0.173	0.076	0.036	0.037	0.047	0.088	0.076	0.071	0.073	0.209
1899	0.104	0.134	0.047	0.05	0.013	0.091	NA	NA	0.045	0.053	0.032	NA	0.044	0.082	0.091	0.179	0.094	0.082	0.04	0.066	0.088	0.101	0.091	0.088	0.201
1900	0.076	0.108	0.037	0.036	0.017	0.065	NA	NA	0.028	0.06	0.019	NA	0.05	0.099	0.082	0.156	0.052	0.087	0.024	0.049	0.061	0.064	0.075	0.062	0.19
1901	0.096	0.084	0.03	0.048	0.043	0.102	NA	NA	0.028	0.05	0.022	NA	0.045	0.126	0.071	0.216	0.08	0.067	0.038	0.082	0.093	0.076	0.071	0.065	0.206
1902	0.035	0.073	0.016	0.023	0.017	0.096	NA	NA	0.017	0.02	0.026	NA	0.029	0.114	0.078	0.092	0.001	0.074	0.022	0.016	0.028	0.029	0.034	0.048	0.122
1903	0.044	0.061	0.016	0.04	0.01	0.08	NA	NA	0.016	0.035	0.027	NA	0.017	0.059	0.064	0.046	0.047	0.04	0.033	0.035	0.05	0.061	0.046	0.073	0.207
1904	0.036	0.1	0.031	0.052	0.038	0.087	NA	NA	0.026	0.051	0.038	NA	0.023	0.069	0.103	0.054	0.064	0.049	0.032	0.034	0.078	0.065	0.062	0.033	0.148
1905	0.019	0.132	0.027	0.066	0.048	0.104	NA	NA	0.025	0.052	0.043	NA	0.029	0.108	0.137	0.174	0.089	0.055	0.032	0.021	0.038	0.099	0.074	0.063	0.16
1906	0.032	0.143	0.033	0.142	0.055	0.085	NA	NA	0.028	0.062	0.055	NA	0.028	0.059	0.112	0.16	0.076	0.048	0.017	0.038	0.08	0.08	0.081	0.059	0.147
1907	0.016	0.067	0.034	0.106	0.047	0.097	NA	NA	0.027	0.1	0.063	NA	0.04	0.039	0.079	0.196	0.085	0.047	0.029	0.036	0.057	0.089	0.051	0.066	0.143
1908	0.013	0.08	0.056	0.045	0.035	0.033	NA	NA	0.025	0.123	0.041	NA	0.039	0.07	0.073	0.194	0.068	0.035	0.021	0.028	0.079	0.11	0.031	0.024	0.17
1909	0.017	0.094	0.043	0.024	0.032	0.048	NA	NA	0.024	0.105	0.029	NA	0.023	0.059	0.06	0.131	0.03	0.025	0.015	0.025	0.047	0.091	0.085	0.022	0.132
1910	0.025	0.072	0.035	0.036	0.03	0.104	NA	NA	0.02	0.155	0.054	NA	0.032	0.071	0.03	0.089	0.053	0.041	0.018	0.049	0.045	0.069	0.085	0.034	0.153
1911	0.018	0.139	0.047	0.047	0.028	0.112	NA	NA	0.044	0.177	0.047	NA	0.037	0.072	0.041	0.054	0.023	0.039	0.006	0.01	0.072	0.061	0.083	0.04	0.112
1912	0.023	0.148	0.049	0.072	0.031	0.139	NA	NA	0.032	0.172	0.06	NA	0.042	0.121	0.044	0.05	0.042	0.035	0.016	0.013	0.077	0.072	0.085	0.058	0.098
1913	0.032	0.169	0.052	0.1	0.033	0.116	NA	NA	0.038	0.213	0.081	NA	0.039	0.093	0.042	0.08	0.049	0.04	0.031	0.03	0.049	0.07	0.088	0.045	0.108
1914	0.02	0.073	0.034	0.041	0.026	0.125	NA	NA	0.026	0.131	0.066	NA	0.035	0.119	0.066	0.058	0.037	0.056	0.027	0.038	0.035	0.07	0.086	0.052	0.082
1915	0.036	0.12	0.058	0.061	0.012	0.097	NA	NA	0.023	0.149	0.068	NA	0.04	0.147	0.06	0.134	0.05	0.059	0.029	0.049	0.047	0.082	0.081	0.057	0.097
1916	0.058	0.172	0.056	0.082	0.006	0.096	NA	NA	0.012	0.147	0.064	NA	0.053	0.138	0.04	0.132	0.062	0.063	0.028	0.047	0.06	0.077	0.073	0.114	0.094
1917	0.066	0.177	0.051	0.087	0.037	0.1	NA	NA	0.041	0.155	0.039	NA	0.05	0.116	0.071	0.098	0.061	0.071	0.026	0.053	0.076	0.096	0.078	0.111	0.116
1918	0.089	0.135	0.048	0.106	0.044	0.092	NA	NA	0.031	0.169	0.032	NA	0.035	0.081	0.073	0.081	0.046	0.07	0.032	0.056	0.062	0.071	0.07	0.085	0.101
1919	0.081	0.142	0.041	0.094	0.037	0.079	NA	NA	0.018	0.164	0.027	NA	0.046	0.171	0.053	0.087	0.042	0.07	0.027	0.049	0.04	0.073	0.047	0.077	0.091
1920	0.065	0.143	0.031	0.084	0.039	0.121	NA	NA	0.016	0.136	0.029	NA	0.019	0.069	0.047	0.119	0.029	0.05	0.039	0.045	0.036	0.055	0.045	0.045	0.109
1921	0.036	0.11	0.024	0.071	0.037	0.066	NA	NA	0.012	0.093	0.034	NA	0.031	0.103	0.025	0.078	0.045	0.062	0.026	0.033	0.044	0.091	0.035	0.063	0.08
1922	0.036	0.133	0.029	0.078	0.031	0.095	NA	NA	0.027	0.101	0.04	NA	0.028	0.116	0.049	0.106	0.059	0.053	0.046	0.04	0.051	0.083	0.094	0.078	0.114
1923	0.022	0.116	0.022	0.087	0.03	0.12	NA	NA	0.022	0.102	0.034	NA	0.035	0.051	0.035	0.071	0.068	0.063	0.027	0.02	0.023	0.06	0.088	0.047	0.066
1924	0.029	0.072	0.041	0.119	0.033	0.124	NA	NA	0.012	0.17	0.037	NA	0.034	0.07	0.053	0.123	0.064	0.075	0.039	0.037	0.017	0.054	0.097	0.061	0.058
1925	0.034	0.079	0.029	0.132	0.041	0.142	NA	NA	0.028	0.127	0.063	NA	0.046	0.048	0.043	0.151	0.076	0.08	0.028	0.025	0.015	0.059	0.097	0.029	0.062
1926	0.01	0.056	0.033	0.059	0.039	0.086	NA	NA	0.029	0.168	0.049	NA	0.024	0.066	0.016	0.117	0.064	0.07	0.025	0.019	0.025	0.042	0.051	0.036	0.08
1927	0.012	0.04	0.031	0.044	0.033	0.115	NA	NA	0.024	0.116	0.052	NA	0.013	0.169	0.03	0.174	0.053	0.028	0.022	0.027	0.018	0.039	0.045	0.042	0.082
1928	0.036	0.041	0.036	0.064	0.026	0.095	NA	NA	0.013	0.108	0.035	NA	0.013	0.067	0.012	0.081	0.048	0.036	0.026	0.004	0.014	0.039	0.053	0.043	0.095
1929	0.043	0.039	0.047	0.06	0.03	0.106	NA	NA	0.034	0.135	0.033	NA	0.029	0.079	0.053	0.059	0.053	0.051	0.054	0.042	0.054	0.062	0.073	0.05	0.168
