"file","series","year","severity","check","detail"
"asia/kyrg013.rwl",NA,NA,"informational","ID fills all 8 columns","33 ID(s) run up against the year field, e.g. 'engup3b1'"
"asia/kyrg014.rwl",NA,NA,"informational","file mixes precision flags across series","15 series end in 999 (0.01 mm) and 19 in -9999 (0.001 mm)."
"asia/kyrg015.rwl",NA,NA,"informational","file mixes precision flags across series","12 series end in 999 (0.01 mm) and 9 in -9999 (0.001 mm)."
"asia/ls001.rwl",NA,NA,"informational","ID fills all 8 columns","30 ID(s) run up against the year field, e.g. 'ANMPM01A'"
"asia/ls002.rwl",NA,NA,"informational","ID fills all 8 columns","22 ID(s) run up against the year field, e.g. 'TGLPM01A'"
"asia/mng044.rwl",NA,NA,"informational","ID fills all 8 columns","119 ID(s) run up against the year field, e.g. 'KLL0M03A'"
"asia/mng045.rwl",NA,NA,"informational","ID fills all 8 columns","55 ID(s) run up against the year field, e.g. 'ULL1001X'"
"asia/mong002.rwl",NA,NA,"informational","blank inside series ID","27 ID(s) contain blanks, e.g. 'MH 1N'"
"asia/mong003.rwl",NA,NA,"informational","ID fills all 8 columns","3 ID(s) run up against the year field, e.g. 'TPX1@bs''"
"asia/mong039.rwl",NA,NA,"informational","ID fills all 8 columns","110 ID(s) run up against the year field, e.g. 'KLP0001a'"
"asia/mong040.rwl",NA,NA,"informational","ID fills all 8 columns","1 ID(s) run up against the year field, e.g. 'SXN23nwb'"
"asia/mong041.rwl",NA,NA,"informational","ID fills all 8 columns","209 ID(s) run up against the year field, e.g. 'KLP0001a'"
"asia/mong042.rwl",NA,NA,"informational","ID fills all 8 columns","103 ID(s) run up against the year field, e.g. 'ULP1003A'"
"asia/mong043b.rwl",NA,NA,"informational","blank inside series ID","6 ID(s) contain blanks, e.g. 'BU A-W_D'"
"asia/mong043b.rwl",NA,NA,"informational","ID fills all 8 columns","102 ID(s) run up against the year field, e.g. 'BU A-W_D'"
"asia/nepa015.rwl",NA,NA,"informational","file mixes precision flags across series","19 series end in 999 (0.01 mm) and 29 in -9999 (0.001 mm)."
"asia/nepa018.rwl",NA,NA,"informational","file mixes precision flags across series","7 series end in 999 (0.01 mm) and 26 in -9999 (0.001 mm)."
"asia/nepa021.rwl",NA,NA,"informational","file mixes precision flags across series","35 series end in 999 (0.01 mm) and 5 in -9999 (0.001 mm)."
"asia/nepa043.rwl",NA,NA,"informational","ID fills all 8 columns","110 ID(s) run up against the year field, e.g. 'ABSP001B'"
"asia/nepa044.rwl",NA,NA,"informational","ID fills all 8 columns","39 ID(s) run up against the year field, e.g. 'ABPI002E'"
"asia/nepa045.rwl",NA,NA,"informational","ID fills all 8 columns","96 ID(s) run up against the year field, e.g. 'PCSM001A'"
"asia/nepa046.rwl",NA,NA,"informational","ID fills all 8 columns","84 ID(s) run up against the year field, e.g. 'ABSB001A'"
"asia/nepa047.rwl",NA,NA,"informational","ID fills all 8 columns","44 ID(s) run up against the year field, e.g. 'ABSB401A'"
"asia/nepa048.rwl",NA,NA,"informational","ID fills all 8 columns","40 ID(s) run up against the year field, e.g. 'ABSB302B'"
"asia/nepa049.rwl",NA,NA,"informational","ID fills all 8 columns","39 ID(s) run up against the year field, e.g. 'ABSB003A'"
"asia/nepa050.rwl",NA,NA,"informational","ID fills all 8 columns","41 ID(s) run up against the year field, e.g. 'ABSB203B'"
"asia/nepa051.rwl",NA,NA,"informational","ID fills all 8 columns","40 ID(s) run up against the year field, e.g. 'ABSP001B'"
"asia/nepa052.rwl",NA,NA,"informational","ID fills all 8 columns","38 ID(s) run up against the year field, e.g. 'ABSP006B'"
"asia/nepa053.rwl",NA,NA,"informational","ID fills all 8 columns","40 ID(s) run up against the year field, e.g. 'ABSP001A'"
"asia/nepa054.rwl",NA,NA,"informational","ID fills all 8 columns","39 ID(s) run up against the year field, e.g. 'BEUT509A'"
"asia/nepa055.rwl",NA,NA,"informational","ID fills all 8 columns","61 ID(s) run up against the year field, e.g. 'ABSB476B'"
"asia/paki001.rwl",NA,NA,"informational","ID fills all 8 columns","31 ID(s) run up against the year field, e.g. 'bpb0501z'"
"asia/paki002.rwl",NA,NA,"informational","ID fills all 8 columns","38 ID(s) run up against the year field, e.g. 'epb0201z'"
"asia/paki003.rwl",NA,NA,"informational","file mixes precision flags across series","8 series end in 999 (0.01 mm) and 29 in -9999 (0.001 mm)."
"asia/paki003.rwl",NA,NA,"informational","ID fills all 8 columns","37 ID(s) run up against the year field, e.g. 'epb0401a'"
"asia/paki004.rwl",NA,NA,"informational","file mixes precision flags across series","4 series end in 999 (0.01 mm) and 21 in -9999 (0.001 mm)."
"asia/paki004.rwl",NA,NA,"informational","ID fills all 8 columns","21 ID(s) run up against the year field, e.g. 'epb0601a'"
"asia/paki005.rwl",NA,NA,"informational","ID fills all 8 columns","23 ID(s) run up against the year field, e.g. 'epc0104z'"
"asia/paki006.rwl",NA,NA,"informational","ID fills all 8 columns","31 ID(s) run up against the year field, e.g. 'epc0201a'"
"asia/paki007.rwl",NA,NA,"informational","ID fills all 8 columns","18 ID(s) run up against the year field, e.g. 'epc0301a'"
"asia/paki008.rwl",NA,NA,"informational","ID fills all 8 columns","8 ID(s) run up against the year field, e.g. 'eph0001z'"
"asia/paki009.rwl",NA,NA,"informational","file mixes precision flags across series","19 series end in 999 (0.01 mm) and 14 in -9999 (0.001 mm)."
"asia/paki009.rwl",NA,NA,"informational","ID fills all 8 columns","33 ID(s) run up against the year field, e.g. 'epm00smz'"
"asia/paki010.rwl",NA,NA,"informational","ID fills all 8 columns","17 ID(s) run up against the year field, e.g. 'epm0201z'"
"asia/paki011.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'epm0301z'"
"asia/paki012.rwl",NA,NA,"informational","ID fills all 8 columns","18 ID(s) run up against the year field, e.g. 'epm0401z'"
"asia/paki013.rwl",NA,NA,"informational","ID fills all 8 columns","10 ID(s) run up against the year field, e.g. 'ram104a1'"
"asia/paki014.rwl",NA,NA,"informational","ID fills all 8 columns","14 ID(s) run up against the year field, e.g. 'eps0102z'"
"asia/paki015.rwl",NA,NA,"informational","ID fills all 8 columns","29 ID(s) run up against the year field, e.g. 'eps0201z'"
"asia/paki016.rwl",NA,NA,"informational","ID fills all 8 columns","28 ID(s) run up against the year field, e.g. 'eps0401a'"
"asia/rus317.rwl",NA,NA,"informational","ID fills all 8 columns","2 ID(s) run up against the year field, e.g. 'I24S11AA'"
"asia/rus328.rwl",NA,NA,"informational","ID fills all 8 columns","26 ID(s) run up against the year field, e.g. 'DL00109a'"
"asia/rus339.rwl",NA,NA,"informational","ID fills all 8 columns","2 ID(s) run up against the year field, e.g. 'K09A482A'"
"asia/rus341.rwl",NA,NA,"informational","ID fills all 8 columns","25 ID(s) run up against the year field, e.g. 'KS00113a'"
"asia/rus350.rwl",NA,NA,"informational","ID fills all 8 columns","4 ID(s) run up against the year field, e.g. '35a-1-b1'"
"asia/rus353.rwl",NA,NA,"informational","ID fills all 8 columns","10 ID(s) run up against the year field, e.g. 'PZ00115a'"
"asia/rus377.rwl",NA,NA,"informational","ID fills all 8 columns","34 ID(s) run up against the year field, e.g. 'TZ00109a'"
"asia/rus387.rwl",NA,NA,"informational","ID fills all 8 columns","113 ID(s) run up against the year field, e.g. 'ZD00111a'"
"asia/rus388.rwl",NA,NA,"informational","ID fills all 8 columns","64 ID(s) run up against the year field, e.g. 'ZD00810a'"
"asia/rus392.rwl",NA,NA,"informational","ID fills all 8 columns","1 ID(s) run up against the year field, e.g. 'ilpr05rB'"
"asia/russ016.rwl",NA,NA,"informational","ID fills all 8 columns","172 ID(s) run up against the year field, e.g. 'OHD0001A'"
"asia/russ181.rwl",NA,NA,"informational","ID fills all 8 columns","34 ID(s) run up against the year field, e.g. 'OJB0003A'"
"asia/russ182.rwl",NA,NA,"informational","ID fills all 8 columns","24 ID(s) run up against the year field, e.g. 'PFC0002A'"
"asia/russ183.rwl",NA,NA,"informational","ID fills all 8 columns","22 ID(s) run up against the year field, e.g. 'PJA0001A'"
"asia/russ203.rwl",NA,NA,"informational","file mixes precision flags across series","49 series end in 999 (0.01 mm) and 1 in -9999 (0.001 mm)."
"asia/russ205.rwl",NA,NA,"informational","ID fills all 8 columns","4 ID(s) run up against the year field, e.g. 'IND020A1'"
"asia/russ208.rwl",NA,NA,"informational","ID fills all 8 columns","39 ID(s) run up against the year field, e.g. 'S8N0101A'"
"asia/russ210.rwl",NA,NA,"informational","blank inside series ID","7 ID(s) contain blanks, e.g. 'BY 03NS'"
"asia/russ210.rwl",NA,NA,"informational","ID fills all 8 columns","1 ID(s) run up against the year field, e.g. 'BY 55SES'"
"asia/russ220.rwl",NA,NA,"informational","ID fills all 8 columns","32 ID(s) run up against the year field, e.g. '11212591'"
"asia/russ221.rwl",NA,NA,"informational","ID fills all 8 columns","1 ID(s) run up against the year field, e.g. 'KTU247dd'"
"asia/russ224.rwl",NA,NA,"informational","blank inside series ID","22 ID(s) contain blanks, e.g. '148 011'"
"asia/russ224x.rwl",NA,NA,"informational","blank inside series ID","22 ID(s) contain blanks, e.g. '148 011'"
"asia/russ225.rwl",NA,NA,"informational","blank inside series ID","24 ID(s) contain blanks, e.g. '225 031'"
"asia/russ225x.rwl",NA,NA,"informational","blank inside series ID","24 ID(s) contain blanks, e.g. '225 031'"
"asia/russ227.rwl",NA,NA,"informational","ID fills all 8 columns","24 ID(s) run up against the year field, e.g. 'dj2a-l01'"
"asia/russ229.rwl",NA,NA,"informational","ID fills all 8 columns","11 ID(s) run up against the year field, e.g. 'KR2--L10'"
"asia/russ230.rwl",NA,NA,"informational","ID fills all 8 columns","1 ID(s) run up against the year field, e.g. 'KR3-L13A'"
"asia/russ231.rwl",NA,NA,"informational","ID fills all 8 columns","12 ID(s) run up against the year field, e.g. 'mak-l12a'"
"asia/russ232.rwl",NA,NA,"informational","ID fills all 8 columns","5 ID(s) run up against the year field, e.g. 'krmdx_74'"
"asia/russ233.rwl",NA,NA,"informational","ID fills all 8 columns","3 ID(s) run up against the year field, e.g. 'tt2-l13a'"
"asia/russ235.rwl",NA,NA,"informational","ID fills all 8 columns","11 ID(s) run up against the year field, e.g. 'ula-l16b'"
"asia/russ237.rwl",NA,NA,"informational","ID fills all 8 columns","101 ID(s) run up against the year field, e.g. '11441011'"
"asia/russ237n.rwl",NA,NA,"informational","ID fills all 8 columns","100 ID(s) run up against the year field, e.g. '11441011'"
"asia/russ237x.rwl",NA,NA,"informational","ID fills all 8 columns","100 ID(s) run up against the year field, e.g. '11441011'"
"asia/russ238.rwl",NA,NA,"informational","ID fills all 8 columns","56 ID(s) run up against the year field, e.g. '11590011'"
"asia/russ238n.rwl",NA,NA,"informational","ID fills all 8 columns","56 ID(s) run up against the year field, e.g. '11590011'"
"asia/russ238x.rwl",NA,NA,"informational","ID fills all 8 columns","56 ID(s) run up against the year field, e.g. '11590011'"
"asia/russ239.rwl",NA,NA,"informational","ID fills all 8 columns","49 ID(s) run up against the year field, e.g. '11540011'"
"asia/russ239x.rwl",NA,NA,"informational","ID fills all 8 columns","49 ID(s) run up against the year field, e.g. '11540011'"
"asia/russ240.rwl",NA,NA,"informational","ID fills all 8 columns","1 ID(s) run up against the year field, e.g. 'shut26-2'"
"asia/russ242.rwl",NA,NA,"informational","ID fills all 8 columns","5 ID(s) run up against the year field, e.g. '1lent_me'"
"asia/russ243.rwl",NA,NA,"informational","ID fills all 8 columns","16 ID(s) run up against the year field, e.g. 'CHAM14NE'"
"asia/russ246.rwl",NA,NA,"informational","ID fills all 8 columns","247 ID(s) run up against the year field, e.g. 'a9_k09me'"
"asia/russ248.rwl",NA,NA,"informational","ID fills all 8 columns","19 ID(s) run up against the year field, e.g. '10chin03'"
"asia/russ249.rwl",NA,NA,"informational","ID fills all 8 columns","2 ID(s) run up against the year field, e.g. '12der08b'"
"asia/russ251.rwl",NA,NA,"informational","ID fills all 8 columns","3 ID(s) run up against the year field, e.g. '08kok02b'"
"asia/russ252.rwl",NA,NA,"informational","ID fills all 8 columns","3 ID(s) run up against the year field, e.g. '06kol02b'"
"asia/russ254.rwl",NA,NA,"informational","ID fills all 8 columns","4 ID(s) run up against the year field, e.g. '07mog11a'"
"asia/russ257.rwl",NA,NA,"informational","ID fills all 8 columns","1 ID(s) run up against the year field, e.g. '12tar19b'"
"asia/russ297.rwl",NA,NA,"informational","ID fills all 8 columns","33 ID(s) run up against the year field, e.g. 'SPL01b-0'"
"asia/russ299.rwl",NA,NA,"informational","ID fills all 8 columns","34 ID(s) run up against the year field, e.g. 'yar1091A'"
"asia/russ301.rwl",NA,NA,"informational","file mixes precision flags across series","1 series end in 999 (0.01 mm) and 79 in -9999 (0.001 mm)."
"asia/russ305.rwl",NA,NA,"informational","file mixes precision flags across series","44 series end in 999 (0.01 mm) and 23 in -9999 (0.001 mm)."
"asia/russ307.rwl",NA,NA,"informational","file mixes precision flags across series","45 series end in 999 (0.01 mm) and 29 in -9999 (0.001 mm)."
"asia/russ309.rwl",NA,NA,"informational","ID fills all 8 columns","26 ID(s) run up against the year field, e.g. 'PDLPS01B'"
"asia/russ313.rwl",NA,NA,"informational","ID fills all 8 columns","24 ID(s) run up against the year field, e.g. 'ZGRPS01a'"
"asia/russ314.rwl",NA,NA,"informational","file mixes precision flags across series","21 series end in 999 (0.01 mm) and 74 in -9999 (0.001 mm)."
"asia/th002.rwl",NA,NA,"informational","ID fills all 8 columns","1 ID(s) run up against the year field, e.g. 'NNK221B1'"
"asia/th004.rwl",NA,NA,"informational","ID fills all 8 columns","1 ID(s) run up against the year field, e.g. 'PTM30a.1'"
"asia/th006.rwl",NA,NA,"informational","file mixes precision flags across series","12 series end in 999 (0.01 mm) and 13 in -9999 (0.001 mm)."
"asia/th006.rwl",NA,NA,"informational","ID fills all 8 columns","14 ID(s) run up against the year field, e.g. 'WCM04A.s'"
"asia/tha007.rwl",NA,NA,"informational","ID fills all 8 columns","42 ID(s) run up against the year field, e.g. 'PKMF101A'"
"asia/tha008.rwl",NA,NA,"informational","ID fills all 8 columns","65 ID(s) run up against the year field, e.g. 'PKMF301A'"
"asia/tha009.rwl",NA,NA,"informational","ID fills all 8 columns","55 ID(s) run up against the year field, e.g. 'PKMF401A'"
"asia/tha010.rwl",NA,NA,"informational","ID fills all 8 columns","54 ID(s) run up against the year field, e.g. 'PKWP101A'"
"asia/tha011.rwl",NA,NA,"informational","ID fills all 8 columns","136 ID(s) run up against the year field, e.g. 'PKWP201B'"
"asia/tha012.rwl",NA,NA,"informational","ID fills all 8 columns","4 ID(s) run up against the year field, e.g. 'PKND10CN'"
"asia/tha013.rwl",NA,NA,"informational","ID fills all 8 columns","11 ID(s) run up against the year field, e.g. 'PKWJ418A'"
"asia/tha015.rwl",NA,NA,"informational","ID fills all 8 columns","34 ID(s) run up against the year field, e.g. 'TKNK211A'"
"asia/tha016.rwl",NA,NA,"informational","ID fills all 8 columns","23 ID(s) run up against the year field, e.g. 'TKNK209A'"
"asia/tha017.rwl",NA,NA,"informational","ID fills all 8 columns","26 ID(s) run up against the year field, e.g. 'TKNK413A'"
"asia/tha018.rwl",NA,NA,"informational","ID fills all 8 columns","37 ID(s) run up against the year field, e.g. 'TKNK501A'"
"asia/tha020.rwl",NA,NA,"informational","ID fills all 8 columns","1 ID(s) run up against the year field, e.g. 'TNHS3/1A'"
"atlantic/bhs001.rwl",NA,NA,"informational","file mixes precision flags across series","53 series end in 999 (0.01 mm) and 19 in -9999 (0.001 mm)."
"australia/aus118.rwl",NA,NA,"informational","file mixes precision flags across series","34 series end in 999 (0.01 mm) and 140 in -9999 (0.001 mm)."
"australia/aus118c.rwl",NA,NA,"informational","trailing text in field 11","2582 line(s) carry text in cols 73-78, e.g. 'gap'"
"australia/aus118d.rwl",NA,NA,"informational","trailing text in field 11","2484 line(s) carry text in cols 73-78, e.g. 'gap'"
"australia/aus118h.rwl",NA,NA,"informational","trailing text in field 11","2111 line(s) carry text in cols 73-78, e.g. 'gap'"
"australia/aus119.rwl",NA,NA,"informational","ID fills all 8 columns","1 ID(s) run up against the year field, e.g. 'lml02bne'"
"australia/aus121.rwl",NA,NA,"informational","ID fills all 8 columns","1 ID(s) run up against the year field, e.g. 'tpk5NWb2'"
"australia/aus122c.rwl",NA,NA,"informational","trailing text in field 11","999 line(s) carry text in cols 73-78, e.g. 'gap'"
"australia/aus122d.rwl",NA,NA,"informational","trailing text in field 11","1035 line(s) carry text in cols 73-78, e.g. 'gap'"
"australia/aus122h.rwl",NA,NA,"informational","trailing text in field 11","847 line(s) carry text in cols 73-78, e.g. 'gap'"
"australia/aus124e.rwl",NA,NA,"informational","ID fills all 8 columns","11 ID(s) run up against the year field, e.g. 'mrr041ne'"
"australia/aus124e.rwl",NA,NA,"informational","trailing text in field 11","5317 line(s) carry text in cols 73-78, e.g. 'gap'"
"australia/aus124l.rwl",NA,NA,"informational","ID fills all 8 columns","9 ID(s) run up against the year field, e.g. 'WALD26W1'"
"australia/aus125c.rwl",NA,NA,"informational","trailing text in field 11","1281 line(s) carry text in cols 73-78, e.g. 'gap'"
"australia/aus125d.rwl",NA,NA,"informational","trailing text in field 11","1241 line(s) carry text in cols 73-78, e.g. 'gap'"
"australia/aus125h.rwl",NA,NA,"informational","trailing text in field 11","1133 line(s) carry text in cols 73-78, e.g. 'gap'"
"australia/aus126.rwl",NA,NA,"informational","ID fills all 8 columns","5 ID(s) run up against the year field, e.g. 'co10102a'"
"australia/aus126.rwl",NA,NA,"informational","trailing text in field 11","2171 line(s) carry text in cols 73-78, e.g. 'gap'"
"australia/aus126d.rwl",NA,NA,"informational","trailing text in field 11","1398 line(s) carry text in cols 73-78, e.g. 'gap'"
"australia/aus126k.rwl",NA,NA,"informational","trailing text in field 11","483 line(s) carry text in cols 73-78, e.g. 'gap'"
"australia/aus127.rwl",NA,NA,"informational","ID fills all 8 columns","10 ID(s) run up against the year field, e.g. 'TN50E12a'"
"australia/aus128.rwl",NA,NA,"informational","ID fills all 8 columns","9 ID(s) run up against the year field, e.g. 'BCH106NE'"
"australia/aus128c.rwl",NA,NA,"informational","trailing text in field 11","724 line(s) carry text in cols 73-78, e.g. 'gap'"
"australia/aus128d.rwl",NA,NA,"informational","trailing text in field 11","783 line(s) carry text in cols 73-78, e.g. 'gap'"
"australia/aus128h.rwl",NA,NA,"informational","trailing text in field 11","791 line(s) carry text in cols 73-78, e.g. 'gap'"
"australia/ausl037.rwl",NA,NA,"informational","ID fills all 8 columns","34 ID(s) run up against the year field, e.g. 'CJD636E2'"
"australia/ausl038c.rwl",NA,NA,"informational","ID fills all 8 columns","3 ID(s) run up against the year field, e.g. 'MCK20W2P'"
"australia/ausl038d.rwl",NA,NA,"informational","ID fills all 8 columns","4 ID(s) run up against the year field, e.g. 'MCK20W2P'"
"australia/ausl038h.rwl",NA,NA,"informational","ID fills all 8 columns","3 ID(s) run up against the year field, e.g. 'MCK20W2P'"
"australia/ausl039.rwl",NA,NA,"informational","ID fills all 8 columns","1 ID(s) run up against the year field, e.g. 'FB10.2SE'"
"australia/ausl041.rwl",NA,NA,"informational","blank inside series ID","2 ID(s) contain blanks, e.g. 'WLD26W 1'"
"australia/ausl041.rwl",NA,NA,"informational","ID fills all 8 columns","2 ID(s) run up against the year field, e.g. 'WLD26W 1'"
"australia/ausl043.rwl",NA,NA,"informational","ID fills all 8 columns","10 ID(s) run up against the year field, e.g. 'TN50E12a'"
"australia/ausl045.rwl",NA,NA,"informational","ID fills all 8 columns","1 ID(s) run up against the year field, e.g. 'mrr08nw'"
"australia/ausl047.rwl",NA,NA,"informational","ID fills all 8 columns","4 ID(s) run up against the year field, e.g. 'Mesa10SE'"
"australia/ausl048.rwl",NA,NA,"informational","ID fills all 8 columns","1 ID(s) run up against the year field, e.g. 'ABR13SSW'"
"australia/ausl054.rwl",NA,NA,"informational","ID fills all 8 columns","2 ID(s) run up against the year field, e.g. 'Kor10Aii'"
"australia/ausl058.rwl",NA,NA,"informational","ID fills all 8 columns","2 ID(s) run up against the year field, e.g. 'NIT2.10N'"
"australia/ausl059.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'MAN1.10S'"
"australia/newz059.rwl",NA,NA,"informational","ID fills all 8 columns","3 ID(s) run up against the year field, e.g. '26441-2a'"
"australia/newz063.rwl",NA,NA,"informational","ID fills all 8 columns","4 ID(s) run up against the year field, e.g. 'KAI14-2a'"
"australia/newz074.rwl",NA,NA,"informational","ID fills all 8 columns","2 ID(s) run up against the year field, e.g. '26430-1a'"
"australia/newz075.rwl",NA,NA,"informational","ID fills all 8 columns","4 ID(s) run up against the year field, e.g. '26479-2a'"
"australia/newz076.rwl",NA,NA,"informational","ID fills all 8 columns","13 ID(s) run up against the year field, e.g. 'TKPT1-1'"
"australia/newz076e.rwl",NA,NA,"informational","ID fills all 8 columns","12 ID(s) run up against the year field, e.g. 'TKPT1-1'"
"australia/newz076i.rwl",NA,NA,"informational","ID fills all 8 columns","13 ID(s) run up against the year field, e.g. 'TKPT1-1'"
"australia/newz076l.rwl",NA,NA,"informational","ID fills all 8 columns","12 ID(s) run up against the year field, e.g. 'TKPT1-1'"
"australia/newz076n.rwl",NA,NA,"informational","ID fills all 8 columns","12 ID(s) run up against the year field, e.g. 'TKPT1-1'"
"australia/newz076t.rwl",NA,NA,"informational","ID fills all 8 columns","13 ID(s) run up against the year field, e.g. 'TKPT1-1'"
"australia/newz076x.rwl",NA,NA,"informational","ID fills all 8 columns","12 ID(s) run up against the year field, e.g. 'TKPT1-1'"
"australia/newz119.rwl",NA,NA,"informational","ID fills all 8 columns","2 ID(s) run up against the year field, e.g. 'HEL529Ba'"
"australia/newz127.rwl",NA,NA,"informational","ID fills all 8 columns","2 ID(s) run up against the year field, e.g. 'AHL211Ca'"
"australia/newz129.rwl",NA,NA,"informational","file mixes precision flags across series","40 series end in 999 (0.01 mm) and 24 in -9999 (0.001 mm)."
"europe/alb002.rwl",NA,NA,"informational","ID fills all 8 columns","74 ID(s) run up against the year field, e.g. 'AL01001a'"
"europe/alb003.rwl",NA,NA,"informational","ID fills all 8 columns","124 ID(s) run up against the year field, e.g. 'AP01001a'"
"europe/alb004.rwl",NA,NA,"informational","ID fills all 8 columns","40 ID(s) run up against the year field, e.g. 'PHDVA01A'"
"europe/alb004e.rwl",NA,NA,"informational","ID fills all 8 columns","40 ID(s) run up against the year field, e.g. 'PHDVA01A'"
"europe/alb004l.rwl",NA,NA,"informational","ID fills all 8 columns","40 ID(s) run up against the year field, e.g. 'PHDVA01A'"
"europe/alb005.rwl",NA,NA,"informational","ID fills all 8 columns","10 ID(s) run up against the year field, e.g. 'PPDIV04A'"
"europe/alb005e.rwl",NA,NA,"informational","ID fills all 8 columns","10 ID(s) run up against the year field, e.g. 'PPDIV04A'"
"europe/alb005l.rwl",NA,NA,"informational","ID fills all 8 columns","12 ID(s) run up against the year field, e.g. 'PPDIV01A'"
"europe/aust109.rwl",NA,NA,"informational","ID fills all 8 columns","38 ID(s) run up against the year field, e.g. 'BiePN01a'"
"europe/aust109e.rwl",NA,NA,"informational","ID fills all 8 columns","38 ID(s) run up against the year field, e.g. 'BiePN01a'"
"europe/aust109l.rwl",NA,NA,"informational","ID fills all 8 columns","38 ID(s) run up against the year field, e.g. 'BiePN01a'"
"europe/aust110.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'KamPN01a'"
"europe/aust110e.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'KamPN01a'"
"europe/aust110l.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'KamPN01a'"
"europe/aust111.rwl",NA,NA,"informational","ID fills all 8 columns","21 ID(s) run up against the year field, e.g. 'ParPN01a'"
"europe/aust111e.rwl",NA,NA,"informational","ID fills all 8 columns","21 ID(s) run up against the year field, e.g. 'ParPN01a'"
"europe/aust111l.rwl",NA,NA,"informational","ID fills all 8 columns","21 ID(s) run up against the year field, e.g. 'ParPN01a'"
"europe/aust112.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'perqp01a'"
"europe/aust113.rwl",NA,NA,"informational","ID fills all 8 columns","272 ID(s) run up against the year field, e.g. 'BauQS01m'"
"europe/aust113e.rwl",NA,NA,"informational","ID fills all 8 columns","272 ID(s) run up against the year field, e.g. 'BauQS01m'"
"europe/aust113l.rwl",NA,NA,"informational","ID fills all 8 columns","272 ID(s) run up against the year field, e.g. 'BauQS01m'"
"europe/aust114.rwl",NA,NA,"informational","ID fills all 8 columns","81 ID(s) run up against the year field, e.g. 'At1Qp03a'"
"europe/aust115.rwl",NA,NA,"informational","ID fills all 8 columns","588 ID(s) run up against the year field, e.g. 'At2Pn99a'"
"europe/aut116.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'MWSA101C'"
"europe/aut117.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'MWSB101C'"
"europe/aut118.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'MWSB301C'"
"europe/aut119.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'MWSB501C'"
"europe/aut120.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'MWSC102C'"
"europe/aut121.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'MWSC301C'"
"europe/aut122.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'MWSC501C'"
"europe/aut123.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'MWSD101C'"
"europe/aut124.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'MWSD302C'"
"europe/aut125.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'MWSD501C'"
"europe/aut126.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'MWSE101C'"
"europe/aut127.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'MWSE502C'"
"europe/aut128.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'MWSE901C'"
"europe/aut129.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'MWTS903G'"
"europe/aut130.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'NKGO101C'"
"europe/aut131.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'NKGO503C'"
"europe/aut132.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'NKGO901C'"
"europe/aut133.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'NKGU102C'"
"europe/aut134.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'NKGU501C'"
"europe/aut135.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'NKGU901C'"
"europe/aut136.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'NKRB101C'"
"europe/aut137.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'NKRB301C'"
"europe/aut138.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'NKRB501C'"
"europe/aut139.rwl",NA,NA,"informational","ID fills all 8 columns","20 ID(s) run up against the year field, e.g. 'NKRB901C'"
