"file","series","first","last","span","n","n_zero","med","min","max","out_z","out_val","out_year","n_series","med_span","n_short","frac_short","n_overlap","r","report","tier"
"europe/swit277.rwl","BRE89074",1984,1993,10,10,0,4.3,2.59,5.1,2.33418643685302,2.59,1992,294,55,45,0.153061224489796,10,0.444755523335129,TRUE,"likely a real short core"
"asia/tha025.rwl","ma057A",1966,1971,6,6,0,9.965,3.83,12.99,5.64544893248352,3.83,1971,256,30,4,0.015625,6,0.450680069258934,TRUE,"likely a real short core"
"europe/swit290.rwl","LAS01092",1988,1992,5,5,0,2.3,1.44,2.43,5.74443134353803,1.44,1992,303,53,24,0.0792079207920792,5,0.456091228288025,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE50104",1984,1993,10,10,0,2.88,1.71,4.14,2.37502700101576,1.71,1992,294,55,45,0.153061224489796,10,0.471729011939187,TRUE,"likely a real short core"
"europe/swed331.rwl","119543b",1999,2006,8,8,0,1.33,0.9,1.49,2.41312943984536,0.9,2000,86,43,6,0.0697674418604651,8,0.472209572934474,TRUE,"likely a real short core"
"europe/nor035.rwl","ENS0409A",2004,2013,10,10,0,0.9,0.41,1.05,4.74374011589931,0.41,2004,101,153,10,0.099009900990099,10,0.475037411852007,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE89078",1984,1993,10,10,0,4.81,2.51,5.78,2.57106648039532,2.51,1992,294,55,45,0.153061224489796,10,0.484908833154082,TRUE,"likely a real short core"
"europe/germ233.rwl","EDH0330z",2000,2009,10,10,0,3.51,2.23,6.12,3.46131535961784,6.12,2001,45,108,3,0.0666666666666667,10,0.489507785218881,TRUE,"likely a real short core"
"europe/swit290.rwl","LAS01086",1987,1992,6,6,0,2.405,1.31,2.84,4.24471304595837,1.31,1992,303,53,24,0.0792079207920792,6,0.490289276428279,TRUE,"likely a real short core"
"northamerica/usa/mt170.rwl","POW175",2005,2013,9,9,0,2.9,1.8,4.55,2.74902252241495,1.8,2006,408,72,13,0.0318627450980392,9,0.492532463405545,TRUE,"likely a real short core"
"europe/fin098.rwl","ELK0111b",2006,2011,6,6,0,0.52,0.34,1.13,3.09051752840122,1.13,2010,76,76,10,0.131578947368421,6,0.495887623171446,TRUE,"likely a real short core"
"europe/norw022.rwl","ENF0221B",2007,2014,8,8,0,0.565,0.26,1.3,1.8675181991126,1.3,2007,72,54,2,0.0277777777777778,8,0.49709902646771,TRUE,"likely a real short core"
"europe/norw025.rwl","ENN0113A",2009,2013,5,5,0,1.84,1.75,2.26,2.76521209995698,2.26,2013,93,56,10,0.10752688172043,5,0.500940860796079,TRUE,"likely a real short core"
"europe/nor042.rwl","HNP0231B",2007,2014,8,8,0,2.45,1.85,3.27,2.09459592782462,3.27,2009,87,84,2,0.0229885057471264,8,0.50728060204119,TRUE,"likely a real short core"
"europe/norw025.rwl","ENN0145B",2009,2013,5,5,0,1.02,0.55,1.22,2.70250006211024,0.55,2010,93,56,10,0.10752688172043,5,0.50805997633414,TRUE,"likely a real short core"
"europe/finl095.rwl","ELS0222b",2002,2011,10,10,0,0.51,0.2,1.2,1.23349660669342,0.2,2010,93,102,4,0.043010752688172,10,0.512298427337308,TRUE,"likely a real short core"
"europe/che614.rwl","RCS0515b",2002,2010,9,9,0,1.15,0.8,2.3,3.58899680629741,2.3,2009,53,73,2,0.0377358490566038,9,0.512611758572606,TRUE,"likely a real short core"
"europe/swit285.rwl","GRA17114",1987,1993,7,7,0,2.27,1.53,2.98,1.06951148955719,1.53,1987,324,68,36,0.111111111111111,7,0.51359097626454,TRUE,"likely a real short core"
"europe/norw025.rwl","ENN0109B",2009,2013,5,5,0,1.44,1.29,1.81,1.40221644166511,1.81,2011,93,56,10,0.10752688172043,5,0.520180612512599,TRUE,"likely a real short core"
"europe/norw025.rwl","ENN0120A",2009,2013,5,5,0,1.19,0.95,1.55,3.62407233193627,1.55,2009,93,56,10,0.10752688172043,5,0.522806537200099,TRUE,"likely a real short core"
"asia/russ238n.rwl","11590271",1993,2000,8,8,0,0.64,0.6,0.76,2.91757739854753,0.76,1993,56,50.5,5,0.0892857142857143,8,0.52676499248115,TRUE,"likely a real short core"
"europe/fin098.rwl","ELK0128a",2002,2011,10,10,0,0.93,0.78,1.22,2.20493464216902,1.22,2004,76,76,10,0.131578947368421,10,0.53371739372135,TRUE,"likely a real short core"
"asia/russ237x.rwl","11441112",1993,2000,8,8,0,2.745,1.81,5.65,1.79287476702338,5.65,1993,100,54,1,0.01,8,0.534224273148681,TRUE,"likely a real short core"
"europe/swe354.rwl","ESO0133a",2004,2013,10,10,0,0.565,0.37,0.75,2.31134563249339,0.37,2007,98,68,8,0.0816326530612245,10,0.538124165535481,TRUE,"likely a real short core"
"northamerica/usa/mt170.rwl","POW46A",2006,2013,8,8,0,2.1,0.67,3.19,2.10385514773723,0.67,2013,408,72,13,0.0318627450980392,8,0.539972461131446,TRUE,"likely a real short core"
"northamerica/canada/cana609.rwl","01_53E",2009,2018,10,10,0,1.585,0.62,2.27,3.08347422550793,0.62,2009,222,78,2,0.00900900900900901,10,0.556182446606448,TRUE,"likely a real short core"
"asia/russ237.rwl","11441112",1993,2000,8,8,0,0.475,0.3,0.76,1.2719064465548,0.76,1993,101,54,1,0.0099009900990099,8,0.559764535141601,TRUE,"likely a real short core"
"europe/fin098.rwl","ELK0116b",2003,2011,9,9,0,0.41,0.33,0.61,1.3503407584743,0.61,2005,76,76,10,0.131578947368421,9,0.560436065104332,TRUE,"likely a real short core"
"europe/swit285.rwl","GRA35078",1987,1993,7,7,0,3.75,3.52,4.65,2.51766217920422,4.65,1993,324,68,36,0.111111111111111,7,0.560470891055066,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE50106",1984,1993,10,10,0,2.755,1.51,4.1,3.35466379075066,1.51,1992,294,55,45,0.153061224489796,10,0.562228252652154,TRUE,"likely a real short core"
"europe/swed341.rwl","ESJ0224B",2005,2013,9,9,0,0.56,0.38,0.78,1.25287777881714,0.38,2005,126,89,4,0.0317460317460317,9,0.563842140283593,TRUE,"likely a real short core"
"europe/swit290.rwl","LAS01094",1988,1992,5,5,0,1.74,1.53,2.66,2.2258387143607,2.66,1991,303,53,24,0.0792079207920792,5,0.576411601721005,TRUE,"likely a real short core"
"asia/russ238n.rwl","11590222",1991,2000,10,10,0,0.81,0.66,0.95,2.72298819365402,0.66,1996,56,50.5,5,0.0892857142857143,10,0.587218008376813,TRUE,"likely a real short core"
"europe/swit290.rwl","LAS04098",1988,1992,5,5,0,2.26,1.11,3.48,6.13250106526374,1.11,1992,303,53,24,0.0792079207920792,5,0.591670490576218,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE89076",1984,1993,10,10,0,4.22,3.31,5.55,1.62104116199668,5.55,1989,294,55,45,0.153061224489796,10,0.592199783670968,TRUE,"likely a real short core"
"europe/norw022.rwl","ENF0221A",2007,2014,8,8,0,0.495,0.29,1.16,1.70685403397043,1.16,2007,72,54,2,0.0277777777777778,8,0.601180090125029,TRUE,"likely a real short core"
"europe/swit285.rwl","GRA14122",1988,1993,6,6,0,1.77,0.92,2.5,2.90378763053459,0.92,1990,324,68,36,0.111111111111111,6,0.605901306018292,TRUE,"likely a real short core"
"northamerica/canada/cana652.rwl","L15137",1355,1363,9,9,0,0.657,0.52,0.726,2.23691264934467,0.52,1358,164,83,1,0.00609756097560976,9,0.608436073491139,TRUE,"likely a real short core"
"europe/che614.rwl","RCS0515a",2002,2010,9,9,0,1.64,1.14,2.74,1.373816088467,2.74,2009,53,73,2,0.0377358490566038,9,0.613167708812836,TRUE,"likely a real short core"
"europe/fra061.rwl","HFA0226B",2008,2017,10,10,0,0.91,0.43,1.19,2.63961157820976,0.43,2017,170,219,2,0.0117647058823529,10,0.614924419379158,TRUE,"likely a real short core"
"europe/nor035.rwl","ENS0421B",2007,2013,7,7,0,0.99,0.61,1.45,0.923592935402757,0.61,2008,101,153,10,0.099009900990099,7,0.616960290422389,TRUE,"likely a real short core"
"europe/finl094.rwl","ELS0147a",2007,2011,5,5,0,1.07,0.64,1.09,18.7186546710023,0.64,2007,98,39,6,0.0612244897959184,5,0.618960851328986,TRUE,"likely a real short core"
"northamerica/usa/ak154.rwl","60115g4",1953,1957,5,5,0,0.911,0.799,1.001,1.34503661495302,0.799,1957,339,97,3,0.00884955752212389,5,0.622125010846319,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE15104",1986,1993,8,8,0,1.535,1.05,2.5,1.59943999565071,2.5,1989,294,55,45,0.153061224489796,8,0.622335777957311,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE90112",1988,1993,6,6,0,2.205,1.33,3.55,0.89805963395324,1.33,1990,294,55,45,0.153061224489796,6,0.637267709209791,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE50102",1984,1993,10,10,0,2.595,1.3,4,3.18184986740738,1.3,1992,294,55,45,0.153061224489796,10,0.639034424881298,TRUE,"likely a real short core"
"europe/swe354.rwl","ESO0133b",2004,2013,10,10,0,0.525,0.22,0.66,5.57902546399156,0.22,2007,98,68,8,0.0816326530612245,10,0.639160109580775,TRUE,"likely a real short core"
"europe/swe357.rwl","ESP0252a",2007,2013,7,7,0,1.04,0.63,1.54,0.996689227998944,0.63,2007,104,100,2,0.0192307692307692,7,0.641408287882975,TRUE,"likely a real short core"
"europe/germ236.rwl","EDL0130b",2002,2009,8,8,0,4.2,2.4,7.2,1.08689782279937,2.4,2003,42,49.5,2,0.0476190476190476,8,0.641877535913,TRUE,"likely a real short core"
"northamerica/canada/cana650.rwl","L20Z17",2008,2016,9,9,0,0.704,0.672,0.779,2.15065553527984,0.779,2008,438,72,1,0.00228310502283105,9,0.645620326107302,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE20162",1988,1993,6,6,0,1.73,0.79,2.89,2.22629944169869,0.79,1992,294,55,45,0.153061224489796,6,0.64610637339257,TRUE,"likely a real short core"
"northamerica/usa/nd013.rwl","P023A",2006,2010,5,5,0,4.59,1.13,6.89,2.79170965198598,1.13,2006,649,110,7,0.0107858243451464,5,0.650096743547422,TRUE,"likely a real short core"
"asia/russ238x.rwl","11590222",1991,2000,10,10,0,3.02,1.26,6.49,1.61004264556788,1.26,1991,56,50.5,5,0.0892857142857143,10,0.653576671145467,TRUE,"likely a real short core"
"europe/swed331.rwl","119540a",1999,2006,8,8,0,2.34,1.34,2.69,3.27458408309622,1.34,2000,86,43,6,0.0697674418604651,8,0.653599581496582,TRUE,"likely a real short core"
"europe/nor036.rwl","ENT0131b",2009,2013,5,5,0,0.75,0.37,1.26,0.918621381890457,0.37,2009,104,53.5,2,0.0192307692307692,5,0.656588806828497,TRUE,"likely a real short core"
"europe/germ233.rwl","EDH0311A",2005,2009,5,5,0,4.1,3.55,5.77,1.61232896992704,5.77,2009,45,108,3,0.0666666666666667,5,0.656694208396066,TRUE,"likely a real short core"
"europe/swit285.rwl","GRA14128",1988,1993,6,6,0,1.82,1.41,2.39,1.21958497637731,2.39,1993,324,68,36,0.111111111111111,6,0.662265758846238,TRUE,"likely a real short core"
"europe/swed341.rwl","ESJ0244B",2004,2013,10,10,0,0.565,0.33,0.82,2.2969834753327,0.33,2005,126,89,4,0.0317460317460317,10,0.66311886396784,TRUE,"likely a real short core"
"europe/fin098.rwl","ELK0128b",2002,2011,10,10,0,0.63,0.48,0.93,1.97890042240585,0.93,2004,76,76,10,0.131578947368421,10,0.663337000075215,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE90114",1988,1993,6,6,0,2.345,1.25,3.5,1.26534203885516,1.25,1990,294,55,45,0.153061224489796,6,0.66528955185258,TRUE,"likely a real short core"
"europe/swit290.rwl","LAS01088",1987,1992,6,6,0,2.73,1.38,3.18,5.80223351143796,1.38,1992,303,53,24,0.0792079207920792,6,0.66666193245901,TRUE,"likely a real short core"
"northamerica/usa/nd013.rwl","P066A",2003,2010,8,8,0,3.625,1.88,4.95,3.53779036348472,1.88,2008,649,110,7,0.0107858243451464,8,0.669072885098885,TRUE,"likely a real short core"
"asia/japa017.rwl","YKA23b32",1795,1801,7,7,0,2.5,2.12,4.04,2.21452286368967,4.04,1800,99,126,2,0.0202020202020202,7,0.678307531464363,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE89086",1986,1993,8,8,0,4.205,1.6,5.19,4.00459205717458,1.6,1987,294,55,45,0.153061224489796,8,0.678723365544409,TRUE,"likely a real short core"
"europe/swed331.rwl","119542b",2001,2006,6,6,0,1.26,0.97,1.62,2.74461366949056,0.97,2001,86,43,6,0.0697674418604651,6,0.682632479932037,TRUE,"likely a real short core"
"asia/russ238x.rwl","11590272",1993,2000,8,8,0,2.215,1.17,4.22,1.1473992383908,4.22,1996,56,50.5,5,0.0892857142857143,8,0.686687263871694,TRUE,"likely a real short core"
"europe/germ231.rwl","EDH0114a",2002,2009,8,8,0,2.835,2.39,3.86,1.53707868378329,3.86,2007,24,79.5,1,0.0416666666666667,8,0.693705274283512,TRUE,"likely a real short core"
"europe/swit285.rwl","GRA38078",1985,1993,9,9,0,3.35,3.13,4.68,3.31983746395498,4.68,1993,324,68,36,0.111111111111111,9,0.695292858691695,TRUE,"likely a real short core"
"europe/swed332x.rwl","120040b",1999,2006,8,8,0,0.625,0.52,0.8,1.62618413929727,0.8,2006,96,55.5,2,0.0208333333333333,8,0.69739839358843,TRUE,"likely a real short core"
"europe/swe357.rwl","ESP0252b",2007,2013,7,7,0,1.06,0.62,1.58,1.15460820183961,0.62,2012,104,100,2,0.0192307692307692,7,0.700257531195266,TRUE,"likely a real short core"
"asia/russ238.rwl","11590222",1991,2000,10,10,0,0.505,0.16,1.31,2.11239454168903,0.16,1991,56,50.5,5,0.0892857142857143,10,0.701064785764636,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE89084",1986,1993,8,8,0,4.12,1.68,5.03,4.44710630409451,1.68,1987,294,55,45,0.153061224489796,8,0.709433853398299,TRUE,"likely a real short core"
"northamerica/usa/fl017l.rwl","BRSF041C",2013,2017,5,5,0,0.31,0.19,1.01,1.6273442813025,1.01,2016,60,71,1,0.0166666666666667,5,0.711501949737326,TRUE,"likely a real short core"
"europe/norw025.rwl","ENN0104B",2008,2013,6,6,0,2.67,1.87,3.75,0.958487278027463,3.75,2013,93,56,10,0.10752688172043,6,0.715533841950997,TRUE,"likely a real short core"
"europe/nor034.rwl","ENS0353B",2004,2013,10,10,0,0.595,0.34,0.75,2.03441569462969,0.34,2004,104,97.5,6,0.0576923076923077,10,0.716635059583753,TRUE,"likely a real short core"
"northamerica/usa/mt170.rwl","POW46B",2006,2013,8,8,0,1.93,0.77,3.46,1.69057787918751,0.77,2013,408,72,13,0.0318627450980392,8,0.719353788339437,TRUE,"likely a real short core"
"asia/russ238x.rwl","11590221",1991,2000,10,10,0,3.425,1.47,5.55,2.84848084264377,1.47,1991,56,50.5,5,0.0892857142857143,10,0.719821974975552,TRUE,"likely a real short core"
"europe/swit290.rwl","LAS01098",1988,1992,5,5,0,2.23,1.27,2.58,2.60466193122963,1.27,1992,303,53,24,0.0792079207920792,5,0.720944279945315,TRUE,"likely a real short core"
"europe/fin098.rwl","ELK0115a",2003,2011,9,9,0,0.65,0.43,0.8,1.42874031118891,0.43,2007,76,76,10,0.131578947368421,9,0.730556424702598,TRUE,"likely a real short core"
"europe/swit290.rwl","LAS14088",1985,1992,8,8,0,3.45,2.31,4.9,1.79574871250709,2.31,1992,303,53,24,0.0792079207920792,8,0.73195759747267,TRUE,"likely a real short core"
"europe/esp088.rwl","EPB02A1",1927,1936,10,10,0,3.8635,2.622,7.489,3.29717686040893,7.489,1935,46,84.5,1,0.0217391304347826,10,0.732886171911823,TRUE,"likely a real short core"
"europe/ital048.rwl","PINI62",1954,1961,8,8,0,4.61,1.77,8.79,1.39245962036557,1.77,1957,76,62,1,0.0131578947368421,8,0.733629167512993,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE20166",1988,1993,6,6,0,1.945,0.95,2.86,1.52266590803425,0.95,1992,294,55,45,0.153061224489796,6,0.734011816467999,TRUE,"likely a real short core"
"europe/swed341.rwl","ESJ0224A",2005,2013,9,9,0,0.62,0.38,0.71,3.57457925976147,0.38,2013,126,89,4,0.0317460317460317,9,0.734272548088731,TRUE,"likely a real short core"
"europe/finl094.rwl","ELS0138a",2005,2011,7,7,0,0.74,0.23,2.16,6.21837989903978,0.23,2008,98,39,6,0.0612244897959184,7,0.736177738647221,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE90106",1987,1993,7,7,0,3.29,1.23,5.73,1.66781043127387,1.23,1992,294,55,45,0.153061224489796,7,0.738961292465271,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE20164",1988,1993,6,6,0,1.635,1.13,2.67,1.38677591477851,2.67,1993,294,55,45,0.153061224489796,6,0.739160908933026,TRUE,"likely a real short core"
"europe/finl094.rwl","ELS0138b",2005,2011,7,7,0,0.76,0.32,1.87,3.23720304483183,1.87,2011,98,39,6,0.0612244897959184,7,0.739495254882639,TRUE,"likely a real short core"
"northamerica/mexico/mex127.rwl","NOH010",2010,2014,5,5,0,0.41,0.28,0.61,0.857868463573235,0.61,2014,40,57,1,0.025,5,0.741905163136306,TRUE,"likely a real short core"
"asia/russ238x.rwl","11590291",1992,2000,9,9,0,1.02,0.68,2.76,2.91252979036009,2.76,1996,56,50.5,5,0.0892857142857143,9,0.743418104531192,TRUE,"likely a real short core"
"europe/nor037.rwl","ENT0243a",2005,2013,9,9,0,0.93,0.47,1.55,1.37431905667066,0.47,2005,118,48,8,0.0677966101694915,9,0.749920601914619,TRUE,"likely a real short core"
"europe/fin098.rwl","ELK0109b",2007,2011,5,5,0,0.44,0.3,0.59,1.28730672160647,0.3,2009,76,76,10,0.131578947368421,5,0.75246447016348,TRUE,"likely a real short core"
"asia/russ238.rwl","11590221",1991,2000,10,10,0,0.545,0.2,1.19,3.0786798332369,0.2,1991,56,50.5,5,0.0892857142857143,10,0.754987018692627,TRUE,"likely a real short core"
"europe/swed341.rwl","ESJ0244A",2004,2013,10,10,0,0.585,0.41,1,2.28407410722085,1,2009,126,89,4,0.0317460317460317,10,0.756890083280019,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE90116",1988,1993,6,6,0,2.27,1.17,2.84,2.06404030026384,1.17,1992,294,55,45,0.153061224489796,6,0.762327712924411,TRUE,"likely a real short core"
"europe/nor035.rwl","ENS0421A",2007,2013,7,7,0,1.21,0.52,1.48,2.82809126875209,0.52,2007,101,153,10,0.099009900990099,7,0.766375804262956,TRUE,"likely a real short core"
"northamerica/usa/nd013.rwl","P066B",2003,2010,8,8,0,3.305,2.2,5.34,1.73428909078069,5.34,2010,649,110,7,0.0107858243451464,8,0.767839405125207,TRUE,"likely a real short core"
"northamerica/usa/fl017e.rwl","BRSF041C",2013,2017,5,5,0,0.5,0.35,0.99,1.29177145020105,0.99,2016,60,71,1,0.0166666666666667,5,0.769474486951339,TRUE,"likely a real short core"
"northamerica/usa/ma006.rwl","cfa3c",1672,1680,9,9,0,0.98,0.72,1.13,2.4418949039887,0.72,1672,6,100,1,0.166666666666667,9,0.770654188286165,TRUE,"likely a real short core"
"europe/swit285.rwl","GRA18118",1988,1993,6,6,0,1.515,0.92,2.14,1.4758040116738,0.92,1992,324,68,36,0.111111111111111,6,0.774804448288513,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE90104",1987,1993,7,7,0,3.5,1.31,5.84,1.9820218140358,1.31,1992,294,55,45,0.153061224489796,7,0.77489391486271,TRUE,"likely a real short core"
"northamerica/usa/ak154.rwl","61894g3",1961,1970,10,10,0,2.129,1.851,2.76,2.1426773065729,2.76,1968,339,97,3,0.00884955752212389,10,0.776136794836228,TRUE,"likely a real short core"
"europe/swit285.rwl","GRA18116",1988,1993,6,6,0,1.3,0.82,1.92,2.61639275491504,0.82,1992,324,68,36,0.111111111111111,6,0.777431188940455,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE89088",1986,1993,8,8,0,4.645,2.63,6.05,1.97214693552157,2.63,1987,294,55,45,0.153061224489796,8,0.785139296661523,TRUE,"likely a real short core"
"europe/nor037.rwl","ENT0243b",2005,2013,9,9,0,1.04,0.43,2.03,1.54308669140059,0.43,2005,118,48,8,0.0677966101694915,9,0.786929589181136,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE89082",1986,1993,8,8,0,4.185,2.19,5.75,2.68378961731433,2.19,1987,294,55,45,0.153061224489796,8,0.78973826712512,TRUE,"likely a real short core"
"asia/russ238x.rwl","11590271",1993,2000,8,8,0,1.93,0.8,3.61,1.23839573422877,0.8,1999,56,50.5,5,0.0892857142857143,8,0.802739294639757,TRUE,"likely a real short core"
"europe/norw025.rwl","ENN0109A",2009,2013,5,5,0,1.94,1.22,2.13,3.34839378881534,1.22,2010,93,56,10,0.10752688172043,5,0.809139838478072,TRUE,"likely a real short core"
"europe/swe354.rwl","ESO0137a",2004,2013,10,10,0,0.585,0.46,0.84,1.55477478860594,0.84,2004,98,68,8,0.0816326530612245,10,0.809933744169118,TRUE,"likely a real short core"
"europe/fra061.rwl","HFA0226A",2008,2017,10,10,0,1,0.44,1.14,6.13235130286093,0.44,2017,170,219,2,0.0117647058823529,10,0.813907795234873,TRUE,"likely a real short core"
"asia/russ238.rwl","11590291",1992,2000,9,9,0,0.2,0.12,0.48,2.05259774626666,0.48,1996,56,50.5,5,0.0892857142857143,9,0.815546194693082,TRUE,"likely a real short core"
"europe/nor034.rwl","ENS0353A",2004,2013,10,10,0,0.57,0.39,0.77,1.47823478471962,0.39,2004,104,97.5,6,0.0576923076923077,10,0.81650249742485,TRUE,"likely a real short core"
"europe/germ233.rwl","EDH0311B",2005,2009,5,5,0,5.08,3.99,6.29,0.762476828776319,3.99,2005,45,108,3,0.0666666666666667,5,0.81697797752777,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE90118",1988,1993,6,6,0,2.48,0.95,3.16,3.26405252608578,0.95,1992,294,55,45,0.153061224489796,6,0.817519640797566,TRUE,"likely a real short core"
"asia/russ238n.rwl","11590221",1991,2000,10,10,0,0.81,0.64,0.93,6.43362117729537,0.64,1996,56,50.5,5,0.0892857142857143,10,0.819800665482199,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE90108",1987,1993,7,7,0,3.43,0.83,6.3,2.17720270616903,0.83,1992,294,55,45,0.153061224489796,7,0.820102383914963,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE90102",1987,1993,7,7,0,3.98,1.31,6.44,2.26641146984406,1.31,1992,294,55,45,0.153061224489796,7,0.821861059480338,TRUE,"likely a real short core"
"northamerica/usa/fl017.rwl","BRSF041C",2013,2017,5,5,0,0.94,0.54,2.01,2.09920633687861,2.01,2016,60,71,1,0.0166666666666667,5,0.824172780692929,TRUE,"likely a real short core"
"europe/swit285.rwl","GRA18112",1988,1993,6,6,0,1.75,1,1.96,6.71163664781864,1,1992,324,68,36,0.111111111111111,6,0.824695017401457,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE15102",1986,1993,8,8,0,1.62,1.02,2.64,1.31226526013461,2.64,1988,294,55,45,0.153061224489796,8,0.826557261486932,TRUE,"likely a real short core"
"asia/russ237n.rwl","11441112",1993,2000,8,8,0,0.78,0.66,0.88,2.49205442930149,0.66,1996,100,54,1,0.01,8,0.827471247657208,TRUE,"likely a real short core"
"europe/norw025.rwl","ENN0145A",2009,2013,5,5,0,1.19,0.46,1.23,19.3912483637246,0.46,2010,93,56,10,0.10752688172043,5,0.827732509831945,TRUE,"likely a real short core"
"northamerica/usa/fl015e.rwl","ANFS020C",2012,2017,6,6,0,0.785,0.7,0.93,2.17046112404107,0.93,2014,58,83.5,1,0.0172413793103448,6,0.8294244215031,TRUE,"likely a real short core"
"northamerica/canada/can721.rwl","10a",2015,2024,10,10,0,1.345,0.9,2.07,1.64520921173375,2.07,2024,46,115.5,1,0.0217391304347826,10,0.832399232443359,TRUE,"likely a real short core"
"europe/swit285.rwl","GRA17112",1987,1993,7,7,0,1.96,1.63,2.74,2.32559445270853,2.74,1993,324,68,36,0.111111111111111,7,0.835907001805111,TRUE,"likely a real short core"
"europe/finl087.rwl","ELK0442b",2007,2011,5,5,0,0.81,0.43,1.16,2.67908604530532,0.43,2007,87,30,4,0.0459770114942529,5,0.836175120893587,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE84106",1985,1993,9,9,0,1.82,1.19,3.28,1.9996896175278,3.28,1989,294,55,45,0.153061224489796,9,0.836918447032107,TRUE,"likely a real short core"
"northamerica/usa/ak154.rwl","61894g4",1966,1970,5,5,0,1.435,1.199,1.615,1.73156714459456,1.199,1969,339,97,3,0.00884955752212389,5,0.838072918113625,TRUE,"likely a real short core"
"europe/swed331x.rwl","119540a",1999,2006,8,8,0,0.57,0.46,0.719,1.07108782579848,0.719,2006,86,43,6,0.0697674418604651,8,0.839190844099326,TRUE,"likely a real short core"
"europe/swit285.rwl","GRA38072",1985,1993,9,9,0,4.24,2.5,5.1,1.92939252352302,2.5,1992,324,68,36,0.111111111111111,9,0.84037909058033,TRUE,"likely a real short core"
"asia/russ238.rwl","11590272",1993,2000,8,8,0,0.455,0.25,0.95,2.2928392174356,0.95,1996,56,50.5,5,0.0892857142857143,8,0.84135530781422,TRUE,"likely a real short core"
"europe/swit285.rwl","GRA18114",1988,1993,6,6,0,1.535,1.02,2.24,1.2490011344015,1.02,1992,324,68,36,0.111111111111111,6,0.841376976732315,TRUE,"likely a real short core"
"europe/fin098.rwl","ELK0113a",2004,2011,8,8,0,0.515,0.44,0.81,2.26908600263295,0.81,2010,76,76,10,0.131578947368421,8,0.842578088388628,TRUE,"likely a real short core"
"europe/norw025.rwl","ENN0120B",2009,2013,5,5,0,1.15,0.86,1.67,1.11893164399617,1.67,2009,93,56,10,0.10752688172043,5,0.842894254327365,TRUE,"likely a real short core"
"europe/swit285.rwl","GRA38076",1985,1993,9,9,0,3.29,2.61,3.88,1.63333307793738,2.61,1992,324,68,36,0.111111111111111,9,0.844636724178824,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE20168",1988,1993,6,6,0,1.92,0.77,3.22,2.19792678750521,0.77,1992,294,55,45,0.153061224489796,6,0.845145011541701,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE84114",1988,1993,6,6,0,1.965,1.3,3.52,1.03265724130811,3.52,1991,294,55,45,0.153061224489796,6,0.846361973916673,TRUE,"likely a real short core"
"europe/swed332x.rwl","120040a",1997,2006,10,10,0,0.605,0.53,0.73,2.18771055851801,0.73,2006,96,55.5,2,0.0208333333333333,10,0.850268226601136,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE84116",1988,1993,6,6,0,1.935,1.18,3.18,1.91044165690262,3.18,1991,294,55,45,0.153061224489796,6,0.856171820282207,TRUE,"likely a real short core"
"europe/swed331x.rwl","119542a",2001,2006,6,6,0,0.685,0.57,0.76,1.68256377480318,0.57,2001,86,43,6,0.0697674418604651,6,0.857794559695951,TRUE,"likely a real short core"
"europe/swit277.rwl","BRE84102",1985,1993,9,9,0,2.37,0.87,4.57,4.54534282153585,0.87,1987,294,55,45,0.153061224489796,9,0.867579463889701,TRUE,"likely a real short core"
"europe/swit285.rwl","GRA38074",1985,1993,9,9,0,4.03,2.49,4.97,2.33990295877023,2.49,1992,324,68,36,0.111111111111111,9,0.869607299291361,TRUE,"likely a real short core"
"europe/fin098.rwl","ELK0110a",2003,2011,9,9,0,0.43,0.34,0.64,1.57205962835945,0.64,2010,76,76,10,0.131578947368421,9,0.873259343351015,TRUE,"likely a real short core"
"northamerica/usa/vt004.rwl","BM-S67B",1996,2005,10,10,0,0.9685,0.73,2.069,2.13500781886823,2.069,1999,133,87,1,0.0075187969924812,10,0.874812634792608,TRUE,"likely a real short core"
