# Villanueva-Díaz - San Miguel Cojonos - PIHR - ITRDB MEX123
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/40505
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-40505.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mex123-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mex123.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mex123.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-01-14
#--------------------
# File_Last_Modified_Date
#   Date: 2025-01-14
#--------------------
# Title
#   Study_Name: Villanueva-Díaz - San Miguel Cojonos - PIHR - ITRDB MEX123
#--------------------
# Investigators
#   Investigators: Villanueva-Díaz, Jose; Chávez-Durán, Álvaro A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Tropical Tree Ring Network SiteID = PIHAR_MEX_01
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Pieter A. ZUIDEMA, Peter GROENENDIJK, Mizanur RAHMAN, Valerie TROUET,, Abrham ABIYU, Rodolfo ACUÑA-SOTO,, Eduardo ADENESKY-FILHO, Raquel ALFARO-SÁNCHEZ,, Claudio Roberto ANHOLETTO JUNIOR, José Roberto Vieira ARAGÃO, Gabriel ASSIS-PEREIRA,, Claudia C. ASTUDILLO-SÁNCHEZ, Ana Carolina BARBOSA, Giovanna BATTIPAGLIA, Hans BEECKMAN, Paulo Cesar BOTOSSO, Nils BOURLAND, Achim BRÄUNING, Roel BRIENEN, Matthew BROOKHOUSE, Supaporn BUAJAN, Brendan M. BUCKLEY, J. Julio CAMARERO, Artemio CARRILLO-PARRA, Gregório CECCANTINI, Librado R. CENTENO-ERGUERA, Julián CERANO-PAREDES, Wirong CHANTHORN, Ya-Jun CHEN, Bruno Barçante Ladvocat CINTRA,, Eladio Heriberto CORNEJO-OVIEDO, Otoniel CORTÉS-CORTÉS, Clayane Matos COSTA, Camille COURALET, Doris Bianca CRISPÍN-DE-LA-CRUZ,, Rosanne D'ARRIGO, Diego A. DAVID, Maaike DE RIDDER, Jorge Ignacio DEL VALLE, Mário DOBNER JR, Jean-Louis DOUCET, Oliver DÜNISCH, Brian J. ENQUIST,, Karin ESEMANN-QUADROS,, Gerardo ESQUIVEL-ARRIAGA, Ze-Xin FAN, Adeline FAYOLLE,, Tatiele Anete Bergamo FENILLI, M. Eugenia FERRERO,, Esther FICHTLER, Patrick M. FINNEGAN, Claudia FONTANA, Kainana S. FRANCISCO, Pei-Li FU, Franklin GALVÃO, Aster GEBREKIRSTOS, Jorge A. GIRALDO, Emanuel GLOOR, Milena GODOY-VEIGA, Daniela GRANATO-SOUZA, Anthony GUERRA, Kristof HANECA, Grant Logan HARLEY, Ingo HEINRICH,, Gerhard HELLE, Bruna HORNINK,, Wannes HUBAU, Janet G. INGA, Mahmuda ISLAM,, Yu-mei JIANG, Mark KAIB, Zakia Hassan KHAMISI, Marcin KOPROWSKI,, Eva LAYME, A. Joshua LEFFLER, Gauthier LIGOT, Claudio Sergio LISI, Neil J. LOADER, Francisco de Almeida LOBO, Giuliano Maselli LOCOSSELLI,, Tomaz LONGHI-SANTOS, Lidio LOPEZ, María I. LÓPEZ-HERNÁNDEZ, José Luís Penetra Cerveira LOUSADA, Rubén D. MANZANEDO,, Amanda K. MARCON, Justin T. MAXWELL, Omar N. MENDOZA-VILLA, Ítallo Romany Nunes MENEZES,, Mulugeta MOKRIA,, Valdinez Ribeiro MONTÓIA, Eddy MOORS,, Miyer MORENO, Miguel Angel MUÑIZ-CASTRO, Cristina NABAIS, Anuttara NATHALANG, Justine NGOMA, Francisco de Carvalho NOGUEIRA JR., Juliano Morales OLIVEIRA,, Gabriela Morais OLMEDO, Daigard Ricardo ORTEGA-RODRIGUEZ, Carmen Eugenia Rodríguez ORTÍZ, Mariana Alves PAGOTTO, Shankar PANTHI, Kathelyn PAREDES-VILLANUEVA,, Gonzalo PÉREZ-DE-LIS, Laura Patricia PONCE CALDERÓN, Leif Armando PORTAL-CAHUANA,, Darwin Alexander PUCHA-COFREP, Nathsuda PUMIJUMNONG, Paulo QUADRI, Jorge Andrés RAMÍREZ, Edilson Jimmy REQUENA-ROJAS, Judith REYES-FLORES, Adauto de Souza RIBEIRO, Iain ROBERTSON, Fidel Alejandro ROIG,, José Guilherme ROQUETTE, Ernesto Alonso RUBIO-CAMACHO, Raúl SÁNCHEZ-SALGUERO, Ute SASS-KLAASSEN,, Jochen SCHÖNGART, Marcelo Callegari SCIPIONI, Paul R. SHEPPARD, Lucas C.R. SILVA, Franziska SLOTTA, Leroy SORIA-DÍAZ, Luciana K.V.S. SOUSA, James H. SPEER, Matthew D. THERRELL, Ginette TICSE-OTAROLA,, Mario TOMAZELLO-FILHO, Max C.A. TORBENSON, Pantana TOR-NGERN,, Ramzi TOUCHAN, Jan VAN DEN BULCKE, Lorenzo VÁZQUEZ-SELEM, Adín H. VELÁZQUEZ-PÉREZ, Alejandro VENEGAS-GONZÁLEZ, Ricardo VILLALBA, Jose VILLANUEVA-DIAZ, Mart VLAM, George VOURLITIS, Christian WEHENKEL, Tommy WILS,, Erika S. ZAVALETA, Eshetu Asfaw ZEWDU, Yong-Jiang ZHANG, Zhe-Kun ZHOU, Flurin BABST. Pantropical tree rings show small effects of drought on growth. Science, in revision.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: San Miguel Cojonos
#   Location: Mexico
#   Northernmost_Latitude: 17.149
#   Southernmost_Latitude: 17.149
#   Easternmost_Longitude: -96.375
#   Westernmost_Longitude: -96.375
#   Elevation_m: 3320.0
#--------------------
# Data_Collection
#   Collection_Name: MEX123
#   First_Year: 1885
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus hartwegii Lindl.
#   Common_Name: Mexican Mountain pine
#   Tree_Species_Code: PIHR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SMC01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC30A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC30A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC31A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC31A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC32A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC32A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC33A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC33A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC33B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC33B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC34A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC34A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC35A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC35A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC36A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC36A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC38B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC38B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC40A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC40A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SMC45A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SMC45A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SMC01A_raw	SMC05A_raw	SMC06A_raw	SMC07A_raw	SMC08A_raw	SMC09A_raw	SMC11A_raw	SMC12A_raw	SMC14A_raw	SMC19A_raw	SMC20A_raw	SMC22A_raw	SMC30A_raw	SMC31A_raw	SMC32A_raw	SMC33A_raw	SMC33B_raw	SMC34A_raw	SMC35A_raw	SMC36A_raw	SMC38B_raw	SMC40A_raw	SMC45A_raw
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	3.31	NA	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.55	3.51	NA	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.65	4.27	NA	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.97	3.49	NA	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.06	3.58	NA	NA	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.17	4.28	NA	NA	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.01	4.05	NA	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.34	3.88	NA	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.08	3.52	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.51	3.06	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.41	3.78	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.89	2.91	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.21	3.52	NA	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.73	4.26	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.67	4.55	NA	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.97	2.8	NA	NA	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42	1.84	NA	NA	NA
1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.75	2.35	NA	NA	NA
1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.31	4.09	NA	NA	NA
1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.26	4.6	NA	NA	NA
1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69	1.95	NA	NA	NA
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.18	3.74	NA	NA	NA
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.93	3.48	NA	NA	NA
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.86	2.21	NA	NA	NA
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56	2.99	NA	NA	NA
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.19	4.08	NA	NA	NA	NA	NA	NA	2.66	1.38	4.05	3.31	NA	4.05
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.46	2.84	NA	NA	NA	NA	NA	NA	2.14	0	2.82	2.12	NA	2.82
1912	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2.37	NA	NA	NA	NA	NA	NA	1.48	0.66	2.38	1.5	NA	2.38
1913	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.79	3.15	NA	NA	NA	NA	NA	NA	2.12	0.74	3.16	1.91	NA	3.16
1914	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.07	2.39	NA	NA	NA	NA	NA	NA	1.35	0.64	2.47	1.26	NA	2.47
1915	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.02	1.84	NA	NA	NA	NA	NA	NA	1.73	0.41	1.95	1.38	NA	1.95
1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.17	2.11	NA	NA	NA	NA	NA	NA	1.52	0.81	1.94	1.61	NA	1.94
1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87	1.98	NA	NA	NA	NA	NA	NA	1.29	0.86	2.1	1.27	NA	2.1
1918	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3	2.3	NA	NA	NA	NA	NA	NA	1.51	0.77	2.63	1.76	NA	2.63
1919	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89	1.99	NA	NA	NA	NA	NA	NA	1.23	1.01	1.6	0.97	NA	1.6
1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.26	2.31	NA	NA	NA	NA	NA	NA	1.23	0.79	2.34	1.23	NA	2.34
1921	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.49	2.43	NA	NA	NA	NA	NA	NA	1.84	0.69	2.56	1.33	NA	2.56
1922	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	2.91	NA	NA	NA	NA	NA	NA	2.34	0.68	3.22	2.67	NA	3.22
1923	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.86	2.94	NA	NA	NA	NA	NA	NA	2.06	0.61	2.82	2.69	NA	2.82
1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.96	2.03	NA	NA	NA	NA	NA	NA	1.71	0.59	2.17	1.62	NA	2.17
1925	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.19	2.19	NA	NA	NA	NA	NA	NA	1.61	1.25	2.33	1.91	NA	2.33
1926	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41	1.54	NA	NA	NA	NA	NA	NA	1.04	1.35	1.55	1.2	NA	1.55
1927	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.23	2.22	NA	NA	NA	NA	NA	NA	2.25	2.03	2.06	2.14	NA	2.06
1928	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.39	2.54	NA	NA	NA	NA	NA	NA	1.88	2.12	2.33	1.8	NA	2.33
1929	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	0.9	NA	NA	NA	NA	NA	NA	0.69	NA	0.98	0.96	NA	0.98
1930	NA	NA	NA	NA	NA	NA	NA	NA	2.85	0.39	0.42	0.55	NA	NA	NA	NA	NA	0.48	NA	0.55	0.47	2.85	0.55
1931	NA	NA	NA	NA	NA	NA	NA	NA	3.85	0.69	0.51	0.55	NA	NA	NA	NA	NA	0.65	NA	0.55	0.6	3.85	0.55
1932	NA	NA	NA	NA	NA	NA	NA	NA	4.43	2.01	1.49	1.17	NA	NA	NA	NA	NA	1.75	NA	1.17	1.5	4.43	1.17
1933	NA	NA	NA	NA	NA	NA	NA	NA	3.3	3.02	2.61	2.23	NA	NA	NA	NA	NA	3.06	NA	2.23	3.18	3.3	2.23
1934	NA	NA	NA	NA	NA	NA	NA	NA	5.45	2.14	1.78	1.65	NA	NA	NA	NA	NA	1.44	NA	1.65	1.51	5.45	1.65
1935	NA	NA	NA	NA	NA	NA	NA	NA	6.44	3.13	2.98	2.47	NA	NA	NA	NA	NA	2.1	NA	2.47	2.08	6.44	2.47
1936	NA	NA	NA	NA	NA	NA	NA	NA	6.97	4.14	4.12	3.67	NA	NA	NA	NA	NA	1.71	NA	3.67	2.07	6.97	3.67
1937	NA	NA	NA	NA	NA	NA	NA	NA	5.17	2.65	2.28	2.04	NA	NA	NA	NA	NA	1.68	NA	2.04	1.38	5.17	2.04
1938	NA	NA	NA	NA	NA	NA	NA	NA	4.47	2.63	2.17	2.44	NA	NA	NA	NA	NA	1.8	NA	2.44	1.95	4.47	2.44
1939	NA	NA	NA	NA	NA	NA	NA	NA	3.99	2.6	2.85	2.37	NA	NA	NA	NA	NA	2.27	NA	2.37	2.22	3.99	2.37
1940	NA	NA	NA	NA	NA	NA	NA	NA	1.24	1.68	1.76	1.95	NA	NA	NA	NA	NA	1.01	NA	1.95	0.92	1.24	1.68
1941	NA	NA	NA	NA	NA	NA	NA	NA	5.78	1.86	2.39	2.58	NA	NA	NA	NA	NA	1.44	NA	2.58	1.72	5.78	1.86
1942	NA	NA	NA	NA	NA	NA	NA	NA	2.76	1.36	1.26	1.43	NA	NA	NA	NA	NA	1	NA	1.43	1.08	2.76	1.36
1943	NA	NA	NA	NA	NA	NA	NA	NA	5.35	1.76	2.04	2.07	NA	NA	NA	NA	NA	2.13	NA	2.07	1.46	5.35	1.76
1944	NA	NA	NA	NA	NA	NA	NA	NA	4.7	1.61	1.56	1.65	NA	NA	NA	NA	NA	1.38	NA	1.65	1	4.7	1.61
1945	NA	NA	NA	NA	NA	NA	NA	NA	4.45	1.54	1.55	1.68	NA	NA	NA	NA	NA	2.03	NA	1.68	1.43	4.45	1.54
1946	NA	NA	NA	NA	NA	NA	NA	NA	5.97	0.94	1	1.06	NA	NA	NA	NA	NA	1.29	NA	1.06	1.18	5.97	0.94
1947	NA	NA	NA	NA	NA	NA	1.36	NA	4.07	1.24	1.53	1.36	NA	NA	NA	NA	NA	2.11	NA	1.36	1.28	4.07	1.24
1948	NA	NA	NA	NA	NA	NA	1.24	NA	3.71	1.04	0.97	1.24	NA	NA	NA	NA	NA	1.65	NA	1.7	1.39	3.71	1.04
1949	NA	NA	NA	NA	NA	NA	1.27	NA	3.01	1	1.06	1.27	NA	NA	NA	NA	NA	1.44	NA	1.43	1.04	3.01	1
1950	1.22	NA	NA	NA	NA	NA	0.76	NA	4.02	1.06	1.11	0.76	NA	2.45	NA	2.45	2.45	1.66	NA	1.83	1.23	4.02	1.06
1951	0.58	NA	NA	NA	NA	NA	0.37	NA	2.88	0.32	0.39	0.37	NA	3.16	NA	3.16	3.16	0.19	NA	1.89	0.66	2.88	0.32
1952	0.63	NA	NA	NA	NA	NA	0.35	NA	4.03	0.36	0.34	0.35	NA	3.29	NA	3.29	3.29	0.64	NA	1.28	0.68	4.03	0.36
1953	0.56	NA	NA	10.49	NA	NA	0.63	NA	3.1	0.43	0.91	0.63	NA	3.14	NA	3.14	3.14	1.17	NA	1.7	1.35	3.1	0.43
1954	0.72	NA	NA	6.82	NA	NA	0.41	NA	3.51	0.44	0.92	0.41	NA	2.21	NA	2.21	2.21	2.04	NA	0.98	1.44	3.51	0.44
1955	0.28	NA	NA	5.22	NA	NA	0.96	NA	0.8	0.85	1.41	0.96	NA	2.44	NA	2.44	2.44	1.96	NA	1.14	1.67	0.8	0.85
1956	0.41	NA	NA	5.32	NA	NA	1.35	NA	0.82	1.3	1.75	1.35	NA	1.83	NA	1.83	1.83	1.88	NA	0.87	1.88	0.82	1.3
1957	0.72	NA	NA	4.06	NA	NA	1.48	NA	1.57	1.66	1.5	1.48	NA	1.98	NA	1.98	1.98	2.92	NA	1.7	1.76	1.57	1.66
1958	0.28	NA	NA	4.92	NA	NA	1.43	NA	2.04	1.21	1.41	1.43	NA	2	NA	2	2	2.25	NA	1.04	2.33	2.04	1.21
1959	0.46	NA	NA	4.87	NA	NA	1.1	NA	2	1.22	1.27	1.1	NA	2.24	NA	2.24	2.24	2.32	NA	NA	2.26	2	1.22
1960	0.4	NA	NA	6.35	NA	6.35	1.47	NA	1.35	1.53	1.3	1.47	NA	3.16	NA	3.16	3.16	2.57	NA	NA	1.44	1.35	1.53
1961	0.37	NA	NA	6.83	NA	6.81	0.51	NA	2.25	0.34	0.66	0.51	NA	2.75	NA	2.75	2.75	2.05	NA	NA	2.44	2.25	0.34
