# Ferrero - Molular - MOL - JGAU - ITRDB ARG160
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41124
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41124.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arg160-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arg160.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arg160.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-03-20
#--------------------
# File_Last_Modified_Date
#   Date: 2025-03-20
#--------------------
# Title
#   Study_Name: Ferrero - Molular - MOL - JGAU - ITRDB ARG160
#--------------------
# Investigators
#   Investigators: Ferrero, M.E.; Villalba, R.
#--------------------
# Description_Notes_and_Keywords
#   Description: Tropical Tree Ring Network SiteID = JUAUS_ARG_11
#--------------------
# Publication
#   Authors: Ferrero, María Eugenia; Ricardo Villalba; Mónica De Membiela; Lidia Ferri Hidalgo; Brian Henry Luckman
#   Published_Date_or_Year: 2015
#   Published_Title: Tree-ring based reconstruction of Río Bermejo streamflow in subtropical South America
#   Journal_Name: Journal of Hydrology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.jhydrol.2015.04.004
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Pieter A. ZUIDEMA, Peter GROENENDIJK, Mizanur RAHMAN, Valerie TROUET,, Abrham ABIYU, Rodolfo ACUÑA-SOTO,, Eduardo ADENESKY-FILHO, Raquel ALFARO-SÁNCHEZ,, Claudio Roberto ANHOLETTO JUNIOR, José Roberto Vieira ARAGÃO, Gabriel ASSIS-PEREIRA,, Claudia C. ASTUDILLO-SÁNCHEZ, Ana Carolina BARBOSA, Giovanna BATTIPAGLIA, Hans BEECKMAN, Paulo Cesar BOTOSSO, Nils BOURLAND, Achim BRÄUNING, Roel BRIENEN, Matthew BROOKHOUSE, Supaporn BUAJAN, Brendan M. BUCKLEY, J. Julio CAMARERO, Artemio CARRILLO-PARRA, Gregório CECCANTINI, Librado R. CENTENO-ERGUERA, Julián CERANO-PAREDES, Wirong CHANTHORN, Ya-Jun CHEN, Bruno Barçante Ladvocat CINTRA,, Eladio Heriberto CORNEJO-OVIEDO, Otoniel CORTÉS-CORTÉS, Clayane Matos COSTA, Camille COURALET, Doris Bianca CRISPÍN-DE-LA-CRUZ,, Rosanne D'ARRIGO, Diego A. DAVID, Maaike DE RIDDER, Jorge Ignacio DEL VALLE, Mário DOBNER JR, Jean-Louis DOUCET, Oliver DÜNISCH, Brian J. ENQUIST,, Karin ESEMANN-QUADROS,, Gerardo ESQUIVEL-ARRIAGA, Ze-Xin FAN, Adeline FAYOLLE,, Tatiele Anete Bergamo FENILLI, M. Eugenia FERRERO,, Esther FICHTLER, Patrick M. FINNEGAN, Claudia FONTANA, Kainana S. FRANCISCO, Pei-Li FU, Franklin GALVÃO, Aster GEBREKIRSTOS, Jorge A. GIRALDO, Emanuel GLOOR, Milena GODOY-VEIGA, Daniela GRANATO-SOUZA, Anthony GUERRA, Kristof HANECA, Grant Logan HARLEY, Ingo HEINRICH,, Gerhard HELLE, Bruna HORNINK,, Wannes HUBAU, Janet G. INGA, Mahmuda ISLAM,, Yu-mei JIANG, Mark KAIB, Zakia Hassan KHAMISI, Marcin KOPROWSKI,, Eva LAYME, A. Joshua LEFFLER, Gauthier LIGOT, Claudio Sergio LISI, Neil J. LOADER, Francisco de Almeida LOBO, Giuliano Maselli LOCOSSELLI,, Tomaz LONGHI-SANTOS, Lidio LOPEZ, María I. LÓPEZ-HERNÁNDEZ, José Luís Penetra Cerveira LOUSADA, Rubén D. MANZANEDO,, Amanda K. MARCON, Justin T. MAXWELL, Omar N. MENDOZA-VILLA, Ítallo Romany Nunes MENEZES,, Mulugeta MOKRIA,, Valdinez Ribeiro MONTÓIA, Eddy MOORS,, Miyer MORENO, Miguel Angel MUÑIZ-CASTRO, Cristina NABAIS, Anuttara NATHALANG, Justine NGOMA, Francisco de Carvalho NOGUEIRA JR., Juliano Morales OLIVEIRA,, Gabriela Morais OLMEDO, Daigard Ricardo ORTEGA-RODRIGUEZ, Carmen Eugenia Rodríguez ORTÍZ, Mariana Alves PAGOTTO, Shankar PANTHI, Kathelyn PAREDES-VILLANUEVA,, Gonzalo PÉREZ-DE-LIS, Laura Patricia PONCE CALDERÓN, Leif Armando PORTAL-CAHUANA,, Darwin Alexander PUCHA-COFREP, Nathsuda PUMIJUMNONG, Paulo QUADRI, Jorge Andrés RAMÍREZ, Edilson Jimmy REQUENA-ROJAS, Judith REYES-FLORES, Adauto de Souza RIBEIRO, Iain ROBERTSON, Fidel Alejandro ROIG,, José Guilherme ROQUETTE, Ernesto Alonso RUBIO-CAMACHO, Raúl SÁNCHEZ-SALGUERO, Ute SASS-KLAASSEN,, Jochen SCHÖNGART, Marcelo Callegari SCIPIONI, Paul R. SHEPPARD, Lucas C.R. SILVA, Franziska SLOTTA, Leroy SORIA-DÍAZ, Luciana K.V.S. SOUSA, James H. SPEER, Matthew D. THERRELL, Ginette TICSE-OTAROLA,, Mario TOMAZELLO-FILHO, Max C.A. TORBENSON, Pantana TOR-NGERN,, Ramzi TOUCHAN, Jan VAN DEN BULCKE, Lorenzo VÁZQUEZ-SELEM, Adín H. VELÁZQUEZ-PÉREZ, Alejandro VENEGAS-GONZÁLEZ, Ricardo VILLALBA, Jose VILLANUEVA-DIAZ, Mart VLAM, George VOURLITIS, Christian WEHENKEL, Tommy WILS,, Erika S. ZAVALETA, Eshetu Asfaw ZEWDU, Yong-Jiang ZHANG, Zhe-Kun ZHOU, Flurin BABST. Pantropical tree rings show small effects of drought on growth. Science, in revision.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Molular - MOL
#   Location: Argentina
#   Northernmost_Latitude: -23.56666667
#   Southernmost_Latitude: -23.56666667
#   Easternmost_Longitude: -65.98333333
#   Westernmost_Longitude: -65.98333333
#   Elevation_m: 1881
#--------------------
# Data_Collection
#   Collection_Name: ARG160
#   First_Year: 1930
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Juglans australis Griseb.
#   Common_Name: Argentine walnut
#   Tree_Species_Code: JGAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## mol01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mol01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mol01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mol01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mol03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mol03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mol06b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mol06b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mol09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mol09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mol09b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mol09b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mol10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mol10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mol11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mol11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mol11b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mol11b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mol12a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mol12a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mol12b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mol12b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mol14b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mol14b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mol16a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mol16a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mol17a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mol17a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mol17b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mol17b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mol18a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mol18a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mol22a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mol22a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mol22b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mol22b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mol23b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mol23b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mol27a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mol27a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	mol01a_raw	mol01b_raw	mol03a_raw	mol06b_raw	mol09a_raw	mol09b_raw	mol10a_raw	mol11a_raw	mol11b_raw	mol12a_raw	mol12b_raw	mol14b_raw	mol16a_raw	mol17a_raw	mol17b_raw	mol18a_raw	mol22a_raw	mol22b_raw	mol23b_raw	mol27a_raw
1930	4.06	4.98	4.76	4.03	1.48	0.96	4.34	5.82	3.61	6.04	6.89	8.61	11.06	2.38	4.61	8.36	4.85	6.91	5.26	2.66
1931	3.61	7.24	3.73	4.59	1.47	1	4.72	6.8	6.92	6.68	6.96	6.36	9.43	4.49	5.29	8.13	5.78	8.02	4.94	4.16
1932	2.86	3.26	2.65	5.12	0.71	0.84	1.19	5.29	3.68	3.85	4.32	5.36	7.99	1.68	2.14	5.48	3.16	5.38	5.16	3.58
1933	5.07	6.13	4.46	5.7	0.52	0.45	4	7.82	6.1	5.18	5.53	9.62	7.64	3.84	2.97	7.94	4.56	6.83	8.01	3.52
1934	3.54	5.88	7.24	7.59	0.32	0.56	6.88	6.7	5.98	5.74	6.04	11.56	9.71	3.08	3.95	10.97	4.15	6.96	9.09	4.86
1935	3.7	6.24	7.33	5.92	0.5	0.73	6.77	8.04	5.13	4.66	4.77	10.51	8.99	2.96	4.4	7.34	3.58	8.13	6.96	2.83
1936	1.71	3.37	2.4	3.54	0.21	0.2	2.2	3.67	2.44	1.02	0.88	3.68	3.71	0.59	0.98	3.89	1.52	4.77	3.87	1.55
1937	2.91	3.99	2.72	2.16	0.52	1.1	3.35	3.52	2.7	1.51	1.9	2.53	5.07	1.03	1.25	3.75	2.22	5.18	2	2.18
1938	3.32	6.21	6.3	5.64	2.37	2.71	4.34	6.95	5.14	3.35	4.32	6.6	7.86	2.45	3.57	7.46	2.69	8.06	7.27	6.17
1939	1.7	4.53	6.62	6.32	1.34	1.67	5.91	6.36	4.12	3.46	4.28	7.22	7.51	3.38	3.71	7.76	2.59	5.4	6.35	4.11
1940	1.61	3.41	5.1	5.3	3.54	1.09	2.53	5	1.86	1.34	2.67	6.05	1.85	1.18	1.72	5.62	1.16	3.08	4.33	3.87
1941	1.57	3.13	5.27	4.66	4.25	3.84	2.76	4.31	3.18	1.41	2.12	4.43	2.59	0.45	0.31	5.25	1.49	4.99	3.46	2.92
1942	3.67	3.96	8.78	4.89	5.84	6.46	4.12	5.59	1.32	3.34	3.09	7.62	4.63	1	1.38	5.51	3.74	7.76	7.51	6.91
1943	5.35	8.08	7.47	9.2	6.71	7.21	6.54	12.01	4.78	7.37	7.67	10.22	12.55	4.57	4.23	9.64	8.76	12.36	8.19	6.97
1944	1.08	1.34	4.69	4.15	1.59	0.83	3.39	2.06	0.71	1.95	2.65	4.37	2.92	0.76	0.75	2.14	3.04	2.92	4.63	2.71
1945	0.94	1.55	3.92	1.23	2.19	0.87	1.62	1.22	0.67	0.69	0.64	2.02	1.97	0.51	0.26	1.03	2.02	2.91	5.06	1.74
1946	2.29	3.13	1.21	4.02	3.63	1.61	4.26	3.97	1.99	1.73	2.72	3.18	3.8	0.8	0.23	2.21	5.58	5.72	3.94	3.41
1947	3.82	4.57	8.79	7.73	3.49	2.69	5.98	6.09	3.84	3.77	3.93	7.08	6.46	2.05	2.28	4.28	4.57	6.64	6.85	4.69
1948	2.37	4.6	4.16	5.18	1.97	1.37	4.05	4.25	2.08	2.9	3.23	4.87	5.36	1.52	2.73	3.3	2.99	3.99	5.6	3.08
1949	2.75	4.08	4.92	6.75	4.07	2.26	6.18	5.14	3.42	5.41	5.38	4.01	8.87	1.85	3.41	5.32	2.6	5.25	5.67	3.28
1950	1.01	1.14	3.98	3.92	2.9	2.9	4.92	1.57	1.7	2.48	2.22	2.3	4.13	0.42	0.78	3.37	1.06	2.79	5.8	4.25
1951	2.02	2.78	5.04	4.42	3.11	2.46	6.19	3.15	2.42	1.76	2.87	3.91	5.04	0.7	1.53	5.44	1.77	4.38	4.65	5.33
1952	3.02	3.89	3.71	3.17	5.21	4.14	4.15	2.8	0.76	2.16	2.16	3.04	2.62	0.35	0.51	3.44	1.81	3.72	3.6	3.44
1953	3.7	3.14	2.5	2.7	5.2	3.34	4.45	1.44	0.6	1.83	1.29	2	1.06	0.32	0.14	2.86	2.41	4.94	5.52	2.62
1954	3.11	2.32	2.48	3.22	5.21	4.23	3.41	3.06	0.73	1.18	1.94	2.4	0.88	0.4	0.32	2.64	2.26	3.58	5.37	3.15
1955	4.64	1.55	4.49	3.99	5.1	3.92	2.1	4.89	0.59	1.65	2.75	3.72	2.2	0.67	0.74	2.41	2.06	4.4	4.12	4.83
1956	5.18	3.25	4.93	5.12	6.66	2.61	2.76	6.82	1.46	2.46	3.5	4.43	4.07	0.74	1.13	3.43	2.87	6.1	3.91	4.88
1957	2.75	2.28	4.71	3.96	4.13	3.17	1.98	6.03	1.05	2.11	3.98	2.7	6.59	0.5	0.35	2.78	2.8	2.6	4.71	5.12
1958	5.38	4.54	4.86	7.45	5.56	3.12	2.5	8.88	1.62	3.87	5.63	2.64	8.61	1.3	0.53	3.27	3.56	6.18	6.12	7.34
1959	3.5	2.44	4	6.03	6.26	3.46	4.79	6.44	1.35	3.62	5.17	3	5.14	1.01	0.45	3.37	2.52	4.75	4.84	4.71
1960	4.34	3.46	5.11	6.7	6.45	9.31	5.23	7.61	0.92	3.94	6.5	2.7	4.52	0.67	0.85	4.5	2.92	5.95	5.22	5.94
1961	3.88	4.89	5.12	6.21	6.02	14.04	6.02	6.98	1.43	4.35	6.82	3.05	4.83	0.67	2	5.82	1.92	6.61	7.49	8.23
1962	3.15	5.67	6.28	6.55	8.1	12.72	6.09	4.21	2.18	3.86	6.96	4.05	6.9	2.86	2.31	5.94	2.75	5.87	5.84	7.36
1963	1.56	5.15	3.17	6.36	5.76	9.44	4.94	1.14	1.21	4.61	6.2	2.55	4.16	2.18	2.14	3.14	3	4.08	3.26	3.55
1964	2.37	4.31	3.46	4.65	5.79	6.44	4.66	1.52	2.52	3.82	6.04	2.08	3.47	1.05	2.58	3.93	3.14	3.57	3.72	4.59
1965	1.08	1.89	3.13	2.72	4.55	4.4	2.51	1.53	1.17	2.26	3.88	1.49	3.58	1.7	0.58	2.27	1.44	2.16	1.66	2.03
1966	0.59	0.82	0.95	0.97	2.09	2.45	0.92	0.46	0.48	0.92	1.31	0.82	1.19	0.82	0.46	1.72	0.42	1.02	1.11	2.23
1967	1.38	1.58	3.9	1.78	3.25	5.46	2.52	1.13	0.89	1.42	2.17	1.07	2.19	0.34	1.19	2.71	0.8	1.46	2.71	3.91
1968	0.9	1.46	4.77	1.35	3.44	5.97	1.73	1.13	0.72	1.62	1.8	1.38	0.41	1.58	0.8	2.23	0.26	0.99	1.53	4.03
1969	0.56	1.28	2.26	0.63	2.46	2.53	0.79	0.51	0.24	0.74	1.03	0.69	0.45	1.56	0.32	1.03	0.27	1.3	1.74	1.6
1970	1.62	2.07	1.24	0.6	1.54	1.61	0.38	0.52	0.42	0.72	1.23	1.3	1.29	0.46	0.4	1.11	0.57	2.32	0.26	0.62
1971	1.06	1.09	2.97	0.67	3	2.35	0.53	0.42	0.35	0.57	0.82	1.07	2.28	0.67	0.48	1.01	0.38	1.43	3.29	3.63
1972	2.03	2.33	1.67	1.66	4.69	3.86	0.9	0.25	0.1	0.62	2.41	2.21	0.99	1.03	0.42	2.29	1.14	3.19	0.99	2.63
1973	0.45	0.72	1.23	0.57	3.23	1.53	0.6	1.16	0.4	0.5	0.56	0.62	0.99	1.32	0.59	0.67	0.27	0.64	1.11	2.54
1974	0.95	1.81	3.68	1.54	6.45	3.7	0.37	3.49	0.25	0.93	1.06	2.18	1.97	0.98	0.4	0.93	0.31	1.6	3.07	4.17
1975	1.26	1.5	3.74	1.44	6.65	4.14	0.75	1.01	0.41	1.13	1.52	3.18	2.74	0.21	1.08	2	0.46	1.34	3.64	3.71
1976	2.49	3.11	3.18	3.56	3.61	2.16	2.04	1.82	1.1	1.91	3.07	2.66	0.91	0.93	0.93	2.72	0.7	3.14	4.23	4.23
1977	0.68	1.1	1.24	1.37	2.69	1.37	0.91	0.7	0.48	0.68	1.01	0.71	1.28	0.28	1.41	0.79	0.25	0.9	1.16	1.31
1978	0.64	2.83	3.84	2.9	4.52	2.57	1.17	1.48	0.74	1.96	1.88	1.77	0.78	0.93	0.63	2.37	1.17	1.96	3.03	4
1979	0.43	1.56	1.6	1.58	3.83	0.96	0.88	1.03	0.46	1.39	0.8	0.73	1.32	0.38	0.7	1.25	0.7	1.08	1.56	2.28
1980	0.73	3.78	1.82	2.85	7.44	3.1	1.23	1.14	0.48	1.62	1.82	1.63	0.93	0.51	1.32	3.2	0.78	1.87	3.58	4.17
1981	1.01	2.47	0.33	2.45	5.36	1.71	1	2.71	0.2	1.94	2.88	0.97	0.9	0.78	0.28	3.28	0.43	1.68	0.93	3.11
1982	1.91	2.17	1.57	4.03	4.24	1.47	0.58	1.55	0.58	2.04	3.5	1.27	1.73	0.84	0.79	3.06	0.67	3.2	2.26	4.39
1983	1.7	3.43	3.91	5.74	6.87	3.41	1.44	1.27	1.46	2.13	2.08	2.23	2.62	1.14	0.62	3.62	1.4	4.87	2.37	4.94
1984	1.5	3.42	3.6	1.88	4.28	3.28	2.52	1.42	0.99	3.46	3	2.88	3.06	1.16	0.55	3.06	1.8	5.26	0.92	3.29
1985	2.16	4.05	2.24	3.6	6.06	5.25	1.84	1.04	1.11	2.98	3.38	1.49	0.74	0.97	0.41	4.58	1.96	5.2	2.31	3.3
1986	3.51	4.21	2.61	4.38	6.85	4.44	1.5	0.94	1.23	4.08	3.67	1.84	0.8	1.04	0.4	2.17	1.96	4.37	3.16	3.32
1987	1.93	3.13	0.89	4.35	4.6	3.46	1.03	1.4	0.35	2.25	2.68	1.59	2.13	0.73	0.57	1.03	1.66	2.87	0.98	1.6
1988	0.4	0.67	0.43	1.3	1.83	1.22	0.34	1.16	0.28	0.7	0.67	0.43	1.31	0.3	0.31	1.2	0.38	0.34	0.62	1.07
1989	0.62	1.88	1.57	1.47	4.38	1.59	1.03	0.89	0.35	1.07	0.62	0.94	1.74	0.62	0.52	1.58	0.77	0.59	2.15	3.92
1990	1.44	2.77	1.94	1.85	6.84	2.27	1.8	0.98	0.5	2.35	1.95	0.84	2.44	0.83	0.7	1.71	1.73	1.67	2.33	3.53
1991	0.75	1.84	0.59	0.92	5.99	2.12	1.02	0.53	0.35	1.17	1.6	0.69	1.52	0.96	0.66	1.67	0.78	1.5	1.43	2.12
1992	1.31	2.44	1.58	2.01	4.79	2.3	0.91	0.49	0.34	1.86	0.65	0.72	1.35	0.86	0.86	1.37	1.1	1.32	2.32	2.92
1993	1.43	3.17	1.57	2.4	4.51	3.27	1.17	0.46	0.82	2.12	2.97	1.44	2.35	1.18	0.84	0.97	1.69	2.72	3.1	3.2
1994	0.51	1.51	0.83	0.97	2.42	1.01	0.76	0.33	0.33	0.9	1.29	0.62	1.77	0.33	0.28	0.79	1.18	1.01	1.11	3.14
1995	0.95	2.57	1.35	1.2	2.32	1.59	1.42	0.81	0.39	0.93	1.19	0.42	1.01	0.81	0.36	1.09	1.19	1.02	2.04	3.5
1996	1.44	4.47	2.3	3.5	3.25	2.63	2.13	1.27	0.55	1.47	1.61	1.16	1.9	0.64	0.44	1.52	1.75	2.09	1.78	3.12
1997	0.17	0.88	0.56	0.88	1.08	0.67	0.66	0.37	0.08	0.42	0.33	0.28	0.52	0.29	0.24	0.35	0.1	0.2	0.21	1.37
1998	1.12	3.01	1.87	4.83	2.66	2.06	2.18	1.62	0.83	2.61	2.22	1.44	3.14	0.83	0.53	1.57	2.25	2.11	1.31	2.42
1999	0.58	2.05	3.28	3.39	1.81	1.58	1.43	1.34	0.75	1.41	1.61	1.7	2.72	0.4	0.43	0.94	1.54	1.85	0.64	3.33
2000	1.63	3.07	2.38	5.41	1.8	1.38	1.17	0.67	1.2	1.77	2.01	1.7	1.19	0.48	0.23	0.63	1.14	1.45	0.45	1.38
