# Fontana - Reserva Natural da Vale - COLU - ITRDB BRA022
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/40452
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-40452.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bra022-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bra022.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/bra022.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-01-14
#--------------------
# File_Last_Modified_Date
#   Date: 2025-01-14
#--------------------
# Title
#   Study_Name: Fontana - Reserva Natural da Vale - COLU - ITRDB BRA022
#--------------------
# Investigators
#   Investigators: Fontana, Claudia; Pérez-de-Lis, Gonzalo
#--------------------
# Description_Notes_and_Keywords
#   Description: Tropical Tree Ring Network SiteID = COLUC_BRA_01
#--------------------
# Publication
#   Authors: Fontana, Cláudia; Gonzalo Pérez-de-Lis; Cristina Nabais; José Luís Penetra Cerveira Lousada; Gabriela Morais Olmedo; Paulo Cesar Botosso; Juliano Morales Oliveira
#   Published_Date_or_Year: 2018
#   Published_Title: Climatic signal in growth-rings of Copaifera lucens: An endemic species of a Brazilian Atlantic forest hotspot, southeastern Brazil
#   Journal_Name: Dendrochronologia
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.dendro.2018.04.004
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Pieter A. ZUIDEMA, Peter GROENENDIJK, Mizanur RAHMAN, Valerie TROUET,, Abrham ABIYU, Rodolfo ACUÑA-SOTO,, Eduardo ADENESKY-FILHO, Raquel ALFARO-SÁNCHEZ,, Claudio Roberto ANHOLETTO JUNIOR, José Roberto Vieira ARAGÃO, Gabriel ASSIS-PEREIRA,, Claudia C. ASTUDILLO-SÁNCHEZ, Ana Carolina BARBOSA, Giovanna BATTIPAGLIA, Hans BEECKMAN, Paulo Cesar BOTOSSO, Nils BOURLAND, Achim BRÄUNING, Roel BRIENEN, Matthew BROOKHOUSE, Supaporn BUAJAN, Brendan M. BUCKLEY, J. Julio CAMARERO, Artemio CARRILLO-PARRA, Gregório CECCANTINI, Librado R. CENTENO-ERGUERA, Julián CERANO-PAREDES, Wirong CHANTHORN, Ya-Jun CHEN, Bruno Barçante Ladvocat CINTRA,, Eladio Heriberto CORNEJO-OVIEDO, Otoniel CORTÉS-CORTÉS, Clayane Matos COSTA, Camille COURALET, Doris Bianca CRISPÍN-DE-LA-CRUZ,, Rosanne D'ARRIGO, Diego A. DAVID, Maaike DE RIDDER, Jorge Ignacio DEL VALLE, Mário DOBNER JR, Jean-Louis DOUCET, Oliver DÜNISCH, Brian J. ENQUIST,, Karin ESEMANN-QUADROS,, Gerardo ESQUIVEL-ARRIAGA, Ze-Xin FAN, Adeline FAYOLLE,, Tatiele Anete Bergamo FENILLI, M. Eugenia FERRERO,, Esther FICHTLER, Patrick M. FINNEGAN, Claudia FONTANA, Kainana S. FRANCISCO, Pei-Li FU, Franklin GALVÃO, Aster GEBREKIRSTOS, Jorge A. GIRALDO, Emanuel GLOOR, Milena GODOY-VEIGA, Daniela GRANATO-SOUZA, Anthony GUERRA, Kristof HANECA, Grant Logan HARLEY, Ingo HEINRICH,, Gerhard HELLE, Bruna HORNINK,, Wannes HUBAU, Janet G. INGA, Mahmuda ISLAM,, Yu-mei JIANG, Mark KAIB, Zakia Hassan KHAMISI, Marcin KOPROWSKI,, Eva LAYME, A. Joshua LEFFLER, Gauthier LIGOT, Claudio Sergio LISI, Neil J. LOADER, Francisco de Almeida LOBO, Giuliano Maselli LOCOSSELLI,, Tomaz LONGHI-SANTOS, Lidio LOPEZ, María I. LÓPEZ-HERNÁNDEZ, José Luís Penetra Cerveira LOUSADA, Rubén D. MANZANEDO,, Amanda K. MARCON, Justin T. MAXWELL, Omar N. MENDOZA-VILLA, Ítallo Romany Nunes MENEZES,, Mulugeta MOKRIA,, Valdinez Ribeiro MONTÓIA, Eddy MOORS,, Miyer MORENO, Miguel Angel MUÑIZ-CASTRO, Cristina NABAIS, Anuttara NATHALANG, Justine NGOMA, Francisco de Carvalho NOGUEIRA JR., Juliano Morales OLIVEIRA,, Gabriela Morais OLMEDO, Daigard Ricardo ORTEGA-RODRIGUEZ, Carmen Eugenia Rodríguez ORTÍZ, Mariana Alves PAGOTTO, Shankar PANTHI, Kathelyn PAREDES-VILLANUEVA,, Gonzalo PÉREZ-DE-LIS, Laura Patricia PONCE CALDERÓN, Leif Armando PORTAL-CAHUANA,, Darwin Alexander PUCHA-COFREP, Nathsuda PUMIJUMNONG, Paulo QUADRI, Jorge Andrés RAMÍREZ, Edilson Jimmy REQUENA-ROJAS, Judith REYES-FLORES, Adauto de Souza RIBEIRO, Iain ROBERTSON, Fidel Alejandro ROIG,, José Guilherme ROQUETTE, Ernesto Alonso RUBIO-CAMACHO, Raúl SÁNCHEZ-SALGUERO, Ute SASS-KLAASSEN,, Jochen SCHÖNGART, Marcelo Callegari SCIPIONI, Paul R. SHEPPARD, Lucas C.R. SILVA, Franziska SLOTTA, Leroy SORIA-DÍAZ, Luciana K.V.S. SOUSA, James H. SPEER, Matthew D. THERRELL, Ginette TICSE-OTAROLA,, Mario TOMAZELLO-FILHO, Max C.A. TORBENSON, Pantana TOR-NGERN,, Ramzi TOUCHAN, Jan VAN DEN BULCKE, Lorenzo VÁZQUEZ-SELEM, Adín H. VELÁZQUEZ-PÉREZ, Alejandro VENEGAS-GONZÁLEZ, Ricardo VILLALBA, Jose VILLANUEVA-DIAZ, Mart VLAM, George VOURLITIS, Christian WEHENKEL, Tommy WILS,, Erika S. ZAVALETA, Eshetu Asfaw ZEWDU, Yong-Jiang ZHANG, Zhe-Kun ZHOU, Flurin BABST. Pantropical tree rings show small effects of drought on growth. Science, in revision.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Reserva Natural da Vale
#   Location: Brazil
#   Northernmost_Latitude: -19.149283
#   Southernmost_Latitude: -19.149283
#   Easternmost_Longitude: -40.006933
#   Westernmost_Longitude: -40.006933
#   Elevation_m: 23.0
#--------------------
# Data_Collection
#   Collection_Name: BRA022
#   First_Year: 1966
#   Last_Year: 2012
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Copaifera lucens Dwyer
#   Common_Name: Copaifera lucens
#   Tree_Species_Code: COLU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 34a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 34a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 42bwR_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 42bwR; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 44b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 44b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 45c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 45c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 442b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 442b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 769ar2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 769ar2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 16ar6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 16ar6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27ar4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27ar4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 11cr2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 11cr2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 48cR_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 48cR; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 37b12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 37b12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 446lo_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 446lo; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 19wr4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 19wr4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12brW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12brW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	34a_raw	42bwR_raw	44b_raw	45c_raw	442b_raw	769ar2_raw	16ar6_raw	27ar4_raw	11cr2_raw	48cR_raw	37b12_raw	446lo_raw	19wr4_raw	12brW_raw
1966	2.49	NA	NA	NA	NA	0.69	1.71	NA	NA	NA	NA	NA	NA	NA
1967	0.94	NA	NA	NA	NA	0.5	1.51	NA	NA	NA	NA	NA	NA	NA
1968	2.16	NA	NA	NA	NA	2.23	3.67	NA	NA	NA	NA	NA	NA	NA
1969	2.64	NA	NA	NA	NA	1.83	1.83	NA	NA	NA	NA	NA	NA	NA
1970	1.37	NA	NA	NA	NA	1.42	2.08	NA	2.18	NA	NA	NA	NA	NA
1971	1.34	NA	NA	NA	NA	1.21	4.09	NA	2.98	NA	NA	NA	NA	NA
1972	1.65	NA	NA	NA	NA	1.69	3.65	NA	2.94	NA	NA	NA	NA	NA
1973	2.73	NA	NA	NA	NA	1.77	3.11	NA	4.04	NA	NA	NA	NA	NA
1974	2.24	NA	NA	NA	NA	1.45	2.28	NA	3.74	NA	NA	NA	NA	NA
1975	2.12	0.43	1.4	NA	5.22	0.83	2.86	NA	3.08	NA	NA	NA	NA	NA
1976	3.25	1.64	4.64	NA	4.41	2.54	3.11	NA	3.3	NA	NA	NA	NA	NA
1977	2.84	0.92	5.86	NA	4.13	1.77	4.04	NA	3.82	NA	NA	NA	NA	NA
1978	2.69	1.12	3.24	NA	1.89	1.75	1.01	NA	2.46	NA	NA	NA	NA	NA
1979	0.52	0.96	3.3	NA	2.61	1.75	1.06	NA	2.47	NA	NA	NA	NA	NA
1980	2.45	1.91	3.09	1.61	3.02	1.65	4.66	1.67	2.48	NA	2.72	2.96	NA	NA
1981	0.9	1.82	2.26	1.16	2.18	0.63	1.14	1.59	1.46	NA	2.44	2.89	NA	NA
1982	2.57	2.13	1.85	3.8	4.2	1.5	3.89	2.56	2.85	NA	3.96	2.59	NA	NA
1983	0.98	1.95	2.72	4.89	2.88	0.4	4.45	2.54	2.4	NA	2.89	3.23	NA	NA
1984	1.11	0.84	2.14	1.65	0.86	1.46	3.3	1.35	2.54	NA	2.2	1.24	NA	NA
1985	1.46	1.45	2.93	1.5	1.5	1.59	3.25	1.49	2.18	NA	2.54	1.63	1.57	NA
1986	2.09	0.97	4.15	5.44	2.12	1.52	4.04	2.18	2.05	NA	2.44	1.18	1.62	NA
1987	1.59	1.64	2.98	3.33	0.51	1.19	1.78	3.11	2.21	NA	1.04	3.28	1.45	NA
1988	1.83	0.6	5.69	2	1.73	1.48	2.09	3.33	1.38	NA	1.68	3.55	1.8	NA
1989	1.96	2.15	1.22	4.3	0.63	1.09	2.15	1.98	4.38	NA	2.07	1	2.29	NA
1990	3.76	3.86	4.73	8.6	4.32	3.81	2.83	2.7	3.56	2.05	3.96	2.79	1.93	2.67
1991	2.91	4.73	2.4	5.4	2.97	2.11	3.25	3.2	3.19	2.35	5.41	2.6	1.63	3.29
1992	2.54	0.52	2.13	1.45	1.66	2.94	3.12	2.41	2.84	1.75	2.09	2.16	1.38	2.67
1993	1.57	1.15	2.62	3.86	1.52	1.38	1.87	1.46	3.21	1.9	2.17	1.34	2.35	1.9
1994	1.64	0.64	0.35	2.13	1.37	1.13	1.24	0.81	2.02	1.88	1.33	1.13	0.81	1.69
1995	2.86	1.09	3.36	1.78	0.46	0.75	2.63	1.09	1.12	0.72	2.28	0.59	2.09	3.38
1996	4.08	0.9	3.13	4.57	2.54	1.86	3.24	1.8	3.12	2.25	1.98	2.79	2.03	2.44
1997	3.55	2.09	3.18	5.05	3.67	2.6	3.59	1.8	2.14	3.88	2.87	2.74	1.96	2.23
1998	2.57	0.71	1.55	3.31	0.5	0.79	0.59	1.05	1.04	0.98	1.54	0.74	1.25	1.32
1999	0.92	1.62	1.87	4.92	1.55	0.48	1.48	2.1	1.47	3.09	1.09	1.35	1.21	1.9
2000	NA	1.1	2.65	5.24	2.99	0.97	0.5	1.31	2.13	1.46	1.98	1.02	1.48	1.17
2001	NA	0.83	1.12	2.67	2.49	0.95	2.26	1.34	2.38	1.03	1.64	1.93	0.61	1.16
2002	NA	1.62	0.44	0.53	2.27	2.25	0.33	1.71	2.44	1.68	2.09	1.67	2.18	1.44
2003	NA	1.78	3.89	3.12	4.47	4.94	5.01	4.04	4.2	3.26	2.04	2.57	2.78	1.82
2004	NA	2.69	2.04	3.67	6.42	5.11	3.09	6	4.52	3.02	2.76	3.96	3.17	1.65
2005	NA	2.55	4.71	3.93	1.68	0.76	4.24	2.76	5.7	1.2	1.71	1.5	2	1.36
2006	NA	0.75	4.06	3.06	2.57	1.33	2.11	2.02	2.31	2.33	2.08	2.33	1.34	1.46
2007	NA	2.23	3.38	3.29	2.37	1.57	2.3	0.44	1.86	2.94	2.99	2.53	1.17	2.43
2008	NA	1.73	2.69	3.54	2.3	2.59	4.72	2.3	3.39	4.46	2.61	1.88	1.57	3.82
2009	NA	1.02	2.32	4.03	1.52	0.25	3.11	2.67	1.7	2.37	1.47	0.28	1.13	2.22
2010	NA	1.25	1.07	5.13	2.7	0.75	0.24	2.48	1.9	1.26	2.17	0.7	3.68	2.47
2011	NA	1.96	1.17	3.09	2.34	NA	2.44	0.87	1.83	1.6	2.07	1.03	2.84	1.74
2012	NA	0.97	1.05	1.46	0.7	NA	2.46	0.85	1.49	0.44	1.62	0.1	3.17	2.01
