# Ferrero - El Piquete - PIQ - JGAU - ITRDB ARG157
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41121
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41121.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arg157-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arg157.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arg157.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-03-20
#--------------------
# File_Last_Modified_Date
#   Date: 2025-03-20
#--------------------
# Title
#   Study_Name: Ferrero - El Piquete - PIQ - JGAU - ITRDB ARG157
#--------------------
# Investigators
#   Investigators: Ferrero, M.E.; Villalba, R.
#--------------------
# Description_Notes_and_Keywords
#   Description: Tropical Tree Ring Network SiteID = JUAUS_ARG_06
#--------------------
# Publication
#   Authors: Ferrero, María Eugenia; Ricardo Villalba; Mónica De Membiela; Lidia Ferri Hidalgo; Brian Henry Luckman
#   Published_Date_or_Year: 2015
#   Published_Title: Tree-ring based reconstruction of Río Bermejo streamflow in subtropical South America
#   Journal_Name: Journal of Hydrology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.jhydrol.2015.04.004
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Pieter A. ZUIDEMA, Peter GROENENDIJK, Mizanur RAHMAN, Valerie TROUET,, Abrham ABIYU, Rodolfo ACUÑA-SOTO,, Eduardo ADENESKY-FILHO, Raquel ALFARO-SÁNCHEZ,, Claudio Roberto ANHOLETTO JUNIOR, José Roberto Vieira ARAGÃO, Gabriel ASSIS-PEREIRA,, Claudia C. ASTUDILLO-SÁNCHEZ, Ana Carolina BARBOSA, Giovanna BATTIPAGLIA, Hans BEECKMAN, Paulo Cesar BOTOSSO, Nils BOURLAND, Achim BRÄUNING, Roel BRIENEN, Matthew BROOKHOUSE, Supaporn BUAJAN, Brendan M. BUCKLEY, J. Julio CAMARERO, Artemio CARRILLO-PARRA, Gregório CECCANTINI, Librado R. CENTENO-ERGUERA, Julián CERANO-PAREDES, Wirong CHANTHORN, Ya-Jun CHEN, Bruno Barçante Ladvocat CINTRA,, Eladio Heriberto CORNEJO-OVIEDO, Otoniel CORTÉS-CORTÉS, Clayane Matos COSTA, Camille COURALET, Doris Bianca CRISPÍN-DE-LA-CRUZ,, Rosanne D'ARRIGO, Diego A. DAVID, Maaike DE RIDDER, Jorge Ignacio DEL VALLE, Mário DOBNER JR, Jean-Louis DOUCET, Oliver DÜNISCH, Brian J. ENQUIST,, Karin ESEMANN-QUADROS,, Gerardo ESQUIVEL-ARRIAGA, Ze-Xin FAN, Adeline FAYOLLE,, Tatiele Anete Bergamo FENILLI, M. Eugenia FERRERO,, Esther FICHTLER, Patrick M. FINNEGAN, Claudia FONTANA, Kainana S. FRANCISCO, Pei-Li FU, Franklin GALVÃO, Aster GEBREKIRSTOS, Jorge A. GIRALDO, Emanuel GLOOR, Milena GODOY-VEIGA, Daniela GRANATO-SOUZA, Anthony GUERRA, Kristof HANECA, Grant Logan HARLEY, Ingo HEINRICH,, Gerhard HELLE, Bruna HORNINK,, Wannes HUBAU, Janet G. INGA, Mahmuda ISLAM,, Yu-mei JIANG, Mark KAIB, Zakia Hassan KHAMISI, Marcin KOPROWSKI,, Eva LAYME, A. Joshua LEFFLER, Gauthier LIGOT, Claudio Sergio LISI, Neil J. LOADER, Francisco de Almeida LOBO, Giuliano Maselli LOCOSSELLI,, Tomaz LONGHI-SANTOS, Lidio LOPEZ, María I. LÓPEZ-HERNÁNDEZ, José Luís Penetra Cerveira LOUSADA, Rubén D. MANZANEDO,, Amanda K. MARCON, Justin T. MAXWELL, Omar N. MENDOZA-VILLA, Ítallo Romany Nunes MENEZES,, Mulugeta MOKRIA,, Valdinez Ribeiro MONTÓIA, Eddy MOORS,, Miyer MORENO, Miguel Angel MUÑIZ-CASTRO, Cristina NABAIS, Anuttara NATHALANG, Justine NGOMA, Francisco de Carvalho NOGUEIRA JR., Juliano Morales OLIVEIRA,, Gabriela Morais OLMEDO, Daigard Ricardo ORTEGA-RODRIGUEZ, Carmen Eugenia Rodríguez ORTÍZ, Mariana Alves PAGOTTO, Shankar PANTHI, Kathelyn PAREDES-VILLANUEVA,, Gonzalo PÉREZ-DE-LIS, Laura Patricia PONCE CALDERÓN, Leif Armando PORTAL-CAHUANA,, Darwin Alexander PUCHA-COFREP, Nathsuda PUMIJUMNONG, Paulo QUADRI, Jorge Andrés RAMÍREZ, Edilson Jimmy REQUENA-ROJAS, Judith REYES-FLORES, Adauto de Souza RIBEIRO, Iain ROBERTSON, Fidel Alejandro ROIG,, José Guilherme ROQUETTE, Ernesto Alonso RUBIO-CAMACHO, Raúl SÁNCHEZ-SALGUERO, Ute SASS-KLAASSEN,, Jochen SCHÖNGART, Marcelo Callegari SCIPIONI, Paul R. SHEPPARD, Lucas C.R. SILVA, Franziska SLOTTA, Leroy SORIA-DÍAZ, Luciana K.V.S. SOUSA, James H. SPEER, Matthew D. THERRELL, Ginette TICSE-OTAROLA,, Mario TOMAZELLO-FILHO, Max C.A. TORBENSON, Pantana TOR-NGERN,, Ramzi TOUCHAN, Jan VAN DEN BULCKE, Lorenzo VÁZQUEZ-SELEM, Adín H. VELÁZQUEZ-PÉREZ, Alejandro VENEGAS-GONZÁLEZ, Ricardo VILLALBA, Jose VILLANUEVA-DIAZ, Mart VLAM, George VOURLITIS, Christian WEHENKEL, Tommy WILS,, Erika S. ZAVALETA, Eshetu Asfaw ZEWDU, Yong-Jiang ZHANG, Zhe-Kun ZHOU, Flurin BABST. Pantropical tree rings show small effects of drought on growth. Science, in revision.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: El Piquete - PIQ
#   Location: Argentina
#   Northernmost_Latitude: -24.18333333
#   Southernmost_Latitude: -24.18333333
#   Easternmost_Longitude: -64.53333333
#   Westernmost_Longitude: -64.53333333
#   Elevation_m: 1900
#--------------------
# Data_Collection
#   Collection_Name: ARG157
#   First_Year: 1930
#   Last_Year: 2003
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Juglans australis Griseb.
#   Common_Name: Argentine walnut
#   Tree_Species_Code: JGAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## pij01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij02n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij02n; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij05c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij05c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij11b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij11b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij12a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij12a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij19a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij19a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij21a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij21a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij21b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij21b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij22b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij22b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij23a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij23a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij23b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij23b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij25a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij25a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pij25d_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pij25d; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	pij01a_raw	pij01b_raw	pij02n_raw	pij03_raw	pij04a_raw	pij04b_raw	pij05c_raw	pij06_raw	pij07a_raw	pij08a_raw	pij11a_raw	pij11b_raw	pij12a_raw	pij15_raw	pij19a_raw	pij21a_raw	pij21b_raw	pij22b_raw	pij23a_raw	pij23b_raw	pij25a_raw	pij25d_raw
1930	1.37	1.55	0.85	1.7	0.97	1.2	4.06	0.37	1	2.75	1.51	4.44	0.79	6.27	2.09	1.28	1.38	1.88	3.15	2.22	1.82	2.25
1931	1.07	1.13	1.35	2.16	0.58	1.02	4.93	0.33	0.79	3.17	4.1	3.07	1.23	4.72	1.86	1.65	1.11	2.27	3.16	2.49	2.32	2.5
1932	0.86	0.6	0.62	1.1	0.45	0.39	2.76	0.35	0.85	1.48	2.12	1.59	0.47	2.69	1.27	0.97	0.62	2.24	1.59	0.97	1.64	1.81
1933	2.19	1.56	0.51	0.58	2.07	0.45	1.83	0.25	0.98	1.1	1	0.51	0.43	1.59	0.93	0.94	0.72	2.32	2.01	0.96	1.25	0.95
1934	0.64	0.29	0.68	1.32	0.36	1	4.07	0.31	0.2	2.11	2.02	0.72	1.75	2.34	2.46	1.66	1.51	3.61	2.92	2.42	1.99	2.58
1935	0.54	0.4	0.1	0.15	0.28	0.22	0.4	0.11	0.2	0.18	1.37	0.77	0.44	2.86	0.3	0.34	0.21	1.03	0.47	0.67	1.05	1.32
1936	0.2	0.11	0.19	0.13	0.19	0.3	0.29	0.21	0.48	0.12	1.64	0.55	0.27	5.46	0.29	0.56	0.55	1.09	0.36	0.34	0.8	0.95
1937	0.17	0.14	0.11	0.11	0.42	0.49	0.28	0.05	0.12	0.15	0.64	0.41	0.18	3.2	0.2	0.32	0.3	0.78	0.29	0.3	1.57	2.06
1938	1.55	1.44	0.49	0.43	1.11	1.04	2.48	0.43	0.78	1.33	3.27	2	0.88	4.53	1.61	1.95	1.43	3.54	3.57	3.25	4.34	4.4
1939	1.51	0.97	0.66	0.42	2.75	1.94	1.15	0.33	0.83	1.99	3.79	1.85	0.78	3.23	2.42	1.18	0.74	0.58	1.96	1.14	3.25	2.36
1940	2.37	1.46	0.92	0.77	2.09	2.93	2.93	0.58	1.83	2.34	7.77	7.39	1.38	2.92	2.55	1.59	1.29	0.59	2.3	1.88	3.01	2.86
1941	1.08	0.94	0.44	0.25	1.24	1.29	1.36	0.49	1.01	1.14	5.13	7.26	0.77	1.69	1.01	0.97	0.82	0.25	1.03	0.86	1.6	1.37
1942	1.79	1.68	2.18	1.81	2.1	2.19	4.98	0.88	1.64	3.35	5.32	3.71	0.59	7.22	2.43	2.55	2.81	0.63	3.9	2.78	2.61	4.58
1943	2.86	2	2.83	2.92	2.26	3	5.45	0.82	1.65	2.46	6.83	4.3	0.62	6.32	1.74	3.13	2.7	0.53	4.59	3.12	4.2	5.29
1944	1.62	0.86	0.82	0.89	0.41	0.38	3.02	0.53	1.01	0.27	1.87	1.65	0.2	1.32	0.71	0.52	0.78	0.28	0.96	0.89	1.41	1.82
1945	1.24	1.08	1.39	0.78	1.15	0.89	2.44	0.38	0.9	1.17	3.33	1.53	0.19	2.11	1.2	2.3	1.83	1.77	1.72	1.66	2.48	3.37
1946	1.6	1.31	1.9	0.66	2.5	2.16	3.74	0.45	0.75	1	2.12	0.89	0.32	4.03	2.09	4	3.44	3.58	4.07	1.85	3.14	3.55
1947	0.56	0.72	1.6	0.49	1.46	1.14	3.03	0.29	0.53	0.8	1.94	1.15	0.35	3.35	0.9	2.92	2.14	3.08	1.31	0.45	2.08	1.96
1948	2.14	1.72	0.66	0.32	0.57	0.48	2	0.17	0.23	0.46	0.52	0.52	0.4	3.3	0.96	4.6	1.9	3.35	1.98	1.03	2.61	1.84
1949	1.5	1.43	2.24	0.51	1.77	1.64	3.51	0.34	0.79	2.56	3.49	4.12	1.68	8.31	2.87	4.67	2.19	4.79	3.03	1.98	3.75	3.36
1950	2.23	1.8	1.74	0.61	1.46	1.87	6.16	0.27	0.75	1.35	3.22	3.51	0.6	10.61	1.89	3.4	2.15	5.28	2.04	2.77	2.28	2.46
1951	2	1.34	0.94	0.15	0.17	1.35	1.64	0.12	0.22	0.83	3.24	1.84	0.12	4.33	1.41	2.95	1.19	3.66	1.55	1.22	1.14	2.46
1952	0.77	1.07	1.33	0.85	0.43	1.19	4.22	0.49	0.86	2.97	2.71	1.71	0.37	6.44	1.58	4.09	3.06	2.27	3.15	3.09	1.54	1.15
1953	1.73	1.07	0.5	0.2	1.1	0.58	1.98	0.16	0.13	1.29	1.26	0.38	0.25	3.03	1.62	3.57	2.05	2.95	2.43	2.77	1.46	2.28
1954	1.27	1.3	1.13	0.65	0.75	0.49	1.81	0.38	0.63	1.34	2.84	2.01	0.44	2.05	0.71	3.81	2.55	2.41	2.56	2.19	0.55	0.88
1955	0.85	1.04	1.47	0.8	0.56	1.21	3.18	0.39	0.53	1.69	3.42	2.49	0.47	2.03	0.93	3.75	2.43	2.83	2.82	2.47	1.41	2.69
1956	1.97	2.64	0.99	0.19	2.26	0.54	4.27	0.17	0.46	2.17	2.62	2.55	0.57	2.25	0.83	2.54	2.38	1.83	1.92	1.17	1.19	1.24
1957	1.94	1.15	1.28	0.82	2.12	2.07	4.7	0.4	0.59	2.13	4.79	4.92	0.79	3.58	2.28	2.96	1.94	3.64	2.95	2.48	3.05	3.44
1958	1.89	1.83	1.51	0.61	2.22	1.57	2.84	0.37	0.7	1.83	3.31	2.82	0.62	3.49	1.31	2.19	1.53	1.67	0.97	0.53	1.56	1.54
1959	1.03	1.13	1.74	0.58	2.23	1.57	3.26	0.31	0.37	0.72	2.87	1.6	0.31	2.73	1.79	1.71	0.46	2.04	1.12	0.33	1.92	1.29
1960	1.03	1.19	1.47	0.41	1.09	1.11	1.78	0.35	0.62	0.66	1.94	1.09	0.25	2.14	0.94	1.37	1.45	2.18	1.33	0.32	1.81	1.06
1961	1.12	1.02	0.69	0.24	0.46	0.5	0.64	0.37	0.47	0.71	0.81	0.83	0.28	1.86	0.46	0.6	1.55	1.3	0.15	0.12	0.65	0.56
1962	0.81	0.64	0.41	0.12	0.12	0.22	0.65	0.17	0.22	0.92	0.99	0.68	0.5	0.88	0.55	1.07	1.85	2.15	0.26	0.26	0.87	0.79
1963	0.55	0.31	0.67	0.12	0.46	0.31	0.78	0.16	0.13	0.23	0.46	0.6	0.11	1.54	0.56	1.25	1.39	1.24	0.22	0.13	0.7	1
1964	0.99	1.05	1.84	0.18	1.47	0.75	1.16	0.36	0.37	1.21	2.82	1.73	1.02	2.25	1.18	1.57	2	3.76	0.63	0.52	2.71	3.44
1965	1.28	1.3	1.31	1.06	0.75	0.36	1.23	0.17	0.17	0.46	1.78	0.82	0.67	4.11	0.36	0.83	0.89	1.68	0.51	0.24	2.61	5.33
1966	1.55	1.45	1.42	0.31	1.14	0.89	0.99	0.41	0.43	1.9	2.4	2.16	0.95	3.45	1.3	2	1.73	3.7	1.1	0.59	2.69	3.77
1967	1.2	1.12	1.15	0.33	0.66	0.74	2.71	0.17	0.4	0.27	1.06	1.29	0.32	2.95	1.03	1.2	1.6	1.29	0.8	0.42	2.24	3.88
1968	1.28	1.13	1.25	0.47	0.77	0.86	0.29	0.27	0.56	0.15	2.5	2.9	0.51	4.03	2.37	0.79	1.11	2.33	1.17	0.65	2.46	2.26
1969	1.1	0.66	0.65	0.61	0.23	0.23	1.45	0.09	0.14	0.45	0.7	1.53	0.27	5.23	1.49	0.6	1.18	1.47	0.6	0.48	2.15	3.04
1970	0.75	0.59	0.46	0.2	0.3	0.25	0.66	0.28	0.25	0.81	1.47	1.53	0.28	3.93	0.33	0.24	0.43	1.33	0.31	0.15	1.2	1.33
1971	0.93	0.69	0.67	0.32	0.35	0.4	0.9	0.36	0.43	1.6	0.67	1.03	0.25	0.78	0.5	0.67	0.79	1.95	0.63	0.39	1.23	1.66
1972	1.43	0.98	0.3	0.23	0.18	0.23	1.05	0.12	0.25	1.51	1.23	0.86	0.32	0.57	0.44	0.9	0.62	1.55	0.96	0.52	1.95	4.09
1973	0.87	0.76	0.7	0.37	0.49	0.46	1.18	0.35	0.5	0.25	0.91	0.91	0.6	1.17	0.8	1.48	1.48	1.02	0.81	0.44	1.54	2.74
1974	1.49	1.01	0.57	0.24	0.49	0.54	1.86	0.33	0.22	0.91	1.86	1.32	0.24	1.22	0.75	0.99	1.12	1.98	0.99	0.37	1.86	3.45
1975	1.2	1.01	0.43	0.39	0.54	0.88	2.46	0.35	0.42	1.64	1.97	3.02	0.77	1.84	0.87	1.4	1.6	2.38	0.85	0.49	1.31	3.12
1976	0.9	0.63	0.47	0.34	0.39	0.7	2.32	0.24	0.33	0.61	1.71	2.28	0.62	0.95	0.79	0.89	1.39	1.72	0.61	0.31	1.75	1.6
1977	0.61	0.62	0.34	0.19	0.39	0.63	1.24	0.24	0.36	0.31	0.32	0.2	0.08	0.79	0.54	0.75	1.25	1.13	0.21	0.2	0.62	0.48
1978	1.39	1.51	0.46	0.3	0.54	1.19	2.01	0.14	0.29	0.71	0.7	0.22	0.3	0.26	1.25	1.28	1.69	3.65	1.1	0.72	1.76	1.67
1979	1.08	1.03	0.45	0.34	0.55	0.65	1.57	0.19	0.25	0.78	0.4	0.14	0.25	0.42	0.77	1.22	1.5	1.19	0.32	0.24	0.96	0.84
1980	1.32	0.85	0.53	0.4	0.61	0.53	1.57	0.25	0.27	0.73	0.77	0.3	0.2	0.23	0.8	0.96	1.41	0.38	0.65	0.42	1.25	1.61
1981	0.56	0.37	0.24	0.27	0.37	0.28	0.57	0.14	0.37	0.44	1.23	0.4	0.48	0.91	0.53	0.51	0.73	0.46	0.12	0.07	1.49	1.3
1982	0.25	0.18	0.19	0.25	0.14	0.33	0.38	0.11	0.14	0.32	0.59	0.16	0.33	0.72	0.41	0.36	0.6	0.35	0.37	0.24	0.68	0.44
1983	0.44	0.42	0.24	0.36	0.33	0.45	0.32	0.14	0.15	0.52	2.01	0.41	0.42	0.53	1.14	0.67	0.8	0.46	0.1	0.07	1.59	1.74
1984	0.45	0.38	0.22	0.3	0.38	0.3	0.25	0.17	0.18	0.44	0.71	0.16	0.44	1.35	0.79	0.56	0.57	0.97	0.27	0.28	0.84	2.36
1985	0.47	0.26	0.01	0.24	0.24	0.3	0.19	0.12	0.19	0.36	1.09	0.5	0.32	1.28	1.53	0.27	0.39	1.17	0.22	0.19	1.09	1.56
1986	0.54	0.42	0.19	0.24	0.45	0.42	0.64	0.13	0.13	0.19	1.05	0.7	0.37	1.55	1.08	0.59	0.57	0.67	0.27	0.31	1.33	1.03
1987	0.37	0.31	0.14	0.1	0.25	0.28	0.5	0.26	0.13	0.23	0.63	0.3	0.59	0.96	0.26	0.44	0.6	1.62	0.5	0.35	1.04	0.88
1988	0.87	0.49	0.09	0.11	0.25	0.12	0.36	0.3	0.27	0.21	0.36	0.25	0.44	0.37	0.23	0.33	0.65	1.85	0.25	0.1	1.35	0.92
1989	1.21	0.73	0.21	0.16	0.37	0.11	0.47	0.31	0.21	0.22	0.69	0.62	0.48	2.67	0.19	0.78	1.02	1.64	1.1	0.35	1.1	1.9
1990	0.9	0.7	0.21	0.44	0.95	0.7	1.54	0.61	0.75	0.83	1.3	1.3	0.47	2.15	0.63	1.41	2.17	1.52	1.44	0.75	1.46	1.95
1991	0.98	0.85	0.26	0.52	0.38	0.8	1.07	0.34	0.63	1.66	0.84	1.52	0.53	1.18	0.57	1.1	1.2	1.89	1.38	0.73	1.5	1.35
1992	1.08	1.08	0.2	0.42	0.42	0.5	1.39	0.15	0.18	0.96	1.88	1.33	0.25	1.03	0.7	0.73	0.91	2.35	0.92	0.34	1.44	0.71
1993	0.49	0.37	0.24	0.54	0.57	0.46	1.78	0.14	0.38	1.79	0.98	0.96	0.58	1.82	1.48	1.65	1.47	1.18	0.45	0.3	1.81	1.16
1994	0.38	0.26	0.24	0.43	0.34	0.36	1.03	0.11	0.25	0.66	0.81	0.74	0.39	0.51	0.44	1.35	1.34	0.52	0.22	0.12	0.85	0.87
1995	1.09	0.85	0.17	0.17	0.24	0.15	0.49	0.22	0.3	0.38	0.14	0.32	0.31	0.62	0.1	0.65	0.86	0.58	0.15	0.21	0.68	0.85
1996	0.78	0.56	0.22	0.37	1.12	0.86	1.13	0.17	0.4	1.36	1.07	0.61	0.97	1.97	0.78	1.34	2.12	1.82	0.87	0.69	1.39	1.4
