# Aragão - Fazenda São Pedro - LIFR - ITRDB BRA025
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/40455
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-40455.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bra025-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bra025.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/bra025.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-01-14
#--------------------
# File_Last_Modified_Date
#   Date: 2025-01-14
#--------------------
# Title
#   Study_Name: Aragão - Fazenda São Pedro - LIFR - ITRDB BRA025
#--------------------
# Investigators
#   Investigators: Aragão, José Roberto Vieira; Lisi, Claudio Sergio
#--------------------
# Description_Notes_and_Keywords
#   Description: Tropical Tree Ring Network SiteID = LIFER_BRA_02
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Pieter A. ZUIDEMA, Peter GROENENDIJK, Mizanur RAHMAN, Valerie TROUET,, Abrham ABIYU, Rodolfo ACUÑA-SOTO,, Eduardo ADENESKY-FILHO, Raquel ALFARO-SÁNCHEZ,, Claudio Roberto ANHOLETTO JUNIOR, José Roberto Vieira ARAGÃO, Gabriel ASSIS-PEREIRA,, Claudia C. ASTUDILLO-SÁNCHEZ, Ana Carolina BARBOSA, Giovanna BATTIPAGLIA, Hans BEECKMAN, Paulo Cesar BOTOSSO, Nils BOURLAND, Achim BRÄUNING, Roel BRIENEN, Matthew BROOKHOUSE, Supaporn BUAJAN, Brendan M. BUCKLEY, J. Julio CAMARERO, Artemio CARRILLO-PARRA, Gregório CECCANTINI, Librado R. CENTENO-ERGUERA, Julián CERANO-PAREDES, Wirong CHANTHORN, Ya-Jun CHEN, Bruno Barçante Ladvocat CINTRA,, Eladio Heriberto CORNEJO-OVIEDO, Otoniel CORTÉS-CORTÉS, Clayane Matos COSTA, Camille COURALET, Doris Bianca CRISPÍN-DE-LA-CRUZ,, Rosanne D'ARRIGO, Diego A. DAVID, Maaike DE RIDDER, Jorge Ignacio DEL VALLE, Mário DOBNER JR, Jean-Louis DOUCET, Oliver DÜNISCH, Brian J. ENQUIST,, Karin ESEMANN-QUADROS,, Gerardo ESQUIVEL-ARRIAGA, Ze-Xin FAN, Adeline FAYOLLE,, Tatiele Anete Bergamo FENILLI, M. Eugenia FERRERO,, Esther FICHTLER, Patrick M. FINNEGAN, Claudia FONTANA, Kainana S. FRANCISCO, Pei-Li FU, Franklin GALVÃO, Aster GEBREKIRSTOS, Jorge A. GIRALDO, Emanuel GLOOR, Milena GODOY-VEIGA, Daniela GRANATO-SOUZA, Anthony GUERRA, Kristof HANECA, Grant Logan HARLEY, Ingo HEINRICH,, Gerhard HELLE, Bruna HORNINK,, Wannes HUBAU, Janet G. INGA, Mahmuda ISLAM,, Yu-mei JIANG, Mark KAIB, Zakia Hassan KHAMISI, Marcin KOPROWSKI,, Eva LAYME, A. Joshua LEFFLER, Gauthier LIGOT, Claudio Sergio LISI, Neil J. LOADER, Francisco de Almeida LOBO, Giuliano Maselli LOCOSSELLI,, Tomaz LONGHI-SANTOS, Lidio LOPEZ, María I. LÓPEZ-HERNÁNDEZ, José Luís Penetra Cerveira LOUSADA, Rubén D. MANZANEDO,, Amanda K. MARCON, Justin T. MAXWELL, Omar N. MENDOZA-VILLA, Ítallo Romany Nunes MENEZES,, Mulugeta MOKRIA,, Valdinez Ribeiro MONTÓIA, Eddy MOORS,, Miyer MORENO, Miguel Angel MUÑIZ-CASTRO, Cristina NABAIS, Anuttara NATHALANG, Justine NGOMA, Francisco de Carvalho NOGUEIRA JR., Juliano Morales OLIVEIRA,, Gabriela Morais OLMEDO, Daigard Ricardo ORTEGA-RODRIGUEZ, Carmen Eugenia Rodríguez ORTÍZ, Mariana Alves PAGOTTO, Shankar PANTHI, Kathelyn PAREDES-VILLANUEVA,, Gonzalo PÉREZ-DE-LIS, Laura Patricia PONCE CALDERÓN, Leif Armando PORTAL-CAHUANA,, Darwin Alexander PUCHA-COFREP, Nathsuda PUMIJUMNONG, Paulo QUADRI, Jorge Andrés RAMÍREZ, Edilson Jimmy REQUENA-ROJAS, Judith REYES-FLORES, Adauto de Souza RIBEIRO, Iain ROBERTSON, Fidel Alejandro ROIG,, José Guilherme ROQUETTE, Ernesto Alonso RUBIO-CAMACHO, Raúl SÁNCHEZ-SALGUERO, Ute SASS-KLAASSEN,, Jochen SCHÖNGART, Marcelo Callegari SCIPIONI, Paul R. SHEPPARD, Lucas C.R. SILVA, Franziska SLOTTA, Leroy SORIA-DÍAZ, Luciana K.V.S. SOUSA, James H. SPEER, Matthew D. THERRELL, Ginette TICSE-OTAROLA,, Mario TOMAZELLO-FILHO, Max C.A. TORBENSON, Pantana TOR-NGERN,, Ramzi TOUCHAN, Jan VAN DEN BULCKE, Lorenzo VÁZQUEZ-SELEM, Adín H. VELÁZQUEZ-PÉREZ, Alejandro VENEGAS-GONZÁLEZ, Ricardo VILLALBA, Jose VILLANUEVA-DIAZ, Mart VLAM, George VOURLITIS, Christian WEHENKEL, Tommy WILS,, Erika S. ZAVALETA, Eshetu Asfaw ZEWDU, Yong-Jiang ZHANG, Zhe-Kun ZHOU, Flurin BABST. Pantropical tree rings show small effects of drought on growth. Science, in revision.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Fazenda São Pedro
#   Location: Brazil
#   Northernmost_Latitude: -10.005048
#   Southernmost_Latitude: -10.005048
#   Easternmost_Longitude: -37.395754
#   Westernmost_Longitude: -37.395754
#   Elevation_m: 139.0
#--------------------
# Data_Collection
#   Collection_Name: BRA025
#   First_Year: 1983
#   Last_Year: 2015
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Libidibia ferrea (Mart. ex Tul.) L.P.Queiroz
#   Common_Name: Libidibia ferrea
#   Tree_Species_Code: LIFR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LFF18a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LFF18a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LFF18b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LFF18b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LFF20a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LFF20a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LFF20b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LFF20b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LFF21a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LFF21a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LFF21b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LFF21b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LFF22a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LFF22a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LFF22b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LFF22b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LFF23a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LFF23a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LFF23b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LFF23b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LFF24a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LFF24a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LFF18a_raw	LFF18b_raw	LFF20a_raw	LFF20b_raw	LFF21a_raw	LFF21b_raw	LFF22a_raw	LFF22b_raw	LFF23a_raw	LFF23b_raw	LFF24a_raw
1983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.59
1984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.13
1985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.37
1986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.47
1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.45
1988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.56
1989	3.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.73
1990	1.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.97
1991	4.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.06
1992	3.77	3.57	NA	NA	NA	2.79	NA	3.18	NA	NA	5.36
1993	3.17	2.36	NA	NA	NA	2.55	NA	1.16	NA	NA	3.62
1994	4.74	5.88	2.86	NA	6.81	6	NA	4.32	NA	NA	6.47
1995	3.33	3.67	2.22	2.62	4.36	5.22	NA	3.89	NA	NA	3.92
1996	4.34	5.65	2.41	2.91	4.52	5.39	1.8	3.34	NA	NA	4.13
1997	6.89	7.3	3.41	3.88	5.53	6.44	2.17	3.47	NA	3.58	6.01
1998	1.95	3.25	2.69	3.02	2.6	1.75	1.12	1.46	NA	2.74	2.09
1999	6.25	3.71	3	4.3	3.39	2.8	2.36	3.33	4.4	3.09	3.11
2000	2.45	3.32	2.09	1.66	1.3	0.9	1.2	1.12	1.23	1.27	1.75
2001	2.69	3.37	2.31	2.15	3.62	2.85	1.37	1.98	2.39	2.48	3.55
2002	3.92	5.79	4.27	4.42	4.05	4.67	3	3.11	3.13	5.69	7.39
2003	1.47	3.09	3.75	4.2	2.91	2.75	1.48	2.59	1.24	2.78	0.7
2004	3.76	5.87	4.01	4.45	3.34	3.11	2.67	2.94	2.21	4.05	1.32
2005	7.97	8.04	6.83	6.85	6.34	7.04	7.09	6.01	5.92	5.58	6.5
2006	3.64	2.68	2.72	1.62	3.67	5.22	3.34	3.7	3.37	3.11	1.54
2007	7.67	8.23	4.15	4.98	7.08	8	4.79	4.74	6.73	5.76	6.76
2008	4.17	1.62	2.3	2.64	1.72	1.63	4.06	2.56	2.43	2.85	2.15
2009	5.4	5.38	3.66	4.89	4.13	2.95	7.14	5.45	3.96	3.99	7.07
2010	5.11	4.79	3.32	3.92	3.24	2.09	3.76	4.65	3.23	3.81	4.22
2011	3.5	4.04	2.51	2.13	2.18	1.24	3.36	3.49	1.8	3.2	3.63
2012	1.83	0.9	0.85	1.44	0.89	0.89	1.79	1.28	0.9	1.12	1.86
2013	NA	1.97	1.66	2	2.89	2.81	4.37	3.92	3.01	NA	5.79
2014	NA	NA	1.7	0.94	1.36	1.28	2.09	2	1.72	NA	4.05
2015	NA	NA	0.51	0.47	0.6	NA	0.89	0.98	NA	NA	1.07
