# Aragão - Fazenda São Pedro - TAAU - ITRDB BRA030
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/40460
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-40460.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bra030-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bra030.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/bra030.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-01-14
#--------------------
# File_Last_Modified_Date
#   Date: 2025-01-14
#--------------------
# Title
#   Study_Name: Aragão - Fazenda São Pedro - TAAU - ITRDB BRA030
#--------------------
# Investigators
#   Investigators: Aragão, José Roberto Vieira; Lisi, Claudio Sergio
#--------------------
# Description_Notes_and_Keywords
#   Description: Tropical Tree Ring Network SiteID = TAAUR_BRA_02
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Pieter A. ZUIDEMA, Peter GROENENDIJK, Mizanur RAHMAN, Valerie TROUET,, Abrham ABIYU, Rodolfo ACUÑA-SOTO,, Eduardo ADENESKY-FILHO, Raquel ALFARO-SÁNCHEZ,, Claudio Roberto ANHOLETTO JUNIOR, José Roberto Vieira ARAGÃO, Gabriel ASSIS-PEREIRA,, Claudia C. ASTUDILLO-SÁNCHEZ, Ana Carolina BARBOSA, Giovanna BATTIPAGLIA, Hans BEECKMAN, Paulo Cesar BOTOSSO, Nils BOURLAND, Achim BRÄUNING, Roel BRIENEN, Matthew BROOKHOUSE, Supaporn BUAJAN, Brendan M. BUCKLEY, J. Julio CAMARERO, Artemio CARRILLO-PARRA, Gregório CECCANTINI, Librado R. CENTENO-ERGUERA, Julián CERANO-PAREDES, Wirong CHANTHORN, Ya-Jun CHEN, Bruno Barçante Ladvocat CINTRA,, Eladio Heriberto CORNEJO-OVIEDO, Otoniel CORTÉS-CORTÉS, Clayane Matos COSTA, Camille COURALET, Doris Bianca CRISPÍN-DE-LA-CRUZ,, Rosanne D'ARRIGO, Diego A. DAVID, Maaike DE RIDDER, Jorge Ignacio DEL VALLE, Mário DOBNER JR, Jean-Louis DOUCET, Oliver DÜNISCH, Brian J. ENQUIST,, Karin ESEMANN-QUADROS,, Gerardo ESQUIVEL-ARRIAGA, Ze-Xin FAN, Adeline FAYOLLE,, Tatiele Anete Bergamo FENILLI, M. Eugenia FERRERO,, Esther FICHTLER, Patrick M. FINNEGAN, Claudia FONTANA, Kainana S. FRANCISCO, Pei-Li FU, Franklin GALVÃO, Aster GEBREKIRSTOS, Jorge A. GIRALDO, Emanuel GLOOR, Milena GODOY-VEIGA, Daniela GRANATO-SOUZA, Anthony GUERRA, Kristof HANECA, Grant Logan HARLEY, Ingo HEINRICH,, Gerhard HELLE, Bruna HORNINK,, Wannes HUBAU, Janet G. INGA, Mahmuda ISLAM,, Yu-mei JIANG, Mark KAIB, Zakia Hassan KHAMISI, Marcin KOPROWSKI,, Eva LAYME, A. Joshua LEFFLER, Gauthier LIGOT, Claudio Sergio LISI, Neil J. LOADER, Francisco de Almeida LOBO, Giuliano Maselli LOCOSSELLI,, Tomaz LONGHI-SANTOS, Lidio LOPEZ, María I. LÓPEZ-HERNÁNDEZ, José Luís Penetra Cerveira LOUSADA, Rubén D. MANZANEDO,, Amanda K. MARCON, Justin T. MAXWELL, Omar N. MENDOZA-VILLA, Ítallo Romany Nunes MENEZES,, Mulugeta MOKRIA,, Valdinez Ribeiro MONTÓIA, Eddy MOORS,, Miyer MORENO, Miguel Angel MUÑIZ-CASTRO, Cristina NABAIS, Anuttara NATHALANG, Justine NGOMA, Francisco de Carvalho NOGUEIRA JR., Juliano Morales OLIVEIRA,, Gabriela Morais OLMEDO, Daigard Ricardo ORTEGA-RODRIGUEZ, Carmen Eugenia Rodríguez ORTÍZ, Mariana Alves PAGOTTO, Shankar PANTHI, Kathelyn PAREDES-VILLANUEVA,, Gonzalo PÉREZ-DE-LIS, Laura Patricia PONCE CALDERÓN, Leif Armando PORTAL-CAHUANA,, Darwin Alexander PUCHA-COFREP, Nathsuda PUMIJUMNONG, Paulo QUADRI, Jorge Andrés RAMÍREZ, Edilson Jimmy REQUENA-ROJAS, Judith REYES-FLORES, Adauto de Souza RIBEIRO, Iain ROBERTSON, Fidel Alejandro ROIG,, José Guilherme ROQUETTE, Ernesto Alonso RUBIO-CAMACHO, Raúl SÁNCHEZ-SALGUERO, Ute SASS-KLAASSEN,, Jochen SCHÖNGART, Marcelo Callegari SCIPIONI, Paul R. SHEPPARD, Lucas C.R. SILVA, Franziska SLOTTA, Leroy SORIA-DÍAZ, Luciana K.V.S. SOUSA, James H. SPEER, Matthew D. THERRELL, Ginette TICSE-OTAROLA,, Mario TOMAZELLO-FILHO, Max C.A. TORBENSON, Pantana TOR-NGERN,, Ramzi TOUCHAN, Jan VAN DEN BULCKE, Lorenzo VÁZQUEZ-SELEM, Adín H. VELÁZQUEZ-PÉREZ, Alejandro VENEGAS-GONZÁLEZ, Ricardo VILLALBA, Jose VILLANUEVA-DIAZ, Mart VLAM, George VOURLITIS, Christian WEHENKEL, Tommy WILS,, Erika S. ZAVALETA, Eshetu Asfaw ZEWDU, Yong-Jiang ZHANG, Zhe-Kun ZHOU, Flurin BABST. Pantropical tree rings show small effects of drought on growth. Science, in revision.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Fazenda São Pedro
#   Location: Brazil
#   Northernmost_Latitude: -10.005048
#   Southernmost_Latitude: -10.005048
#   Easternmost_Longitude: -37.395754
#   Westernmost_Longitude: -37.395754
#   Elevation_m: 190.0
#--------------------
# Data_Collection
#   Collection_Name: BRA030
#   First_Year: 1965
#   Last_Year: 2015
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Tabebuia aurea (Silva Manso) Benth. & Hook.f. ex S.Moore
#   Common_Name: Tabebuia aurea
#   Tree_Species_Code: TAAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TAF09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAF09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAF09b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAF09b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAF13b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAF13b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAF14a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAF14a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAF14b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAF14b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAF15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAF15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAF15b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAF15b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAF16a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAF16a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAF16b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAF16b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAF17a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAF17a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAF17b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAF17b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TAF09a_raw	TAF09b_raw	TAF13b_raw	TAF14a_raw	TAF14b_raw	TAF15a_raw	TAF15b_raw	TAF16a_raw	TAF16b_raw	TAF17a_raw	TAF17b_raw
1965	NA	NA	NA	3.25	NA	NA	NA	NA	NA	0.93	1.79
1966	NA	NA	1.76	5.11	NA	NA	NA	NA	NA	3.66	2.93
1967	3.9	NA	2.75	4.65	5.94	NA	NA	NA	NA	1	2.05
1968	3	NA	0.68	4.56	3.73	NA	NA	NA	NA	0.68	1.21
1969	7.15	NA	5.13	5.87	6.34	NA	NA	NA	NA	4.12	6.53
1970	1.62	NA	1.56	3.46	3.56	NA	NA	NA	NA	1.69	1.66
1971	2.56	NA	4.24	5.69	5.2	NA	NA	NA	NA	1.8	2
1972	4.15	2.36	5.72	6.04	6.27	NA	NA	NA	NA	2.67	2.76
1973	1.64	1.59	3.86	2.05	3.19	NA	NA	NA	NA	0.96	2.24
1974	3.96	3.21	5.89	7.14	5.31	NA	NA	NA	NA	2.66	4.02
1975	4.98	4.04	6.39	8.33	6.43	3.16	NA	NA	NA	2.84	4.63
1976	1.85	1.35	1.8	2	0.72	0.9	NA	1.37	NA	1.43	1.32
1977	3.11	2.92	6.68	4.19	4.4	5.41	4.76	3.35	4.8	3.26	3.39
1978	2.73	2.75	3.67	2.49	3.8	4.85	4.26	2.55	3.55	3.11	2.77
1979	1.88	2.72	2.05	1.38	1.92	1.1	1.12	2.38	2.62	3.08	1.83
1980	5.28	4.69	3.48	3.19	2.46	1.94	2.02	2.92	4.44	3.17	2.2
1981	2.77	3.24	3.18	3.11	2.16	1.69	1.82	2.41	3.71	3.61	2.14
1982	2.62	3.19	3.06	2.09	2.12	1.37	3	2.33	3.15	1.55	1.91
1983	0.94	2.1	2.51	1.47	1.73	1.15	1.78	1.82	2.2	1.19	0.96
1984	1.98	3.1	4.48	5.88	4.64	3.85	2.24	3.91	6.78	3.4	5.26
1985	1.85	1.82	3.88	4.98	2.46	1.87	1.85	2.57	2.31	3.19	2.77
1986	5.04	2.99	5.3	7.23	4.76	7.69	6.62	4.06	7.69	5.96	5.02
1987	2.39	2.1	1.45	3.3	3.29	2.47	1.82	1.88	2.53	2.49	2.72
1988	3.26	5.13	5.95	5.73	4.49	8.57	3.27	2.28	5.82	4.5	3.68
1989	5.51	8	6.5	5.84	6.94	8.74	4.98	4.33	7.18	3.89	4.62
1990	1.71	1.79	3.75	2.3	3.82	1.85	2.6	1.59	2.84	3.81	2.64
1991	5.87	2.01	5.83	3.77	4.75	5.43	3.92	3.7	9.74	4.57	5.73
1992	3.35	3.4	5.49	3.28	4.89	4.56	2.64	4.07	6.86	3.06	5.04
1993	2	1.01	1.15	2.03	1.4	1.73	2.04	1.91	1.29	1.97	2.09
1994	3.63	2.26	4.82	3.74	3.02	6.25	4.6	3.89	4.16	5.03	3.26
1995	1.69	1.07	3.01	2.63	2.11	2.6	1.72	2.85	2.67	1.25	2.58
1996	1.84	1.13	3.35	3.11	2.24	3.11	1.87	3.64	2.71	1.92	2.38
1997	2.8	3.29	4.77	4.64	3.47	4.53	3.47	4.7	4.48	4.65	3.45
1998	0.75	1.52	1.52	1.92	1.72	2.56	1.81	1.89	1.16	1	1.94
1999	3.69	2.6	3.3	3	3.71	4.09	3.86	3.14	1.57	2.25	3.09
2000	1.39	1.49	0.76	2.2	2.6	0.94	NA	2.22	1.07	1.84	1.89
2001	2.94	2.9	2.11	2.55	2.75	1.36	NA	3.61	1.56	2.78	4.7
2002	4.29	3.55	2.3	5.64	4.41	2.91	NA	4.67	3.86	3.24	3.73
2003	2.82	0.96	1.85	1.8	1.24	2.3	NA	1.22	1.26	2.96	2.11
2004	3.39	1.89	2.55	3.76	3.09	4.49	NA	2.91	3.17	3.73	4.29
2005	6.11	5.29	6.24	7.66	6.23	7.77	NA	5.04	7.67	5.15	5.51
2006	2.68	2.88	2.84	3.38	1.86	1.53	NA	1.19	1.61	3.94	4
2007	4.98	3.59	3.81	5.04	4.62	5.02	NA	4.67	6.91	5.47	4.77
2008	2.23	2.29	2.17	2.07	1.43	2.81	NA	1.02	1.58	2.16	1.43
2009	3.17	3.93	4.11	3.87	2.65	3.62	NA	3.22	2.78	3.52	3.21
2010	2.89	2.75	2.89	2.62	2.03	3.13	NA	3.05	2.05	1.89	2.66
2011	1	1.34	2.26	NA	1.33	2.45	NA	2.79	1.96	1.8	2.21
2012	0.81	1.29	1.23	NA	0.75	2.2	NA	0.92	1.81	1.24	1.26
2013	2.75	2.49	2.06	NA	2.36	4.36	NA	2.96	3.75	2.63	2
2014	2.61	1.16	1.06	NA	2.21	1.51	NA	2.67	2.45	1.91	1.38
2015	1.11	0.82	0.47	NA	1.35	NA	NA	1.09	1.4	0.97	0.83
