# Scipioni - Curitibanos - ARAN - ITRDB BRA036
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/40466
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-40466.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bra036-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bra036.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/bra036.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-01-14
#--------------------
# File_Last_Modified_Date
#   Date: 2025-01-14
#--------------------
# Title
#   Study_Name: Scipioni - Curitibanos - ARAN - ITRDB BRA036
#--------------------
# Investigators
#   Investigators: Scipioni, Marcelo Callegari; Fontana, Claudia
#--------------------
# Description_Notes_and_Keywords
#   Description: Tropical Tree Ring Network SiteID = ARANG_BRA_02
#--------------------
# Publication
#   Authors: Scipioni, Marcelo Callegari; Claudia Fontana; Juliano Morales Oliveira; Luiz Santini Junior; Fidel A. Roig; Mario Tomazello-Filho
#   Published_Date_or_Year: 2021
#   Published_Title: Effects of cold conditions on the growth rates of a subtropical conifer
#   Journal_Name: Dendrochronologia
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.dendro.2021.125858
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Pieter A. ZUIDEMA, Peter GROENENDIJK, Mizanur RAHMAN, Valerie TROUET,, Abrham ABIYU, Rodolfo ACUÑA-SOTO,, Eduardo ADENESKY-FILHO, Raquel ALFARO-SÁNCHEZ,, Claudio Roberto ANHOLETTO JUNIOR, José Roberto Vieira ARAGÃO, Gabriel ASSIS-PEREIRA,, Claudia C. ASTUDILLO-SÁNCHEZ, Ana Carolina BARBOSA, Giovanna BATTIPAGLIA, Hans BEECKMAN, Paulo Cesar BOTOSSO, Nils BOURLAND, Achim BRÄUNING, Roel BRIENEN, Matthew BROOKHOUSE, Supaporn BUAJAN, Brendan M. BUCKLEY, J. Julio CAMARERO, Artemio CARRILLO-PARRA, Gregório CECCANTINI, Librado R. CENTENO-ERGUERA, Julián CERANO-PAREDES, Wirong CHANTHORN, Ya-Jun CHEN, Bruno Barçante Ladvocat CINTRA,, Eladio Heriberto CORNEJO-OVIEDO, Otoniel CORTÉS-CORTÉS, Clayane Matos COSTA, Camille COURALET, Doris Bianca CRISPÍN-DE-LA-CRUZ,, Rosanne D'ARRIGO, Diego A. DAVID, Maaike DE RIDDER, Jorge Ignacio DEL VALLE, Mário DOBNER JR, Jean-Louis DOUCET, Oliver DÜNISCH, Brian J. ENQUIST,, Karin ESEMANN-QUADROS,, Gerardo ESQUIVEL-ARRIAGA, Ze-Xin FAN, Adeline FAYOLLE,, Tatiele Anete Bergamo FENILLI, M. Eugenia FERRERO,, Esther FICHTLER, Patrick M. FINNEGAN, Claudia FONTANA, Kainana S. FRANCISCO, Pei-Li FU, Franklin GALVÃO, Aster GEBREKIRSTOS, Jorge A. GIRALDO, Emanuel GLOOR, Milena GODOY-VEIGA, Daniela GRANATO-SOUZA, Anthony GUERRA, Kristof HANECA, Grant Logan HARLEY, Ingo HEINRICH,, Gerhard HELLE, Bruna HORNINK,, Wannes HUBAU, Janet G. INGA, Mahmuda ISLAM,, Yu-mei JIANG, Mark KAIB, Zakia Hassan KHAMISI, Marcin KOPROWSKI,, Eva LAYME, A. Joshua LEFFLER, Gauthier LIGOT, Claudio Sergio LISI, Neil J. LOADER, Francisco de Almeida LOBO, Giuliano Maselli LOCOSSELLI,, Tomaz LONGHI-SANTOS, Lidio LOPEZ, María I. LÓPEZ-HERNÁNDEZ, José Luís Penetra Cerveira LOUSADA, Rubén D. MANZANEDO,, Amanda K. MARCON, Justin T. MAXWELL, Omar N. MENDOZA-VILLA, Ítallo Romany Nunes MENEZES,, Mulugeta MOKRIA,, Valdinez Ribeiro MONTÓIA, Eddy MOORS,, Miyer MORENO, Miguel Angel MUÑIZ-CASTRO, Cristina NABAIS, Anuttara NATHALANG, Justine NGOMA, Francisco de Carvalho NOGUEIRA JR., Juliano Morales OLIVEIRA,, Gabriela Morais OLMEDO, Daigard Ricardo ORTEGA-RODRIGUEZ, Carmen Eugenia Rodríguez ORTÍZ, Mariana Alves PAGOTTO, Shankar PANTHI, Kathelyn PAREDES-VILLANUEVA,, Gonzalo PÉREZ-DE-LIS, Laura Patricia PONCE CALDERÓN, Leif Armando PORTAL-CAHUANA,, Darwin Alexander PUCHA-COFREP, Nathsuda PUMIJUMNONG, Paulo QUADRI, Jorge Andrés RAMÍREZ, Edilson Jimmy REQUENA-ROJAS, Judith REYES-FLORES, Adauto de Souza RIBEIRO, Iain ROBERTSON, Fidel Alejandro ROIG,, José Guilherme ROQUETTE, Ernesto Alonso RUBIO-CAMACHO, Raúl SÁNCHEZ-SALGUERO, Ute SASS-KLAASSEN,, Jochen SCHÖNGART, Marcelo Callegari SCIPIONI, Paul R. SHEPPARD, Lucas C.R. SILVA, Franziska SLOTTA, Leroy SORIA-DÍAZ, Luciana K.V.S. SOUSA, James H. SPEER, Matthew D. THERRELL, Ginette TICSE-OTAROLA,, Mario TOMAZELLO-FILHO, Max C.A. TORBENSON, Pantana TOR-NGERN,, Ramzi TOUCHAN, Jan VAN DEN BULCKE, Lorenzo VÁZQUEZ-SELEM, Adín H. VELÁZQUEZ-PÉREZ, Alejandro VENEGAS-GONZÁLEZ, Ricardo VILLALBA, Jose VILLANUEVA-DIAZ, Mart VLAM, George VOURLITIS, Christian WEHENKEL, Tommy WILS,, Erika S. ZAVALETA, Eshetu Asfaw ZEWDU, Yong-Jiang ZHANG, Zhe-Kun ZHOU, Flurin BABST. Pantropical tree rings show small effects of drought on growth. Science, in revision.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Curitibanos
#   Location: Brazil
#   Northernmost_Latitude: -27.288664
#   Southernmost_Latitude: -27.288664
#   Easternmost_Longitude: -50.531725
#   Westernmost_Longitude: -50.531725
#   Elevation_m: 1100.0
#--------------------
# Data_Collection
#   Collection_Name: BRA036
#   First_Year: 1947
#   Last_Year: 2017
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Araucaria angustifolia (Bertol.) Kuntze
#   Common_Name: Parana araucaria
#   Tree_Species_Code: ARAN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CB03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CB03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CB08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CB08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CB09a0_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CB09a0; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CB11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CB11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CB17A0_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CB17A0; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CB19A0_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CB19A0; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CB20a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CB20a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CB23b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CB23b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CB24a0_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CB24a0; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CB27A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CB27A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CB25B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CB25B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CB29A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CB29A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CB32A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CB32A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CB03a_raw	CB08B_raw	CB09a0_raw	CB11B_raw	CB17A0_raw	CB19A0_raw	CB20a_raw	CB23b_raw	CB24a0_raw	CB27A_raw	CB25B_raw	CB29A_raw	CB32A_raw
1947	NA	2.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1948	NA	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1949	NA	1.45	2.73	NA	NA	NA	NA	NA	NA	NA	2.11	NA	NA
1950	NA	1.93	3.01	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA
1951	NA	2.12	3.57	NA	NA	NA	NA	NA	NA	NA	1.33	NA	NA
1952	NA	1.72	3.79	NA	NA	NA	NA	NA	NA	NA	1.03	NA	NA
1953	NA	1.78	4.07	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA
1954	NA	1.61	4.77	NA	NA	NA	NA	NA	1.44	NA	1.06	NA	NA
1955	NA	1.99	4.8	NA	NA	NA	NA	NA	1.25	NA	0.71	NA	NA
1956	NA	1.7	3.49	NA	NA	NA	NA	NA	1.69	NA	1.38	NA	NA
1957	NA	1.89	3.21	NA	NA	NA	1.07	NA	3.17	NA	1.13	NA	NA
1958	NA	1.08	2.07	NA	NA	NA	0.45	NA	1.63	NA	0.39	NA	NA
1959	NA	1.25	2.42	NA	NA	NA	1.62	NA	1.57	NA	2.13	NA	NA
1960	NA	1.71	3.25	NA	4.36	NA	1.97	NA	1.58	NA	1.33	NA	1.62
1961	NA	0.98	2.77	8.06	4.03	NA	1.83	NA	1.32	NA	0.91	NA	2.52
1962	NA	0.84	4.04	9.07	4.11	NA	1.5	NA	2.23	NA	1.7	NA	4.3
1963	NA	0.7	3.61	10.66	3.58	NA	1.41	NA	1.32	NA	0.97	NA	3.57
1964	NA	0.53	3.5	9.34	2.66	NA	2.13	NA	1.14	NA	0.88	NA	2.93
1965	NA	0.36	3.56	7.64	2.77	NA	2.85	NA	0.81	NA	1.07	NA	2.97
1966	NA	0.66	3.52	6.18	2.33	NA	2.19	NA	1.34	NA	0.54	NA	1.47
1967	NA	1.19	4.1	5.78	2.48	NA	1.78	NA	2.12	NA	0.65	NA	1.83
1968	NA	1.16	3.17	4.7	1.37	NA	1.27	NA	0.69	NA	0.94	NA	2.14
1969	NA	2.16	3.4	3.29	1.3	4.86	1.21	NA	1.72	NA	0.63	NA	1.8
1970	NA	3.71	3.71	3.03	3.39	5.51	1.28	NA	2.47	NA	1.36	NA	1.78
1971	NA	3.87	2.45	0.4	2.95	4.75	0.77	NA	2.07	NA	0.64	NA	0.81
1972	NA	7.05	4.33	3.13	5.19	5.66	0.79	NA	4	NA	0.85	NA	3.33
1973	NA	4.51	4.28	3.66	4.26	5.72	0.86	NA	4.21	NA	0.88	NA	1.82
1974	NA	3.56	3.78	2.82	2.94	5.94	0.3	NA	4.23	NA	0.55	NA	1.61
1975	NA	4.28	3.71	3.21	2.74	5.74	1.04	NA	4.31	NA	1.31	NA	1.67
1976	NA	3.58	2.44	2.88	2.14	5.53	1.02	NA	4.72	NA	0.55	NA	1.4
1977	NA	5.21	2.16	2.69	2.21	6.04	1.08	NA	4.46	NA	1.02	NA	2.24
1978	NA	4.69	2.06	1.75	2.2	5.25	0.81	NA	3.82	NA	1.06	NA	1.12
1979	NA	4.12	1.89	1.58	1.21	4.03	0.57	4.48	3.14	NA	0.68	NA	0.78
1980	NA	3.68	2.73	4.18	2.29	4.67	1.43	6.1	2.79	NA	1.06	NA	0.93
1981	5.76	3.73	1.79	3.24	3.75	4.04	0.49	7.56	3.04	NA	0.51	NA	0.89
1982	6.51	4.38	2.23	2.63	4.15	3.94	0.26	6.82	3.11	NA	0.34	NA	1.63
1983	8.27	5.31	3.69	2.53	3.7	3.07	0.55	9.51	4.29	NA	0.87	NA	2.63
1984	7.41	4.13	3.6	2.14	4.51	2.63	0.68	7.83	3.67	NA	1.16	NA	1.74
1985	6.61	3.26	2.6	2.02	2.3	2.3	0.6	5.92	2.96	NA	0.49	NA	1.21
1986	4.97	3.24	2.27	2.1	1.13	1.05	0.64	4.79	3.3	NA	0.59	NA	2.29
1987	6.95	3.13	2.24	3.48	1.66	1.35	0.61	3.9	3.49	NA	0.34	3.34	2.16
1988	6.09	4.21	2.27	2.75	1.9	2.09	1.32	3.47	3.86	NA	0.59	2.98	2.77
1989	5.09	3.92	1.6	2.02	1.37	0.72	1.13	2.79	3.49	NA	0.83	3.9	1.52
1990	6.51	5.75	1.91	1.81	2.3	1.23	1.25	3.24	4.1	3.72	1.09	3.43	1.5
1991	6.04	6.15	1.42	1.52	2.38	0.64	0.9	1.93	3.05	4.2	0.91	3.47	1.08
1992	6.45	5.77	1.28	0.99	2.16	0.55	0.56	2.34	2.91	5.27	0.47	2.48	1.97
1993	6.03	6.05	2.33	2.02	2.33	2.79	1.02	3.32	3.03	6.79	1.14	4.67	4.82
1994	5.78	6.4	3.41	3.05	2.77	3.67	2.04	2.95	3.94	7.98	1.93	4.95	5.25
1995	4.09	5.3	2.53	2.5	2.41	0.58	1	1.61	5.19	6.76	1.84	5.05	4.78
1996	4.13	3.77	2.82	2.09	2.59	3.39	1.15	1.88	5.77	6.87	2.72	5.21	3.84
1997	2.42	2.8	2.04	1.04	2.11	3.17	1.4	1.42	3.91	6.82	2.01	2.96	2.79
1998	1.08	4.16	1.41	0.51	2.56	4.56	0.51	2.04	3.93	6.91	0.38	2.38	2.56
1999	2.51	4.09	1.68	0.4	2.51	3.78	1.13	2.14	4.43	8.49	0.7	3.58	2.14
2000	2.69	4.34	1.84	0.83	2.51	1.71	1.8	2.69	3.97	8.22	1.59	3.2	1.74
2001	1.04	3.2	1	1.18	1.97	0.49	0.43	1.8	2.61	6.4	0.66	2.3	1.27
2002	1.21	3.92	1.55	1.07	2.84	1.88	1.61	1.88	2.72	7.5	1.91	2.66	1.78
2003	1.59	5.02	1.99	1.64	3.04	1.8	2.59	1.36	3.06	5.41	2.75	2.04	1.8
2004	2.07	5.06	2.18	1.92	4.2	3.92	1.44	1.94	2.96	6.07	2.78	2.98	1.7
2005	3.07	4.43	2.33	1.61	4.06	3.76	1.23	2.2	2.48	6.12	1.97	2.21	1.83
2006	1.63	2.31	1.74	1.57	2.9	4.14	1.44	1.78	1.29	3.16	1.16	2.16	1.21
2007	0.91	2.11	1.6	1.84	3.96	3.77	1.38	2.75	1.27	2.92	1.82	2.08	0.94
2008	1.31	2.12	1.53	2.46	5.28	1.11	2.48	2.66	1.93	4.37	1.06	2.9	1.17
2009	1.97	2.25	1.51	2.82	4.24	0.36	2.67	1.83	2.03	4.03	0.76	2.07	1.04
2010	0.95	1.11	1.09	NA	3.09	0.25	1.64	0.81	0.83	2.06	0.76	1.37	0.42
2011	0.7	0.87	1.21	NA	1.84	1.5	1.84	1.09	1.08	1.52	0.81	0.72	0.45
2012	0.74	1.44	1.47	NA	1.93	1.31	1.23	1.18	2.1	1.77	0.95	1.08	0.51
2013	0.83	1.62	1.95	NA	2.39	2.88	1.12	1.05	2.16	1.47	3.64	1.18	0.77
2014	0.74	1.02	2.02	NA	1.99	1.45	0.76	0.49	2.11	1.38	2.14	0.69	0.81
2015	0.79	2.19	2.43	NA	2.65	NA	1.82	1.86	2.82	2.08	1.44	1.65	0.92
2016	0.64	2.65	3.25	NA	3.13	NA	2.22	2.84	4.16	3.53	2.65	1.18	1.31
2017	0.83	2.86	3.2	NA	2.69	NA	0.89	2.12	3.46	3.44	3.13	1.16	1.76
