# Ferrero - Pampichuela - PAM - JGAU - ITRDB ARG159
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41123
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41123.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arg159-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arg159.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arg159.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-03-20
#--------------------
# File_Last_Modified_Date
#   Date: 2025-03-20
#--------------------
# Title
#   Study_Name: Ferrero - Pampichuela - PAM - JGAU - ITRDB ARG159
#--------------------
# Investigators
#   Investigators: Ferrero, M.E.; Villalba, R.
#--------------------
# Description_Notes_and_Keywords
#   Description: Tropical Tree Ring Network SiteID = JUAUS_ARG_10
#--------------------
# Publication
#   Authors: Ferrero, María Eugenia; Ricardo Villalba; Mónica De Membiela; Lidia Ferri Hidalgo; Brian Henry Luckman
#   Published_Date_or_Year: 2015
#   Published_Title: Tree-ring based reconstruction of Río Bermejo streamflow in subtropical South America
#   Journal_Name: Journal of Hydrology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.jhydrol.2015.04.004
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Pieter A. ZUIDEMA, Peter GROENENDIJK, Mizanur RAHMAN, Valerie TROUET,, Abrham ABIYU, Rodolfo ACUÑA-SOTO,, Eduardo ADENESKY-FILHO, Raquel ALFARO-SÁNCHEZ,, Claudio Roberto ANHOLETTO JUNIOR, José Roberto Vieira ARAGÃO, Gabriel ASSIS-PEREIRA,, Claudia C. ASTUDILLO-SÁNCHEZ, Ana Carolina BARBOSA, Giovanna BATTIPAGLIA, Hans BEECKMAN, Paulo Cesar BOTOSSO, Nils BOURLAND, Achim BRÄUNING, Roel BRIENEN, Matthew BROOKHOUSE, Supaporn BUAJAN, Brendan M. BUCKLEY, J. Julio CAMARERO, Artemio CARRILLO-PARRA, Gregório CECCANTINI, Librado R. CENTENO-ERGUERA, Julián CERANO-PAREDES, Wirong CHANTHORN, Ya-Jun CHEN, Bruno Barçante Ladvocat CINTRA,, Eladio Heriberto CORNEJO-OVIEDO, Otoniel CORTÉS-CORTÉS, Clayane Matos COSTA, Camille COURALET, Doris Bianca CRISPÍN-DE-LA-CRUZ,, Rosanne D'ARRIGO, Diego A. DAVID, Maaike DE RIDDER, Jorge Ignacio DEL VALLE, Mário DOBNER JR, Jean-Louis DOUCET, Oliver DÜNISCH, Brian J. ENQUIST,, Karin ESEMANN-QUADROS,, Gerardo ESQUIVEL-ARRIAGA, Ze-Xin FAN, Adeline FAYOLLE,, Tatiele Anete Bergamo FENILLI, M. Eugenia FERRERO,, Esther FICHTLER, Patrick M. FINNEGAN, Claudia FONTANA, Kainana S. FRANCISCO, Pei-Li FU, Franklin GALVÃO, Aster GEBREKIRSTOS, Jorge A. GIRALDO, Emanuel GLOOR, Milena GODOY-VEIGA, Daniela GRANATO-SOUZA, Anthony GUERRA, Kristof HANECA, Grant Logan HARLEY, Ingo HEINRICH,, Gerhard HELLE, Bruna HORNINK,, Wannes HUBAU, Janet G. INGA, Mahmuda ISLAM,, Yu-mei JIANG, Mark KAIB, Zakia Hassan KHAMISI, Marcin KOPROWSKI,, Eva LAYME, A. Joshua LEFFLER, Gauthier LIGOT, Claudio Sergio LISI, Neil J. LOADER, Francisco de Almeida LOBO, Giuliano Maselli LOCOSSELLI,, Tomaz LONGHI-SANTOS, Lidio LOPEZ, María I. LÓPEZ-HERNÁNDEZ, José Luís Penetra Cerveira LOUSADA, Rubén D. MANZANEDO,, Amanda K. MARCON, Justin T. MAXWELL, Omar N. MENDOZA-VILLA, Ítallo Romany Nunes MENEZES,, Mulugeta MOKRIA,, Valdinez Ribeiro MONTÓIA, Eddy MOORS,, Miyer MORENO, Miguel Angel MUÑIZ-CASTRO, Cristina NABAIS, Anuttara NATHALANG, Justine NGOMA, Francisco de Carvalho NOGUEIRA JR., Juliano Morales OLIVEIRA,, Gabriela Morais OLMEDO, Daigard Ricardo ORTEGA-RODRIGUEZ, Carmen Eugenia Rodríguez ORTÍZ, Mariana Alves PAGOTTO, Shankar PANTHI, Kathelyn PAREDES-VILLANUEVA,, Gonzalo PÉREZ-DE-LIS, Laura Patricia PONCE CALDERÓN, Leif Armando PORTAL-CAHUANA,, Darwin Alexander PUCHA-COFREP, Nathsuda PUMIJUMNONG, Paulo QUADRI, Jorge Andrés RAMÍREZ, Edilson Jimmy REQUENA-ROJAS, Judith REYES-FLORES, Adauto de Souza RIBEIRO, Iain ROBERTSON, Fidel Alejandro ROIG,, José Guilherme ROQUETTE, Ernesto Alonso RUBIO-CAMACHO, Raúl SÁNCHEZ-SALGUERO, Ute SASS-KLAASSEN,, Jochen SCHÖNGART, Marcelo Callegari SCIPIONI, Paul R. SHEPPARD, Lucas C.R. SILVA, Franziska SLOTTA, Leroy SORIA-DÍAZ, Luciana K.V.S. SOUSA, James H. SPEER, Matthew D. THERRELL, Ginette TICSE-OTAROLA,, Mario TOMAZELLO-FILHO, Max C.A. TORBENSON, Pantana TOR-NGERN,, Ramzi TOUCHAN, Jan VAN DEN BULCKE, Lorenzo VÁZQUEZ-SELEM, Adín H. VELÁZQUEZ-PÉREZ, Alejandro VENEGAS-GONZÁLEZ, Ricardo VILLALBA, Jose VILLANUEVA-DIAZ, Mart VLAM, George VOURLITIS, Christian WEHENKEL, Tommy WILS,, Erika S. ZAVALETA, Eshetu Asfaw ZEWDU, Yong-Jiang ZHANG, Zhe-Kun ZHOU, Flurin BABST. Pantropical tree rings show small effects of drought on growth. Science, in revision.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Pampichuela - PAM
#   Location: Argentina
#   Northernmost_Latitude: -23.53333333
#   Southernmost_Latitude: -23.53333333
#   Easternmost_Longitude: -65.01666667
#   Westernmost_Longitude: -65.01666667
#   Elevation_m: 1843
#--------------------
# Data_Collection
#   Collection_Name: ARG159
#   First_Year: 1930
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Juglans australis Griseb.
#   Common_Name: Argentine walnut
#   Tree_Species_Code: JGAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## pam08b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pam08b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pam08c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pam08c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pam13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pam13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pam15b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pam15b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pam16b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pam16b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pam32a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pam32a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	pam08b_raw	pam08c_raw	pam13a_raw	pam15b_raw	pam16b_raw	pam32a_raw
1930	1.92	0.98	2.98	1.96	0.8	3.77
1931	3.02	2.32	5.1	1.5	1.23	5.63
1932	0.99	0.94	2.87	0.7	0.83	4.32
1933	0.94	0.69	1.23	0.49	0.71	3.58
1934	1.2	0.82	1.14	0.91	1.06	2.93
1935	1.56	1.66	2.51	0.75	1.8	2.9
1936	0.1	0.11	0.67	0.18	0.38	1.05
1937	0.16	0.11	0.45	0.16	0.24	0.35
1938	0.64	0.54	1.32	0.56	0.76	3.1
1939	1.1	0.91	2.32	0.78	0.81	2.72
1940	0.66	0.35	0.77	0.2	0.5	1.79
1941	1.6	1.02	0.18	0.33	0.37	2.4
1942	0.44	0.34	1.01	0.96	1.06	4.02
1943	0.09	0.2	5.24	0.17	1.49	6.34
1944	0.68	0.61	2.22	0.12	1.26	2.74
1945	2.38	2.35	1.01	0.14	1.14	1.93
1946	0.5	0.51	1.21	0	0.89	2.76
1947	2.23	2.25	2.16	0.83	0.24	3.05
1948	1.11	1.4	1.09	0.07	1.17	1.15
1949	1.76	1.47	5.36	0.83	0.75	3.36
1950	1.67	0.95	3.77	0.12	1.63	2.4
1951	0.8	0.48	3.51	0.24	1.35	2.91
1952	0.53	0.37	2.82	0.96	1.09	4.12
1953	0.4	0.27	4.12	0.64	0.58	1.32
1954	0.76	0.55	3.08	0.1	0.73	1.89
1955	0.25	0.26	2.2	0.27	0.31	1.64
1956	0.66	0.5	2.49	0.69	0.46	2.32
1957	1.33	0.78	0.41	0.91	0.89	3.07
1958	1.56	1	0.21	0.23	0.32	3.92
1959	0.89	0.51	0.44	1.06	0.12	2.12
1960	1.21	1.62	0.23	1.19	0.48	2.57
1961	1.42	0.92	0.3	0.94	0.2	1.59
1962	1.17	1.01	0.57	0.63	0.87	2.53
1963	0.57	0.51	1.58	0.7	0.6	1.38
1964	0.21	0.34	1.98	0.85	0.43	1.28
1965	0.08	0.43	1.82	0.59	0.34	1.1
1966	0.38	0.13	1.44	0.69	0.16	0.36
1967	1.29	1.93	0.72	0.08	0.3	1.09
1968	0.54	0.84	0.7	1	0.59	2.02
1969	0.56	0.38	0.28	0.37	0.53	1.68
1970	0.6	0.74	0.46	0.28	0.06	0.31
1971	0.97	1.24	0.45	0.39	0.29	1.03
1972	1.14	0.57	1.19	0.52	0.66	0.93
1973	1.03	0.26	0.36	0.4	0.11	1.08
1974	2.06	0.64	0.51	0.85	0.23	0.76
1975	2.04	0.58	0.83	1.06	0.78	1.46
1976	1.6	0.93	0.83	1.3	0.31	1.57
1977	0.93	0.64	1.05	1.04	0.22	1.17
1978	0.82	0.29	1.36	1.52	0.43	1.49
1979	0.35	0.28	0.79	0.43	0.17	1.06
1980	0.4	0.26	0.33	0.52	0.2	0.99
1981	0.72	0.15	0.49	0.54	0.16	0.66
1982	0.68	0.83	0.19	0.34	0.15	0.5
1983	1.25	1.09	0.25	1.01	0.39	0.92
1984	0.83	0.72	0.24	0.9	0.38	1.49
1985	1.33	0.9	0.87	0.19	0.26	0.73
1986	0.25	0.4	2.3	0.52	0.41	1.74
1987	0.53	0.36	1.06	0.43	0.28	0.98
1988	0.92	0.12	1.36	0.44	0.36	1.3
1989	1.14	0.66	1.45	0.66	0.59	1.83
1990	0.76	1.48	4.08	0.96	0.51	2.02
1991	0.17	0.72	1.75	0.53	0.35	1.47
1992	0.49	0.78	0.56	0.55	0.27	1.68
1993	1.72	0.98	0.9	0.72	0.58	2.52
1994	0.36	0.32	0.32	0.08	0.1	0.75
1995	1.82	0.98	0.82	0.61	0.38	1.03
1996	2.08	1.76	2.33	0.65	0.28	1.13
1997	0.3	0.25	0.27	0.08	0.06	0.57
1998	1.81	2.43	2.7	0.96	0.47	1.56
1999	1.34	1.77	1.93	0.61	0.5	2.4
2000	2.01	2.2	3.2	0.7	0.2	1.65
2001	2.04	3.15	4.71	0.84	0.44	1.9
2002	2.25	2.85	2.39	0.6	0.53	1.8
2003	0.26	0.86	0.26	0.12	0.32	2.08
2004	0.24	0.51	0.09	0.19	0.19	1.3
2005	0.18	0.75	0.45	0.37	0.33	1.84
2006	0.11	0.44	0.22	0.28	0.13	0.87
