# Aragão - Monumento Natural Grota do Angico - TAAU - ITRDB BRA029
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/40459
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-40459.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bra029-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bra029.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/bra029.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-01-14
#--------------------
# File_Last_Modified_Date
#   Date: 2025-01-14
#--------------------
# Title
#   Study_Name: Aragão - Monumento Natural Grota do Angico - TAAU - ITRDB BRA029
#--------------------
# Investigators
#   Investigators: Aragão, José Roberto Vieira; Lisi, Claudio Sergio
#--------------------
# Description_Notes_and_Keywords
#   Description: Tropical Tree Ring Network SiteID = TAAUR_BRA_01
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Pieter A. ZUIDEMA, Peter GROENENDIJK, Mizanur RAHMAN, Valerie TROUET,, Abrham ABIYU, Rodolfo ACUÑA-SOTO,, Eduardo ADENESKY-FILHO, Raquel ALFARO-SÁNCHEZ,, Claudio Roberto ANHOLETTO JUNIOR, José Roberto Vieira ARAGÃO, Gabriel ASSIS-PEREIRA,, Claudia C. ASTUDILLO-SÁNCHEZ, Ana Carolina BARBOSA, Giovanna BATTIPAGLIA, Hans BEECKMAN, Paulo Cesar BOTOSSO, Nils BOURLAND, Achim BRÄUNING, Roel BRIENEN, Matthew BROOKHOUSE, Supaporn BUAJAN, Brendan M. BUCKLEY, J. Julio CAMARERO, Artemio CARRILLO-PARRA, Gregório CECCANTINI, Librado R. CENTENO-ERGUERA, Julián CERANO-PAREDES, Wirong CHANTHORN, Ya-Jun CHEN, Bruno Barçante Ladvocat CINTRA,, Eladio Heriberto CORNEJO-OVIEDO, Otoniel CORTÉS-CORTÉS, Clayane Matos COSTA, Camille COURALET, Doris Bianca CRISPÍN-DE-LA-CRUZ,, Rosanne D'ARRIGO, Diego A. DAVID, Maaike DE RIDDER, Jorge Ignacio DEL VALLE, Mário DOBNER JR, Jean-Louis DOUCET, Oliver DÜNISCH, Brian J. ENQUIST,, Karin ESEMANN-QUADROS,, Gerardo ESQUIVEL-ARRIAGA, Ze-Xin FAN, Adeline FAYOLLE,, Tatiele Anete Bergamo FENILLI, M. Eugenia FERRERO,, Esther FICHTLER, Patrick M. FINNEGAN, Claudia FONTANA, Kainana S. FRANCISCO, Pei-Li FU, Franklin GALVÃO, Aster GEBREKIRSTOS, Jorge A. GIRALDO, Emanuel GLOOR, Milena GODOY-VEIGA, Daniela GRANATO-SOUZA, Anthony GUERRA, Kristof HANECA, Grant Logan HARLEY, Ingo HEINRICH,, Gerhard HELLE, Bruna HORNINK,, Wannes HUBAU, Janet G. INGA, Mahmuda ISLAM,, Yu-mei JIANG, Mark KAIB, Zakia Hassan KHAMISI, Marcin KOPROWSKI,, Eva LAYME, A. Joshua LEFFLER, Gauthier LIGOT, Claudio Sergio LISI, Neil J. LOADER, Francisco de Almeida LOBO, Giuliano Maselli LOCOSSELLI,, Tomaz LONGHI-SANTOS, Lidio LOPEZ, María I. LÓPEZ-HERNÁNDEZ, José Luís Penetra Cerveira LOUSADA, Rubén D. MANZANEDO,, Amanda K. MARCON, Justin T. MAXWELL, Omar N. MENDOZA-VILLA, Ítallo Romany Nunes MENEZES,, Mulugeta MOKRIA,, Valdinez Ribeiro MONTÓIA, Eddy MOORS,, Miyer MORENO, Miguel Angel MUÑIZ-CASTRO, Cristina NABAIS, Anuttara NATHALANG, Justine NGOMA, Francisco de Carvalho NOGUEIRA JR., Juliano Morales OLIVEIRA,, Gabriela Morais OLMEDO, Daigard Ricardo ORTEGA-RODRIGUEZ, Carmen Eugenia Rodríguez ORTÍZ, Mariana Alves PAGOTTO, Shankar PANTHI, Kathelyn PAREDES-VILLANUEVA,, Gonzalo PÉREZ-DE-LIS, Laura Patricia PONCE CALDERÓN, Leif Armando PORTAL-CAHUANA,, Darwin Alexander PUCHA-COFREP, Nathsuda PUMIJUMNONG, Paulo QUADRI, Jorge Andrés RAMÍREZ, Edilson Jimmy REQUENA-ROJAS, Judith REYES-FLORES, Adauto de Souza RIBEIRO, Iain ROBERTSON, Fidel Alejandro ROIG,, José Guilherme ROQUETTE, Ernesto Alonso RUBIO-CAMACHO, Raúl SÁNCHEZ-SALGUERO, Ute SASS-KLAASSEN,, Jochen SCHÖNGART, Marcelo Callegari SCIPIONI, Paul R. SHEPPARD, Lucas C.R. SILVA, Franziska SLOTTA, Leroy SORIA-DÍAZ, Luciana K.V.S. SOUSA, James H. SPEER, Matthew D. THERRELL, Ginette TICSE-OTAROLA,, Mario TOMAZELLO-FILHO, Max C.A. TORBENSON, Pantana TOR-NGERN,, Ramzi TOUCHAN, Jan VAN DEN BULCKE, Lorenzo VÁZQUEZ-SELEM, Adín H. VELÁZQUEZ-PÉREZ, Alejandro VENEGAS-GONZÁLEZ, Ricardo VILLALBA, Jose VILLANUEVA-DIAZ, Mart VLAM, George VOURLITIS, Christian WEHENKEL, Tommy WILS,, Erika S. ZAVALETA, Eshetu Asfaw ZEWDU, Yong-Jiang ZHANG, Zhe-Kun ZHOU, Flurin BABST. Pantropical tree rings show small effects of drought on growth. Science, in revision.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Monumento Natural Grota do Angico
#   Location: Brazil
#   Northernmost_Latitude: -9.659139
#   Southernmost_Latitude: -9.659139
#   Easternmost_Longitude: -37.680203
#   Westernmost_Longitude: -37.680203
#   Elevation_m: 128.0
#--------------------
# Data_Collection
#   Collection_Name: BRA029
#   First_Year: 1980
#   Last_Year: 2015
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Tabebuia aurea (Silva Manso) Benth. & Hook.f. ex S.Moore
#   Common_Name: Tabebuia aurea
#   Tree_Species_Code: TAAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TAM01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAM01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAM01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAM01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAM02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAM02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAM02b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAM02b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAM03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAM03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAM03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAM03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAM08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAM08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAM08b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAM08b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAM10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAM10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAM10b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAM10b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAM11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAM11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TAM11b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TAM11b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TAM01a_raw	TAM01b_raw	TAM02a_raw	TAM02b_raw	TAM03a_raw	TAM03b_raw	TAM08a_raw	TAM08b_raw	TAM10a_raw	TAM10b_raw	TAM11a_raw	TAM11b_raw
1980	NA	NA	NA	1.78	NA	NA	NA	NA	NA	NA	NA	NA
1981	NA	NA	NA	2.2	NA	NA	NA	NA	2.22	NA	NA	NA
1982	NA	NA	NA	0.92	NA	NA	NA	NA	1.97	NA	NA	NA
1983	NA	NA	NA	1.33	NA	NA	NA	NA	2.33	NA	NA	NA
1984	NA	NA	NA	1.51	NA	NA	NA	NA	3.11	NA	NA	NA
1985	NA	NA	NA	3.27	NA	NA	NA	NA	5.71	3.09	NA	NA
1986	NA	NA	NA	2.8	NA	NA	NA	NA	5.18	2.88	NA	NA
1987	1.43	0.81	NA	1.25	NA	NA	NA	NA	2.56	1.41	NA	NA
1988	4.15	1.72	NA	3.2	NA	NA	NA	NA	6.72	3.53	NA	NA
1989	3.9	2.57	NA	3.06	NA	NA	NA	NA	6.32	3.16	NA	3.4
1990	1.14	1.55	NA	1.04	NA	NA	NA	NA	2.24	1.91	NA	1.09
1991	1.76	1.59	NA	1.61	NA	NA	4.48	NA	2.34	2.59	NA	1.96
1992	2.81	2.98	NA	1.91	3.43	NA	4.91	NA	5.61	4.41	3.76	2.06
1993	1.01	0.96	NA	0.61	1.13	NA	2.64	NA	1.35	1.74	1.49	1
1994	2.91	2.63	NA	2.69	2.57	NA	5.06	NA	4.54	5.34	3.12	2.93
1995	1.53	0.83	1.48	1.54	1.32	NA	1.86	NA	2.29	3.44	0.6	1.35
1996	1.87	1.46	1.52	1.67	2.77	NA	2.28	1.34	2.53	3.61	0.88	1.62
1997	4.09	3.73	2.92	2.94	3.07	4.44	6.58	3.77	3.4	6.24	3.58	4.73
1998	0.96	1.64	0.81	0.79	0.69	1.32	1.96	1.51	1.36	1.83	1.44	0.63
1999	1.28	1.73	1.68	1.3	0.94	1.42	2.77	1.78	2.8	2.32	2.8	0.77
2000	2.09	2.51	2.21	1.75	2.76	2.36	2.77	2.69	3.76	2.49	2.9	2.72
2001	1.74	1.41	1.03	1.19	1.34	1.47	1.2	1.63	1.71	0.67	1.57	0.89
2002	2.97	2.64	2.53	2.36	2.39	2.49	3.26	3.53	4.18	4.11	2.14	2.74
2003	1.28	1.6	1.56	1.21	0.92	1.26	3.04	1.22	1.92	2.06	1.29	1.02
2004	3.09	2.57	3.13	3.96	3.58	3.48	8.96	4.31	5.04	4.2	2.8	4.03
2005	2.9	3.92	4.41	5.21	3.63	3.75	7.7	5.4	6.79	6.24	4.57	4.13
2006	1.79	1.53	1.95	1.53	1.61	2.47	2.24	2.94	3.32	2.47	1.87	2.56
2007	1.54	1.47	1.51	1.47	1.46	1.94	2.34	2.62	3.06	2.3	1.87	2.13
2008	1.41	0.94	1	1.34	1.3	1.53	2.19	2.74	2.9	2.63	1.8	1.96
2009	1.19	0.89	0.81	1.17	1	1.09	1.17	1.32	2.07	2.15	1.7	0.71
2010	1.96	2.69	2.68	2.98	2.98	1.6	4.32	3.11	5.16	3.44	3.54	2
2011	1.92	2.44	2.26	2.89	2.06	NA	4.38	2.48	4.05	2.96	3.15	1.6
2012	1.34	0.66	1.15	1.53	1.22	NA	1.72	1.43	1.5	1.36	1.65	0.79
2013	2.17	1.28	1.43	2.32	NA	NA	1.73	NA	2.14	2.6	2.96	1.89
2014	NA	1.31	NA	NA	NA	NA	2.66	NA	4.01	2.99	1.85	NA
2015	NA	0.68	NA	NA	NA	NA	1.36	NA	NA	NA	0.94	NA
