# Longhi-Santos - Floodplain - UHE Mauá, Telemaco Borba - PR - ASPO - ITRDB BRA045
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/40475
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-40475.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bra045-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bra045.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/bra045.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-01-14
#--------------------
# File_Last_Modified_Date
#   Date: 2025-01-14
#--------------------
# Title
#   Study_Name: Longhi-Santos - Floodplain - UHE Mauá, Telemaco Borba - PR - ASPO - ITRDB BRA045
#--------------------
# Investigators
#   Investigators: Longhi-Santos, Tomaz; Galvão, Franklin; Botosso, Paulo Cesar;  Roig, Fidel Alejandro
#--------------------
# Description_Notes_and_Keywords
#   Description: Tropical Tree Ring Network SiteID = ASPOL_BRA_02
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Longhi-Santos, Tomaz. 2017. Dendroecologia de Aspidosperma polyneuron Müll. Arg. em duas condições geomorfológicas no sul do Brasil. https://acervodigital.ufpr.br/handle/1884/53996
#   Abstract:
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Pieter A. ZUIDEMA, Peter GROENENDIJK, Mizanur RAHMAN, Valerie TROUET,, Abrham ABIYU, Rodolfo ACUÑA-SOTO,, Eduardo ADENESKY-FILHO, Raquel ALFARO-SÁNCHEZ,, Claudio Roberto ANHOLETTO JUNIOR, José Roberto Vieira ARAGÃO, Gabriel ASSIS-PEREIRA,, Claudia C. ASTUDILLO-SÁNCHEZ, Ana Carolina BARBOSA, Giovanna BATTIPAGLIA, Hans BEECKMAN, Paulo Cesar BOTOSSO, Nils BOURLAND, Achim BRÄUNING, Roel BRIENEN, Matthew BROOKHOUSE, Supaporn BUAJAN, Brendan M. BUCKLEY, J. Julio CAMARERO, Artemio CARRILLO-PARRA, Gregório CECCANTINI, Librado R. CENTENO-ERGUERA, Julián CERANO-PAREDES, Wirong CHANTHORN, Ya-Jun CHEN, Bruno Barçante Ladvocat CINTRA,, Eladio Heriberto CORNEJO-OVIEDO, Otoniel CORTÉS-CORTÉS, Clayane Matos COSTA, Camille COURALET, Doris Bianca CRISPÍN-DE-LA-CRUZ,, Rosanne D'ARRIGO, Diego A. DAVID, Maaike DE RIDDER, Jorge Ignacio DEL VALLE, Mário DOBNER JR, Jean-Louis DOUCET, Oliver DÜNISCH, Brian J. ENQUIST,, Karin ESEMANN-QUADROS,, Gerardo ESQUIVEL-ARRIAGA, Ze-Xin FAN, Adeline FAYOLLE,, Tatiele Anete Bergamo FENILLI, M. Eugenia FERRERO,, Esther FICHTLER, Patrick M. FINNEGAN, Claudia FONTANA, Kainana S. FRANCISCO, Pei-Li FU, Franklin GALVÃO, Aster GEBREKIRSTOS, Jorge A. GIRALDO, Emanuel GLOOR, Milena GODOY-VEIGA, Daniela GRANATO-SOUZA, Anthony GUERRA, Kristof HANECA, Grant Logan HARLEY, Ingo HEINRICH,, Gerhard HELLE, Bruna HORNINK,, Wannes HUBAU, Janet G. INGA, Mahmuda ISLAM,, Yu-mei JIANG, Mark KAIB, Zakia Hassan KHAMISI, Marcin KOPROWSKI,, Eva LAYME, A. Joshua LEFFLER, Gauthier LIGOT, Claudio Sergio LISI, Neil J. LOADER, Francisco de Almeida LOBO, Giuliano Maselli LOCOSSELLI,, Tomaz LONGHI-SANTOS, Lidio LOPEZ, María I. LÓPEZ-HERNÁNDEZ, José Luís Penetra Cerveira LOUSADA, Rubén D. MANZANEDO,, Amanda K. MARCON, Justin T. MAXWELL, Omar N. MENDOZA-VILLA, Ítallo Romany Nunes MENEZES,, Mulugeta MOKRIA,, Valdinez Ribeiro MONTÓIA, Eddy MOORS,, Miyer MORENO, Miguel Angel MUÑIZ-CASTRO, Cristina NABAIS, Anuttara NATHALANG, Justine NGOMA, Francisco de Carvalho NOGUEIRA JR., Juliano Morales OLIVEIRA,, Gabriela Morais OLMEDO, Daigard Ricardo ORTEGA-RODRIGUEZ, Carmen Eugenia Rodríguez ORTÍZ, Mariana Alves PAGOTTO, Shankar PANTHI, Kathelyn PAREDES-VILLANUEVA,, Gonzalo PÉREZ-DE-LIS, Laura Patricia PONCE CALDERÓN, Leif Armando PORTAL-CAHUANA,, Darwin Alexander PUCHA-COFREP, Nathsuda PUMIJUMNONG, Paulo QUADRI, Jorge Andrés RAMÍREZ, Edilson Jimmy REQUENA-ROJAS, Judith REYES-FLORES, Adauto de Souza RIBEIRO, Iain ROBERTSON, Fidel Alejandro ROIG,, José Guilherme ROQUETTE, Ernesto Alonso RUBIO-CAMACHO, Raúl SÁNCHEZ-SALGUERO, Ute SASS-KLAASSEN,, Jochen SCHÖNGART, Marcelo Callegari SCIPIONI, Paul R. SHEPPARD, Lucas C.R. SILVA, Franziska SLOTTA, Leroy SORIA-DÍAZ, Luciana K.V.S. SOUSA, James H. SPEER, Matthew D. THERRELL, Ginette TICSE-OTAROLA,, Mario TOMAZELLO-FILHO, Max C.A. TORBENSON, Pantana TOR-NGERN,, Ramzi TOUCHAN, Jan VAN DEN BULCKE, Lorenzo VÁZQUEZ-SELEM, Adín H. VELÁZQUEZ-PÉREZ, Alejandro VENEGAS-GONZÁLEZ, Ricardo VILLALBA, Jose VILLANUEVA-DIAZ, Mart VLAM, George VOURLITIS, Christian WEHENKEL, Tommy WILS,, Erika S. ZAVALETA, Eshetu Asfaw ZEWDU, Yong-Jiang ZHANG, Zhe-Kun ZHOU, Flurin BABST. Pantropical tree rings show small effects of drought on growth. Science, in revision.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Floodplain - UHE Mauá, Telemaco Borba - PR
#   Location: Brazil
#   Northernmost_Latitude: -24.1025
#   Southernmost_Latitude: -24.1025
#   Easternmost_Longitude: -50.70333333
#   Westernmost_Longitude: -50.70333333
#   Elevation_m: 595.0
#--------------------
# Data_Collection
#   Collection_Name: BRA045
#   First_Year: 1686
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Aspidosperma polyneuron Müll.Arg.
#   Common_Name: Aspidosperma polyneuron
#   Tree_Species_Code: ASPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 20pr1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20pr1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 20pr2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 20pr2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 46pr1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 46pr1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 46pr2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 46pr2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 7pr1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 7pr1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 7pr2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 7pr2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 7pr3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 7pr3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 43pr1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 43pr1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 43pr2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 43pr2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 43pr3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 43pr3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 22pr1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 22pr1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 22pr2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 22pr2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5pr1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5pr1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5pr3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5pr3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 45pr1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 45pr1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 45pr3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 45pr3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 42pr2a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 42pr2a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 42pr3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 42pr3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2pr1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2pr1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 44pr1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 44pr1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 40pr1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 40pr1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 40pr4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 40pr4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 47pr1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 47pr1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 47pr2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 47pr2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21pr2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21pr2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 23pr1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 23pr1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 23pr2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 23pr2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	20pr1_raw	20pr2_raw	46pr1_raw	46pr2_raw	7pr1_raw	7pr2_raw	7pr3_raw	43pr1_raw	43pr2_raw	43pr3_raw	22pr1_raw	22pr2_raw	5pr1_raw	5pr3_raw	45pr1_raw	45pr3_raw	42pr2a_raw	42pr3_raw	2pr1_raw	44pr1_raw	40pr1_raw	40pr4_raw	47pr1_raw	47pr2_raw	21pr2_raw	23pr1_raw	23pr2_raw
1686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	0.7
1687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	1.12
1688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	1.74
1689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	0.95
1690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	2.09
1691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	2.34
1692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	2.3
1693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21	2.45
1694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	1.55
1695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03	1.09
1696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	1.05
1697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14	2.05
1698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	1.09
1699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	2.62
1700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	1.11
1701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	1.45
1702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.03	1.93
1703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0.96
1704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	1.68
1705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	1.61
1706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	2.05
1707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	3.56
1708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	2.37
1709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	2.31
1710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	1.44
1711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0.95
1712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	1.65
1713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	2.83
1714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	2.53
1715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	1.69
1716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	1.91
1717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	1.79
1718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	1.56
1719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09	1.27
1720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41	1.01
1721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	1.05
1722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14	1.11
1723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	0.89
1724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	0.99
1725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	1.35
1726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	0.98
1727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	0.92
1728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	0.7
1729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	0.78
1730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34	0.8
1731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.79	1.32
1732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76	1.72
1733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.98	1.74
1734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3	2.33
1735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.91	1.56
1736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	1.59
1737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.29	2.74
1738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1	3.02
1739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1	2.44
1740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69	1.94
1741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.21	2.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.54	3.6
1742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.07	1.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.36	2.25
1743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.28	1.63
1744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14	1.17
1745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43	0.95
1746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1	2.54
1747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.58	2.33
1748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.91	2.33
1749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	2.83	2.31
1750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	2.31	1.7
1751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	2.24	2.12
1752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	2.83	2.83
1753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31	2.28	1.79
1754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	2.75	2.73
1755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	2.31	1.84
1756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52	1.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21	2.9	2.13
1757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	2.8	2.4
1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11	1.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3	2.9	2.82
1759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46	3.31	3.5
1760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	2.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04	2.76	2.93
1761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3	2.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	2.42	2.64
1762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42	1.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	2.35	3.36
