# González-Méndez - Tz'ibatnah, Sitio Numero Dos, El Verjelon, El Verjelito - CEOD - ITRDB GTM004
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/40391
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-40391.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/centralamerica/gtm004-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/centralamerica/gtm004.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/gtm004.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2024-12-19
#--------------------
# File_Last_Modified_Date
#   Date: 2024-12-19
#--------------------
# Title
#   Study_Name: González-Méndez - Tz'ibatnah, Sitio Numero Dos, El Verjelon, El Verjelito - CEOD - ITRDB GTM004
#--------------------
# Investigators
#   Investigators: González-Méndez, I.; Anchukaitis, K.; Pearson, C.; Frank, D.; Pons, D.; Edwards, J.; Luna, E.; Perez, W.
#--------------------
# Description_Notes_and_Keywords
#   Description: Cedrela odorata L. was collected in groupings; however, the final chronology encompasses one whole site. It is not considered to be different sites; the coding of the names was done solely for organizational purposes.
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name: Paleoceanography and Paleoclimatology
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: González-Méndez et al, accepted for publication in Paleoceanography and Paleoclimatology. DOI will be provided upon publication. 
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: University of Arizona Social & Behavioral Sciences Research Institute
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Tz'ibatnah, Sitio Numero Dos, El Verjelon, El Verjelito
#   Location: Guatemala
#   Northernmost_Latitude: 17.689436
#   Southernmost_Latitude: 17.689436
#   Easternmost_Longitude: -89.438866
#   Westernmost_Longitude: -89.438866
#   Elevation_m: 130
#--------------------
# Data_Collection
#   Collection_Name: GTM004
#   First_Year: 1893
#   Last_Year: 2022
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Cedrela odorata L.
#   Common_Name: Spanish cedar
#   Tree_Species_Code: CEOD
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GLN07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLN07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLN01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLN01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLN01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLN01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLN09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLN09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLN11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLN11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLN07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLN07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VRO18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VRO18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VRO18C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VRO18C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VRO16C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VRO16C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VRO16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VRO16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VRO16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VRO16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBN06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBN06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBN06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBN06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBN03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBN03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBN09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBN09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBN09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBN09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBN09C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBN09C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBN25A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBN25A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBN13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBN13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBN13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBN13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBN07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBN07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SND03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SND03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SND03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SND03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SND07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SND07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SND07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SND07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBN25B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBN25B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLN11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLN11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GLN07B_raw	GLN01A_raw	GLN01B_raw	GLN09A_raw	GLN11A_raw	GLN07A_raw	VRO18B_raw	VRO18C_raw	VRO16C_raw	VRO16A_raw	VRO16B_raw	SBN06A_raw	SBN06B_raw	SBN03A_raw	SBN09A_raw	SBN09B_raw	SBN09C_raw	SBN25A_raw	SBN13A_raw	SBN13B_raw	SBN07B_raw	SND03B_raw	SND03A_raw	SND07A_raw	SND07B_raw	SBN25B_raw	GLN11B_raw
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.295	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.919	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.938	NA	NA	NA
1896	1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.997	NA	NA	NA
1897	5.917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.241	NA	NA	NA
1898	6.642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.296	NA	NA	NA
1899	1.555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
1900	5.517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.657	NA	NA	NA
1901	2.401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.075	NA	NA	NA
1902	7.057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.775	NA	NA	NA
1903	4.755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.491	NA	NA	NA	NA	NA	2.629	NA	NA	NA
1904	7.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.916	NA	NA	NA	NA	NA	2.033	NA	NA	NA
1905	8.704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.342	NA	NA	NA	NA	NA	1.496	NA	NA	NA
1906	6.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.172	NA	NA	NA	NA	NA	7.361	NA	NA	NA
1907	6.835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.497	NA	NA	NA	NA	NA	0.972	NA	NA	NA
1908	3.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.774	NA	NA	NA	NA	NA	0.618	NA	NA	NA
1909	2.626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.558	NA	NA	NA	NA	NA	0.505	NA	NA	NA
1910	5.963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.196	NA	NA	NA	NA	NA	2.925	NA	NA	NA
1911	3.363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.865	NA	NA	NA	NA	NA	2.449	NA	NA	NA
1912	2.406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.638	NA	NA	NA	NA	NA	5.133	NA	NA	NA
1913	3.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.847	NA	NA	NA	NA	NA	2.306	NA	NA	NA
1914	0.501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.342	NA	NA	NA	NA	NA	2.041	NA	NA	NA
1915	1.555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.073	NA	NA	NA	NA	NA	1.829	NA	NA	NA
1916	4.677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.015	NA	NA	NA	NA	NA	4.148	NA	NA	NA
1917	7.062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.348	NA	NA	NA	NA	NA	4.767	NA	NA	NA
1918	1.153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.32	NA	NA	NA	NA	NA	0	NA	NA	NA
1919	6.055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.811	NA	NA	NA	NA	NA	5	NA	NA	NA
1920	3.763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.062	NA	NA	NA	NA	NA	5.206	8.576	NA	NA
1921	4.257	NA	NA	NA	NA	6.522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.142	NA	NA	NA	NA	NA	2.551	7.473	NA	NA
1922	7.792	NA	NA	NA	NA	8.151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA	NA	NA	NA	5.012	9.034	NA	NA
1923	5.952	NA	NA	NA	NA	6.602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.695	NA	NA	NA	NA	NA	3.784	11.327	NA	NA
1924	1.775	NA	NA	NA	NA	1.306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	1.418	4.421	NA	NA
1925	2.398	NA	NA	NA	NA	2.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.335	NA	NA	21.3	NA	NA	3.266	3.888	NA	NA
1926	1.643	NA	NA	NA	NA	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	1.239	NA	NA	4.406	5.161	NA	NA
1927	3.046	NA	NA	NA	NA	2.445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3	NA	NA	0.672	NA	NA	3.608	1.69	NA	NA
1928	0.464	NA	NA	NA	NA	0.961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.422	NA	NA	0.413	NA	NA	1.958	3.411	NA	NA
1929	1.515	NA	NA	NA	NA	3.055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.455	NA	NA	2.088	NA	NA	2.179	1.853	NA	NA
1930	9.865	NA	NA	NA	NA	14.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.43	NA	NA	0.7	NA	NA	5.667	2.516	NA	NA
1931	9.38	NA	NA	NA	NA	13.567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.563	NA	NA	1.372	NA	NA	9.219	7.71	NA	NA
1932	6.613	NA	NA	NA	NA	8.988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.313	NA	NA	0.917	NA	NA	10.732	4.761	NA	NA
1933	4.973	NA	NA	NA	NA	8.845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.709	NA	NA	0	NA	NA	8.851	3.083	NA	NA
1934	7.127	NA	NA	NA	NA	14.917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.375	NA	NA	1.453	NA	NA	6.182	2.327	NA	NA
1935	0.679	NA	NA	NA	NA	1.233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.662	NA	NA	0	NA	NA	0.375	0	NA	NA
1936	6.404	NA	NA	NA	NA	17.789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.413	NA	NA	0.325	NA	NA	0.568	0.279	NA	NA
1937	4.666	NA	NA	NA	NA	17.504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.695	NA	NA	0.334	NA	NA	0.694	0.25	NA	NA
1938	1.746	NA	NA	NA	NA	4.017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.526	NA	NA	0.319	NA	NA	0.461	1.423	NA	NA
1939	0.671	NA	NA	NA	NA	1.872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.469	NA	NA	0.21	NA	NA	0.592	0	NA	NA
1940	0.687	NA	NA	NA	NA	4.048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.485	NA	NA	1.949	NA	NA	0.421	1.626	NA	NA
1941	5.536	NA	NA	5.565	NA	12.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.413	NA	NA	1.934	NA	NA	0.574	1.698	NA	NA
1942	5.89	NA	NA	4.095	NA	8.697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.821	NA	NA	0.415	NA	NA	0.345	1.299	NA	NA
1943	0.416	NA	NA	1.655	NA	2.032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.527	NA	NA	2.005	NA	NA	0.524	0.656	NA	NA
1944	0.508	NA	NA	0.664	NA	2.618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.736	NA	NA	1.872	NA	NA	1.014	1.277	3.225	NA
1945	1.186	NA	NA	0.787	NA	2.447	NA	NA	NA	NA	NA	2.448	NA	NA	NA	NA	NA	0.843	NA	NA	2.841	NA	NA	2.071	1.54	2.145	NA
1946	0.861	NA	NA	1.009	NA	3.15	0.441	NA	NA	NA	NA	0.518	NA	NA	NA	NA	NA	1.623	NA	NA	0.645	NA	NA	0.646	0.948	1.84	NA
1947	0.982	1.409	NA	0.969	NA	4.217	3.268	NA	NA	NA	NA	1.443	NA	NA	NA	NA	NA	7.071	NA	NA	2.223	NA	NA	1.864	1.3	6.714	NA
1948	3.699	2.552	NA	2.552	NA	4.643	2.46	NA	NA	NA	NA	0.574	NA	NA	NA	NA	NA	7.45	NA	NA	3.262	NA	NA	0.93	1.089	5.765	NA
1949	0.664	3.942	NA	1.151	NA	1.065	4.179	NA	NA	NA	NA	0.992	NA	NA	NA	NA	NA	1.369	NA	NA	1.469	NA	NA	0.947	1.754	1.007	NA
1950	1.716	1.204	NA	3.149	NA	1.757	3.442	NA	1.381	NA	NA	2.818	NA	NA	NA	NA	NA	2.459	NA	NA	3.222	NA	NA	0.419	1.071	3.002	NA
1951	0.397	1.152	NA	4.166	NA	0.66	0	NA	2.217	NA	NA	0	NA	NA	NA	NA	NA	0.343	NA	NA	0	NA	NA	0.346	0.54	0.613	NA
1952	1.705	5.182	3.17	2.229	NA	2.039	5.116	NA	4.117	NA	3.669	2.847	NA	NA	NA	NA	NA	2.312	NA	NA	3.344	NA	NA	1.257	1.249	1.468	NA
1953	0.678	0.755	0.943	0.96	NA	1.491	0	NA	2.661	NA	2.405	0.337	NA	2.127	2.173	3.823	NA	0.681	NA	NA	0	NA	NA	0.805	0.643	0.687	NA
1954	6.684	3.969	3.481	5.255	NA	9.711	4.201	6.071	5.214	NA	4.43	1.383	NA	1.807	5.555	3.798	NA	3.04	NA	NA	2.581	NA	NA	2.876	2.624	4.131	NA
1955	9.243	6.95	0	3.81	NA	12.735	4.247	5.238	3.388	NA	3.48	1.845	4.666	0.335	4.612	3.224	NA	5.529	NA	NA	2.608	NA	NA	3.867	0.645	4.684	NA
1956	9.515	8.91	4.558	3.272	NA	9.264	5.09	7.79	3.284	NA	4.393	2.212	4.591	2.103	5.102	2.944	NA	3.307	NA	NA	3.117	NA	NA	3.066	2.401	4.071	NA
1957	2.497	0	6.821	3.318	NA	4.699	0.314	0.852	0	6.732	0	0.462	0.746	0	0.363	0.983	NA	0	NA	NA	0.482	NA	NA	3.628	1.561	1.129	NA
1958	8.899	1.745	5.66	3.115	NA	8.542	0.89	1.585	3.633	0.553	3.664	3.853	10.287	1.847	4.699	1.964	5.908	3.821	NA	NA	0.429	NA	NA	3.873	1.965	2.121	NA
1959	3.757	0.656	0.982	4.175	NA	8.466	2.129	2.268	4.083	5.852	5.837	2.925	1.23	3.239	0	0	0.44	7.003	10.165	NA	2.054	NA	NA	1.702	1.033	6.108	NA
1960	1.451	1.277	2.963	1.218	7.185	1.729	2.742	4.78	1.48	1.834	1.25	0.476	0.571	2.621	1.213	1.662	5.089	4.668	6.696	NA	1.774	NA	NA	2.012	1.707	4.502	NA
1961	0	0	0.621	0	5.687	0	1.21	3.031	0.696	2.169	0.817	4.504	3.492	1.492	1.3	1.427	2.092	1.281	9.657	NA	1.687	NA	NA	2.914	1.09	0.734	8.075
1962	7.952	1.223	1.05	3.615	3.529	10.285	4.564	7.712	2.432	5.176	3.183	2.65	3.367	4.748	1.104	0.866	1.54	6.927	6.722	NA	3.856	NA	NA	4.445	1.429	6.52	10.949
1963	0.536	0	0.39	0.805	3.121	1.28	0	0	0.769	0.351	4.045	0.365	5.755	3.124	1.957	3.493	0.668	0.654	6.77	NA	0	NA	NA	0.885	2.82	1.029	5.563
1964	0.312	0.464	0.355	1.647	3.013	0.629	2.517	2.782	4.018	6.662	4.48	2.426	8.099	2.165	1.454	3.382	2.061	1.299	8.404	NA	3.003	8.382	NA	1.007	0.593	0.675	5.234
1965	0.714	0.316	0.298	0.35	0.646	1.359	0	0	3.135	0	1.882	1.588	0.446	1.385	0.301	0	0	0.415	3.369	2.936	0	0	NA	0.739	0.26	0.68	0.438
1966	1.046	0.791	1.108	1.559	3.493	3.079	3.508	4.915	3.342	2.216	1.955	3.256	5.84	0.569	0.378	2.012	1.646	0.834	3.954	4.241	4.303	7.662	NA	2.253	0.247	3.566	9.205
1967	1.509	1.499	1.457	2.262	6.584	4.118	5.741	6.586	4.875	2.13	4.755	5.537	4.437	2.382	1.218	0.838	0.609	3.915	4.346	4.375	4.207	5.333	NA	3.442	2.558	8.173	9.888
1968	0.579	1.345	0.334	0	7.659	1.571	4.809	3.571	3.137	3.462	4.283	3.767	5.438	4.565	1.197	2.81	1.303	3.441	7.03	9.494	1.259	2.538	NA	1.529	3.85	5.25	12.115
1969	0.849	1.151	0.515	2.687	5.84	1.256	4.276	3.526	3.099	3.495	4.204	3.817	6.934	2.671	0.511	4.218	0.932	4.717	1.583	1.897	2.431	1.2	7.309	2.787	0.903	5.202	11.21
1970	0.925	3.488	1.143	4.094	3.258	1.586	5.284	3.06	2.969	1.352	3.392	4.523	8.142	6.186	0.698	1.69	1.067	1.067	6.46	5.413	1.821	4.212	10.711	3.139	0.975	4.649	8.153
1971	1.603	1.131	0.933	0.678	2.211	2.209	1.014	0.907	5.123	3.853	6.707	2.698	4.916	4.384	0.594	5.561	0.905	NA	9.939	7.618	1.996	3.089	6.992	5.675	1.929	1.761	0
1972	0.48	4.912	3.343	0	4.291	0.907	2.115	1.284	0.437	0	0.337	2.024	3.763	0.954	0.43	0.535	0.283	NA	7.66	6.287	0.494	2.69	4.842	0.982	0.605	1.281	12.112
1973	0.44	7.111	2.556	0	4.938	0.651	1.858	1.176	2.411	1.794	3.041	1.467	1.186	3.014	0.377	1.161	1.545	NA	7.039	7.751	0.367	1.835	2.024	1.237	0.484	2.296	8.518
1974	0.435	2.463	0.53	0	1.605	0.466	0.323	0.369	1.087	0.698	1.184	4.149	2.1	3.641	0.974	0.844	0.763	NA	11.577	9.185	0.536	3.408	4.406	0.467	0.468	0.891	2.254
1975	0.751	3.553	1.268	3.422	4.309	0.524	0.566	0.966	3.001	1.898	3.317	0.61	3.885	5.405	0.543	2.572	1.534	NA	12.729	9.178	0.801	0.262	0.516	0.412	0.447	0.651	3.616
1976	0.846	3.638	3.104	4.033	9.458	1.62	1.297	4.007	2.886	2.197	2.72	2.453	3.08	8.648	1.093	3.709	1.556	NA	9.415	6.47	3.705	2.475	2.448	0	0.701	0.496	6.233
