# Mokria - Gondar - JUPC - ITRDB ETH007
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/40502
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-40502.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/africa/eth007-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/africa/eth007.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/eth007.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-01-14
#--------------------
# File_Last_Modified_Date
#   Date: 2025-01-14
#--------------------
# Title
#   Study_Name: Mokria - Gondar - JUPC - ITRDB ETH007
#--------------------
# Investigators
#   Investigators: Mokria, Mulugeta; Gebrekirstos, Aster; Abiyu, Abrham; Bräuning, Achim
#--------------------
# Description_Notes_and_Keywords
#   Description: Tropical Tree Ring Network SiteID = JUPRO_ETH_07
#--------------------
# Publication
#   Authors: Mokria, Mulugeta; Aster Gebrekirstos; Abrham Abiyu; Meine Van Noordwijk; Achim Bräuning
#   Published_Date_or_Year: 2017
#   Published_Title: Multi‐century tree‐ring precipitation record reveals increasing frequency of extreme dry events in the upper Blue Nile River catchment
#   Journal_Name: Global Change Biology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/gcb.13809
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Pieter A. ZUIDEMA, Peter GROENENDIJK, Mizanur RAHMAN, Valerie TROUET,, Abrham ABIYU, Rodolfo ACUÑA-SOTO,, Eduardo ADENESKY-FILHO, Raquel ALFARO-SÁNCHEZ,, Claudio Roberto ANHOLETTO JUNIOR, José Roberto Vieira ARAGÃO, Gabriel ASSIS-PEREIRA,, Claudia C. ASTUDILLO-SÁNCHEZ, Ana Carolina BARBOSA, Giovanna BATTIPAGLIA, Hans BEECKMAN, Paulo Cesar BOTOSSO, Nils BOURLAND, Achim BRÄUNING, Roel BRIENEN, Matthew BROOKHOUSE, Supaporn BUAJAN, Brendan M. BUCKLEY, J. Julio CAMARERO, Artemio CARRILLO-PARRA, Gregório CECCANTINI, Librado R. CENTENO-ERGUERA, Julián CERANO-PAREDES, Wirong CHANTHORN, Ya-Jun CHEN, Bruno Barçante Ladvocat CINTRA,, Eladio Heriberto CORNEJO-OVIEDO, Otoniel CORTÉS-CORTÉS, Clayane Matos COSTA, Camille COURALET, Doris Bianca CRISPÍN-DE-LA-CRUZ,, Rosanne D'ARRIGO, Diego A. DAVID, Maaike DE RIDDER, Jorge Ignacio DEL VALLE, Mário DOBNER JR, Jean-Louis DOUCET, Oliver DÜNISCH, Brian J. ENQUIST,, Karin ESEMANN-QUADROS,, Gerardo ESQUIVEL-ARRIAGA, Ze-Xin FAN, Adeline FAYOLLE,, Tatiele Anete Bergamo FENILLI, M. Eugenia FERRERO,, Esther FICHTLER, Patrick M. FINNEGAN, Claudia FONTANA, Kainana S. FRANCISCO, Pei-Li FU, Franklin GALVÃO, Aster GEBREKIRSTOS, Jorge A. GIRALDO, Emanuel GLOOR, Milena GODOY-VEIGA, Daniela GRANATO-SOUZA, Anthony GUERRA, Kristof HANECA, Grant Logan HARLEY, Ingo HEINRICH,, Gerhard HELLE, Bruna HORNINK,, Wannes HUBAU, Janet G. INGA, Mahmuda ISLAM,, Yu-mei JIANG, Mark KAIB, Zakia Hassan KHAMISI, Marcin KOPROWSKI,, Eva LAYME, A. Joshua LEFFLER, Gauthier LIGOT, Claudio Sergio LISI, Neil J. LOADER, Francisco de Almeida LOBO, Giuliano Maselli LOCOSSELLI,, Tomaz LONGHI-SANTOS, Lidio LOPEZ, María I. LÓPEZ-HERNÁNDEZ, José Luís Penetra Cerveira LOUSADA, Rubén D. MANZANEDO,, Amanda K. MARCON, Justin T. MAXWELL, Omar N. MENDOZA-VILLA, Ítallo Romany Nunes MENEZES,, Mulugeta MOKRIA,, Valdinez Ribeiro MONTÓIA, Eddy MOORS,, Miyer MORENO, Miguel Angel MUÑIZ-CASTRO, Cristina NABAIS, Anuttara NATHALANG, Justine NGOMA, Francisco de Carvalho NOGUEIRA JR., Juliano Morales OLIVEIRA,, Gabriela Morais OLMEDO, Daigard Ricardo ORTEGA-RODRIGUEZ, Carmen Eugenia Rodríguez ORTÍZ, Mariana Alves PAGOTTO, Shankar PANTHI, Kathelyn PAREDES-VILLANUEVA,, Gonzalo PÉREZ-DE-LIS, Laura Patricia PONCE CALDERÓN, Leif Armando PORTAL-CAHUANA,, Darwin Alexander PUCHA-COFREP, Nathsuda PUMIJUMNONG, Paulo QUADRI, Jorge Andrés RAMÍREZ, Edilson Jimmy REQUENA-ROJAS, Judith REYES-FLORES, Adauto de Souza RIBEIRO, Iain ROBERTSON, Fidel Alejandro ROIG,, José Guilherme ROQUETTE, Ernesto Alonso RUBIO-CAMACHO, Raúl SÁNCHEZ-SALGUERO, Ute SASS-KLAASSEN,, Jochen SCHÖNGART, Marcelo Callegari SCIPIONI, Paul R. SHEPPARD, Lucas C.R. SILVA, Franziska SLOTTA, Leroy SORIA-DÍAZ, Luciana K.V.S. SOUSA, James H. SPEER, Matthew D. THERRELL, Ginette TICSE-OTAROLA,, Mario TOMAZELLO-FILHO, Max C.A. TORBENSON, Pantana TOR-NGERN,, Ramzi TOUCHAN, Jan VAN DEN BULCKE, Lorenzo VÁZQUEZ-SELEM, Adín H. VELÁZQUEZ-PÉREZ, Alejandro VENEGAS-GONZÁLEZ, Ricardo VILLALBA, Jose VILLANUEVA-DIAZ, Mart VLAM, George VOURLITIS, Christian WEHENKEL, Tommy WILS,, Erika S. ZAVALETA, Eshetu Asfaw ZEWDU, Yong-Jiang ZHANG, Zhe-Kun ZHOU, Flurin BABST. Pantropical tree rings show small effects of drought on growth. Science, in revision.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Gondar
#   Location: Ethiopia
#   Northernmost_Latitude: 13.01
#   Southernmost_Latitude: 13.01
#   Easternmost_Longitude: 37.8
#   Westernmost_Longitude: 37.8
#   Elevation_m: 2471.0
#--------------------
# Data_Collection
#   Collection_Name: ETH007
#   First_Year: 1869
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Juniperus procera Hochst. ex Endl.
#   Common_Name: African pencil cedar
#   Tree_Species_Code: JUPC
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 10TANA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10TANA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 11TANA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 11TANA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12TANA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12TANA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 13TANA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 13TANA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1TANA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1TANA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2TANA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2TANA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 3TANA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 3TANA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 4TANA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 4TANA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5TANA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5TANA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 6TANA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 6TANA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 7TANA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 7TANA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 8TANA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 8TANA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 9TANA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 9TANA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	10TANA_raw	11TANA_raw	12TANA_raw	13TANA_raw	1TANA_raw	2TANA_raw	3TANA_raw	4TANA_raw	5TANA_raw	6TANA_raw	7TANA_raw	8TANA_raw	9TANA_raw
1869	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA
1870	NA	NA	NA	NA	NA	NA	NA	4.99	NA	NA	NA	NA	NA
1871	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
1872	NA	NA	NA	NA	NA	NA	NA	5.1	NA	7.75	NA	NA	NA
1873	NA	NA	NA	NA	NA	NA	NA	4.85	NA	6.01	NA	NA	NA
1874	NA	NA	NA	NA	NA	NA	NA	4.94	NA	4.38	NA	NA	NA
1875	NA	NA	NA	NA	NA	NA	NA	3.67	NA	2	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	2	NA	3.48	NA	NA	NA
1877	NA	NA	NA	NA	3.72	NA	NA	4	NA	3.14	NA	NA	NA
1878	NA	NA	NA	NA	1.5	NA	NA	0.7	NA	3	NA	NA	NA
1879	NA	NA	NA	NA	4	NA	NA	5.74	NA	3.36	NA	NA	NA
1880	NA	NA	NA	NA	3.69	NA	NA	3.15	NA	4.7	NA	NA	NA
1881	NA	NA	NA	NA	3.28	NA	NA	3.28	NA	3.03	NA	NA	NA
1882	NA	NA	NA	NA	4.18	NA	NA	3.14	NA	4.21	NA	NA	NA
1883	NA	NA	NA	NA	5.02	NA	NA	2.23	NA	3.52	NA	NA	NA
1884	NA	NA	NA	NA	4.63	NA	NA	2.17	NA	2.27	NA	NA	NA
1885	NA	NA	NA	NA	5.04	NA	NA	2.92	NA	3.19	NA	NA	NA
1886	NA	NA	NA	NA	4.15	NA	NA	2.95	NA	2.43	NA	NA	NA
1887	NA	NA	NA	NA	2.66	NA	NA	1.61	NA	3.66	NA	NA	NA
1888	NA	NA	NA	NA	1.2	NA	NA	1.17	NA	1.49	NA	NA	NA
1889	NA	NA	NA	NA	2.62	NA	NA	2.94	NA	2.25	NA	NA	NA
1890	NA	NA	NA	NA	3.9	2.48	NA	2.32	NA	1.92	NA	NA	NA
1891	NA	NA	NA	NA	3.21	5	NA	2.08	NA	2.97	NA	NA	NA
1892	NA	NA	NA	NA	3.6	2.48	NA	3.1	NA	2.26	NA	NA	4.43
1893	NA	NA	NA	NA	3.8	2.98	NA	3.77	4.33	1.38	NA	NA	6.59
1894	NA	NA	NA	NA	5.74	5.3	NA	3.37	4.08	2.9	NA	NA	7.21
1895	NA	NA	NA	NA	2.84	2.98	NA	1.55	3.72	2.82	NA	NA	5.6
1896	NA	NA	NA	NA	1.23	2.13	NA	2.14	2.96	2	NA	NA	4.75
1897	NA	NA	NA	NA	4.22	3.06	NA	1.49	3.79	2.67	NA	NA	5.98
1898	NA	NA	NA	NA	3.91	4.18	NA	1.34	3.79	2.08	NA	NA	3.71
1899	NA	NA	NA	NA	1.2	2	NA	1	0.9	1.55	NA	NA	3.15
1900	NA	NA	NA	NA	4.44	2.8	NA	1.86	2.46	2.29	NA	NA	2.84
1901	NA	NA	NA	NA	2.43	2.65	NA	1.24	0.61	1.22	NA	NA	2.59
1902	NA	NA	NA	NA	2.44	2.28	NA	1.01	0.32	1.2	NA	NA	1.28
1903	NA	NA	NA	NA	2.99	2.74	NA	1.33	1.04	1.32	NA	NA	1.91
1904	NA	NA	NA	NA	0.9	0.8	NA	1.45	0.4	1.02	NA	NA	0.7
1905	NA	NA	NA	NA	2.79	1.5	NA	1.23	0.82	0.77	NA	NA	0.8
1906	NA	NA	NA	NA	2.62	1.2	NA	1.65	1.05	0.57	NA	NA	0.77
1907	NA	NA	NA	NA	0.7	0.6	NA	1.21	0.87	0.81	NA	NA	1.58
1908	NA	NA	NA	NA	2.99	3.61	NA	0.72	1.51	0.97	NA	4.77	2.76
1909	NA	NA	NA	NA	3.31	3.97	3.17	1.29	1.9	1.03	NA	3.79	5.28
1910	NA	NA	NA	NA	3.37	2.83	2.96	1.13	1.6	1.11	NA	5.03	5
1911	NA	NA	NA	2.5	2.01	1.57	3.37	1.49	3.3	1.15	NA	1.88	4.63
1912	NA	NA	2.88	3	2.52	2.64	4.2	0.98	3.5	1.38	NA	5.6	6.44
1913	NA	NA	1.39	1.2	1	0.67	0.5	0.51	0.5	0.5	NA	1.5	3.17
1914	NA	NA	1.63	2.8	2.5	3.02	3.85	2.03	3.59	0.99	NA	4.09	4.69
1915	NA	NA	1.58	2.8	2.33	2.43	1.16	1.38	3	1.27	NA	5.6	3.55
1916	NA	NA	4.54	6	3.48	3	4.08	2.64	4.32	1.3	NA	6.31	5.88
1917	NA	NA	1.87	1.8	3.02	2.98	2.05	2.34	2.08	1.23	2.1	3.56	3.55
1918	NA	NA	1.38	2.97	2.61	2.38	1.51	1.16	1.64	0.86	2	2.49	4.71
1919	NA	NA	1.19	1.6	3.26	2.59	1	0.69	3.23	0.9	2.12	3.11	4
1920	NA	NA	2.49	3.5	3.08	2.39	2.63	0.5	2	1.04	2.32	3.05	3
1921	NA	NA	1.98	1.65	0.6	0.9	0.5	0.67	2.81	0.9	2.04	3.34	3.22
1922	NA	NA	3.1	4.5	2.63	2.66	2.71	1.11	3.31	0.87	2.31	3.76	5.94
1923	NA	NA	1.2	1.4	3.36	3.67	3.41	1.47	2.62	0.66	2.65	3.35	2.41
1924	NA	NA	2.71	4	2.93	2.31	3.59	1.15	2.25	0.98	3.27	3.97	5.39
1925	NA	NA	1.3	3	2.15	1.48	2.32	1.01	1.65	0.91	1.92	1.68	1.24
1926	NA	NA	1.57	4.45	2.45	2.85	2.97	1.2	3.26	1.13	4.11	3.97	1.64
1927	NA	NA	0.92	1.3	1.4	0.85	1.97	0.59	1.99	0.7	2.66	2.95	0.66
1928	NA	NA	2.1	4.68	1.49	2.51	3.28	0.68	3.33	0.88	3.6	4.99	2.53
1929	NA	NA	2.01	3.89	2.55	3.12	5.02	1.58	1.68	1.95	4.53	4.42	5.41
1930	NA	NA	1.57	3.7	1.52	1.8	3.05	1.24	1.57	1.11	5.15	4.09	4.62
1931	NA	NA	0.96	1.34	1.81	2.33	3.71	1.32	1.65	1.31	4.53	3.63	4.8
1932	NA	NA	2.39	1.44	1.48	2.38	2.7	1.44	2.24	0.83	6.49	4.12	3.63
1933	NA	NA	1.86	1.49	1.23	2.54	3.1	1.48	3.03	0.89	4.32	4.2	2.25
1934	NA	NA	1.55	1.01	0.5	0.8	1	1	1.11	0.35	3.1	1	1.89
1935	NA	NA	1.99	1.33	1.29	1.63	2.61	1.4	2.59	0.83	6.32	4.17	3.32
1936	NA	NA	2	1.69	1.33	2.3	2.17	0.91	1.2	0.91	3	4.95	2.07
1937	NA	NA	1.56	0.96	2.42	1.61	2.77	0.88	0.65	1.46	3.5	3.78	1.71
1938	NA	NA	2.88	1.23	2.34	2.38	3.22	1.12	2.31	1.68	4	6.01	2.04
1939	NA	NA	2.77	1.13	1.81	3.23	1.93	0.92	2.1	1.07	2.78	5.33	1.75
1940	NA	NA	1.97	1.65	1.57	2.79	3.02	0.83	2.52	1.45	4.51	4.2	0.92
1941	NA	NA	1.76	2.89	2.5	3.32	3.14	1.77	2.18	1.33	4.83	4.63	1.21
1942	2.2	NA	1.53	2.72	1.33	1.39	2.18	1.2	2.06	1.49	4.54	3.27	2.27
1943	3.6	NA	3.65	2.63	1.22	1.94	3.39	2.43	1.79	1.9	5.16	3.5	2.62
1944	3.2	NA	2.75	3.33	1.01	0.92	2.21	2.09	1.67	1.51	6.18	4.08	1.65
1945	3	NA	3.21	2	1.19	1.23	2.27	1.08	0.79	1.8	4.31	2.33	2.36
1946	4.37	NA	3.15	2.9	1.37	1.85	2.8	1.81	1.17	2.02	5.76	3.27	2.61
1947	2.2	NA	1.33	2.28	0.37	1	1.89	1.31	0.51	1.17	5.03	2.15	1.58
1948	3.56	NA	2.77	2.79	1.14	1.81	1.95	1.35	1.54	1.33	5.76	3.01	4
1949	2.51	NA	0.89	2.6	0.87	1.46	1.4	1.72	0.9	1.17	4.51	2.53	3.53
1950	3.57	NA	2.03	3.08	1.19	1.94	1.4	2.2	0.85	1.64	3.81	3.23	2.17
1951	2.59	NA	1.81	2.48	0.86	0.84	1.22	1.05	1.29	0.83	1.83	1.36	2.29
1952	2.14	4.56	1.5	2.47	0.68	1.24	1.23	0.71	0.35	0.5	2.71	2.18	1.84
1953	2.72	4.67	1.84	3.36	0.58	1.91	2.25	1.19	1.13	1.23	1	1.98	0.5
1954	4	6	2.78	3.49	3.63	2	1.73	2.15	1.41	1.72	2.44	2.26	1.57
1955	3.82	5.69	2.03	1.6	2.36	1.15	2.92	2.06	2.07	1.59	1.73	2.02	3.25
1956	2.92	2.8	2.68	1.43	3.38	1.99	2.38	1.84	2.01	1.6	2.66	2.86	1.67
1957	3.75	3.7	2.22	3.1	1.2	0.8	1.38	1.31	1.31	0.87	2.41	1.01	1
1958	2.92	2	2.16	1.97	1.88	2.49	0.7	0.64	0.86	0.3	2.46	0.9	2.77
1959	2.92	3.76	2.46	2	2.18	1.58	2.46	1.72	0.93	1.04	3.01	4.22	3.85
1960	2.23	3.41	1.49	2.27	1.77	1.63	0.96	1.02	0.88	1.01	1.87	2.63	1.9
1961	3.37	3.78	2.31	2.2	2.08	1.65	3.39	1.6	1.52	1.28	2.22	5.63	2.2
1962	3.24	3	2.15	2.16	1.37	1.06	1.78	1.52	1.35	1.43	1	1	1.5
1963	0.8	1	1.61	1	0.65	0.65	1.32	1.26	0.37	0.42	2.37	3.44	1.51
1964	4	4.06	2.25	2.42	1.7	1.76	1.76	0.78	0.84	1.29	3.29	4.42	1.87
1965	3.82	3.1	1.4	1.02	0.79	0.9	1.23	0.24	0.45	0.89	2.75	3.73	1
1966	1.4	1.49	0.87	0.75	0.5	0.6	1.16	0.64	1.16	1.08	1.58	2.48	2.22
1967	1.67	2.18	1.08	1.57	1	1.07	2	1.06	0.93	1.43	2.18	3.32	2.87
1968	3.34	1.34	1.18	1.42	0.57	1.73	1.75	0.72	0.29	1.44	1.8	2.66	2.55
1969	3.94	2.89	2.49	4.79	0.82	1.9	1.25	1.22	0.43	1.23	1.51	3.33	2.18
1970	1.58	1.16	0.7	1.3	0.53	1.5	0.64	0.6	0.25	1.1	1.57	2.94	2.31
1971	2.45	2.46	0.59	0.6	0.94	1.14	1.17	0.56	0.38	1.42	1	0.7	2.93
1972	2.23	2.51	1.13	1.7	1	1.69	1.28	0.6	0.33	1.66	1.4	2.13	2.21
1973	1.65	2.08	0.88	2.36	0.69	1.19	0.75	1.09	0.49	1.13	2.02	1.74	3.04
1974	2.89	2.26	1.37	2.16	0.68	1	0.97	1.77	0.7	2.23	1.78	1.15	1
1975	3.87	3	3.97	2.81	1.6	2.3	3.6	1.8	0.75	2.45	3	1.82	2.7
