# Pumijumnong - Mae Wong Update - TEGR - ITRDB THA029
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/40561
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-40561.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/tha029-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/tha029.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/tha029.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-01-14
#--------------------
# File_Last_Modified_Date
#   Date: 2025-01-14
#--------------------
# Title
#   Study_Name: Pumijumnong - Mae Wong Update - TEGR - ITRDB THA029
#--------------------
# Investigators
#   Investigators: Pumijumnong, Nathsuda
#--------------------
# Description_Notes_and_Keywords
#   Description: Tropical Tree Ring Network SiteID = TEGRA_THA_08
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Pieter A. ZUIDEMA, Peter GROENENDIJK, Mizanur RAHMAN, Valerie TROUET,, Abrham ABIYU, Rodolfo ACUÑA-SOTO,, Eduardo ADENESKY-FILHO, Raquel ALFARO-SÁNCHEZ,, Claudio Roberto ANHOLETTO JUNIOR, José Roberto Vieira ARAGÃO, Gabriel ASSIS-PEREIRA,, Claudia C. ASTUDILLO-SÁNCHEZ, Ana Carolina BARBOSA, Giovanna BATTIPAGLIA, Hans BEECKMAN, Paulo Cesar BOTOSSO, Nils BOURLAND, Achim BRÄUNING, Roel BRIENEN, Matthew BROOKHOUSE, Supaporn BUAJAN, Brendan M. BUCKLEY, J. Julio CAMARERO, Artemio CARRILLO-PARRA, Gregório CECCANTINI, Librado R. CENTENO-ERGUERA, Julián CERANO-PAREDES, Wirong CHANTHORN, Ya-Jun CHEN, Bruno Barçante Ladvocat CINTRA,, Eladio Heriberto CORNEJO-OVIEDO, Otoniel CORTÉS-CORTÉS, Clayane Matos COSTA, Camille COURALET, Doris Bianca CRISPÍN-DE-LA-CRUZ,, Rosanne D'ARRIGO, Diego A. DAVID, Maaike DE RIDDER, Jorge Ignacio DEL VALLE, Mário DOBNER JR, Jean-Louis DOUCET, Oliver DÜNISCH, Brian J. ENQUIST,, Karin ESEMANN-QUADROS,, Gerardo ESQUIVEL-ARRIAGA, Ze-Xin FAN, Adeline FAYOLLE,, Tatiele Anete Bergamo FENILLI, M. Eugenia FERRERO,, Esther FICHTLER, Patrick M. FINNEGAN, Claudia FONTANA, Kainana S. FRANCISCO, Pei-Li FU, Franklin GALVÃO, Aster GEBREKIRSTOS, Jorge A. GIRALDO, Emanuel GLOOR, Milena GODOY-VEIGA, Daniela GRANATO-SOUZA, Anthony GUERRA, Kristof HANECA, Grant Logan HARLEY, Ingo HEINRICH,, Gerhard HELLE, Bruna HORNINK,, Wannes HUBAU, Janet G. INGA, Mahmuda ISLAM,, Yu-mei JIANG, Mark KAIB, Zakia Hassan KHAMISI, Marcin KOPROWSKI,, Eva LAYME, A. Joshua LEFFLER, Gauthier LIGOT, Claudio Sergio LISI, Neil J. LOADER, Francisco de Almeida LOBO, Giuliano Maselli LOCOSSELLI,, Tomaz LONGHI-SANTOS, Lidio LOPEZ, María I. LÓPEZ-HERNÁNDEZ, José Luís Penetra Cerveira LOUSADA, Rubén D. MANZANEDO,, Amanda K. MARCON, Justin T. MAXWELL, Omar N. MENDOZA-VILLA, Ítallo Romany Nunes MENEZES,, Mulugeta MOKRIA,, Valdinez Ribeiro MONTÓIA, Eddy MOORS,, Miyer MORENO, Miguel Angel MUÑIZ-CASTRO, Cristina NABAIS, Anuttara NATHALANG, Justine NGOMA, Francisco de Carvalho NOGUEIRA JR., Juliano Morales OLIVEIRA,, Gabriela Morais OLMEDO, Daigard Ricardo ORTEGA-RODRIGUEZ, Carmen Eugenia Rodríguez ORTÍZ, Mariana Alves PAGOTTO, Shankar PANTHI, Kathelyn PAREDES-VILLANUEVA,, Gonzalo PÉREZ-DE-LIS, Laura Patricia PONCE CALDERÓN, Leif Armando PORTAL-CAHUANA,, Darwin Alexander PUCHA-COFREP, Nathsuda PUMIJUMNONG, Paulo QUADRI, Jorge Andrés RAMÍREZ, Edilson Jimmy REQUENA-ROJAS, Judith REYES-FLORES, Adauto de Souza RIBEIRO, Iain ROBERTSON, Fidel Alejandro ROIG,, José Guilherme ROQUETTE, Ernesto Alonso RUBIO-CAMACHO, Raúl SÁNCHEZ-SALGUERO, Ute SASS-KLAASSEN,, Jochen SCHÖNGART, Marcelo Callegari SCIPIONI, Paul R. SHEPPARD, Lucas C.R. SILVA, Franziska SLOTTA, Leroy SORIA-DÍAZ, Luciana K.V.S. SOUSA, James H. SPEER, Matthew D. THERRELL, Ginette TICSE-OTAROLA,, Mario TOMAZELLO-FILHO, Max C.A. TORBENSON, Pantana TOR-NGERN,, Ramzi TOUCHAN, Jan VAN DEN BULCKE, Lorenzo VÁZQUEZ-SELEM, Adín H. VELÁZQUEZ-PÉREZ, Alejandro VENEGAS-GONZÁLEZ, Ricardo VILLALBA, Jose VILLANUEVA-DIAZ, Mart VLAM, George VOURLITIS, Christian WEHENKEL, Tommy WILS,, Erika S. ZAVALETA, Eshetu Asfaw ZEWDU, Yong-Jiang ZHANG, Zhe-Kun ZHOU, Flurin BABST. Pantropical tree rings show small effects of drought on growth. Science, in revision.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Mae Wong
#   Location: Thailand
#   Northernmost_Latitude: 15.813845
#   Southernmost_Latitude: 15.813845
#   Easternmost_Longitude: 99.308639
#   Westernmost_Longitude: 99.308639
#   Elevation_m: 209.0
#--------------------
# Data_Collection
#   Collection_Name: THA029
#   First_Year: 1867
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Tectona grandis L. f.
#   Common_Name: teak
#   Tree_Species_Code: TEGR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MV08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV12C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV12C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV05D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV05D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV04C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV04C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV03D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV03D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MV11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MV11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MV08A_raw	MV08B_raw	MV12B_raw	MV12A_raw	MV12C_raw	MV05B_raw	MV05D_raw	MV07B_raw	MV07A_raw	MV04A_raw	MV04C_raw	MV04B_raw	MV06B_raw	MV06A_raw	MV03D_raw	MV03A_raw	MV01B_raw	MV01A_raw	MV02A_raw	MV10A_raw	MV09B_raw	MV09A_raw	MV13A_raw	MV11A_raw	MV11B_raw
1867	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	NA	NA	NA	1.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.31	NA	NA	NA	NA	NA	NA
1870	NA	NA	NA	1.13	NA	NA	NA	NA	2.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.81	NA	NA	NA	NA	NA	NA
1871	NA	NA	NA	2.78	NA	NA	NA	NA	4.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55	NA	NA	NA	NA	NA	NA
1872	NA	NA	NA	2.03	NA	NA	NA	NA	2.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57	NA	NA	NA	NA	NA	NA
1873	NA	NA	NA	2.12	NA	NA	NA	NA	6.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.24	NA	NA	NA	NA	NA	NA
1874	NA	NA	NA	2.87	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	2.12	1.77	NA	NA	NA	NA	NA	NA
1875	NA	NA	NA	4.97	NA	NA	NA	NA	6.73	NA	NA	NA	NA	NA	NA	8.04	NA	1.6	3.64	NA	NA	NA	NA	NA	NA
1876	NA	NA	NA	4.73	NA	NA	NA	NA	9.45	NA	NA	NA	NA	NA	NA	7.16	NA	1.06	3.65	NA	NA	NA	NA	NA	NA
1877	NA	NA	NA	3.66	NA	NA	NA	NA	5.45	NA	NA	NA	NA	NA	NA	3.53	NA	0.8	3.58	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	9.23	NA	NA	NA	NA	5.57	NA	NA	NA	NA	NA	NA	6.71	NA	0.7	4.59	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	4.68	NA	NA	NA	NA	6.29	NA	NA	NA	NA	NA	NA	5.44	NA	0.5	3.5	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	1.67	NA	NA	NA	NA	1.44	NA	NA	NA	NA	NA	NA	2.55	NA	0.39	3.58	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	1.09	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	1.11	NA	0.45	1.99	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	1.5	NA	NA	NA	NA	3.88	NA	NA	NA	NA	NA	NA	1.1	NA	0.94	2.52	NA	NA	NA	NA	NA	NA
1883	NA	NA	NA	3.69	NA	NA	NA	NA	4.31	NA	NA	NA	NA	NA	NA	2.21	NA	2.63	2.05	NA	NA	NA	NA	NA	NA
1884	NA	NA	NA	8.81	NA	NA	NA	NA	2.68	NA	NA	NA	NA	NA	NA	5.37	NA	1.61	2.1	NA	NA	NA	3.45	NA	NA
1885	NA	1.13	NA	1.76	NA	NA	NA	NA	2.96	NA	NA	NA	NA	NA	NA	1.14	NA	0.68	2.12	NA	NA	3.67	1.42	NA	NA
1886	NA	0.44	NA	4.7	NA	NA	NA	NA	3.11	NA	NA	NA	NA	NA	NA	1.72	NA	1.22	2.41	NA	NA	4.73	8.63	NA	NA
1887	NA	0.87	NA	4.86	NA	NA	NA	NA	3.88	NA	NA	NA	NA	NA	NA	2.25	NA	0.77	2.07	NA	NA	4.25	7.66	NA	NA
1888	NA	1.25	NA	0.68	NA	NA	NA	NA	2.39	NA	NA	NA	NA	NA	NA	0.8	NA	0.39	0.54	NA	NA	0.45	0.67	NA	NA
1889	NA	1.29	NA	4.66	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	3.19	0.9	0.54	1.95	NA	NA	1.43	1.65	NA	NA
1890	NA	4.15	NA	5.35	NA	NA	NA	NA	3.71	NA	NA	NA	NA	NA	NA	3.67	6.23	0.89	1.15	NA	NA	1.39	4.33	NA	NA
1891	NA	3.56	3.85	2.86	NA	NA	NA	NA	2.73	NA	NA	NA	NA	NA	NA	5.46	7.46	1.05	0.32	NA	NA	1.83	2.33	NA	NA
1892	NA	3.77	4.42	2.58	NA	NA	NA	NA	3.66	NA	NA	NA	NA	NA	NA	5.3	6.18	0.77	0.19	NA	NA	0.95	2.65	NA	NA
1893	NA	4.11	3.69	6.07	NA	NA	NA	NA	3.46	NA	NA	NA	NA	NA	NA	6.44	3.98	2.65	0.45	NA	NA	1.66	2.83	NA	NA
1894	NA	5.1	5.92	8.64	4.28	NA	NA	NA	3.69	NA	NA	NA	NA	NA	NA	10.57	2.04	2.73	0.71	NA	NA	2.43	3.58	NA	NA
1895	NA	4.1	9.25	8.92	2.31	5.97	NA	NA	5.86	NA	NA	NA	NA	NA	NA	10.47	2.95	2.09	2.61	NA	5.16	1.86	3.33	NA	NA
1896	NA	3.14	4.41	2.44	2.33	6.06	NA	NA	2.62	NA	NA	NA	NA	NA	NA	5.3	2.27	1.32	0.95	NA	5.23	1.47	2.37	NA	NA
1897	NA	0.92	2.45	2.71	3.58	4.92	NA	NA	3.22	NA	NA	NA	NA	NA	NA	5.38	1.82	1.07	4.12	NA	4.44	1.9	1.64	NA	NA
1898	1.98	0.77	3.78	3.22	1.58	4.47	NA	NA	3.2	NA	NA	NA	NA	NA	NA	4.04	1.04	1.73	2.81	NA	4.59	2.55	1.73	NA	NA
1899	4.5	1.02	2.32	0.81	0.54	3.59	NA	NA	1.7	NA	NA	NA	NA	NA	NA	1.38	1.27	0.86	3.14	NA	4.61	3.59	0.81	NA	NA
1900	2.89	1.37	1	2.14	1.38	5.12	NA	NA	1.75	NA	NA	NA	NA	1.37	NA	0.92	0.82	0.9	1.39	NA	3.73	1.07	0.39	NA	NA
1901	3.38	1.64	3.69	7.12	3.54	6.05	NA	NA	6.41	NA	NA	NA	NA	1.06	NA	2.39	2.14	5.66	1.01	NA	8.76	2.11	1.67	NA	NA
1902	8.79	3.67	5.77	3.62	2.83	8.67	NA	NA	6.32	NA	NA	NA	NA	5.75	NA	6.24	2.5	4.25	1.42	NA	6.04	3.23	3.28	NA	NA
1903	4.94	2.95	3.96	3.19	2.48	7.64	NA	NA	4.69	NA	NA	NA	NA	4.63	NA	5.49	0.87	3.31	1.61	NA	3.2	2.06	1.21	NA	NA
1904	4.43	3.25	5.58	2.66	3.35	4.41	NA	NA	5.52	NA	NA	NA	NA	2.7	NA	3.86	1.72	2.19	1.93	NA	8.51	2.26	0.6	NA	NA
1905	2.28	1.94	4.6	4.37	3.05	3.62	NA	NA	4.96	NA	NA	NA	NA	2.6	NA	2.15	3.23	1.77	2.58	NA	8.31	1.82	0.6	NA	NA
1906	3.25	2.34	6.38	5.37	4.03	3.51	5.28	NA	4.99	NA	NA	NA	NA	3.95	NA	4.77	3.22	1.29	2.44	NA	6.93	2.06	6.24	NA	NA
1907	3.51	2.16	5.4	1.17	2.85	4.39	3.64	NA	4.69	NA	NA	NA	NA	3.83	NA	5.56	1.81	1.46	1.37	NA	9.36	1.22	1.49	NA	NA
1908	4.28	1.52	2.72	1.47	0.85	2.69	2.35	4.44	4.81	NA	NA	NA	NA	1.96	NA	2.3	0.93	1.3	1.08	NA	3.13	1.27	0.8	NA	NA
1909	2.08	0.47	1.74	0.56	0.45	0.94	1.81	3.01	1	NA	NA	NA	NA	0.87	NA	2.02	0.81	0.43	0.23	NA	1.65	0.82	0.6	NA	NA
1910	2.48	0.45	2.01	0.66	1.05	0.32	2.58	2.3	2.5	NA	NA	NA	NA	0.69	NA	2.82	1.32	1.15	0.22	NA	3.11	0.54	0.89	NA	NA
1911	4.03	1.18	3.52	2.29	2.29	1.05	2.76	3.48	6.15	NA	NA	NA	NA	1.18	NA	2.53	2.19	2.07	0.72	NA	2.59	0.5	1.03	NA	NA
1912	1.71	0.66	3.64	1.81	3.05	1.14	2.04	2.66	4.23	NA	NA	NA	NA	0.94	NA	3.02	1.96	1.75	1.36	NA	3.82	0.48	2.26	NA	NA
1913	2.44	1.28	4.22	2.12	3.15	0.58	0.93	1.59	4.83	NA	NA	NA	NA	0.5	NA	2.42	2.35	2.76	1.49	NA	7.77	0.91	1.21	NA	NA
1914	2.89	1.27	3.39	1.88	2.8	0.88	1.95	1.44	2.34	NA	NA	NA	NA	0.78	NA	4.16	1.48	4.24	1.16	NA	9.87	0.9	1.75	NA	NA
1915	2.69	0.79	4.64	2.84	4.2	0.48	0.92	0.89	2.99	NA	NA	NA	NA	0.45	6.27	2.43	0.97	2.7	1.53	NA	8.82	0.36	1.21	NA	NA
1916	2.5	0.86	2.4	1.02	1.97	0.31	0.91	1.02	3.07	NA	NA	NA	NA	0.42	4.84	2.01	1.26	2.8	1.23	0.52	4.09	0.3	0.71	NA	NA
1917	4.12	0.69	3.96	1.84	1.18	0.98	1.05	2.28	4.18	NA	NA	NA	NA	0.57	9.06	4.22	1.37	4.04	1.54	2.13	6.2	1.06	0.78	NA	NA
1918	0.68	0.42	0.51	0.35	1.83	0.29	0.45	0.75	0.59	NA	NA	NA	NA	0.53	5.1	0.73	0.62	3.2	0.51	2.12	4.52	0.47	0.44	NA	NA
1919	1.11	0.46	0.93	0.54	3.02	0.75	0.81	1.65	1.2	NA	NA	NA	NA	0.36	3.41	0.77	0.78	3.73	0.67	1.88	1.2	1.21	0.43	NA	3.36
1920	0.61	0.84	1.07	0.37	1.09	0.69	0.76	1.83	0.8	NA	NA	NA	NA	0.28	1.91	0.82	0.62	2.08	0.81	1.92	4.11	0.34	1.33	5.67	3.53
1921	2.61	2.19	1.98	1.41	1.13	2.18	1.71	3.16	1.27	NA	NA	NA	NA	0.47	3.07	1.59	1.18	2.96	0.93	4.97	5.96	0.75	1.95	4.62	5.05
1922	2.62	1.29	3.26	1.46	3.14	1.69	0.6	0.77	0.63	NA	NA	NA	NA	0.44	3.26	2.73	0.35	2.34	1.14	0.58	4.35	3.26	2.13	2.19	4
1923	1.64	0.76	1.2	0.94	1.2	0.5	1.72	1.29	0.7	NA	NA	NA	NA	1.23	3.13	2.29	0.34	1.94	0.42	0.78	3.36	2.84	1.99	1.9	2.34
1924	1.4	0.48	1.42	1.39	1.25	0.26	2.14	1.28	0.78	NA	NA	NA	NA	0.17	2.57	1.37	1.43	1.94	0.43	1.66	3.05	1.26	1.72	3.55	2.67
1925	3.33	1.27	3.47	3.26	3.49	1.06	5.08	1.67	0.63	NA	NA	NA	NA	0.27	3.3	2.62	0.84	1.96	0.83	3.82	5.77	5.33	4.67	2.85	6.1
1926	3.08	0.9	2.13	2.87	0.78	1.02	3.82	1.22	0.54	NA	NA	NA	NA	0.23	2.76	2.83	0.49	1.2	0.3	0.78	6.99	7.65	3.55	2.21	3.21
1927	2.01	0.74	3.36	3.34	0.38	0.73	0.86	1.24	0.56	NA	NA	NA	NA	0.69	2.19	2.72	0.47	2.05	0.31	1.43	5.39	3.34	2.29	1.72	3.6
1928	2.53	0.85	3.07	2.46	0.35	0.49	0.6	1.33	0.58	NA	NA	NA	NA	0.25	1.81	3.33	0.64	0.64	0.24	0.55	4.3	1.95	1.28	1.78	3.02
1929	2.53	1.14	1	0.56	0.83	0.17	1.03	1.17	0.41	NA	NA	NA	NA	0.29	1.81	3.34	0.49	0.23	0.21	1.36	1.01	1.35	0.49	0.65	3.05
1930	1.55	1.4	1	0.28	2.34	0.26	0.24	0.88	0.28	NA	NA	NA	NA	2.11	1.76	0.75	0.51	0.22	0.28	6.61	0.46	0.56	0.45	1.09	0.69
1931	5	5.18	5.27	0.2	5.77	1.17	0.62	2.31	0.36	NA	NA	NA	NA	4.33	4.63	5.76	0.88	1.15	0.19	7.71	0.53	2.33	2.52	1.51	1.39
1932	2.5	3	3.36	1.38	3.18	1.51	0.89	1.85	0.5	NA	NA	NA	NA	5.22	2.31	4.45	0.96	1.03	0.2	3.55	5.67	2.1	2.46	0.71	0.68
1933	4.29	3.5	3.17	1.31	3.71	2.74	1.39	3.45	1.42	NA	NA	NA	NA	5.98	3.49	4.55	1.79	0.58	0.53	3.85	3.17	6.06	3.15	1.45	1.57
