# Pumijumnong - Nam Kong Update - TEGR - ITRDB THA027
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/40559
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-40559.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/tha027-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/tha027.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/tha027.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-01-14
#--------------------
# File_Last_Modified_Date
#   Date: 2025-01-14
#--------------------
# Title
#   Study_Name: Pumijumnong - Nam Kong Update - TEGR - ITRDB THA027
#--------------------
# Investigators
#   Investigators: Pumijumnong, Nathsuda
#--------------------
# Description_Notes_and_Keywords
#   Description: Tropical Tree Ring Network SiteID = TEGRA_THA_01
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Pieter A. ZUIDEMA, Peter GROENENDIJK, Mizanur RAHMAN, Valerie TROUET,, Abrham ABIYU, Rodolfo ACUÑA-SOTO,, Eduardo ADENESKY-FILHO, Raquel ALFARO-SÁNCHEZ,, Claudio Roberto ANHOLETTO JUNIOR, José Roberto Vieira ARAGÃO, Gabriel ASSIS-PEREIRA,, Claudia C. ASTUDILLO-SÁNCHEZ, Ana Carolina BARBOSA, Giovanna BATTIPAGLIA, Hans BEECKMAN, Paulo Cesar BOTOSSO, Nils BOURLAND, Achim BRÄUNING, Roel BRIENEN, Matthew BROOKHOUSE, Supaporn BUAJAN, Brendan M. BUCKLEY, J. Julio CAMARERO, Artemio CARRILLO-PARRA, Gregório CECCANTINI, Librado R. CENTENO-ERGUERA, Julián CERANO-PAREDES, Wirong CHANTHORN, Ya-Jun CHEN, Bruno Barçante Ladvocat CINTRA,, Eladio Heriberto CORNEJO-OVIEDO, Otoniel CORTÉS-CORTÉS, Clayane Matos COSTA, Camille COURALET, Doris Bianca CRISPÍN-DE-LA-CRUZ,, Rosanne D'ARRIGO, Diego A. DAVID, Maaike DE RIDDER, Jorge Ignacio DEL VALLE, Mário DOBNER JR, Jean-Louis DOUCET, Oliver DÜNISCH, Brian J. ENQUIST,, Karin ESEMANN-QUADROS,, Gerardo ESQUIVEL-ARRIAGA, Ze-Xin FAN, Adeline FAYOLLE,, Tatiele Anete Bergamo FENILLI, M. Eugenia FERRERO,, Esther FICHTLER, Patrick M. FINNEGAN, Claudia FONTANA, Kainana S. FRANCISCO, Pei-Li FU, Franklin GALVÃO, Aster GEBREKIRSTOS, Jorge A. GIRALDO, Emanuel GLOOR, Milena GODOY-VEIGA, Daniela GRANATO-SOUZA, Anthony GUERRA, Kristof HANECA, Grant Logan HARLEY, Ingo HEINRICH,, Gerhard HELLE, Bruna HORNINK,, Wannes HUBAU, Janet G. INGA, Mahmuda ISLAM,, Yu-mei JIANG, Mark KAIB, Zakia Hassan KHAMISI, Marcin KOPROWSKI,, Eva LAYME, A. Joshua LEFFLER, Gauthier LIGOT, Claudio Sergio LISI, Neil J. LOADER, Francisco de Almeida LOBO, Giuliano Maselli LOCOSSELLI,, Tomaz LONGHI-SANTOS, Lidio LOPEZ, María I. LÓPEZ-HERNÁNDEZ, José Luís Penetra Cerveira LOUSADA, Rubén D. MANZANEDO,, Amanda K. MARCON, Justin T. MAXWELL, Omar N. MENDOZA-VILLA, Ítallo Romany Nunes MENEZES,, Mulugeta MOKRIA,, Valdinez Ribeiro MONTÓIA, Eddy MOORS,, Miyer MORENO, Miguel Angel MUÑIZ-CASTRO, Cristina NABAIS, Anuttara NATHALANG, Justine NGOMA, Francisco de Carvalho NOGUEIRA JR., Juliano Morales OLIVEIRA,, Gabriela Morais OLMEDO, Daigard Ricardo ORTEGA-RODRIGUEZ, Carmen Eugenia Rodríguez ORTÍZ, Mariana Alves PAGOTTO, Shankar PANTHI, Kathelyn PAREDES-VILLANUEVA,, Gonzalo PÉREZ-DE-LIS, Laura Patricia PONCE CALDERÓN, Leif Armando PORTAL-CAHUANA,, Darwin Alexander PUCHA-COFREP, Nathsuda PUMIJUMNONG, Paulo QUADRI, Jorge Andrés RAMÍREZ, Edilson Jimmy REQUENA-ROJAS, Judith REYES-FLORES, Adauto de Souza RIBEIRO, Iain ROBERTSON, Fidel Alejandro ROIG,, José Guilherme ROQUETTE, Ernesto Alonso RUBIO-CAMACHO, Raúl SÁNCHEZ-SALGUERO, Ute SASS-KLAASSEN,, Jochen SCHÖNGART, Marcelo Callegari SCIPIONI, Paul R. SHEPPARD, Lucas C.R. SILVA, Franziska SLOTTA, Leroy SORIA-DÍAZ, Luciana K.V.S. SOUSA, James H. SPEER, Matthew D. THERRELL, Ginette TICSE-OTAROLA,, Mario TOMAZELLO-FILHO, Max C.A. TORBENSON, Pantana TOR-NGERN,, Ramzi TOUCHAN, Jan VAN DEN BULCKE, Lorenzo VÁZQUEZ-SELEM, Adín H. VELÁZQUEZ-PÉREZ, Alejandro VENEGAS-GONZÁLEZ, Ricardo VILLALBA, Jose VILLANUEVA-DIAZ, Mart VLAM, George VOURLITIS, Christian WEHENKEL, Tommy WILS,, Erika S. ZAVALETA, Eshetu Asfaw ZEWDU, Yong-Jiang ZHANG, Zhe-Kun ZHOU, Flurin BABST. Pantropical tree rings show small effects of drought on growth. Science, in revision.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Nam Kong
#   Location: Thailand
#   Northernmost_Latitude: 19.43800011
#   Southernmost_Latitude: 19.43800011
#   Easternmost_Longitude: 98.12117405
#   Westernmost_Longitude: 98.12117405
#   Elevation_m: 907.0
#--------------------
# Data_Collection
#   Collection_Name: THA027
#   First_Year: 1872
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Tectona grandis L. f.
#   Common_Name: teak
#   Tree_Species_Code: TEGR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TKNK10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1F_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1F; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1H_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1H; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1I; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1J_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1J; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1K; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1L_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1L; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1M_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1M; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1O; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1P_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1P; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1Q_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1Q; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1T_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1T; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK1U_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK1U; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TKNK10_raw	TKNK11_raw	TKNK12_raw	TKNK13_raw	TKNK14_raw	TKNK15_raw	TKNK16_raw	TKNK17_raw	TKNK18_raw	TKNK19_raw	TKNK1A_raw	TKNK1B_raw	TKNK1C_raw	TKNK1D_raw	TKNK1E_raw	TKNK1F_raw	TKNK1G_raw	TKNK1H_raw	TKNK1I_raw	TKNK1J_raw	TKNK1K_raw	TKNK1L_raw	TKNK1M_raw	TKNK1N_raw	TKNK1O_raw	TKNK1P_raw	TKNK1Q_raw	TKNK1R_raw	TKNK1S_raw	TKNK1T_raw	TKNK1U_raw
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9	NA	NA	NA	NA	3.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58	NA	NA	NA	NA	2.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17	NA	NA	NA	NA	2.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55	NA	NA	NA	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.05	NA	NA	NA	NA	1.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.57	NA	NA	NA	NA	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.22	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.85	NA	NA	NA	NA	3.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1900	NA	NA	NA	NA	6.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.16	NA	NA	NA	NA	3.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1901	NA	NA	NA	NA	5.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.44	NA	NA	NA	NA	6.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1902	NA	NA	NA	NA	5.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.79	NA	NA	NA	NA	4.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1903	NA	NA	NA	NA	7.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.35	NA	NA	NA	2.65	4.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1904	NA	NA	NA	NA	6.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.08	NA	NA	NA	1.69	1.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1905	NA	NA	NA	NA	7.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.88	NA	NA	NA	2.13	1.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1906	NA	NA	NA	NA	5.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.01	NA	NA	NA	1.03	4.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1907	NA	NA	NA	NA	5.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.41	NA	NA	NA	2.47	3.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.89	NA	NA	NA	1.19	1.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1909	NA	NA	3.71	NA	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.9	5.13	NA	NA	NA	1.96	3.11	NA	NA	NA	NA	3.76	NA	NA	NA	NA	NA
1910	NA	NA	3.86	NA	2.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.99	4.59	NA	NA	NA	1.93	2.33	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA
1911	NA	NA	6.48	NA	3.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.6	4.31	NA	NA	NA	2.2	3.57	NA	NA	NA	NA	2.42	NA	NA	NA	NA	NA
1912	NA	NA	5.1	NA	3.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.47	4.4	1.79	NA	NA	2	4.66	NA	NA	NA	NA	1.31	NA	NA	NA	NA	NA
1913	NA	NA	5.15	NA	3.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.96	3.4	1.1	NA	NA	1.75	2.33	NA	NA	NA	NA	2.51	NA	NA	NA	NA	NA
1914	NA	NA	5.81	NA	5.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.5	4.2	1.52	NA	NA	3.12	5.26	NA	NA	NA	NA	2.94	NA	NA	NA	NA	NA
1915	NA	NA	3.84	NA	2.38	NA	NA	NA	NA	2.04	NA	NA	NA	NA	4.35	4.98	1.17	NA	NA	2.4	3.18	NA	NA	NA	NA	2.09	NA	NA	NA	NA	NA
1916	NA	NA	7.47	NA	3.34	NA	NA	NA	NA	1.84	NA	NA	NA	NA	2.77	5.46	1.78	NA	NA	2.09	2.75	NA	NA	NA	NA	5.27	NA	NA	NA	NA	NA
1917	NA	NA	2.98	NA	2.83	NA	NA	NA	NA	1.84	NA	NA	NA	NA	2.1	2.39	1.89	NA	NA	3.55	2.07	NA	NA	NA	NA	3.62	NA	NA	NA	NA	NA
1918	NA	NA	3.64	NA	1.76	NA	NA	NA	NA	1.72	NA	NA	NA	NA	1.82	2.69	1.29	NA	NA	3.53	2.74	NA	NA	NA	NA	5.03	NA	NA	NA	NA	NA
1919	NA	NA	2.68	NA	3.14	NA	NA	NA	NA	1.36	NA	3.96	NA	NA	2.03	2.59	1.34	NA	NA	1.34	4.74	NA	NA	NA	NA	2.39	NA	NA	NA	NA	NA
1920	NA	NA	1.92	NA	3.96	NA	NA	NA	NA	1.21	NA	5.98	NA	NA	2.65	3.69	1.1	NA	NA	1.61	4.71	NA	NA	NA	1.03	3.98	NA	NA	NA	NA	NA
1921	NA	NA	4.13	NA	2.27	NA	NA	NA	NA	3.23	NA	4.21	NA	NA	1.55	3.03	2.65	NA	NA	1.1	2.79	NA	NA	NA	1.49	3.38	NA	NA	NA	NA	NA
1922	NA	NA	3.87	NA	4.07	NA	NA	NA	NA	0.98	NA	2.97	NA	NA	1.53	2.89	1.33	NA	NA	2.83	2.95	NA	NA	NA	1.03	3.35	NA	NA	NA	NA	NA
1923	NA	NA	3	NA	3.05	NA	NA	NA	NA	2.8	NA	6.14	NA	NA	1.89	2.31	1.39	NA	NA	2.53	1.68	NA	NA	NA	0.66	2.55	NA	NA	NA	NA	NA
1924	NA	NA	5.22	NA	2.5	NA	NA	NA	NA	2.83	NA	2.23	NA	NA	1.57	2.16	1.16	NA	NA	2.44	2.54	NA	NA	NA	0.86	2.72	NA	NA	NA	NA	NA
1925	NA	NA	3.76	NA	1.83	NA	NA	NA	NA	7.18	NA	3.56	NA	NA	2.16	1.29	1.05	NA	NA	5.22	3.23	NA	NA	NA	0.67	2.88	NA	NA	NA	NA	NA
1926	NA	NA	3.34	NA	3.19	NA	NA	2.6	NA	7.59	NA	3.86	NA	NA	3.47	2.45	1.49	NA	NA	3.58	4	NA	NA	NA	0.52	2.88	NA	NA	NA	NA	NA
1927	NA	NA	15.23	NA	3.76	NA	NA	7.81	NA	14.18	NA	5.11	3.37	NA	4	2.72	2.38	NA	NA	5.26	4.38	NA	NA	NA	2.47	2.8	NA	NA	NA	NA	NA
1928	NA	NA	7.44	9.43	4.2	NA	NA	5.14	NA	3.34	NA	5.54	2.89	NA	5.31	2.32	4.89	NA	NA	6.7	3.97	NA	NA	NA	1.89	1.47	NA	NA	NA	NA	NA
1929	NA	NA	4.67	6.47	4.42	NA	NA	6.69	NA	4.37	NA	5.46	1.73	NA	3.74	2.7	2.5	NA	NA	3.06	4.5	NA	NA	NA	0.98	3.44	NA	NA	NA	NA	NA
1930	NA	NA	4.78	6.58	3.73	NA	NA	4.57	NA	10.09	NA	4.15	1.47	NA	3.88	2.31	1.99	NA	NA	3.47	7.1	NA	NA	NA	2.22	5.05	1.27	NA	NA	NA	7.25
1931	NA	NA	1.53	2.26	1.45	NA	NA	1.25	NA	1.95	NA	1.2	1.04	NA	2.08	1.56	1.19	1.04	1	0.96	1.52	NA	NA	NA	0.77	2.71	2.48	2.16	NA	NA	1.41
1932	NA	NA	2.43	2.27	1.02	NA	NA	1.35	7.04	6.46	NA	2.11	1.22	NA	2.48	2.07	1.71	1.92	2.94	1.44	2.23	NA	NA	NA	0.67	5.87	1.18	3.54	NA	NA	2.31
1933	NA	4.53	8.56	4.85	3.69	NA	NA	2.31	1.46	13.51	NA	3.09	2.18	NA	4.86	4.56	4.16	3.34	10.36	3.65	4.55	NA	NA	NA	2.05	2.07	2.95	7.67	NA	NA	3.35
1934	NA	6.86	6.31	7.99	5.03	NA	NA	4.12	2.25	9.12	NA	4.47	3.25	NA	6.94	5.05	4.19	5.28	12.04	2.84	3.85	NA	NA	NA	1.53	5.96	3.57	13.53	NA	NA	4.49
1935	NA	2.45	4.04	7.62	4.08	NA	NA	3.6	3.31	10.9	NA	3.05	4.04	NA	6.56	2.88	3.98	4.67	10.08	2.63	5.41	NA	4.73	NA	2.9	5.14	2.65	11.05	12.55	NA	5.96
1936	NA	3.45	2.25	7.06	5.91	NA	NA	4.68	4.11	6.7	NA	4.85	1.53	NA	5.28	2.48	2.6	5.19	9.1	3.95	5.92	NA	2.62	NA	3.49	4.57	2.54	11.16	10.74	NA	7.87
1937	NA	3.96	4.87	10.05	8.21	NA	NA	3.64	5.96	5.87	NA	3.63	1.19	NA	4.12	2.29	4.55	5.89	11.33	5.52	5.37	NA	4.82	NA	1.96	3.88	1.8	10.09	11.71	NA	7.7
