# Pumijumnong - Mae Wong Update - TEGR - ITRDB THA030
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/40562
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-40562.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/tha030-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/tha030.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/tha030.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-01-14
#--------------------
# File_Last_Modified_Date
#   Date: 2025-01-14
#--------------------
# Title
#   Study_Name: Pumijumnong - Mae Wong Update - TEGR - ITRDB THA030
#--------------------
# Investigators
#   Investigators: Pumijumnong, Nathsuda
#--------------------
# Description_Notes_and_Keywords
#   Description: Tropical Tree Ring Network SiteID = TEGRA_THA_11
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Pieter A. ZUIDEMA, Peter GROENENDIJK, Mizanur RAHMAN, Valerie TROUET,, Abrham ABIYU, Rodolfo ACUÑA-SOTO,, Eduardo ADENESKY-FILHO, Raquel ALFARO-SÁNCHEZ,, Claudio Roberto ANHOLETTO JUNIOR, José Roberto Vieira ARAGÃO, Gabriel ASSIS-PEREIRA,, Claudia C. ASTUDILLO-SÁNCHEZ, Ana Carolina BARBOSA, Giovanna BATTIPAGLIA, Hans BEECKMAN, Paulo Cesar BOTOSSO, Nils BOURLAND, Achim BRÄUNING, Roel BRIENEN, Matthew BROOKHOUSE, Supaporn BUAJAN, Brendan M. BUCKLEY, J. Julio CAMARERO, Artemio CARRILLO-PARRA, Gregório CECCANTINI, Librado R. CENTENO-ERGUERA, Julián CERANO-PAREDES, Wirong CHANTHORN, Ya-Jun CHEN, Bruno Barçante Ladvocat CINTRA,, Eladio Heriberto CORNEJO-OVIEDO, Otoniel CORTÉS-CORTÉS, Clayane Matos COSTA, Camille COURALET, Doris Bianca CRISPÍN-DE-LA-CRUZ,, Rosanne D'ARRIGO, Diego A. DAVID, Maaike DE RIDDER, Jorge Ignacio DEL VALLE, Mário DOBNER JR, Jean-Louis DOUCET, Oliver DÜNISCH, Brian J. ENQUIST,, Karin ESEMANN-QUADROS,, Gerardo ESQUIVEL-ARRIAGA, Ze-Xin FAN, Adeline FAYOLLE,, Tatiele Anete Bergamo FENILLI, M. Eugenia FERRERO,, Esther FICHTLER, Patrick M. FINNEGAN, Claudia FONTANA, Kainana S. FRANCISCO, Pei-Li FU, Franklin GALVÃO, Aster GEBREKIRSTOS, Jorge A. GIRALDO, Emanuel GLOOR, Milena GODOY-VEIGA, Daniela GRANATO-SOUZA, Anthony GUERRA, Kristof HANECA, Grant Logan HARLEY, Ingo HEINRICH,, Gerhard HELLE, Bruna HORNINK,, Wannes HUBAU, Janet G. INGA, Mahmuda ISLAM,, Yu-mei JIANG, Mark KAIB, Zakia Hassan KHAMISI, Marcin KOPROWSKI,, Eva LAYME, A. Joshua LEFFLER, Gauthier LIGOT, Claudio Sergio LISI, Neil J. LOADER, Francisco de Almeida LOBO, Giuliano Maselli LOCOSSELLI,, Tomaz LONGHI-SANTOS, Lidio LOPEZ, María I. LÓPEZ-HERNÁNDEZ, José Luís Penetra Cerveira LOUSADA, Rubén D. MANZANEDO,, Amanda K. MARCON, Justin T. MAXWELL, Omar N. MENDOZA-VILLA, Ítallo Romany Nunes MENEZES,, Mulugeta MOKRIA,, Valdinez Ribeiro MONTÓIA, Eddy MOORS,, Miyer MORENO, Miguel Angel MUÑIZ-CASTRO, Cristina NABAIS, Anuttara NATHALANG, Justine NGOMA, Francisco de Carvalho NOGUEIRA JR., Juliano Morales OLIVEIRA,, Gabriela Morais OLMEDO, Daigard Ricardo ORTEGA-RODRIGUEZ, Carmen Eugenia Rodríguez ORTÍZ, Mariana Alves PAGOTTO, Shankar PANTHI, Kathelyn PAREDES-VILLANUEVA,, Gonzalo PÉREZ-DE-LIS, Laura Patricia PONCE CALDERÓN, Leif Armando PORTAL-CAHUANA,, Darwin Alexander PUCHA-COFREP, Nathsuda PUMIJUMNONG, Paulo QUADRI, Jorge Andrés RAMÍREZ, Edilson Jimmy REQUENA-ROJAS, Judith REYES-FLORES, Adauto de Souza RIBEIRO, Iain ROBERTSON, Fidel Alejandro ROIG,, José Guilherme ROQUETTE, Ernesto Alonso RUBIO-CAMACHO, Raúl SÁNCHEZ-SALGUERO, Ute SASS-KLAASSEN,, Jochen SCHÖNGART, Marcelo Callegari SCIPIONI, Paul R. SHEPPARD, Lucas C.R. SILVA, Franziska SLOTTA, Leroy SORIA-DÍAZ, Luciana K.V.S. SOUSA, James H. SPEER, Matthew D. THERRELL, Ginette TICSE-OTAROLA,, Mario TOMAZELLO-FILHO, Max C.A. TORBENSON, Pantana TOR-NGERN,, Ramzi TOUCHAN, Jan VAN DEN BULCKE, Lorenzo VÁZQUEZ-SELEM, Adín H. VELÁZQUEZ-PÉREZ, Alejandro VENEGAS-GONZÁLEZ, Ricardo VILLALBA, Jose VILLANUEVA-DIAZ, Mart VLAM, George VOURLITIS, Christian WEHENKEL, Tommy WILS,, Erika S. ZAVALETA, Eshetu Asfaw ZEWDU, Yong-Jiang ZHANG, Zhe-Kun ZHOU, Flurin BABST. Pantropical tree rings show small effects of drought on growth. Science, in revision.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Mae Wong
#   Location: Thailand
#   Northernmost_Latitude: 15.813845
#   Southernmost_Latitude: 15.813845
#   Easternmost_Longitude: 99.308639
#   Westernmost_Longitude: 99.308639
#   Elevation_m: 209.0
#--------------------
# Data_Collection
#   Collection_Name: THA030
#   First_Year: 1874
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Tectona grandis L. f.
#   Common_Name: teak
#   Tree_Species_Code: TEGR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MVR7A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MVR7A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MVR7B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MVR7B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MVR2C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MVR2C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MVR2A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MVR2A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MVR2B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MVR2B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MVR6A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MVR6A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MVR6B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MVR6B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MVR3B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MVR3B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MVR3A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MVR3A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MVR4B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MVR4B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MVR4A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MVR4A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MVR8B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MVR8B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MVR8A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MVR8A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MVR9A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MVR9A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MVR9B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MVR9B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MVR10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MVR10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MVR10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MVR10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MVR5A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MVR5A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MVR5B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MVR5B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KVR1A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KVR1A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KVR1B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KVR1B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MVR7A_raw	MVR7B_raw	MVR2C_raw	MVR2A_raw	MVR2B_raw	MVR6A_raw	MVR6B_raw	MVR3B_raw	MVR3A_raw	MVR4B_raw	MVR4A_raw	MVR8B_raw	MVR8A_raw	MVR9A_raw	MVR9B_raw	MVR10B_raw	MVR10A_raw	MVR5A_raw	MVR5B_raw	KVR1A_raw	KVR1B_raw
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67	2.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	NA	NA	NA	NA	NA	NA	2.65	NA	NA	7.42	2.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1886	NA	NA	NA	NA	NA	NA	5.5	NA	NA	5.49	2.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1887	NA	NA	NA	NA	NA	NA	0.73	NA	NA	1.08	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1888	NA	NA	NA	NA	NA	NA	3.07	NA	NA	1.71	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1889	NA	NA	NA	NA	NA	NA	1.71	NA	NA	2.89	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1890	NA	NA	NA	NA	NA	NA	3.37	NA	NA	2.31	6.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1891	NA	NA	NA	NA	NA	NA	2.63	NA	NA	1.48	3.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1892	NA	NA	NA	NA	NA	NA	3.94	NA	NA	1.16	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1893	NA	NA	NA	NA	NA	NA	2.16	NA	NA	1.47	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	5.91	NA	NA	1.46	1.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	4.9	NA	NA	1.16	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	4.46	NA	NA	0.71	0.58	NA	1.4	NA	NA	NA	NA	NA	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	5.82	NA	NA	0.9	1.23	NA	3.31	NA	NA	NA	NA	NA	NA	NA	NA
1898	NA	NA	NA	NA	NA	4.65	4.92	NA	NA	1	0.22	NA	8.1	NA	NA	NA	NA	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	4.73	4.81	NA	NA	1.73	0.43	NA	4.71	NA	NA	NA	NA	NA	NA	NA	NA
1900	NA	NA	NA	NA	NA	5.86	9.08	NA	NA	4.51	3.05	3.79	3.75	NA	NA	NA	NA	NA	NA	NA	NA
1901	NA	NA	NA	NA	NA	1.49	6.58	NA	NA	1.55	1.35	2.85	3.15	NA	8.33	NA	NA	NA	NA	NA	NA
1902	NA	NA	NA	NA	NA	2.12	5.54	NA	1.07	2.01	2.48	1.64	4.42	NA	6.96	NA	NA	NA	NA	NA	NA
1903	3.64	NA	NA	NA	NA	1.81	3.86	NA	0.74	0.67	1.54	0.99	1.21	NA	2.55	NA	NA	NA	NA	NA	NA
1904	4.31	NA	NA	NA	NA	5.49	3.4	NA	0.57	2.03	1.9	0.43	1.54	NA	4.18	NA	NA	NA	NA	NA	NA
1905	7.89	NA	NA	NA	NA	4.56	5.55	NA	0.6	5.49	3.12	0.4	2.97	NA	7.33	NA	NA	NA	NA	NA	NA
1906	10.07	NA	NA	NA	NA	7.01	5.48	2.99	0.74	5.93	1.79	1.31	4.14	NA	7.39	NA	NA	NA	NA	NA	NA
1907	4.92	NA	NA	NA	NA	1.51	4.81	4.1	1.02	5.65	2.01	1.84	3.67	NA	5.54	NA	6.47	NA	NA	NA	NA
1908	1.96	NA	NA	NA	NA	1.82	4.14	3.41	1.03	4.45	4.36	1.62	4.69	1.18	4.56	NA	2.76	NA	NA	NA	NA
1909	1.46	NA	NA	NA	NA	7.09	1.34	2.48	0.93	2.31	1.05	0.99	1.27	3.43	2.14	NA	0.7	NA	NA	NA	NA
1910	1.92	NA	NA	6.14	NA	4.16	4.75	4.06	2.63	4.66	1.71	1.82	4.53	7.57	6.25	NA	1.94	NA	NA	NA	NA
1911	4.2	NA	NA	5.03	NA	9.05	2.25	2.8	3.5	5.79	3.34	2.06	4.98	6.74	3.32	NA	0.75	NA	NA	NA	NA
1912	3.7	NA	NA	5.5	NA	6.64	6.89	2.53	3.44	4.55	4.44	2.15	3.15	8.21	6.71	NA	4.31	NA	NA	NA	NA
1913	4.16	NA	NA	3.5	NA	5.77	5.26	4.03	0.89	5.25	1.74	3.17	5.38	6.14	6.22	NA	2.25	NA	NA	NA	NA
1914	5.7	NA	NA	1.92	NA	4.09	2.75	2.69	1.36	3.29	3.77	1.79	2.09	3.66	5.81	NA	2.46	NA	NA	NA	NA
1915	3.49	3.29	NA	2.8	NA	4.38	2.49	4.54	1.86	6.06	2.67	1.85	4.17	9.51	8.69	5.1	3.97	NA	NA	NA	NA
1916	2.27	1.85	NA	2	NA	1.15	1.12	8.34	0.64	6.75	2.17	0.33	1.9	3.94	2.97	3.73	2.09	NA	NA	NA	4.52
1917	1.79	1.04	NA	2.29	NA	2.72	1.19	1.24	0.66	2.24	2.79	1.48	3.69	3.42	0.9	1.25	1.39	NA	NA	NA	10.89
1918	1.78	0.91	NA	1.32	NA	2.79	2.87	1.51	2.22	1.08	4.62	0.67	1.23	3.8	0.75	1.69	1.06	NA	NA	NA	5.24
1919	3.06	1.61	NA	2.12	NA	3.09	3.93	3.08	3.35	3.48	3.97	0.72	1	2.48	3.01	1.6	1.98	NA	NA	NA	9.83
1920	4.32	3.03	NA	6.71	NA	3.91	3.35	8.71	4.27	1.53	0.46	0.93	4.89	1.88	7.49	3.53	1.44	NA	NA	NA	10.8
1921	3.48	2.23	NA	8.21	NA	2.79	1.45	3.25	0.77	0.44	0.69	0.39	3.78	1.36	2.72	1.39	0.96	NA	NA	NA	4.91
1922	2.4	1.38	NA	3.08	NA	0.76	0.48	3.69	2.58	0.4	1.34	0.32	2.6	1.47	0.83	1.54	0.35	NA	NA	NA	9.11
1923	3.89	2.08	NA	5.59	NA	3.26	5.06	6.76	2.13	3.67	3.87	0.52	3.84	1.08	2.94	6.26	2.43	NA	NA	NA	8.38
1924	3.41	4.13	NA	4.7	NA	3.73	7.33	6.65	1.88	4.44	0.71	0.75	4.85	2.01	3.6	3.55	2.52	NA	NA	NA	6.2
1925	5.83	4.99	NA	4.15	NA	2.37	6.61	4.35	2	2.53	0.54	1.91	3.8	2.39	2.24	2.01	2.76	NA	NA	NA	6.25
1926	2.85	2.33	NA	3.59	NA	0.87	3.44	1.85	2.14	1.53	0.26	0.65	2.73	1.57	1.45	0.95	2.82	1.42	NA	NA	9.13
1927	0.55	0.77	NA	1.26	NA	0.65	1.18	0.92	1.66	0.82	0.4	0.2	0.53	0.58	1.11	1.24	0.49	1.13	NA	NA	2.78
1928	1.25	1.6	NA	1.44	NA	1.21	1.74	2.48	4.55	1.01	0.51	0.24	0.5	1.13	4.76	1.77	2.57	1.22	NA	NA	1.77
1929	4.72	9.11	NA	1.68	NA	2.28	4.84	5.83	8.68	4.84	2.51	0.36	5.07	1.97	7.98	8.04	1.44	3.22	NA	NA	7.39
1930	3.98	5.21	NA	7.44	13.43	1.18	3.59	3.16	6.86	3.55	2.03	1.9	4.1	1.08	2	1.97	2.01	1.53	NA	NA	5.25
1931	8.48	9.75	NA	2.58	6.78	3.66	7.32	6.14	6.28	7.57	2.46	0.77	6.1	1.44	3.28	1.76	2.8	4.08	NA	NA	5.08
1932	5.24	5.13	NA	2.62	4.92	2.7	3.73	4.87	7.92	5.37	2.14	0.48	3.73	1.62	2.47	2.13	2.11	8.25	NA	3.02	4.37
1933	9.94	7.83	NA	2.01	5.04	2.7	3.78	8.93	7.95	4.96	2.01	1.3	4.63	3.1	4.62	3.55	3.33	8.02	5.08	9.75	2.89
1934	4.74	5.77	4.94	4.15	2.91	1.65	2.9	7.11	7.4	2.17	0.18	0.83	3.11	2.73	4.4	2.12	2.95	4.48	3.77	8.93	3.19
1935	5.75	5.84	6.36	2.52	2.67	1.66	4.6	5.49	5.79	1.4	0.2	0.94	4.38	2.92	4.11	2.28	1.39	4.27	3.2	5.31	2.31
1936	2.21	3.69	4.73	2.15	2.41	0.45	1.63	6.09	1.6	0.88	0.21	0.43	2.6	4.13	2.55	0.49	1.4	3.53	0	4.71	4.5
1937	1.61	2.6	2.18	1.53	1.75	0.45	1.42	1.75	2	0.46	0.19	0.33	0.94	2.3	1.1	0.5	1	3.36	0	1.03	0.77
1938	1.9	3.17	2.04	2.03	0.8	0.43	0.62	1.4	10.11	2.1	1.57	0.45	0.82	3.06	1.05	1.09	1.22	2.77	0	0.89	1.17
1939	6.32	8.38	8.28	3.03	4.06	0.3	0.91	6.49	2.73	3.59	4.84	2.48	4.37	9.39	6.73	1.68	4.52	5.16	0	8.69	2.39
1940	4.9	6.38	6.69	1.96	4.89	1	0.72	6.84	2.93	2.72	2.4	3.46	3.39	8.49	4.18	2.81	4.6	5.95	2.36	5.61	1.47
1941	3.41	5.93	4.94	1.73	2.8	0.64	1.97	3.5	3.75	3.79	2.12	6.38	2.29	7.88	4.98	1.28	4.84	3.54	5.3	3.9	1.28
1942	4.29	5.08	2.99	2.15	1.42	0.53	2.39	3.94	3.89	0.84	2.45	3.27	3.62	5.66	1.58	2.1	3.41	2.67	2.79	6.47	0.3
1943	1.73	2.1	2.03	1.17	0.49	0.67	1.97	1.19	2.99	1.38	1.26	0.89	0.99	1.5	0.93	0.74	0.97	0.92	1.82	1.15	0.43
1944	0.49	0.69	1.48	0.64	0.33	0.29	1.99	4.41	2.44	0.84	0.75	0.73	0.4	1.69	1.02	0.25	0.43	0.61	0.92	0.91	0.64
1945	4.84	7.1	6.19	2.08	1.44	1.12	2.54	3.56	1.58	2.33	1.4	3.34	3.67	4.89	7	1.56	4.31	2.42	3.88	1	2
1946	2.11	2.97	7.49	1.47	1.1	0.32	1.44	2.43	0.66	2.55	2.34	1.32	3.28	1.31	2.8	1.94	2.86	1.58	1.24	1.41	2.77
1947	4.15	5.1	7.23	3.7	2.08	0.9	1.69	4.9	4.09	3.29	3.71	3.36	4.62	3.22	2.03	3.54	4.95	1.03	1.24	3.15	4.18
1948	4.06	5.01	4.07	4.4	1.72	0.44	1.02	8.66	2.35	3.61	2.43	1.55	3.4	3.06	1.69	2.81	3.15	1.38	6.42	3.02	3.02
