# Ho - Tonzi Ranch - PISA - ITRDB CA737
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/39459
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-39459.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca737l-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca737l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ca737l.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2024-05-15
#--------------------
# File_Last_Modified_Date
#   Date: 2024-05-15
#--------------------
# Title
#   Study_Name: Ho - Tonzi Ranch - PISA - ITRDB CA737
#--------------------
# Investigators
#   Investigators: Ho, J.Y.; Johnston, M.R.
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Harvard College Research Program
#   Grant: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:  Harvard University Center for the Environment
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Tonzi Ranch
#   Location: California
#   Northernmost_Latitude: 38.44
#   Southernmost_Latitude: 38.44
#   Easternmost_Longitude: -120.97
#   Westernmost_Longitude: -120.97
#   Elevation_m: 177
#--------------------
# Data_Collection
#   Collection_Name: CA736
#   First_Year: 1906
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: 
#   Common_Name: 
#   Tree_Species_Code: PISA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TON01AL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON01AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON01BL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON01BL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON02AL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON02AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON02BL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON02BL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON03AL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON03AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON03BL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON03BL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON04AL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON04AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON04BL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON04BL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON05AL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON05AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON05BL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON05BL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON06AL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON06AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON06BL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON06BL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON7AL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON7AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON07BL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON07BL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON08AL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON08AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON08BL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON08BL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON09AL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON09AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON09BL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON09BL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON10AL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON10AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON10BL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON10BL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON11AL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON11AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON11BL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON11BL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON12AL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON12AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON12BL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON12BL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON13AL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON13AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON13BL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON13BL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON14AL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON14AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON14BL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON14BL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON15AL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON15AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON15CL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON15CL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON16AL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON16AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON16BL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON16BL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON17AL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON17AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON17BL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON17BL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON18AL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON18AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON18BL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON18BL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON19AL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON19AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON19BL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON19BL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON20AL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON20AL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TON20BL_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: TON20BL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TON01AL_raw	TON01BL_raw	TON02AL_raw	TON02BL_raw	TON03AL_raw	TON03BL_raw	TON04AL_raw	TON04BL_raw	TON05AL_raw	TON05BL_raw	TON06AL_raw	TON06BL_raw	TON7AL_raw	TON07BL_raw	TON08AL_raw	TON08BL_raw	TON09AL_raw	TON09BL_raw	TON10AL_raw	TON10BL_raw	TON11AL_raw	TON11BL_raw	TON12AL_raw	TON12BL_raw	TON13AL_raw	TON13BL_raw	TON14AL_raw	TON14BL_raw	TON15AL_raw	TON15CL_raw	TON16AL_raw	TON16BL_raw	TON17AL_raw	TON17BL_raw	TON18AL_raw	TON18BL_raw	TON19AL_raw	TON19BL_raw	TON20AL_raw	TON20BL_raw
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.209	0.602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.177	0.571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.594	0.445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	0.918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.375	0.565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.381	1.144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	0.686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.255	0.613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.063	NA	NA	NA	NA
1921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.309	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.076	NA	NA	NA	NA
1922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.138	0.473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.086	NA	NA	NA	NA
1923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	0.372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.158	NA	NA	NA	0.201	NA	NA	NA	NA
1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.094	0.119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.377	NA	NA	NA	0.097	NA	NA	NA	NA
1925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.146	NA	NA	NA	NA	NA	0.32	0.332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.393	NA	NA	NA	0.233	NA	NA	NA	NA
1926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.116	NA	NA	NA	NA	NA	0.219	0.525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.129	NA	NA	NA	0.297	NA	0.098	NA	NA
1927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11	NA	NA	NA	NA	NA	0.276	0.709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.286	NA	NA	NA	0.272	NA	0.297	NA	NA
1928	NA	NA	NA	NA	NA	0.257	NA	NA	NA	NA	0.085	0.083	NA	NA	NA	NA	0.347	0.464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.413	NA	NA	0.394	0.319	NA	0.225	NA	NA
1929	NA	NA	NA	NA	NA	0.244	NA	NA	NA	NA	0.123	0.098	NA	NA	NA	NA	0.341	0.212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.183	NA	NA	0.176	0.185	NA	0.127	NA	NA
1930	NA	NA	NA	NA	NA	0.389	NA	NA	NA	NA	0.107	0.048	NA	NA	NA	NA	0.369	0.435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.676	0.315	NA	NA	0.438	0.301	NA	0.166	0.391	NA
1931	NA	NA	NA	NA	0.423	0.359	NA	NA	NA	NA	0.07	0.065	NA	NA	NA	NA	0.408	0.085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.273	0.098	NA	NA	0.067	0.197	NA	0.247	0.166	NA
1932	NA	NA	NA	NA	0.568	0.375	NA	NA	NA	NA	0.161	0.195	NA	NA	NA	NA	0.208	0.431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	0.549	NA	NA	0.236	0.117	NA	0.463	0.65	NA
1933	NA	NA	NA	NA	0.197	0.23	NA	NA	NA	NA	0.138	0.236	NA	NA	NA	NA	0.081	0.165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	0.203	NA	NA	0.099	0.196	NA	0.336	0.474	NA
1934	NA	NA	NA	NA	0.294	0.19	NA	NA	NA	NA	0.243	0.246	NA	NA	NA	NA	0.147	0.205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.293	0.638	NA	NA	0.202	0.309	NA	0.321	0.661	NA
1935	NA	NA	NA	NA	0.354	0.246	NA	NA	NA	NA	0.233	0.162	NA	NA	NA	NA	0.301	0.621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.321	0.517	NA	NA	0.3	0.268	NA	0.38	0.442	NA
1936	NA	NA	NA	NA	0.132	0.114	NA	NA	NA	NA	0.183	0.258	NA	NA	NA	NA	0.097	0.2	NA	NA	NA	NA	0.277	0.355	NA	NA	NA	NA	NA	0.241	0.27	0.374	NA	NA	0.391	0.14	0.651	0.606	0.669	NA
1937	NA	NA	NA	NA	0.11	0.114	NA	NA	NA	NA	0.215	0.269	NA	NA	NA	NA	0.033	0.1	NA	NA	NA	NA	0.191	0.265	NA	NA	NA	NA	NA	0.28	0.248	0.428	NA	NA	0.235	0.185	0.434	0.461	0.772	NA
1938	NA	NA	NA	NA	0.199	0.219	NA	NA	NA	NA	0.263	0.217	NA	NA	NA	NA	0.217	0.189	NA	NA	NA	NA	0.172	0.478	NA	NA	NA	NA	NA	0.229	0.374	0.29	NA	NA	0.263	0.242	0.35	0.195	0.549	0.825
1939	NA	NA	NA	NA	0.13	0.3	NA	NA	NA	0.118	0.188	0.246	NA	NA	NA	NA	0.161	0.322	NA	NA	NA	NA	0.341	0.291	NA	NA	NA	NA	NA	0.271	0.194	0.166	NA	NA	0.077	0.037	0.115	0.174	0.405	0.267
1940	NA	NA	NA	NA	0.25	0.408	NA	NA	NA	0.194	0.119	0.303	NA	NA	NA	NA	0.24	0.374	NA	NA	NA	0.237	0.369	0.268	NA	NA	NA	NA	NA	0.301	0.428	0.19	NA	NA	0.253	0.215	0.401	0.372	0.477	0.659
1941	NA	2.001	NA	NA	0.223	0.368	NA	NA	NA	0.483	0.409	0.288	NA	NA	NA	NA	0.263	0.383	NA	NA	NA	0.416	0.408	0.527	NA	NA	NA	NA	NA	0.554	0.548	0.34	NA	NA	0.209	0.232	0.214	0.634	0.588	0.478
1942	NA	0.689	NA	NA	0.479	0.804	0.153	NA	NA	0.867	0.397	0.498	NA	NA	NA	NA	0.289	0.507	NA	NA	0.427	0.505	0.548	1.219	NA	NA	NA	NA	NA	0.338	0.853	1.004	NA	NA	0.408	0.34	0.244	0.301	0.988	0.389
1943	NA	1.825	NA	NA	0.309	0.628	0.121	NA	NA	0.692	0.485	0.407	NA	NA	NA	NA	0.153	0.447	NA	NA	0.368	0.573	0.937	0.695	NA	NA	NA	NA	NA	0.375	0.846	0.459	NA	NA	0.574	0.282	0.346	0.791	0.614	0.771
1944	NA	0.134	NA	NA	0.783	0.745	0.123	NA	NA	0.661	0.679	0.47	NA	NA	NA	NA	0.068	0.169	NA	NA	0.334	0.567	0.741	0.475	NA	NA	NA	NA	NA	0.372	0.49	0.382	NA	NA	0.191	0.183	0.173	0.22	0.787	0.651
1945	NA	0.215	0.727	NA	0.611	0.421	0.072	NA	NA	0.616	0.538	0.511	NA	NA	NA	NA	0.08	0.104	NA	NA	0.522	0.43	0.778	0.604	NA	NA	NA	NA	NA	0.447	0.339	0.371	0.18	NA	0.151	0.103	0.249	0.405	0.655	0.485
1946	NA	0.121	0.583	0.946	0.429	0.401	0.23	NA	NA	0.508	0.488	0.48	NA	NA	NA	NA	0.193	0.337	NA	NA	0.379	0.81	0.743	0.631	NA	NA	NA	NA	NA	0.368	0.467	0.735	0.247	0.18	0.184	0.136	0.291	0.195	0.74	1.315
