# Li - Dobbs Park - PIST - ITRDB IN046
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/40019
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-40019.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in046-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in046.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in046.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2024-11-12
#--------------------
# File_Last_Modified_Date
#   Date: 2024-11-12
#--------------------
# Title
#   Study_Name: Li - Dobbs Park - PIST - ITRDB IN046
#--------------------
# Investigators
#   Investigators: Li, Hang; Thapa, Ichchha
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Li, Hang; Ichchha Thapa; Shuang Xu; Peisi Yang
#   Published_Date_or_Year: 2024
#   Published_Title: Mapping the Normalized Difference Vegetation Index for the Contiguous U.S. Since 1850 Using 391 Tree-Ring Plots
#   Journal_Name: Remote Sensing
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3390/rs16213973
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Dobbs Park
#   Location: Indiana
#   Northernmost_Latitude: 39.465
#   Southernmost_Latitude: 39.465
#   Easternmost_Longitude: -87.338
#   Westernmost_Longitude: -87.338
#   Elevation_m: 20
#--------------------
# Data_Collection
#   Collection_Name: IN046
#   First_Year: 1954
#   Last_Year: 2021
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus strobus L.
#   Common_Name: eastern white pine
#   Tree_Species_Code: PIST
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HLP01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP03C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP03C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP05C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP05C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP08C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP08C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP10C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP10C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP12C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP12C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP17C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP17C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP18C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP18C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLP21B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLP21B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HLP01A_raw	HLP01B_raw	HLP02A_raw	HLP02B_raw	HLP03A_raw	HLP03C_raw	HLP04A_raw	HLP04B_raw	HLP05A_raw	HLP05B_raw	HLP05C_raw	HLP06A_raw	HLP06B_raw	HLP07A_raw	HLP07B_raw	HLP08A_raw	HLP08B_raw	HLP08C_raw	HLP09B_raw	HLP10A_raw	HLP10B_raw	HLP10C_raw	HLP11A_raw	HLP11B_raw	HLP12A_raw	HLP12B_raw	HLP12C_raw	HLP13B_raw	HLP15A_raw	HLP16B_raw	HLP17A_raw	HLP17C_raw	HLP18A_raw	HLP18B_raw	HLP18C_raw	HLP19A_raw	HLP19B_raw	HLP20A_raw	HLP21B_raw
1954	NA	3.097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1955	NA	5.284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1956	NA	6.54	NA	NA	NA	NA	NA	NA	NA	NA	5.524	NA	NA	NA	NA	4.973	NA	NA	NA	NA	5.379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1957	NA	6.655	NA	NA	NA	NA	9.068	NA	5.426	NA	6.755	5.4	NA	NA	7.838	7.229	NA	NA	NA	NA	8.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.389
1958	NA	5.919	NA	NA	NA	NA	9.258	NA	6.672	NA	5.546	3.825	NA	NA	8.827	6.599	NA	NA	NA	NA	7.503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.479
1959	NA	7.903	1.829	NA	NA	NA	7.817	NA	6.203	NA	5.718	3.02	NA	NA	8.56	4.815	NA	NA	NA	3.12	5.319	6.848	NA	NA	6.384	NA	NA	NA	NA	NA	NA	NA	5.188	NA	NA	NA	9.436	NA	10.464
1960	NA	6.27	5.029	NA	NA	NA	7.333	NA	5.083	NA	6.638	3.261	NA	NA	7.919	5.194	NA	NA	4.24	2.652	5.639	4.952	NA	NA	6.905	NA	NA	NA	NA	NA	6.54	NA	3.76	NA	NA	NA	8.984	NA	7.397
1961	NA	5.77	6.553	NA	3.961	NA	6.253	NA	4.511	NA	4.67	2.663	NA	NA	8.244	6.848	NA	NA	5.387	2.585	4.84	4.621	NA	7.403	6.014	NA	NA	NA	NA	9.249	6.481	NA	4.128	NA	NA	NA	7.874	NA	9.64
1962	NA	4.52	5.172	NA	3.402	NA	5.971	NA	3.5	4.84	4.615	2.518	NA	6.715	7.825	5.613	NA	NA	4.422	3.287	4.878	4.611	NA	5.813	10.763	NA	NA	NA	6.725	12.046	7.204	NA	3.373	NA	NA	7.683	6.949	NA	9.763
1963	3.946	3.817	5.921	NA	4.037	NA	6.59	6.265	0.473	2.861	4.263	3.157	NA	5.943	6.569	6.544	NA	NA	4.59	3.766	4.884	4.891	NA	8.279	7.174	NA	NA	NA	7.809	9.951	7.355	NA	2.9	NA	NA	9.907	7.895	NA	9.938
1964	3.27	2.318	6.248	NA	4.417	NA	6.169	6.113	4.361	5.184	4.075	1.971	NA	7.193	6.929	7.071	NA	NA	3.231	3.612	3.752	5.552	5.659	6.761	6.44	NA	NA	NA	6.361	9.574	5.62	NA	2.511	NA	NA	7.831	7.566	NA	7.203
1965	3.929	1.891	9.362	NA	4.157	NA	5.277	7.056	4.58	4.231	3.664	2.662	NA	7.835	11.329	5.492	8.593	NA	4.206	4.546	5.212	6.309	8.063	8.167	8.686	NA	5.654	NA	12.696	10.626	5.518	8.194	2.808	NA	NA	8.438	8.177	NA	7.288
1966	2.61	2.254	6.389	NA	3.592	NA	5.377	5.291	3.779	3.457	3.373	2.574	NA	7.088	6.694	6.547	5.021	NA	3.895	3.564	3.254	3.568	5.602	5.369	5.641	4.312	4.964	NA	6.884	6.21	4.123	5.509	2.807	NA	NA	7.211	7.022	NA	6.1
1967	3.657	3.62	5.543	NA	4.962	NA	7.102	7.207	4.459	5.086	4.994	4.788	NA	9.185	9.87	9.88	9.695	NA	4.302	4.606	4.102	4.475	6.878	8.667	7.203	5.974	7.959	NA	9.58	7.997	6.4	7.149	3.454	NA	NA	8.031	7.421	NA	7.94
1968	2.82	3.009	5.085	NA	4.514	NA	5.081	7.089	4.428	5.136	4.72	4.126	NA	8.199	10.339	6.57	6.65	10.712	5.948	5.528	4.378	4.977	6.594	7.485	8.628	5.518	9.341	NA	4.965	8.302	4.846	7.014	3.002	NA	2.896	9.007	7.492	NA	6.708
1969	2.029	2.541	4.984	NA	3.901	NA	5.965	6.576	3.079	3.383	4.006	3.454	NA	7.638	8.956	5.765	6.55	6.81	5.13	3.755	4.4	3.893	5.712	8.402	7.112	6.856	7.9	2.557	3.777	8.232	4.831	7.753	1.93	NA	2.926	8.765	6.805	NA	5.692
1970	2.144	2.495	3.595	6.232	3.513	NA	6.016	5.881	2.569	3.602	3.687	3.016	NA	7.38	10.006	6.649	5.154	11.038	5.233	3.358	4.442	4.115	9.432	10.198	8.224	8.672	7.573	2.671	6.712	7.326	5.637	7.189	2.367	NA	2.352	9.685	8.72	NA	5.945
1971	2.122	3.267	3.277	8.06	3.433	5.025	6.188	5.833	2.422	2.721	2.523	3.435	NA	7.673	7.913	6.207	5.761	10.754	4.169	3.971	3.801	5.112	8.839	5.436	7.665	8.984	10.216	4.665	7.635	5.915	4.217	5.55	3.36	NA	1.984	7.407	6.195	4.508	5.934
1972	1.568	3.067	3.323	4.658	3.354	6.197	5.414	5.592	3.037	3.024	2.424	2.649	NA	7.407	5.599	5.391	4.613	9.443	3.776	5.437	3.297	5.091	9.44	4.647	10.095	6.494	4.456	3.75	5.703	6.056	5.284	4.029	2.905	NA	1.945	6.456	5.764	6.01	5
1973	2.115	3.031	4.238	6.678	4.155	6.49	4.912	5.648	2.805	3.12	2.812	2.938	NA	7.476	7.892	7.472	6.68	9.431	5.243	5.364	3.946	5.738	9.617	6.176	5.873	6.285	4.67	3.604	7.207	7.551	3.902	3.853	3.813	NA	2.136	8.706	7.219	10.136	5.303
1974	1.895	3.13	3.851	6.304	2.198	6.657	3.669	4.354	2.242	2.413	2.133	2.711	NA	5.158	4.728	5.893	5.577	10.934	4.611	4.939	2.84	6.09	6.417	6.206	7.694	5.531	4.8	4.304	4.071	6.949	3.638	4.476	3.038	NA	3.381	6.233	5.369	5.993	3.04
1975	2.834	3.793	4.592	6.995	4.261	3.851	4.816	6.067	3.384	2.985	2.876	3.819	NA	5.601	3.908	5.412	5.527	8.758	5.182	4.343	2.992	5.047	6.461	6.02	5.996	6.496	4.715	5.741	5.987	7.874	3.086	4.737	3.638	NA	2.521	7.074	4.96	6.426	5.441
1976	2.879	2.949	3.966	6.307	4.071	3.553	5.086	4.902	3.415	3.293	2.609	3.132	NA	4.445	3.232	4.632	4.865	7.153	4.888	5.335	3.622	5.419	7.076	5.41	5.034	4.461	5.211	3.791	5.343	5.609	4.623	3.444	3.71	NA	2.5	6.802	6.53	6.165	4.269
1977	2.902	3.475	3.504	5.613	3.774	5.298	5.773	5.526	3.55	3.42	3.287	3.112	NA	4.428	4.155	4.408	4.527	8.356	6.251	5.102	3.957	5.478	8.052	4.8	4.528	5.931	5.361	3.214	7.326	8.016	3.407	3.007	3.292	3.803	2.775	7.485	5.54	5.495	2.942
1978	1.91	2.921	3.052	5.12	2.895	4.397	3.676	3.097	2.529	3.429	2.98	1.917	NA	3.259	4.137	3.938	3.61	5.453	4.488	3.55	2.986	3.427	7.062	4.639	4.217	3.775	4.392	2.751	5.918	5.08	1.833	1.551	2.346	2.53	3.495	5.588	3.552	4.288	2.802
1979	2.261	3.002	3.101	5.545	2.617	4.171	3.791	3.886	2.87	2.54	2.294	2.652	2.096	3.314	3.886	5.56	5.243	5.276	5.368	4.4	2.967	4.13	5.967	5.511	3.014	3.976	3.709	2.299	6.494	4.48	4.132	2.839	2.845	2.852	4.411	5.02	2.529	5.71	2.745
1980	2.273	3.157	3.547	4.584	2.475	5.02	4.902	4.185	3.025	2.722	2.284	3.224	3.211	2.698	3.075	3.968	3.849	5.681	4.288	3.713	2.574	3.346	4.367	4.504	1.911	3.747	3.206	1.866	6.348	3.739	4.61	3.957	3.049	2.662	4.949	4.348	3.823	5.669	2.846
1981	2.586	3.438	3.637	5.036	3.041	4.986	5.128	4.96	3.614	3.293	2.307	3.866	3.814	3.14	4.063	4.797	5.206	8.859	4.481	3.533	3.175	3.073	5.88	6.141	2.62	4.243	4.962	1.437	5.427	6.056	4.074	3.64	3.7	3.511	4.02	4.978	5.199	4.145	3.316
1982	2.617	2.177	3.21	4.452	2.592	5.144	5.016	6.586	4	4.173	2.196	3.574	4.069	3.561	4.804	4.847	4.932	8.069	5.455	4.12	2.821	3.674	6.412	6.168	3.273	4.277	3.792	1.351	3.126	5.751	3.883	4.05	5.944	3.291	5.645	4.156	3.817	5.893	3.326
1983	2.074	1.789	2.873	3.655	3.071	4.547	3.264	4.324	3.188	3.384	2.162	2.567	6.382	1.522	2.505	2.56	2.791	5.904	4.479	1.692	2.193	1.978	5.267	3.334	4.265	2.917	2.099	1.529	2.93	6.575	2.803	2.784	4.421	4.115	5.186	3.536	3.632	4.471	2.156
1984	2.045	2.125	2.47	4.005	3.122	3.887	3.653	4.114	4.039	4.563	2.416	2.462	4.215	2.116	2.317	2.829	2.879	6.417	4.056	2.195	2.695	1.796	7.747	3.859	3.421	2.705	2.826	1.528	3.925	5.263	2.779	3.323	3.312	3.859	4.332	4.378	3.584	4.054	2.676
1985	2.572	2.125	3.521	4.706	3.179	4.861	3.801	4.951	5.539	5.878	3.782	3.574	5.593	3.395	2.248	3.196	2.714	5.384	7.322	1.875	3.399	1.508	7.887	5.319	5.476	3.031	3.553	1.036	4.139	4.978	4.576	2.891	4.248	4.114	6.634	4.552	4.372	3.546	3.242
1986	1.877	1.697	2.574	3.657	3.294	4.517	2.822	3.288	5.089	4.928	3.227	3.969	3.171	2.733	2.3	2.559	2.34	3.08	4.265	1.251	3.355	0.669	5.447	4.244	3.235	2.617	2.641	0.932	2.888	4.399	3.072	1.644	4.4	4.31	4.656	3.312	3.23	2.388	2.204
1987	1.918	2.127	4.696	6.145	3.543	5.539	3.983	4.359	5.726	6.368	3.638	5.179	4.797	2.736	2.095	3.338	2.767	3.428	3.305	1.706	3.169	0.492	4.873	5.102	3.159	3.005	2.639	2.109	3.707	5.639	2.99	2.68	4.289	4.608	4.33	4.034	4.019	4.407	3.146
1988	2.119	2.468	3.61	4.051	2.779	3.322	2.78	3.444	5.882	5.288	3.405	3.803	4.252	2.181	1.668	3.161	2.985	3.014	3.507	1.384	2.569	0.469	3.287	3.864	2.735	3.763	2.647	1.162	4.052	4.511	2.336	2.741	3.323	3.967	2.968	2.987	3.71	4.09	2.542
1989	1.879	3.087	2.897	5.347	3.441	3.804	2.179	4.565	4.583	5.915	4.177	3.285	4.183	1.925	1.454	2.737	2.386	3.792	3.071	0.866	3.011	0.314	3.248	3.746	3.007	3.217	2.564	1.531	4.291	4.614	1.682	1.896	3.017	4.062	4.36	3.505	3.453	2.628	2.754
