# King - Cultus Lake - PIEN - ITRDB OR133
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/43347
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-43347.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or133-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or133.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/or133.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-09-19
#--------------------
# File_Last_Modified_Date
#   Date: 2025-09-19
#--------------------
# Title
#   Study_Name: King - Cultus Lake - PIEN - ITRDB OR133
#--------------------
# Investigators
#   Investigators: King, Karen; Harley, Grant
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Heeter, K.J.; Harley, G.L.; Abatzoglou, J.T.; Anchukaitis, K.J.; Cook, E.R.; Coulthard, B.L;, Dye, L.A.; Homfeld, I.K.
#   Published_Date_or_Year: 2023
#   Published_Title: Unprecedented 21st century heat across the Pacific Northwest of North America
#   Journal_Name: npj Climate and Atmospheric Science
#   Volume: 61
#   Edition:
#   Issue: 1
#   Pages: 5
#   Report_Number: None
#   DOI: 10.1038/s41612-023-00340-3
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: King, Karen E., Edward R. Cook, Kevin J. Anchukaitis, Benjamin I. Cook, Jason E. Smerdon, Richard Seager, Grant L. Harley, Benjamin Spei
#   Published_Date_or_Year: 2024
#   Published_Title: Increasing prevalence of hot drought across western North America since the 16th century
#   Journal_Name: Science Advances
#   Volume: 10
#   Edition:
#   Issue: 4
#   Pages: None
#   Report_Number: eadj4289
#   DOI: 10.1126/sciadv.adj4289
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Cultus Lake
#   Location: Oregon
#   Northernmost_Latitude: 46.04
#   Southernmost_Latitude: 46.04
#   Easternmost_Longitude: -121.75
#   Westernmost_Longitude: -121.75
#   Elevation_m: 1311
#--------------------
# Data_Collection
#   Collection_Name: OR133
#   First_Year: 1899
#   Last_Year: 2019
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus engelmannii Carr.
#   Common_Name: Apache pine
#   Tree_Species_Code: PIEN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CCS01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CCS01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CCS01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CCS01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CCS02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CCS02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CCS02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CCS02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CCS04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CCS04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CCS04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CCS04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CCS05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CCS05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CCS05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CCS05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CCS06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CCS06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CCS06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CCS06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CCS07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CCS07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CCS07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CCS07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CCS08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CCS08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CCS08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CCS08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CCS09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CCS09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CCS10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CCS10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CCS11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CCS11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CCS12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CCS12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CCS13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CCS13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CCS15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CCS15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CCS01A_raw	CCS01B_raw	CCS02A_raw	CCS02B_raw	CCS04A_raw	CCS04B_raw	CCS05A_raw	CCS05B_raw	CCS06A_raw	CCS06B_raw	CCS07A_raw	CCS07B_raw	CCS08A_raw	CCS08B_raw	CCS09B_raw	CCS10B_raw	CCS11A_raw	CCS12A_raw	CCS13B_raw	CCS15A_raw
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.452	NA	NA	NA	NA	NA	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.381	NA	NA	NA	NA	NA	NA	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.548	NA	NA	NA	NA	NA	NA	NA
1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.064	NA	NA	NA	NA	NA	NA	NA
1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.159	NA	NA	NA	NA	NA	NA	NA
1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.508	NA	NA	NA	NA	NA	NA	NA
1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.731	NA	NA	NA	NA	NA	NA	NA
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.913	NA	NA	NA	NA	NA	NA	NA
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.397	NA	NA	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.443	NA	1.047	NA	NA	NA	NA	NA	NA	NA
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.149	NA	1.04	NA	NA	NA	NA	NA	NA	NA
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.377	NA	1.389	NA	NA	NA	NA	NA	NA	NA
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.791	NA	1.223	NA	NA	NA	NA	NA	NA	NA
1912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.484	NA	1.746	NA	NA	NA	NA	NA	NA	NA
1913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.568	NA	1.222	NA	NA	NA	NA	NA	NA	NA
1914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.165	NA	1.85	NA	NA	NA	NA	NA	NA	NA
1915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.807	3.584	1.516	NA	NA	NA	NA	NA	NA	NA
1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.809	4.324	1.048	NA	NA	NA	NA	NA	NA	NA
1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.66	5.469	0.873	NA	NA	NA	NA	NA	NA	NA
1918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.591	4.938	1.46	NA	NA	NA	NA	NA	NA	NA
1919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.368	5.501	1.604	NA	NA	NA	NA	NA	NA	NA
1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.262	3.691	2.016	NA	NA	NA	NA	NA	NA	NA
1921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.742	4.899	2.048	NA	NA	NA	NA	NA	NA	NA
1922	NA	6.352	NA	NA	NA	NA	NA	NA	NA	NA	4.032	4.413	2.238	NA	NA	NA	NA	NA	NA	NA
1923	NA	6.409	NA	NA	NA	NA	NA	NA	NA	NA	4.118	4.033	2	NA	NA	NA	NA	NA	NA	NA
1924	5.768	7.286	NA	NA	NA	NA	NA	NA	NA	NA	7.643	5.073	2.381	NA	NA	NA	NA	NA	NA	NA
1925	4.655	5.643	NA	NA	NA	NA	NA	NA	NA	NA	7.007	3.787	2.58	NA	NA	NA	NA	NA	NA	NA
1926	5.397	5.532	NA	NA	NA	NA	NA	NA	NA	NA	4.913	3.206	2.63	NA	NA	NA	NA	NA	NA	NA
1927	4.17	4.877	NA	NA	NA	NA	NA	NA	NA	NA	4.638	3.961	2.985	3.53	NA	NA	NA	NA	NA	NA
1928	5.728	6.807	NA	NA	NA	NA	NA	NA	NA	NA	4.331	5.189	3.734	4.642	NA	NA	NA	NA	NA	NA
1929	5.729	5.719	NA	NA	2.747	NA	NA	NA	NA	NA	3.516	4.365	3.328	4.698	NA	NA	NA	NA	NA	NA
1930	6.58	6.677	NA	NA	3.319	NA	NA	NA	NA	NA	3.758	3.457	2.859	3.394	NA	NA	NA	NA	NA	NA
1931	6.539	6.9	NA	NA	3.748	NA	NA	NA	NA	NA	3.806	3.808	3.114	3.757	NA	NA	NA	NA	NA	NA
1932	5.507	6.912	NA	NA	4.041	NA	NA	NA	NA	NA	4.454	2.923	2.805	4.456	NA	NA	NA	NA	NA	NA
1933	5.887	6.856	NA	NA	4.247	NA	NA	NA	NA	4.037	5.301	3.18	3.629	5.505	NA	NA	NA	NA	NA	NA
1934	9.436	8.265	NA	NA	5.043	6.384	NA	NA	NA	4.515	7.049	4.364	4.139	6.156	NA	NA	NA	NA	NA	6.427
1935	6.487	6.123	NA	NA	4.763	4.656	NA	NA	NA	4.036	4.105	2.942	2.549	3.432	NA	NA	3.357	NA	NA	4.79
1936	7.039	5.889	NA	NA	4.351	5.001	NA	NA	NA	4.673	4.621	3.713	3.71	5.75	NA	NA	4.294	NA	NA	5.378
1937	6.097	5.318	NA	NA	3.954	4.466	NA	NA	NA	4.415	3.887	3.641	2.717	5.076	NA	NA	5.066	NA	5.101	4.774
1938	5.953	4.879	NA	NA	3.843	5.288	NA	NA	NA	4.681	4.565	4.295	4.3	5.061	NA	NA	4.938	NA	6.073	4.616
1939	5.171	5.161	NA	NA	4.096	5.098	NA	NA	NA	4.503	4.482	2.759	4.23	4.225	NA	NA	4.93	NA	4.996	3.995
1940	5.419	5.219	NA	NA	3.883	4.755	NA	NA	NA	4.606	4.146	2.321	5.118	5.346	NA	NA	4.175	NA	5.319	4.68
1941	4.499	4.927	NA	NA	3.239	4.38	NA	NA	NA	4.616	3.941	2.012	4.514	3.583	NA	NA	3.921	NA	5.432	5.131
1942	3.734	4.416	NA	NA	4.303	3.991	NA	NA	NA	4.627	4.67	2.984	3.855	4.623	NA	NA	3.429	NA	5.383	4.56
1943	2.802	3.27	NA	NA	3.176	4.037	NA	NA	NA	3.738	4.442	3.055	4.705	6.02	NA	NA	4.557	NA	4.51	4.433
1944	3.507	4.377	NA	NA	3.891	3.001	NA	NA	NA	5.224	5.28	3.707	5.41	4.456	NA	NA	5.867	NA	5.557	5.695
1945	2.155	1.408	NA	NA	3.954	3.864	NA	6.368	NA	4.429	4.882	3.501	4.232	3.401	NA	NA	4.613	NA	5.826	5.266
1946	3.877	2.666	NA	NA	3.739	4.155	NA	5.479	NA	3.403	4.139	3.118	4.659	5.783	NA	NA	3.469	NA	5.583	5.394
1947	5.061	3.792	NA	NA	4.756	5.709	NA	6.336	NA	4.223	4.547	3.286	5.978	5.143	NA	NA	5.849	NA	5.774	4.989
1948	3.765	3.676	NA	NA	3.247	5.336	NA	6.098	NA	3.97	4.794	2.679	7.188	4.11	NA	NA	6.184	NA	4.855	5.25
1949	2.454	2.859	NA	NA	4.795	5.494	NA	5.78	NA	3.36	5.065	2.723	7.414	5.47	NA	NA	5.309	NA	4.488	4.902
1950	4.58	3.93	NA	NA	4.732	5.452	NA	5.551	NA	3.731	5.381	2.91	5.12	4.509	NA	NA	5.294	NA	5.674	5.354
1951	3.902	4.192	NA	1.623	3.787	4.019	NA	6.558	NA	3.31	4.118	3.098	4.786	3.92	NA	NA	4.208	NA	5.975	5.147
1952	3.471	4.153	NA	1.036	5.193	3.925	NA	5.105	NA	3.865	3.78	3.142	5.608	3.554	NA	NA	4.545	NA	5.22	4.814
1953	3.25	3.359	NA	0.819	3.926	3.615	NA	4.748	NA	4.041	3.185	2.646	3.886	2.497	NA	NA	4.407	NA	4.656	4.221
1954	3.035	3.231	0.455	1.016	4.935	4.657	NA	5.153	NA	4.214	2.968	2.764	3.719	2.595	NA	NA	4.613	NA	3.504	3.84
