# King - Basin View - PIMC - ITRDB CA750
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# Data License: nan
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/45320
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-45320.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca750-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca750.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ca750.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2026-08-11
#--------------------
# File_Last_Modified_Date
#   Date: 2026-08-11
#--------------------
# Title
#   Study_Name: King - Basin View - PIMC - ITRDB CA750
#--------------------
# Investigators
#   Investigators: King, J.C.
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lewicki, J.L., Evans, W.C., Montgomery-Brown, E.K., Mangan, M.T., King, J.C., and Hunt, A.G.
#   Published_Date_or_Year: 2019
#   Published_Title: Rate of magma supply beneath Mammoth Mountain, California, based on helium isotopes and CO2 emissions
#   Journal_Name: Geophysical Research Letters
#   Volume: 46
#   Edition:
#   Issue: 9
#   Pages: 4636-4644
#   Report_Number: None
#   DOI: 10.1029/2019GL082487
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: United States Geological Survey (USGS)
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Basin View
#   Location: California
#   Northernmost_Latitude: 37.6158
#   Southernmost_Latitude: 37.6158
#   Easternmost_Longitude: -119.0219
#   Westernmost_Longitude: -119.0219
#   Elevation_m: 2795
#--------------------
# Data_Collection
#   Collection_Name: CA750
#   First_Year: 1384
#   Last_Year: 2015
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus monticola Dougl. ex D. Don in Lamb.
#   Common_Name: western white pine
#   Tree_Species_Code: PIMC
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BV101A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BV101A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BV102A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BV102A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BV103A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BV103A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BV104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BV104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BV105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BV105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BV106A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BV106A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BV107A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BV107A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BV108A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BV108A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BV110A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BV110A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BV111A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BV111A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BV112A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BV112A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BV113A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BV113A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BV114A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BV114A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BV115A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BV115A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BV116A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BV116A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BV117A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BV117A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BV118A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BV118A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BV119A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BV119A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BV120A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BV120A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BV121A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BV121A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BV101A_raw	BV102A_raw	BV103A_raw	BV104A_raw	BV105A_raw	BV106A_raw	BV107A_raw	BV108A_raw	BV110A_raw	BV111A_raw	BV112A_raw	BV113A_raw	BV114A_raw	BV115A_raw	BV116A_raw	BV117A_raw	BV118A_raw	BV119A_raw	BV120A_raw	BV121A_raw
1400	2.782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.009	NA	NA	NA	NA	NA	NA
1401	2.213	NA	NA	NA	NA	NA	1.601	NA	NA	NA	NA	NA	NA	1.422	NA	NA	NA	NA	NA	NA
1402	2.325	NA	NA	NA	NA	NA	1.793	NA	NA	NA	NA	NA	NA	1.61	NA	NA	NA	NA	NA	NA
1403	1.493	NA	NA	NA	NA	NA	1.484	NA	NA	NA	NA	NA	NA	1.291	NA	NA	NA	NA	NA	NA
1404	2.05	NA	NA	NA	NA	NA	1.799	NA	NA	NA	NA	NA	NA	1.775	NA	NA	NA	NA	NA	NA
1405	2.346	NA	NA	NA	NA	NA	1.876	NA	NA	NA	NA	NA	NA	1.864	NA	NA	NA	NA	NA	NA
1406	2.484	NA	NA	NA	NA	NA	1.944	NA	NA	NA	NA	NA	NA	1.851	NA	NA	NA	NA	NA	NA
1407	2.245	NA	NA	NA	NA	NA	1.528	NA	NA	NA	NA	NA	NA	1.904	NA	NA	NA	NA	NA	NA
1408	1.805	NA	NA	NA	NA	NA	1.483	NA	NA	NA	NA	NA	NA	1.44	NA	NA	NA	NA	NA	NA
1409	2.324	NA	NA	NA	NA	NA	1.571	NA	NA	NA	NA	NA	NA	1.751	NA	NA	NA	NA	NA	NA
1410	2.029	NA	NA	NA	NA	NA	1.682	NA	NA	NA	NA	NA	NA	1.634	NA	NA	NA	NA	NA	NA
1411	2.326	NA	NA	NA	NA	NA	1.831	NA	NA	NA	NA	NA	NA	1.838	NA	NA	NA	NA	NA	NA
1412	2.345	NA	NA	NA	NA	NA	1.64	NA	NA	NA	NA	NA	NA	1.728	NA	NA	NA	NA	NA	NA
1413	2.005	NA	NA	NA	NA	NA	1.227	NA	NA	NA	NA	NA	NA	1.257	NA	NA	NA	NA	NA	NA
1414	2.214	NA	NA	NA	NA	NA	1.341	NA	NA	NA	NA	NA	NA	1.333	NA	NA	NA	NA	NA	NA
1415	2.477	NA	NA	NA	NA	NA	1.567	NA	NA	NA	NA	NA	NA	1.491	NA	NA	NA	NA	NA	NA
1416	1.956	NA	NA	NA	NA	NA	1.379	NA	NA	NA	NA	NA	NA	1.285	NA	NA	NA	NA	NA	NA
1417	2.289	NA	NA	NA	NA	NA	1.397	NA	NA	NA	NA	NA	NA	1.509	NA	NA	NA	NA	NA	NA
1418	1.902	NA	NA	NA	NA	NA	1.364	NA	NA	NA	NA	NA	NA	1.58	NA	NA	NA	NA	NA	NA
1419	1.61	NA	NA	NA	NA	NA	1.176	NA	NA	NA	NA	NA	NA	1.318	NA	NA	NA	NA	NA	NA
1420	1.656	NA	NA	NA	NA	NA	1.115	NA	NA	NA	NA	NA	NA	1.395	NA	NA	NA	NA	NA	NA
1421	2.415	NA	NA	NA	NA	NA	1.352	NA	NA	NA	NA	NA	NA	1.728	NA	NA	NA	NA	NA	NA
1422	2.231	NA	NA	NA	NA	NA	1.306	NA	NA	NA	NA	NA	NA	1.374	NA	NA	NA	1.141	NA	NA
1423	3.614	NA	NA	NA	NA	NA	1.626	NA	NA	NA	NA	NA	NA	1.746	NA	NA	NA	1.151	NA	NA
1424	3.011	NA	NA	NA	NA	NA	1.55	NA	NA	NA	NA	NA	NA	1.532	NA	NA	NA	1.227	NA	NA
1425	2.652	NA	NA	NA	NA	NA	1.514	NA	NA	NA	NA	NA	NA	1.002	NA	NA	NA	1.419	NA	NA
1426	2.408	NA	NA	NA	NA	NA	1.216	NA	NA	NA	NA	NA	NA	0.896	NA	NA	NA	1.36	NA	NA
1427	3.149	NA	NA	NA	NA	NA	1.603	NA	NA	NA	NA	NA	NA	1.324	NA	NA	NA	1.786	NA	NA
1428	2.57	NA	NA	NA	NA	NA	1.33	NA	1.621	NA	NA	NA	NA	1.006	NA	NA	NA	1.62	NA	NA
1429	2.958	NA	NA	NA	NA	NA	1.369	NA	1.621	NA	NA	NA	NA	1.095	NA	NA	NA	1.479	NA	NA
1430	2.223	NA	NA	NA	NA	NA	1.204	NA	1.507	NA	NA	NA	NA	1.032	NA	NA	NA	1.222	NA	NA
1431	2.554	NA	NA	NA	NA	NA	1.204	NA	1.513	NA	NA	NA	NA	0.995	NA	NA	NA	1.373	NA	NA
1432	2.489	NA	NA	NA	NA	NA	1.045	NA	1.215	NA	NA	NA	NA	0.945	NA	NA	NA	1.064	NA	NA
1433	2.438	NA	NA	NA	NA	NA	1.119	NA	1.775	NA	NA	NA	NA	1.135	NA	NA	NA	1.418	NA	NA
1434	2.549	NA	NA	NA	NA	NA	1.206	NA	1.57	NA	NA	NA	NA	1.072	NA	NA	NA	1.236	NA	NA
1435	3.266	NA	NA	NA	NA	NA	1.365	NA	2.04	NA	NA	NA	NA	1.376	NA	NA	NA	1.581	NA	NA
1436	2.824	NA	NA	NA	NA	NA	1.331	NA	1.387	NA	NA	NA	NA	1.203	NA	NA	NA	1.483	NA	NA
1437	2.071	NA	NA	NA	NA	NA	1.065	NA	1.335	NA	NA	NA	NA	0.977	NA	NA	NA	1.33	NA	NA
1438	2.55	NA	NA	NA	NA	NA	1.102	NA	1.598	NA	NA	NA	NA	1.012	NA	NA	NA	1.206	NA	NA
1439	2.892	NA	NA	NA	NA	NA	0.963	NA	1.404	NA	NA	NA	NA	0.82	NA	NA	NA	1.291	NA	NA
1440	2.726	NA	NA	NA	NA	NA	1.301	NA	1.786	NA	NA	NA	NA	0.944	NA	NA	NA	1.673	NA	NA
1441	2.583	NA	NA	NA	NA	NA	1.141	NA	1.487	NA	NA	NA	NA	1.023	NA	NA	NA	1.278	NA	NA
1442	1.961	NA	NA	NA	NA	NA	1.046	NA	1.244	NA	NA	NA	NA	0.72	NA	NA	NA	1.213	NA	NA
1443	2.382	NA	NA	NA	NA	NA	1.288	NA	1.674	NA	NA	NA	NA	0.934	NA	NA	NA	1.396	NA	NA
1444	2.575	NA	NA	NA	NA	NA	1.198	NA	1.323	NA	NA	NA	NA	0.981	NA	NA	NA	1.27	NA	NA
1445	2.391	NA	NA	NA	NA	NA	1.141	NA	1.363	NA	NA	NA	NA	0.976	NA	NA	NA	1.347	NA	NA
1446	2.202	NA	NA	NA	NA	NA	1.125	NA	1.238	NA	NA	NA	NA	0.979	NA	NA	NA	1.147	NA	NA
1447	2.273	NA	NA	NA	NA	NA	1.291	NA	0.971	NA	NA	NA	NA	1.044	NA	NA	NA	1.008	NA	NA
1448	2.157	NA	NA	NA	NA	NA	1.141	NA	1.272	NA	NA	NA	NA	0.917	NA	NA	NA	1.074	NA	NA
1449	1.899	NA	NA	NA	NA	NA	1.34	NA	1.375	NA	NA	NA	NA	1.103	NA	NA	NA	1.347	NA	NA
1450	1.887	NA	NA	NA	NA	NA	1.234	NA	1.287	NA	NA	NA	NA	0.922	NA	NA	NA	1.053	NA	NA
1451	1.861	NA	NA	NA	NA	NA	1.09	NA	1.038	NA	NA	NA	NA	0.844	NA	NA	NA	0.768	NA	NA
1452	1.861	NA	NA	NA	NA	NA	1.16	NA	1.143	NA	NA	NA	NA	0.859	NA	NA	NA	1.037	NA	NA
