# King - Siliman Creek - TSME - ITRDB CA745
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/43325
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-43325.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca745b-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca745b.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
#--------------------
# Contribution_Date
#   Date: 2025-09-19
#--------------------
# File_Last_Modified_Date
#   Date: 2025-09-19
#--------------------
# Title
#   Study_Name: King - Siliman Creek - TSME - ITRDB CA745
#--------------------
# Investigators
#   Investigators: King, Karen; Harley, Grant
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: King, Karen E., Edward R. Cook, Kevin J. Anchukaitis, Benjamin I. Cook, Jason E. Smerdon, Richard Seager, Grant L. Harley, Benjamin Spei
#   Published_Date_or_Year: 2024
#   Published_Title: Increasing prevalence of hot drought across western North America since the 16th century
#   Journal_Name: Science Advances
#   Volume: 10
#   Edition:
#   Issue: 4
#   Pages: None
#   Report_Number: eadj4289
#   DOI: 10.1126/sciadv.adj4289
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Siliman Creek
#   Location: California
#   Northernmost_Latitude: 36.64
#   Southernmost_Latitude: 36.64
#   Easternmost_Longitude: -118.71
#   Westernmost_Longitude: -118.71
#   Elevation_m: 2853
#--------------------
# Data_Collection
#   Collection_Name: CA745
#   First_Year: 1752
#   Last_Year: 2021
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SLT04A_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT04A_D; units are 0.1 reflectance intensity
## SLT04B_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT04B_D; units are 0.1 reflectance intensity
## SLT05A_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT05A_D; units are 0.1 reflectance intensity
## SLT06A_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT06A_D; units are 0.1 reflectance intensity
## SLT07A_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT07A_D; units are 0.1 reflectance intensity
## SLT08A_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT08A_D; units are 0.1 reflectance intensity
## SLT08B_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT08B_D; units are 0.1 reflectance intensity
## SLT09B_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT09B_D; units are 0.1 reflectance intensity
## SLT10A_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT10A_D; units are 0.1 reflectance intensity
## SLT10B_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT10B_D; units are 0.1 reflectance intensity
## SLT11A_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT11A_D; units are 0.1 reflectance intensity
## SLT12A_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT12A_D; units are 0.1 reflectance intensity
## SLT12B_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT12B_D; units are 0.1 reflectance intensity
## SLT13A_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT13A_D; units are 0.1 reflectance intensity
## SLT13B_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT13B_D; units are 0.1 reflectance intensity
## SLT15A_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT15A_D; units are 0.1 reflectance intensity
## SLT17A_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT17A_D; units are 0.1 reflectance intensity
## SLT18A_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT18A_D; units are 0.1 reflectance intensity
## SLT19A_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT19A_D; units are 0.1 reflectance intensity
## SLT19B_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT19B_D; units are 0.1 reflectance intensity
## SLT23A_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT23A_D; units are 0.1 reflectance intensity
## SLT23B_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT23B_D; units are 0.1 reflectance intensity
## SLT25B_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT25B_D; units are 0.1 reflectance intensity
## SLT27B_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT27B_D; units are 0.1 reflectance intensity
## SLT29A_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT29A_D; units are 0.1 reflectance intensity
## SLT29B_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT29B_D; units are 0.1 reflectance intensity
## SLT33B_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT33B_D; units are 0.1 reflectance intensity
## SLT39B_D_raw	delta blue intensity,,,dimensionless,,tree ring,,,N,Tree ID: SLT39B_D; units are 0.1 reflectance intensity
#---------------------
# Data:
# Missing_Values: NA
age_CE	SLT04A_D_raw	SLT04B_D_raw	SLT05A_D_raw	SLT06A_D_raw	SLT07A_D_raw	SLT08A_D_raw	SLT08B_D_raw	SLT09B_D_raw	SLT10A_D_raw	SLT10B_D_raw	SLT11A_D_raw	SLT12A_D_raw	SLT12B_D_raw	SLT13A_D_raw	SLT13B_D_raw	SLT15A_D_raw	SLT17A_D_raw	SLT18A_D_raw	SLT19A_D_raw	SLT19B_D_raw	SLT23A_D_raw	SLT23B_D_raw	SLT25B_D_raw	SLT27B_D_raw	SLT29A_D_raw	SLT29B_D_raw	SLT33B_D_raw	SLT39B_D_raw
1752	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1753	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1754	NA	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1755	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1756	NA	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1757	NA	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1758	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1759	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1760	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1761	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1762	NA	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1763	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1764	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1765	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1766	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1767	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1768	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1769	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1770	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1771	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1772	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1773	NA	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1774	NA	NA	NA	NA	NA	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1775	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1776	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA	NA
1777	NA	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA
1778	NA	NA	NA	NA	NA	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA
1779	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA
1780	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA
1781	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA
1782	NA	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA
1783	NA	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA
1784	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA
1785	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA
1786	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA	NA	NA
1787	NA	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA	NA
1788	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	0.56
1789	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	0.53
1790	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	0.61
1791	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA	NA	0.52
1792	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	0.57
1793	NA	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	0.52
1794	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	0.58
